2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxocongenitabr.def
Congenital Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"430057 ALTO FELIZ";1;-;-;-;-;-;-;1
"430060 ALVORADA";-;-;-;1;3;1;-;5
"430080 ANTONIO PRADO";-;-;-;-;-;1;-;1
"430130 ARROIO GRANDE";-;-;-;1;-;-;-;1
"430163 BALNEARIO PINHAL";-;-;-;-;-;1;-;1
"430210 BENTO GONCALVES";1;-;1;-;-;2;-;4
"430230 BOM JESUS";-;-;-;-;1;-;-;1
"430290 CACEQUI";-;-;-;1;1;-;-;2
"430300 CACHOEIRA DO SUL";-;-;-;1;-;-;-;1
"430450 CANGUCU";1;-;-;-;-;-;-;1
"430460 CANOAS";-;-;-;1;1;1;-;3
"430466 CAPAO DO LEAO";-;-;-;-;-;-;1;1
"430470 CARAZINHO";-;-;1;-;-;-;-;1
"430480 CARLOS BARBOSA";-;-;-;-;1;-;-;1
"430510 CAXIAS DO SUL";1;-;1;1;5;5;1;14
"430545 CIDREIRA";-;1;-;-;-;1;-;2
"430675 DOUTOR RICARDO";1;-;-;-;-;-;-;1
"430790 FARROUPILHA";-;-;1;1;-;1;-;3
"430910 GRAMADO";-;-;2;-;-;-;-;2
"430920 GRAVATAI";-;-;-;-;1;-;-;1
"430930 GUAIBA";1;-;-;-;-;-;-;1
"431020 IJUI";-;-;1;-;-;-;-;1
"431110 JAGUARI";-;-;1;-;-;-;-;1
"431140 LAJEADO";-;-;1;-;-;-;-;1
"431190 MARCELINO RAMOS";-;-;1;-;-;-;-;1
"431210 MATA";-;1;-;-;-;1;-;2
"431340 NOVO HAMBURGO";-;-;-;-;1;1;-;2
"431350 OSORIO";-;1;-;-;1;-;-;2
"431360 PAIM FILHO";-;-;-;-;-;1;-;1
"431365 PALMARES DO SUL";-;-;-;1;-;-;-;1
"431390 PANAMBI";-;1;-;-;-;-;-;1
"431402 PARAISO DO SUL";-;-;1;-;-;-;-;1
"431410 PASSO FUNDO";1;-;-;-;-;-;-;1
"431440 PELOTAS";1;-;-;-;-;-;-;1
"431490 PORTO ALEGRE";7;4;5;4;18;-;-;38
"431540 REDENTORA";-;-;-;-;-;1;-;1
"431690 SANTA MARIA";1;6;5;3;4;2;1;22
"431760 SANTO ANTONIO DA PATRULHA";-;-;1;-;-;-;-;1
"431810 SAO FRANCISCO DE ASSIS";-;2;-;-;-;-;-;2
"431820 SAO FRANCISCO DE PAULA";-;1;-;-;-;-;-;1
"431843 SAO JOAO DO POLESINE";-;-;-;-;-;-;1;1
"431912 SAO MARTINHO DA SERRA";-;-;-;-;1;-;-;1
"431915 SAO MIGUEL DAS MISSOES";1;-;-;-;-;-;-;1
"431940 SAO PEDRO DO SUL";-;1;1;-;-;-;-;2
"431960 SAO SEPE";-;-;-;-;1;-;-;1
"431990 SAPIRANGA";1;1;-;-;-;1;-;3
"432000 SAPUCAIA DO SUL";-;-;-;-;-;3;-;3
"432080 SOLEDADE";1;-;-;-;-;-;-;1
"432149 TOROPI";-;-;1;-;-;1;-;2
"432150 TORRES";-;-;-;1;-;-;-;1
"432166 TRES CACHOEIRAS";1;-;-;-;-;-;-;1
"432240 URUGUAIANA";1;-;-;-;-;-;-;1
"432300 VIAMAO";1;-;-;-;-;-;-;1
"432345 VILA NOVA DO SUL";-;-;-;-;1;-;-;1
"500080 ANAURILANDIA";-;-;-;-;-;1;-;1
"500100 APARECIDA DO TABOADO";-;-;-;1;-;-;-;1
"500270 CAMPO GRANDE";-;1;2;2;4;5;-;14
"500290 CASSILANDIA";-;-;-;1;-;-;-;1
"500295 CHAPADAO DO SUL";-;-;-;-;-;1;-;1
"500325 COSTA RICA";-;-;-;-;1;-;-;1
"500330 COXIM";2;-;-;-;-;-;-;2
"500350 DOURADINA";-;-;1;-;-;-;-;1
"500370 DOURADOS";1;1;-;1;-;-;-;3
"500410 GUIA LOPES DA LAGUNA";-;-;-;1;-;-;-;1
"500515 JUTI";-;-;-;1;-;-;-;1
"500560 MIRANDA";-;-;-;2;-;-;-;2
"500570 NAVIRAI";-;1;-;-;-;-;-;1
"500630 PARANAIBA";-;-;-;1;-;-;-;1
"500660 PONTA PORA";-;-;-;-;2;-;-;2
"500740 RIO VERDE DE MATO GROSSO";-;-;1;1;-;-;-;2
"500755 SANTA RITA DO PARDO";-;-;-;1;-;-;-;1
"500790 SIDROLANDIA";-;-;-;-;1;-;-;1
"500800 TERENOS";-;-;-;1;-;-;-;1
"510125 ARAPUTANGA";-;-;-;-;-;1;-;1
"510180 BARRA DO GARCAS";-;1;-;-;-;-;-;1
"510190 BRASNORTE";-;-;-;-;-;1;-;1
"510250 CACERES";-;-;2;1;1;-;-;4
"510263 CAMPO NOVO DO PARECIS";-;-;-;1;1;-;-;2
"510300 CHAPADA DOS GUIMARAES";-;-;1;-;-;-;-;1
"510340 CUIABA";2;4;-;6;5;3;-;20
"510450 INDIAVAI";-;-;-;-;1;-;-;1
"510480 JACIARA";-;-;1;-;-;-;-;1
"510490 JANGADA";-;-;2;-;-;-;-;2
"510525 LUCAS DO RIO VERDE";-;2;-;-;1;1;-;4
"510610 NOSSA SENHORA DO LIVRAMENTO";-;-;1;-;-;-;-;1
"510625 NOVA XAVANTINA";-;-;1;1;-;-;-;2
"510630 PARANATINGA";-;-;-;-;1;-;-;1
"510650 POCONE";1;-;-;-;-;-;-;1
"510700 POXOREO";-;-;-;-;1;-;-;1
"510706 QUERENCIA";-;-;-;-;-;1;-;1
"510730 SAO JOSE DO RIO CLARO";-;-;-;-;-;1;-;1
"510760 RONDONOPOLIS";1;-;-;-;-;-;-;1
"510790 SINOP";2;-;-;-;-;1;-;3
"510792 SORRISO";-;-;-;1;-;-;-;1
"510795 TANGARA DA SERRA";-;-;-;-;-;1;-;1
"510840 VARZEA GRANDE";-;2;1;1;2;-;-;6
"520025 AGUAS LINDAS DE GOIAS";-;8;1;2;1;-;2;14
"520030 ALEXANIA";-;-;1;-;-;-;-;1
"520110 ANAPOLIS";-;-;2;3;1;3;-;9
"520140 APARECIDA DE GOIANIA";3;-;2;8;12;9;2;36
"520170 ARAGARCAS";-;-;1;-;-;1;-;2
"520215 ARAGUAPAZ";-;1;-;-;-;-;-;1
"520280 AVELINOPOLIS";1;-;1;-;-;-;-;2
"520340 BOM JARDIM DE GOIAS";-;-;-;-;1;-;-;1
"520350 BOM JESUS DE GOIAS";-;-;-;-;1;-;-;1
"520355 BONFINOPOLIS";-;-;-;-;1;-;-;1
"520390 BURITI ALEGRE";1;-;-;-;-;-;-;1
"520393 BURITI DE GOIAS";-;-;-;-;-;-;1;1
"520485 CAMPO LIMPO DE GOIAS";-;-;-;-;1;-;-;1
"520490 CAMPOS BELOS";-;-;-;-;1;-;-;1
"520510 CATALAO";-;-;-;1;-;1;-;2
"520540 CERES";-;-;1;-;-;-;-;1
"520545 CEZARINA";-;-;-;-;-;1;-;1
"520549 CIDADE OCIDENTAL";1;-;2;2;-;1;-;6
"520551 COCALZINHO DE GOIAS";-;-;-;1;-;-;-;1
"520620 CRISTALINA";2;-;-;-;-;1;1;4
"520640 CRIXAS";-;-;-;1;1;-;-;2
"520650 CROMINIA";-;1;-;-;-;-;-;1
"520800 FORMOSA";-;-;1;-;-;-;-;1
"520840 GOIANAPOLIS";-;1;1;-;-;-;-;2
"520860 GOIANESIA";-;-;1;-;1;-;-;2
"520870 GOIANIA";5;6;10;10;18;8;4;61
"520880 GOIANIRA";1;-;4;2;3;1;1;12
"520890 GOIAS";-;2;-;-;-;-;1;3
"520915 GOUVELANDIA";-;-;-;-;1;1;-;2
"520920 GUAPO";-;1;-;-;-;-;-;1
"520940 GUARANI DE GOIAS";-;-;-;-;1;-;-;1
"520970 HIDROLANDIA";-;-;1;-;-;-;-;1
"520995 INDIARA";-;-;1;-;-;-;-;1
"521000 INHUMAS";-;-;-;-;1;2;-;3
"521020 IPORA";-;1;2;-;-;-;-;3
"521040 ITABERAI";-;-;-;-;1;1;-;2
"521090 ITAPACI";-;-;-;-;1;-;-;1
"521120 ITAPURANGA";-;-;-;-;-;1;-;1
"521140 ITAUCU";-;1;-;-;-;-;-;1
"521150 ITUMBIARA";1;-;-;-;2;1;-;4
"521190 JATAI";-;-;-;-;-;1;-;1
"521200 JAUPACI";-;-;1;-;-;-;-;1
"521220 JUSSARA";-;-;-;-;1;1;-;2
"521250 LUZIANIA";-;-;1;-;-;-;1;2
"521310 MINEIROS";-;-;-;-;1;1;-;2
"521370 MONTES CLAROS DE GOIAS";-;-;-;3;-;-;-;3
"521375 MONTIVIDIU";-;-;-;-;-;1;-;1
"521380 MORRINHOS";-;-;1;1;1;1;-;4
"521450 NEROPOLIS";-;-;-;-;-;1;-;1
"521460 NIQUELANDIA";-;-;-;-;-;-;1;1
"521483 NOVA CRIXAS";-;-;1;-;-;1;-;2
"521523 NOVO GAMA";-;1;-;1;-;-;2;4
"521540 OURO VERDE DE GOIAS";1;-;-;-;-;-;-;1
"521570 PALMEIRAS DE GOIAS";-;-;-;3;-;-;-;3
"521640 PARAUNA";-;-;-;-;1;-;1;2
"521720 PIRANHAS";-;-;-;-;1;-;-;1
"521740 PIRES DO RIO";-;-;-;3;-;1;-;4
"521760 PLANALTINA";-;-;1;-;-;-;-;1
"521800 PORANGATU";-;-;-;-;-;2;-;2
"521850 QUIRINOPOLIS";-;-;-;-;-;1;-;1
"521880 RIO VERDE";-;-;1;-;1;1;-;3
"521890 RUBIATABA";-;-;-;1;-;-;-;1
"521973 SANTO ANTONIO DE GOIAS";1;1;-;-;-;-;-;2
"521975 SANTO ANTONIO DO DESCOBERTO";-;1;1;1;1;-;-;4
"522010 SAO LUIS DE MONTES BELOS";-;-;-;-;1;-;-;1
"522020 SAO MIGUEL DO ARAGUAIA";-;-;1;1;2;1;-;5
"522045 SENADOR CANEDO";-;-;1;-;1;1;-;3
"522100 TAQUARAL DE GOIAS";-;-;-;-;1;-;-;1
"522140 TRINDADE";1;-;2;-;2;1;-;6
"522155 TURVELANDIA";-;-;-;1;-;-;-;1
"522170 URUANA";-;-;-;1;1;-;-;2
"522185 VALPARAISO DE GOIAS";1;1;1;1;1;-;-;5
"530010 BRASILIA";5;7;13;9;11;5;9;59
"Total";456;413;529;490;651;439;104;3082
&
