2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Em Branco/ign";"Total"
"220675 NOSSA SENHORA DE NAZARE";1;1
"220680 NOSSA SENHORA DOS REMEDIOS";3;3
"220700 OEIRAS";58;58
"220730 PAES LANDIM";2;2
"220735 PAJEU DO PIAUI";1;1
"220750 PALMEIRAIS";1;1
"220770 PARNAIBA";341;341
"220777 PATOS DO PIAUI";1;1
"220780 PAULISTANA";1;1
"220785 PAVUSSU";2;2
"220790 PEDRO II";29;29
"220795 NOVA SANTA RITA";1;1
"220800 PICOS";271;271
"220820 PIO IX";1;1
"220830 PIRACURUCA";6;6
"220840 PIRIPIRI";190;190
"220850 PORTO";2;2
"220855 PORTO ALEGRE DO PIAUI";1;1
"220865 QUEIMADA NOVA";1;1
"220870 REDENCAO DO GURGUEIA";2;2
"220880 REGENERACAO";4;4
"220887 RIBEIRA DO PIAUI";1;1
"220890 RIBEIRO GONCALVES";1;1
"220910 SANTA CRUZ DO PIAUI";1;1
"220930 SANTA LUZ";1;1
"220935 SANTANA DO PIAUI";2;2
"220940 SANTO ANTONIO DE LISBOA";2;2
"220945 SANTO ANTONIO DOS MILAGRES";2;2
"220985 SAO JOAO DA CANABRAVA";1;1
"220990 SAO JOAO DA SERRA";1;1
"220995 SAO JOAO DA VARJOTA";1;1
"220997 SAO JOAO DO ARRAIAL";8;8
"221000 SAO JOAO DO PIAUI";13;13
"221005 SAO JOSE DO DIVINO";3;3
"221020 SAO JOSE DO PIAUI";3;3
"221030 SAO JULIAO";3;3
"221035 SAO LOURENCO DO PIAUI";1;1
"221037 SAO LUIS DO PIAUI";2;2
"221040 SAO MIGUEL DO TAPUIO";2;2
"221050 SAO PEDRO DO PIAUI";9;9
"221060 SAO RAIMUNDO NONATO";14;14
"221062 SEBASTIAO BARROS";1;1
"221070 SIMOES";6;6
"221080 SIMPLICIO MENDES";5;5
"221093 SUSSUAPARA";4;4
"221100 TERESINA";1388;1388
"221110 UNIAO";14;14
"221120 URUCUI";6;6
"221130 VALENCA DO PIAUI";8;8
"221150 VERA MENDES";4;4
"221170 WALL FERRAZ";1;1
"230010 ABAIARA";5;5
"230015 ACARAPE";14;14
"230020 ACARAU";45;45
"230030 ACOPIARA";9;9
"230040 AIUABA";7;7
"230050 ALCANTARAS";16;16
"230060 ALTANEIRA";3;3
"230070 ALTO SANTO";31;31
"230075 AMONTADA";24;24
"230080 ANTONINA DO NORTE";14;14
"230090 APUIARES";2;2
"230100 AQUIRAZ";136;136
"230110 ARACATI";98;98
"230120 ARACOIABA";8;8
"230125 ARARENDA";8;8
"230130 ARARIPE";3;3
"230140 ARATUBA";11;11
"230150 ARNEIROZ";7;7
"230160 ASSARE";1;1
"230170 AURORA";3;3
"230180 BAIXIO";1;1
"230185 BANABUIU";14;14
"230190 BARBALHA";37;37
"230195 BARREIRA";5;5
"230200 BARRO";3;3
"230205 BARROQUINHA";17;17
"230210 BATURITE";29;29
"230220 BEBERIBE";28;28
"230230 BELA CRUZ";34;34
"230240 BOA VIAGEM";14;14
"230250 BREJO SANTO";30;30
"230260 CAMOCIM";159;159
"230270 CAMPOS SALES";8;8
"230280 CANINDE";49;49
"230290 CAPISTRANO";46;46
"230300 CARIDADE";6;6
"230310 CARIRE";17;17
"230320 CARIRIACU";3;3
"230330 CARIUS";10;10
"230340 CARNAUBAL";5;5
"230350 CASCAVEL";50;50
"230365 CATUNDA";11;11
"230370 CAUCAIA";861;861
"230380 CEDRO";14;14
"230390 CHAVAL";19;19
"230393 CHORO";4;4
"230395 CHOROZINHO";1;1
"230400 COREAU";20;20
"230410 CRATEUS";69;69
"230420 CRATO";75;75
"230423 CROATA";3;3
"230425 CRUZ";34;34
"230426 DEPUTADO IRAPUAN PINHEIRO";3;3
"230427 ERERE";2;2
"230428 EUSEBIO";38;38
"230430 FARIAS BRITO";8;8
"230435 FORQUILHA";30;30
"230440 FORTALEZA";5043;5043
"230445 FORTIM";10;10
"230450 FRECHEIRINHA";18;18
"230460 GENERAL SAMPAIO";1;1
"230465 GRACA";4;4
"230470 GRANJA";43;43
"230480 GRANJEIRO";1;1
"230490 GROAIRAS";4;4
"230495 GUAIUBA";26;26
"230500 GUARACIABA DO NORTE";9;9
"230510 GUARAMIRANGA";9;9
"230520 HIDROLANDIA";8;8
"230523 HORIZONTE";78;78
"230526 IBARETAMA";2;2
"230530 IBIAPINA";14;14
"230533 IBICUITINGA";1;1
"230535 ICAPUI";14;14
"230540 ICO";22;22
"230550 IGUATU";119;119
"230560 INDEPENDENCIA";17;17
"230565 IPAPORANGA";9;9
"230570 IPAUMIRIM";9;9
"230580 IPU";26;26
"230590 IPUEIRAS";10;10
"230600 IRACEMA";5;5
"230610 IRAUCUBA";12;12
"230620 ITAICABA";5;5
"230625 ITAITINGA";280;280
"230630 ITAPAGE";24;24
"230640 ITAPIPOCA";180;180
"230650 ITAPIUNA";13;13
"230655 ITAREMA";39;39
"230660 ITATIRA";49;49
"230670 JAGUARETAMA";4;4
"230680 JAGUARIBARA";6;6
"230690 JAGUARIBE";13;13
"230700 JAGUARUANA";17;17
"230710 JARDIM";5;5
"230720 JATI";9;9
"230725 JIJOCA DE JERICOACOARA";60;60
"230730 JUAZEIRO DO NORTE";106;106
"230740 JUCAS";12;12
"230750 LAVRAS DA MANGABEIRA";4;4
"230760 LIMOEIRO DO NORTE";52;52
"230763 MADALENA";5;5
"230765 MARACANAU";1101;1101
"230770 MARANGUAPE";277;277
"230780 MARCO";91;91
"230790 MARTINOPOLE";19;19
"230800 MASSAPE";45;45
"230810 MAURITI";16;16
"230820 MERUOCA";22;22
"230830 MILAGRES";27;27
"230835 MILHA";7;7
"230837 MIRAIMA";20;20
"230840 MISSAO VELHA";24;24
"230850 MOMBACA";13;13
"230860 MONSENHOR TABOSA";12;12
"230870 MORADA NOVA";42;42
"230880 MORAUJO";2;2
"230890 MORRINHOS";15;15
"230900 MUCAMBO";10;10
"230910 MULUNGU";6;6
"230930 NOVA RUSSAS";53;53
"230940 NOVO ORIENTE";2;2
"230945 OCARA";12;12
"230950 OROS";5;5
"230960 PACAJUS";68;68
"230970 PACATUBA";176;176
"230980 PACOTI";4;4
"230990 PACUJA";4;4
"231000 PALHANO";7;7
"231010 PALMACIA";4;4
"231020 PARACURU";10;10
"231025 PARAIPABA";12;12
"231030 PARAMBU";5;5
"231040 PARAMOTI";2;2
"231050 PEDRA BRANCA";9;9
"231060 PENAFORTE";9;9
"231070 PENTECOSTE";6;6
"231080 PEREIRO";2;2
"231085 PINDORETAMA";21;21
"231090 PIQUET CARNEIRO";2;2
"231095 PIRES FERREIRA";7;7
"231100 PORANGA";3;3
"231110 PORTEIRAS";1;1
"231120 POTENGI";8;8
"231123 POTIRETAMA";2;2
"231126 QUITERIANOPOLIS";11;11
"231130 QUIXADA";59;59
"231140 QUIXERAMOBIM";45;45
"231150 QUIXERE";10;10
"231160 REDENCAO";24;24
"231170 RERIUTABA";39;39
"231180 RUSSAS";95;95
"231190 SABOEIRO";10;10
"231195 SALITRE";4;4
"231200 SANTANA DO ACARAU";33;33
"231210 SANTANA DO CARIRI";2;2
"231220 SANTA QUITERIA";21;21
"231230 SAO BENEDITO";23;23
"231240 SAO GONCALO DO AMARANTE";86;86
"231250 SAO JOAO DO JAGUARIBE";2;2
"231260 SAO LUIS DO CURU";2;2
"231270 SENADOR POMPEU";10;10
"231280 SENADOR SA";16;16
"231290 SOBRAL";782;782
"231300 SOLONOPOLE";7;7
"231310 TABULEIRO DO NORTE";11;11
"231320 TAMBORIL";14;14
"231330 TAUA";73;73
"231335 TEJUCUOCA";1;1
"231340 TIANGUA";60;60
"231350 TRAIRI";36;36
"231355 TURURU";8;8
"231360 UBAJARA";30;30
"231375 UMIRIM";15;15
"231380 URUBURETAMA";11;11
"231390 URUOCA";14;14
"231395 VARJOTA";35;35
"231400 VARZEA ALEGRE";9;9
"231410 VICOSA DO CEARA";44;44
"240010 ACARI";5;5
"240020 ACU";17;17
"240030 AFONSO BEZERRA";11;11
"240040 AGUA NOVA";2;2
"240050 ALEXANDRIA";6;6
"240070 ALTO DO RODRIGUES";20;20
"240080 ANGICOS";3;3
"240100 APODI";12;12
"240110 AREIA BRANCA";38;38
"240120 ARES";9;9
"240130 AUGUSTO SEVERO";2;2
"240140 BAIA FORMOSA";28;28
"240145 BARAUNA";29;29
"240150 BARCELONA";5;5
"240160 BENTO FERNANDES";4;4
"240165 BODO";1;1
"240170 BOM JESUS";10;10
"240180 BREJINHO";21;21
"240185 CAICARA DO NORTE";9;9
"240190 CAICARA DO RIO DO VENTO";3;3
"240200 CAICO";60;60
"240210 CAMPO REDONDO";2;2
"240220 CANGUARETAMA";50;50
"240230 CARAUBAS";44;44
"240240 CARNAUBA DOS DANTAS";7;7
"240250 CARNAUBAIS";5;5
"240260 CEARA-MIRIM";316;316
"240270 CERRO CORA";6;6
"240280 CORONEL EZEQUIEL";12;12
"240290 CORONEL JOAO PESSOA";3;3
"240300 CRUZETA";5;5
"240310 CURRAIS NOVOS";37;37
"240320 DOUTOR SEVERIANO";2;2
"240325 PARNAMIRIM";584;584
"240340 EQUADOR";4;4
"240350 ESPIRITO SANTO";1;1
"240360 EXTREMOZ";237;237
"240370 FELIPE GUERRA";4;4
"240375 FERNANDO PEDROZA";1;1
"240380 FLORANIA";8;8
"240410 GALINHOS";5;5
"240420 GOIANINHA";7;7
"240430 GOVERNADOR DIX-SEPT ROSADO";4;4
"240440 GROSSOS";2;2
"240450 GUAMARE";12;12
"240460 IELMO MARINHO";11;11
"240470 IPANGUACU";10;10
"240480 IPUEIRA";2;2
"240485 ITAJA";3;3
"240490 ITAU";2;2
"240500 JACANA";10;10
"240510 JANDAIRA";4;4
"240520 JANDUIS";1;1
"240530 JANUARIO CICCO";5;5
"240540 JAPI";6;6
"240550 JARDIM DE ANGICOS";8;8
"240560 JARDIM DE PIRANHAS";18;18
"240570 JARDIM DO SERIDO";17;17
"240580 JOAO CAMARA";111;111
"240610 JUCURUTU";14;14
"240615 JUNDIA";2;2
"240620 LAGOA D'ANTA";9;9
"240630 LAGOA DE PEDRAS";11;11
"240640 LAGOA DE VELHOS";7;7
"240650 LAGOA NOVA";17;17
"240660 LAGOA SALGADA";18;18
"240670 LAJES";41;41
"240680 LAJES PINTADAS";22;22
"240700 LUIS GOMES";3;3
"240710 MACAIBA";124;124
"240720 MACAU";55;55
"240725 MAJOR SALES";2;2
"240730 MARCELINO VIEIRA";8;8
"240740 MARTINS";2;2
"240750 MAXARANGUAPE";6;6
"240760 MESSIAS TARGINO";3;3
"240770 MONTANHAS";20;20
"240780 MONTE ALEGRE";10;10
"240800 MOSSORO";832;832
"240810 NATAL";3705;3705
"240820 NISIA FLORESTA";470;470
"240830 NOVA CRUZ";90;90
"240840 OLHO-D'AGUA DO BORGES";5;5
"240860 PARANA";1;1
"240880 PARAZINHO";14;14
"240890 PARELHAS";23;23
"240895 RIO DO FOGO";7;7
"240910 PASSA E FICA";7;7
"240920 PASSAGEM";2;2
"240930 PATU";1;1
"240933 SANTA MARIA";6;6
"240940 PAU DOS FERROS";32;32
"240950 PEDRA GRANDE";1;1
"240970 PEDRO AVELINO";15;15
"240980 PEDRO VELHO";4;4
"240990 PENDENCIAS";15;15
"241000 PILOES";3;3
"241010 POCO BRANCO";11;11
"241020 PORTALEGRE";4;4
"241025 PORTO DO MANGUE";3;3
"241030 SERRA CAIADA";12;12
"241040 PUREZA";15;15
"241050 RAFAEL FERNANDES";3;3
"241060 RAFAEL GODEIRO";1;1
"241070 RIACHO DA CRUZ";2;2
"241090 RIACHUELO";17;17
"241100 RODOLFO FERNANDES";2;2
"241105 TIBAU";9;9
"241110 RUY BARBOSA";1;1
"241120 SANTA CRUZ";71;71
"241140 SANTANA DO MATOS";8;8
"241142 SANTANA DO SERIDO";3;3
"241150 SANTO ANTONIO";18;18
"241170 SAO BENTO DO TRAIRI";1;1
"241180 SAO FERNANDO";11;11
"241190 SAO FRANCISCO DO OESTE";3;3
"241200 SAO GONCALO DO AMARANTE";181;181
"241210 SAO JOAO DO SABUGI";2;2
"241220 SAO JOSE DE MIPIBU";38;38
"241230 SAO JOSE DO CAMPESTRE";13;13
"241250 SAO MIGUEL";3;3
"241255 SAO MIGUEL DO GOSTOSO";21;21
"241260 SAO PAULO DO POTENGI";25;25
"241270 SAO PEDRO";2;2
"241280 SAO RAFAEL";4;4
"241290 SAO TOME";5;5
"241300 SAO VICENTE";7;7
"241310 SENADOR ELOI DE SOUZA";4;4
"241320 SENADOR GEORGINO AVELINO";8;8
"241330 SERRA DE SAO BENTO";4;4
"241335 SERRA DO MEL";5;5
"241340 SERRA NEGRA DO NORTE";4;4
"241350 SERRINHA";11;11
"241355 SERRINHA DOS PINTOS";2;2
"241360 SEVERIANO MELO";6;6
"241370 SITIO NOVO";10;10
"241380 TABOLEIRO GRANDE";5;5
"241390 TAIPU";8;8
"241400 TANGARA";4;4
"241410 TENENTE ANANIAS";4;4
"241415 TENENTE LAURENTINO CRUZ";6;6
"241420 TIBAU DO SUL";42;42
"241430 TIMBAUBA DOS BATISTAS";1;1
"241440 TOUROS";20;20
"241450 UMARIZAL";1;1
"241460 UPANEMA";3;3
"241470 VARZEA";2;2
"241480 VERA CRUZ";15;15
"241490 VICOSA";1;1
"250010 AGUA BRANCA";3;3
"250020 AGUIAR";2;2
"250030 ALAGOA GRANDE";24;24
"250040 ALAGOA NOVA";10;10
"250050 ALAGOINHA";1;1
"250053 ALCANTIL";6;6
"250057 ALGODAO DE JANDAIRA";3;3
"250060 ALHANDRA";48;48
"250070 SAO JOAO DO RIO DO PEIXE";1;1
"250073 AMPARO";4;4
"250080 ARACAGI";7;7
"250090 ARARA";4;4
"250100 ARARUNA";14;14
"250110 AREIA";6;6
"250120 AREIAL";2;2
"250130 AROEIRAS";9;9
"250135 ASSUNCAO";10;10
"250140 BAIA DA TRAICAO";8;8
"250150 BANANEIRAS";1;1
"250153 BARAUNA";4;4
"250157 BARRA DE SANTANA";17;17
"250160 BARRA DE SANTA ROSA";3;3
"250170 BARRA DE SAO MIGUEL";10;10
"250180 BAYEUX";188;188
"250205 BERNARDINO BATISTA";1;1
"250210 BOA VENTURA";3;3
"250215 BOA VISTA";2;2
"250220 BOM JESUS";6;6
"250230 BOM SUCESSO";2;2
"250250 BOQUEIRAO";5;5
"250280 BREJO DO CRUZ";8;8
"250290 BREJO DOS SANTOS";3;3
"250300 CAAPORA";11;11
"250320 CABEDELO";167;167
"250330 CACHOEIRA DOS INDIOS";2;2
"250350 CACIMBA DE DENTRO";1;1
"250355 CACIMBAS";4;4
"250370 CAJAZEIRAS";108;108
"250380 CALDAS BRANDAO";2;2
"250390 CAMALAU";2;2
"250400 CAMPINA GRANDE";260;260
"250403 CAPIM";1;1
"250407 CARAUBAS";4;4
"250420 CATINGUEIRA";1;1
"250430 CATOLE DO ROCHA";8;8
"250435 CATURITE";9;9
"250440 CONCEICAO";2;2
"250450 CONDADO";1;1
"250460 CONDE";35;35
"250470 CONGO";6;6
"250480 COREMAS";8;8
"250490 CRUZ DO ESPIRITO SANTO";6;6
"250500 CUBATI";1;1
"250510 CUITE";8;8
"250520 CUITEGI";8;8
"250527 CURRAL DE CIMA";5;5
"250535 DAMIAO";5;5
"250540 DESTERRO";1;1
"250550 VISTA SERRANA";1;1
"250560 DIAMANTE";2;2
"250570 DONA INES";9;9
"250600 ESPERANCA";15;15
"250620 FREI MARTINHO";1;1
"250630 GUARABIRA";37;37
"250640 GURINHEM";6;6
"250650 GURJAO";1;1
"250670 IMACULADA";3;3
"250680 INGA";27;27
"250690 ITABAIANA";7;7
"250700 ITAPORANGA";18;18
"250710 ITAPOROROCA";13;13
"250720 ITATUBA";9;9
"250730 JACARAU";8;8
"250740 JERICO";15;15
"250750 JOAO PESSOA";2307;2307
"250760 JUAREZ TAVORA";3;3
"250770 JUAZEIRINHO";4;4
"250780 JUNCO DO SERIDO";5;5
"250790 JURIPIRANGA";4;4
"250800 JURU";2;2
"250820 LAGOA DE DENTRO";3;3
"250830 LAGOA SECA";12;12
"250840 LASTRO";4;4
"250860 LUCENA";17;17
"250870 MAE D'AGUA";1;1
"250880 MALTA";6;6
"250890 MAMANGUAPE";45;45
"250900 MANAIRA";12;12
"250905 MARCACAO";5;5
"250910 MARI";5;5
"250915 MARIZOPOLIS";1;1
"250920 MASSARANDUBA";5;5
"250930 MATARACA";5;5
"250937 MATO GROSSO";4;4
"250939 MATUREIA";6;6
"250940 MOGEIRO";2;2
"250950 MONTADAS";6;6
"250960 MONTE HOREBE";2;2
"250970 MONTEIRO";62;62
"250980 MULUNGU";4;4
"250990 NATUBA";9;9
"251000 NAZAREZINHO";1;1
"251010 NOVA FLORESTA";2;2
"251020 NOVA OLINDA";1;1
"251030 NOVA PALMEIRA";1;1
"251040 OLHO D'AGUA";1;1
"251050 OLIVEDOS";3;3
"251060 OURO VELHO";4;4
"251080 PATOS";32;32
"251110 PEDRA LAVRADA";1;1
"251120 PEDRAS DE FOGO";10;10
"251130 PIANCO";5;5
"251140 PICUI";17;17
"251150 PILAR";23;23
"251160 PILOES";1;1
"251170 PILOEZINHOS";2;2
"251180 PIRPIRITUBA";2;2
"251190 PITIMBU";7;7
"251200 POCINHOS";2;2
"251203 POCO DANTAS";1;1
"251207 POCO DE JOSE DE MOURA";1;1
"251210 POMBAL";22;22
"251220 PRATA";8;8
"251230 PRINCESA ISABEL";24;24
"251240 PUXINANA";2;2
"251250 QUEIMADAS";15;15
"251260 QUIXABA";1;1
"251270 REMIGIO";4;4
"251274 RIACHAO";2;2
"251275 RIACHAO DO BACAMARTE";3;3
"251278 RIACHO DE SANTO ANTONIO";5;5
"251280 RIACHO DOS CAVALOS";2;2
"251290 RIO TINTO";14;14
"251310 SALGADO DE SAO FELIX";6;6
"251315 SANTA CECILIA";1;1
"251320 SANTA CRUZ";6;6
"251330 SANTA HELENA";2;2
"251335 SANTA INES";2;2
"251340 SANTA LUZIA";14;14
"251350 SANTANA DE MANGUEIRA";1;1
"251360 SANTANA DOS GARROTES";2;2
"251365 JOCA CLAUDINO";1;1
"251370 SANTA RITA";214;214
"251380 SANTA TERESINHA";2;2
"251385 SANTO ANDRE";4;4
"251390 SAO BENTO";16;16
"251392 SAO BENTINHO";4;4
"251394 SAO DOMINGOS DO CARIRI";2;2
"251396 SAO DOMINGOS";1;1
"251400 SAO JOAO DO CARIRI";6;6
"251410 SAO JOAO DO TIGRE";4;4
"251445 SAO JOSE DOS RAMOS";11;11
"251450 SAO JOSE DE PIRANHAS";9;9
"251455 SAO JOSE DE PRINCESA";1;1
"251470 SAO JOSE DO SABUGI";1;1
"251480 SAO JOSE DOS CORDEIROS";1;1
"251500 SAO MIGUEL DE TAIPU";1;1
"251520 SAO SEBASTIAO DO UMBUZEIRO";4;4
"251530 SAPE";10;10
"251540 SAO VICENTE DO SERIDO";2;2
"251550 SERRA BRANCA";5;5
"251560 SERRA DA RAIZ";5;5
"251580 SERRA REDONDA";1;1
"251590 SERRARIA";6;6
"251593 SERTAOZINHO";2;2
"251597 SOBRADO";1;1
"251600 SOLANEA";1;1
"251610 SOLEDADE";9;9
"251620 SOUSA";14;14
"251630 SUME";7;7
"251640 TACIMA";3;3
"251650 TAPEROA";6;6
"251660 TAVARES";2;2
"251670 TEIXEIRA";12;12
"251675 TENORIO";2;2
"251680 TRIUNFO";6;6
"251690 UIRAUNA";2;2
"251700 UMBUZEIRO";10;10
"251740 ZABELE";1;1
"260005 ABREU E LIMA";1448;1448
"260010 AFOGADOS DA INGAZEIRA";55;55
"260020 AFRANIO";2;2
"260030 AGRESTINA";12;12
"260040 AGUA PRETA";44;44
"260050 AGUAS BELAS";110;110
"260060 ALAGOINHA";7;7
"260070 ALIANCA";72;72
"260080 ALTINHO";26;26
"260090 AMARAJI";13;13
"260105 ARACOIABA";83;83
"260110 ARARIPINA";191;191
"260120 ARCOVERDE";411;411
"260130 BARRA DE GUABIRABA";14;14
"260140 BARREIROS";29;29
"260150 BELEM DE MARIA";4;4
"260160 BELEM DE SAO FRANCISCO";53;53
"260170 BELO JARDIM";137;137
"260180 BETANIA";3;3
"260190 BEZERROS";40;40
"260200 BODOCO";38;38
"260210 BOM CONSELHO";19;19
"260220 BOM JARDIM";12;12
"260230 BONITO";13;13
"260240 BREJAO";3;3
"260250 BREJINHO";6;6
"260260 BREJO DA MADRE DE DEUS";42;42
"260270 BUENOS AIRES";9;9
"260280 BUIQUE";113;113
"260290 CABO DE SANTO AGOSTINHO";1038;1038
"260300 CABROBO";57;57
"260310 CACHOEIRINHA";10;10
"260320 CAETES";6;6
"260330 CALCADO";2;2
"260340 CALUMBI";1;1
"260345 CAMARAGIBE";736;736
"260350 CAMOCIM DE SAO FELIX";7;7
"260360 CAMUTANGA";9;9
"260370 CANHOTINHO";22;22
"260380 CAPOEIRAS";5;5
"260390 CARNAIBA";9;9
"260392 CARNAUBEIRA DA PENHA";24;24
"260400 CARPINA";262;262
"260410 CARUARU";1097;1097
"260415 CASINHAS";13;13
"260420 CATENDE";16;16
"260430 CEDRO";6;6
"260440 CHA DE ALEGRIA";49;49
"260450 CHA GRANDE";24;24
"260460 CONDADO";72;72
"260470 CORRENTES";1;1
"260480 CORTES";17;17
"260490 CUMARU";17;17
"260500 CUPIRA";25;25
"260510 CUSTODIA";17;17
"260515 DORMENTES";17;17
"260520 ESCADA";137;137
"260530 EXU";27;27
"260540 FEIRA NOVA";13;13
"260545 FERNANDO DE NORONHA";47;47
"260550 FERREIROS";10;10
"260560 FLORES";14;14
"260570 FLORESTA";25;25
"260580 FREI MIGUELINHO";8;8
"260590 GAMELEIRA";39;39
"260600 GARANHUNS";134;134
"260610 GLORIA DO GOITA";18;18
"260620 GOIANA";207;207
"260630 GRANITO";5;5
"260640 GRAVATA";236;236
"260650 IATI";7;7
"260660 IBIMIRIM";20;20
"260670 IBIRAJUBA";1;1
"260680 IGARASSU";514;514
"260690 IGUARACY";1;1
"260700 INAJA";24;24
"260710 INGAZEIRA";1;1
"260720 IPOJUCA";317;317
"260730 IPUBI";3;3
"260740 ITACURUBA";13;13
"260750 ITAIBA";15;15
"260760 ILHA DE ITAMARACA";188;188
"260765 ITAMBE";24;24
"260770 ITAPETIM";7;7
"260775 ITAPISSUMA";89;89
"260780 ITAQUITINGA";27;27
"260790 JABOATAO DOS GUARARAPES";1927;1927
"260795 JAQUEIRA";6;6
"260800 JATAUBA";29;29
"260805 JATOBA";16;16
"260810 JOAO ALFREDO";16;16
"260820 JOAQUIM NABUCO";1;1
"260830 JUPI";3;3
"260840 JUREMA";4;4
"260845 LAGOA DO CARRO";21;21
"260850 LAGOA DE ITAENGA";23;23
"260860 LAGOA DO OURO";17;17
"260870 LAGOA DOS GATOS";10;10
"260875 LAGOA GRANDE";4;4
"260880 LAJEDO";13;13
"260890 LIMOEIRO";152;152
"260900 MACAPARANA";14;14
"260910 MACHADOS";14;14
"260915 MANARI";10;10
"260920 MARAIAL";2;2
"260930 MIRANDIBA";3;3
"260940 MORENO";78;78
"260950 NAZARE DA MATA";26;26
"260960 OLINDA";1377;1377
"260970 OROBO";12;12
"260980 OROCO";16;16
"260990 OURICURI";51;51
"261000 PALMARES";164;164
"261020 PANELAS";7;7
"261030 PARANATAMA";10;10
"261040 PARNAMIRIM";24;24
"261050 PASSIRA";27;27
"261060 PAUDALHO";255;255
"261070 PAULISTA";1061;1061
"261080 PEDRA";19;19
"261090 PESQUEIRA";86;86
"261100 PETROLANDIA";38;38
"261110 PETROLINA";645;645
"261120 POCAO";6;6
"261130 POMBOS";22;22
"261140 PRIMAVERA";11;11
"261150 QUIPAPA";10;10
"261153 QUIXABA";4;4
"261160 RECIFE";6571;6571
"261170 RIACHO DAS ALMAS";2;2
"261180 RIBEIRAO";15;15
"261190 RIO FORMOSO";5;5
"261200 SAIRE";4;4
"261210 SALGADINHO";2;2
"261220 SALGUEIRO";218;218
"261230 SALOA";1;1
"261240 SANHARO";25;25
"261245 SANTA CRUZ";5;5
"261247 SANTA CRUZ DA BAIXA VERDE";4;4
"261250 SANTA CRUZ DO CAPIBARIBE";621;621
"261255 SANTA FILOMENA";2;2
"261260 SANTA MARIA DA BOA VISTA";20;20
"261270 SANTA MARIA DO CAMBUCA";4;4
"261280 SANTA TEREZINHA";11;11
"261290 SAO BENEDITO DO SUL";3;3
"261300 SAO BENTO DO UNA";67;67
"261310 SAO CAITANO";18;18
"261320 SAO JOAO";15;15
"261330 SAO JOAQUIM DO MONTE";5;5
"261340 SAO JOSE DA COROA GRANDE";10;10
"261350 SAO JOSE DO BELMONTE";4;4
"261360 SAO JOSE DO EGITO";14;14
"261370 SAO LOURENCO DA MATA";371;371
"261380 SAO VICENTE FERRER";13;13
"261390 SERRA TALHADA";228;228
"261400 SERRITA";12;12
"261410 SERTANIA";32;32
"261420 SIRINHAEM";42;42
"261430 MOREILANDIA";3;3
"261440 SOLIDAO";6;6
"261450 SURUBIM";30;30
"261460 TABIRA";2;2
"261470 TACAIMBO";50;50
"261480 TACARATU";6;6
"261485 TAMANDARE";35;35
"261500 TAQUARITINGA DO NORTE";37;37
"261510 TEREZINHA";12;12
"261520 TERRA NOVA";12;12
"261530 TIMBAUBA";198;198
"261540 TORITAMA";24;24
"261550 TRACUNHAEM";14;14
"261560 TRINDADE";78;78
"261570 TRIUNFO";1;1
"261580 TUPANATINGA";15;15
"261590 TUPARETAMA";4;4
"261600 VENTUROSA";9;9
"261610 VERDEJANTE";5;5
"261618 VERTENTE DO LERIO";8;8
"261620 VERTENTES";7;7
"261630 VICENCIA";35;35
"261640 VITORIA DE SANTO ANTAO";297;297
"261650 XEXEU";2;2
"270010 AGUA BRANCA";3;3
"270020 ANADIA";8;8
"270030 ARAPIRACA";104;104
"270040 ATALAIA";178;178
"270050 BARRA DE SANTO ANTONIO";11;11
"270060 BARRA DE SAO MIGUEL";3;3
"270070 BATALHA";25;25
"270100 BOCA DA MATA";5;5
"270110 BRANQUINHA";10;10
"270120 CACIMBINHAS";6;6
"270130 CAJUEIRO";17;17
"270135 CAMPESTRE";14;14
"270140 CAMPO ALEGRE";20;20
"270160 CANAPI";2;2
"270170 CAPELA";60;60
"270180 CARNEIROS";10;10
"270190 CHA PRETA";10;10
"270200 COITE DO NOIA";2;2
"270210 COLONIA LEOPOLDINA";11;11
"270220 COQUEIRO SECO";11;11
"270230 CORURIPE";54;54
"270235 CRAIBAS";2;2
"270240 DELMIRO GOUVEIA";20;20
"270250 DOIS RIACHOS";4;4
"270255 ESTRELA DE ALAGOAS";1;1
"270260 FEIRA GRANDE";2;2
"270270 FELIZ DESERTO";8;8
"270280 FLEXEIRAS";11;11
"270290 GIRAU DO PONCIANO";9;9
"270300 IBATEGUARA";5;5
"270310 IGACI";5;5
"270320 IGREJA NOVA";11;11
"270330 INHAPI";3;3
"270340 JACARE DOS HOMENS";6;6
"270350 JACUIPE";3;3
"270360 JAPARATINGA";9;9
"270370 JARAMATAIA";1;1
"270375 JEQUIA DA PRAIA";6;6
"270380 JOAQUIM GOMES";19;19
"270390 JUNDIA";1;1
"270400 JUNQUEIRO";5;5
"270410 LAGOA DA CANOA";1;1
"270420 LIMOEIRO DE ANADIA";13;13
"270430 MACEIO";1105;1105
"270440 MAJOR ISIDORO";15;15
"270450 MARAGOGI";18;18
"270460 MARAVILHA";2;2
"270470 MARECHAL DEODORO";183;183
"270480 MARIBONDO";3;3
"270490 MAR VERMELHO";2;2
"270500 MATA GRANDE";13;13
"270510 MATRIZ DE CAMARAGIBE";3;3
"270520 MESSIAS";22;22
"270530 MINADOR DO NEGRAO";1;1
"270540 MONTEIROPOLIS";6;6
