2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/toxogestacionalbr.def
Gestational Toxoplasmosis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"292450 PINDAI";1;-;-;-;-;-;-;1
"292460 PINDOBACU";-;-;-;-;1;-;-;1
"292470 PIRIPA";-;-;1;-;-;-;-;1
"292480 PIRITIBA";1;-;-;1;-;-;-;2
"292500 PLANALTO";1;-;2;-;1;-;-;4
"292510 POCOES";1;1;1;2;-;1;-;6
"292530 PORTO SEGURO";1;5;1;3;4;3;-;17
"292540 POTIRAGUA";-;-;1;-;-;-;-;1
"292550 PRADO";-;-;-;-;-;1;-;1
"292575 PRESIDENTE TANCREDO NEVES";-;1;-;-;-;-;-;1
"292580 QUEIMADAS";-;-;-;3;-;1;-;4
"292590 QUIJINGUE";-;-;1;1;-;1;-;3
"292593 QUIXABEIRA";-;1;-;-;-;-;-;1
"292595 RAFAEL JAMBEIRO";-;-;4;-;1;-;-;5
"292610 RETIROLANDIA";1;-;-;1;-;-;-;2
"292620 RIACHAO DAS NEVES";-;1;1;-;1;-;-;3
"292630 RIACHAO DO JACUIPE";-;-;-;-;1;-;-;1
"292640 RIACHO DE SANTANA";-;1;-;-;-;-;-;1
"292650 RIBEIRA DO AMPARO";1;1;1;-;-;1;-;4
"292660 RIBEIRA DO POMBAL";-;2;-;-;-;2;-;4
"292665 RIBEIRAO DO LARGO";-;-;1;-;1;-;-;2
"292670 RIO DE CONTAS";1;-;3;-;-;-;-;4
"292700 RIO REAL";2;-;-;1;1;1;-;5
"292720 RUY BARBOSA";-;-;-;-;1;-;-;1
"292730 SALINAS DA MARGARIDA";-;1;1;-;-;-;-;2
"292740 SALVADOR";10;8;8;10;2;-;-;38
"292750 SANTA BARBARA";-;-;1;-;-;-;-;1
"292770 SANTA CRUZ CABRALIA";1;2;1;1;-;-;-;5
"292780 SANTA CRUZ DA VITORIA";1;-;-;-;-;-;-;1
"292800 SANTALUZ";2;-;1;3;-;1;-;7
"292805 SANTA LUZIA";-;-;-;-;1;1;-;2
"292860 SANTO AMARO";1;-;-;-;1;-;-;2
"292870 SANTO ANTONIO DE JESUS";3;1;2;-;2;-;-;8
"292880 SANTO ESTEVAO";1;1;-;-;1;-;-;3
"292890 SAO DESIDERIO";1;1;3;-;1;-;-;6
"292895 SAO DOMINGOS";-;-;-;1;-;-;-;1
"292900 SAO FELIX";1;-;-;-;-;-;-;1
"292920 SAO FRANCISCO DO CONDE";-;2;1;1;-;-;-;4
"292925 SAO GABRIEL";-;-;2;-;-;-;-;2
"292930 SAO GONCALO DOS CAMPOS";-;1;1;-;-;-;-;2
"292937 SAO JOSE DO JACUIPE";-;-;-;1;-;-;-;1
"292940 SAO MIGUEL DAS MATAS";-;-;-;1;-;-;-;1
"292950 SAO SEBASTIAO DO PASSE";-;1;2;-;-;-;-;3
"292960 SAPEACU";1;1;-;1;-;-;-;3
"292970 SATIRO DIAS";-;1;-;-;-;1;-;2
"292980 SAUDE";1;-;1;-;-;-;-;2
"292990 SEABRA";-;-;-;-;1;-;-;1
"293010 SENHOR DO BONFIM";-;-;2;-;1;-;-;3
"293015 SERRA DO RAMALHO";-;-;1;-;-;-;-;1
"293020 SENTO SE";-;-;1;-;-;-;-;1
"293030 SERRA DOURADA";-;-;6;-;-;-;-;6
"293050 SERRINHA";2;1;2;1;1;2;-;9
"293070 SIMOES FILHO";1;-;-;1;-;-;-;2
"293077 SOBRADINHO";-;-;-;-;1;-;-;1
"293080 SOUTO SOARES";-;-;-;-;-;1;-;1
"293100 TANHACU";-;3;-;-;1;-;-;4
"293105 TANQUE NOVO";-;-;-;-;2;-;-;2
"293120 TAPEROA";-;1;-;-;-;-;-;1
"293135 TEIXEIRA DE FREITAS";-;6;1;4;1;-;-;12
"293150 TEOFILANDIA";-;-;-;-;-;2;-;2
"293160 TEOLANDIA";-;1;-;-;-;-;-;1
"293180 TREMEDAL";-;-;-;-;1;-;-;1
"293190 TUCANO";1;1;3;1;-;-;-;6
"293210 UBAIRA";-;1;-;-;-;-;-;1
"293245 UMBURANAS";-;-;-;1;-;-;-;1
"293250 UNA";-;-;-;1;-;-;-;1
"293280 UTINGA";-;-;1;-;-;-;-;1
"293290 VALENCA";-;1;2;-;-;2;-;5
"293300 VALENTE";-;-;-;-;2;-;-;2
"293305 VARZEA DA ROCA";-;1;-;1;-;1;-;3
"293317 VARZEDO";-;-;-;1;-;-;-;1
"293320 VERA CRUZ";-;-;-;1;1;-;-;2
"293330 VITORIA DA CONQUISTA";9;1;1;3;6;3;1;24
"293350 WENCESLAU GUIMARAES";-;-;-;-;1;-;-;1
"293360 XIQUE-XIQUE";2;-;-;1;-;-;-;3
"310020 ABAETE";-;-;-;-;-;1;-;1
"310060 AGUA BOA";-;-;1;-;-;-;-;1
"310090 AGUAS FORMOSAS";1;-;-;-;-;-;-;1
"310150 ALEM PARAIBA";-;-;-;-;-;1;-;1
"310160 ALFENAS";1;-;-;1;1;-;-;3
"310163 ALFREDO VASCONCELOS";-;-;1;-;-;-;-;1
"310170 ALMENARA";-;-;1;-;-;-;-;1
"310190 ALPINOPOLIS";-;1;-;-;-;-;-;1
"310230 ALVINOPOLIS";-;2;-;-;-;1;-;3
"310250 AMPARO DO SERRA";-;-;1;-;-;-;-;1
"310280 ANDRELANDIA";-;1;-;-;-;-;-;1
"310340 ARACUAI";-;-;-;-;-;1;-;1
"310350 ARAGUARI";-;-;3;-;1;2;-;6
"310375 ARAPORA";-;-;-;1;-;1;-;2
"310380 ARAPUA";-;1;-;-;-;-;-;1
"310390 ARAUJOS";-;-;-;1;-;-;-;1
"310400 ARAXA";3;2;2;2;1;5;1;16
"310440 ARGIRITA";-;1;-;-;-;-;-;1
"310500 BALDIM";1;-;-;-;-;-;-;1
"310510 BAMBUI";-;-;1;-;-;-;-;1
"310540 BARAO DE COCAIS";-;-;-;1;-;-;-;1
"310560 BARBACENA";-;-;-;-;1;-;-;1
"310590 BARROSO";-;1;-;-;-;-;-;1
"310620 BELO HORIZONTE";1;4;4;9;1;7;-;26
"310640 BELO VALE";-;-;-;1;-;-;-;1
"310660 BERTOPOLIS";1;-;-;-;-;-;-;1
"310670 BETIM";2;2;-;1;2;-;-;7
"310690 BICAS";-;-;-;-;1;-;-;1
"310730 BOCAIUVA";-;-;2;-;1;-;-;3
"310740 BOM DESPACHO";1;-;-;-;-;-;-;1
"310790 BOM REPOUSO";1;-;-;-;-;-;-;1
"310810 BONFIM";-;-;-;-;-;-;1;1
"310820 BONFINOPOLIS DE MINAS";-;-;1;-;-;-;-;1
"310825 BONITO DE MINAS";-;-;-;-;-;1;-;1
"310890 BRAZOPOLIS";1;-;-;-;-;-;-;1
"310910 BUENO BRANDAO";1;-;-;-;-;1;-;2
"310940 BURITIZEIRO";-;-;-;-;-;-;1;1
"310950 CABO VERDE";-;-;-;-;-;1;-;1
"310980 CACHOEIRA DOURADA";-;-;1;-;-;-;-;1
"311000 CAETE";-;-;-;2;-;-;-;2
"311010 CAIANA";-;1;-;-;-;-;-;1
"311030 CALDAS";1;-;-;-;-;-;-;1
"311040 CAMACHO";-;-;1;-;-;-;-;1
"311050 CAMANDUCAIA";-;-;-;1;-;-;-;1
"311060 CAMBUI";-;-;-;-;-;1;-;1
"311070 CAMBUQUIRA";-;-;-;-;-;1;-;1
"311110 CAMPINA VERDE";-;-;-;1;-;-;-;1
"311120 CAMPO BELO";-;-;1;-;-;-;-;1
"311130 CAMPO DO MEIO";1;1;-;1;-;-;-;3
"311150 CAMPOS ALTOS";-;-;1;1;-;-;-;2
"311160 CAMPOS GERAIS";-;-;-;-;-;-;1;1
"311265 CAPITAO ANDRADE";-;-;-;-;2;-;-;2
"311270 CAPITAO ENEAS";1;-;-;2;-;1;-;4
"311280 CAPITOLIO";-;1;-;-;-;-;-;1
"311290 CAPUTIRA";-;-;-;-;1;-;-;1
"311330 CARANGOLA";-;1;-;-;1;-;-;2
"311340 CARATINGA";-;-;-;-;1;-;-;1
"311360 CAREACU";-;-;1;-;-;-;-;1
"311370 CARLOS CHAGAS";-;1;-;-;-;-;-;1
"311380 CARMESIA";-;-;-;-;1;-;-;1
"311420 CARMO DO CAJURU";1;-;-;-;1;-;-;2
"311450 CARMOPOLIS DE MINAS";-;-;-;-;1;-;-;1
"311490 CASA GRANDE";-;-;1;-;-;-;-;1
"311510 CASSIA";-;-;-;-;1;-;-;1
"311530 CATAGUASES";-;-;-;1;-;1;-;2
"311580 CENTRALINA";-;-;-;-;1;-;-;1
"311600 CHALE";-;-;1;-;-;-;-;1
"311680 COLUNA";-;1;-;-;-;-;-;1
"311690 COMENDADOR GOMES";-;-;2;-;-;-;-;2
"311700 COMERCINHO";-;-;-;-;1;1;-;2
"311710 CONCEICAO DA APARECIDA";-;-;-;-;-;-;1;1
"311730 CONCEICAO DAS ALAGOAS";-;-;1;-;-;-;-;1
"311750 CONCEICAO DO MATO DENTRO";-;-;1;-;-;-;-;1
"311770 CONCEICAO DO RIO VERDE";-;-;-;-;1;-;-;1
"311787 CONFINS";-;1;-;-;-;-;-;1
"311790 CONGONHAL";-;-;-;-;-;1;-;1
"311800 CONGONHAS";-;-;-;-;1;2;-;3
"311840 CONSELHEIRO PENA";-;-;-;1;1;-;-;2
"311860 CONTAGEM";1;2;6;-;2;4;-;15
"311880 CORACAO DE JESUS";-;1;-;1;-;1;-;3
"311890 CORDISBURGO";1;-;-;-;-;-;-;1
"311930 COROMANDEL";-;-;1;1;-;1;-;3
"311940 CORONEL FABRICIANO";1;2;1;-;-;1;1;6
"311995 CORREGO FUNDO";-;-;-;1;-;-;-;1
"312015 CRISOLITA";-;1;-;-;-;-;-;1
"312050 CRISTINA";1;-;-;-;-;-;-;1
"312060 CRUCILANDIA";-;-;-;-;-;-;1;1
"312080 CRUZILIA";-;1;-;-;-;-;-;1
"312090 CURVELO";-;1;-;-;-;-;-;1
"312110 DELFIM MOREIRA";-;-;-;-;-;3;-;3
"312125 DELTA";-;-;1;1;-;-;-;2
"312130 DESCOBERTO";-;-;-;-;1;-;-;1
"312140 DESTERRO DE ENTRE RIOS";-;-;-;1;-;-;-;1
"312230 DIVINOPOLIS";1;-;1;-;1;2;-;5
"312235 DIVISA ALEGRE";-;1;-;1;-;-;-;2
"312380 ENGENHEIRO NAVARRO";-;-;1;-;-;-;-;1
"312410 ESMERALDAS";-;-;1;-;-;-;-;1
"312430 ESPINOSA";1;-;-;-;1;-;-;2
"312440 ESPIRITO SANTO DO DOURADO";-;1;-;-;-;-;-;1
"312450 ESTIVA";-;-;-;-;-;1;-;1
"312490 EUGENOPOLIS";1;-;-;1;-;-;-;2
"312510 EXTREMA";-;1;3;-;1;1;-;6
"312560 FELISBURGO";-;-;-;-;-;-;1;1
"312610 FORMIGA";-;-;1;1;-;1;-;3
"312670 FRANCISCO SA";-;-;2;1;-;-;-;3
"312675 FRANCISCOPOLIS";-;1;-;-;-;-;-;1
"312730 GALILEIA";-;-;-;1;1;-;-;2
"312770 GOVERNADOR VALADARES";-;1;1;-;1;1;-;4
"312780 GRAO MOGOL";-;-;1;-;-;-;-;1
"312800 GUANHAES";1;-;1;1;-;-;-;3
"312810 GUAPE";-;1;-;-;1;-;-;2
"312825 GUARACIAMA";-;1;-;-;-;-;-;1
"312870 GUAXUPE";-;1;1;-;-;1;-;3
"312890 GUIMARANIA";-;-;-;-;-;1;-;1
"312920 HELIODORA";-;-;-;1;-;-;-;1
"312970 IBIRACI";1;-;-;1;-;1;-;3
"312980 IBIRITE";-;-;2;1;1;1;-;5
"313010 IGARAPE";-;-;-;-;1;-;-;1
"313020 IGARATINGA";-;1;1;-;1;-;-;3
"313090 INHAPIM";-;-;-;2;-;1;-;3
"313100 INHAUMA";-;-;-;-;-;1;-;1
"313120 IPANEMA";-;1;-;-;-;-;-;1
"313130 IPATINGA";6;3;-;2;3;-;-;14
"313170 ITABIRA";1;-;-;-;1;-;-;2
"313220 ITAGUARA";1;1;-;-;-;-;-;2
"313230 ITAIPE";1;-;-;-;-;-;-;1
"313240 ITAJUBA";3;-;-;1;4;1;-;9
"313250 ITAMARANDIBA";-;1;-;1;-;-;-;2
"313290 ITAMOGI";-;1;-;-;-;-;-;1
"313330 ITAOBIM";-;-;-;1;-;-;-;1
"313340 ITAPAGIPE";-;-;1;-;-;-;-;1
"313420 ITUIUTABA";1;-;-;-;-;1;-;2
"313450 ITUTINGA";1;-;-;-;-;-;-;1
"313470 JACINTO";-;1;-;-;-;-;-;1
"313490 JACUTINGA";-;-;1;-;-;-;-;1
"313505 JAIBA";-;1;1;-;-;1;-;3
"313507 JAMPRUCA";-;-;-;-;-;1;-;1
"313510 JANAUBA";1;1;-;-;1;-;-;3
"313520 JANUARIA";-;1;1;-;-;-;-;2
"313530 JAPARAIBA";-;-;1;-;-;-;-;1
"313550 JEQUERI";-;-;1;-;2;-;-;3
"313580 JEQUITINHONHA";-;-;1;-;-;1;-;2
"313610 JOANESIA";-;1;-;-;-;-;-;1
"313620 JOAO MONLEVADE";-;-;-;-;-;1;-;1
"313630 JOAO PINHEIRO";-;-;1;-;1;-;-;2
"313665 JUATUBA";1;1;-;-;-;-;-;2
"313670 JUIZ DE FORA";4;2;3;2;4;1;-;16
"313720 LAGOA DA PRATA";-;-;1;-;1;1;-;3
"313750 LAGOA FORMOSA";-;1;-;-;1;-;-;2
"313753 LAGOA GRANDE";2;-;-;-;-;-;1;3
"313760 LAGOA SANTA";-;-;2;1;-;1;-;4
"313770 LAJINHA";-;-;-;1;-;-;-;1
"313780 LAMBARI";-;1;1;-;-;-;-;2
"313810 LASSANCE";1;-;-;-;-;-;-;1
"313835 LEME DO PRADO";-;-;-;1;-;-;-;1
"313840 LEOPOLDINA";-;2;-;1;1;-;-;4
"313850 LIBERDADE";-;-;1;-;-;-;-;1
"313860 LIMA DUARTE";-;-;-;2;-;-;-;2
"313862 LIMEIRA DO OESTE";-;-;-;-;-;2;-;2
"313867 LUISBURGO";-;-;1;-;-;-;-;1
"313900 MACHADO";-;-;-;-;1;-;-;1
"313920 MALACACHETA";-;-;2;-;-;-;-;2
"313940 MANHUACU";1;1;4;-;1;1;-;8
"313960 MANTENA";-;-;-;1;-;-;-;1
"313970 MARAVILHAS";-;-;-;-;1;-;-;1
"314000 MARIANA";2;1;-;-;-;-;-;3
"314030 MARLIERIA";1;-;-;-;-;-;-;1
"314060 MATERLANDIA";-;-;-;1;1;-;-;2
"314080 MATIAS BARBOSA";-;-;-;-;-;1;-;1
"314090 MATIPO";1;-;1;-;-;-;-;2
"314100 MATO VERDE";-;-;-;1;-;-;-;1
"314110 MATOZINHOS";-;-;-;1;-;-;-;1
"314140 MEDINA";-;-;1;-;-;-;-;1
"314180 MINAS NOVAS";-;1;-;-;-;1;-;2
"314200 MIRABELA";-;-;-;-;1;-;-;1
"314270 MONTALVANIA";-;-;-;-;1;-;-;1
"314310 MONTE CARMELO";1;-;-;1;-;-;-;2
"314315 MONTE FORMOSO";-;-;1;-;-;-;-;1
"314330 MONTES CLAROS";3;1;6;4;3;2;-;19
"314380 MUNHOZ";-;-;-;1;-;1;-;2
"314460 NEPOMUCENO";-;-;-;1;-;-;-;1
"314465 NINHEIRA";-;-;-;-;-;1;-;1
"314470 NOVA ERA";1;-;-;1;-;1;-;3
"314480 NOVA LIMA";-;-;-;-;1;-;-;1
"314520 NOVA SERRANA";-;1;1;2;1;-;-;5
"314530 NOVO CRUZEIRO";-;1;1;1;1;-;-;4
"314560 OLIVEIRA";1;-;-;1;-;-;-;2
"314590 OURO BRANCO";-;-;-;-;1;-;-;1
"314610 OURO PRETO";-;1;-;-;-;-;-;1
"314700 PARACATU";-;1;-;-;-;-;-;1
"314710 PARA DE MINAS";1;3;1;2;-;-;-;7
"314730 PARAISOPOLIS";-;-;-;-;-;1;-;1
"314740 PARAOPEBA";-;-;1;-;-;-;-;1
"314790 PASSOS";-;-;-;-;2;1;-;3
"314795 PATIS";1;-;1;1;-;-;-;3
"314800 PATOS DE MINAS";-;-;-;1;1;1;-;3
"314810 PATROCINIO";1;1;3;2;-;1;-;8
"314900 PEDRA DOURADA";1;-;-;-;-;-;-;1
"314915 PEDRAS DE MARIA DA CRUZ";1;-;-;-;-;-;-;1
"314950 PEQUERI";1;-;-;-;-;-;-;1
"314970 PERDIGAO";-;1;-;-;-;-;-;1
"314990 PERDOES";-;-;-;-;2;-;-;2
"315015 PIEDADE DE CARATINGA";-;-;-;-;2;-;-;2
"315050 PIMENTA";1;1;1;2;-;-;-;5
"315057 PINTOPOLIS";-;-;1;-;-;-;-;1
"315120 PIRAPORA";1;-;-;-;-;1;-;2
"315150 PIUMHI";-;-;-;1;-;-;-;1
"315180 POCOS DE CALDAS";1;-;1;-;-;-;1;3
"315200 POMPEU";-;1;-;-;-;-;-;1
"315217 PONTO DOS VOLANTES";1;-;1;-;-;-;-;2
"315250 POUSO ALEGRE";1;1;2;-;1;1;-;6
"315280 PRATA";1;-;-;-;-;1;-;2
"315340 PRESIDENTE OLEGARIO";-;1;-;-;-;-;-;1
"315390 RAPOSOS";-;-;-;1;-;-;-;1
"315400 RAUL SOARES";-;-;-;-;1;-;-;1
"315415 REDUTO";-;-;1;-;-;-;-;1
"315460 RIBEIRAO DAS NEVES";2;-;1;-;1;1;-;5
"315510 RIO DO PRADO";-;-;-;1;-;-;-;1
"315550 RIO PARANAIBA";-;-;-;-;-;-;1;1
"315570 RIO PIRACICABA";1;-;1;-;-;-;-;2
"315590 RIO PRETO";-;-;-;-;-;-;1;1
"315640 ROMARIA";1;-;-;-;-;-;-;1
"315660 RUBIM";-;-;-;-;1;-;-;1
"315670 SABARA";4;-;2;-;-;-;-;6
"315690 SACRAMENTO";-;1;1;-;-;-;-;2
"315710 SALTO DA DIVISA";-;-;1;-;-;-;-;1
"315720 SANTA BARBARA";-;2;-;-;-;-;-;2
"315727 SANTA BARBARA DO MONTE VERDE";-;-;1;1;-;-;-;2
"315733 SANTA CRUZ DE MINAS";-;-;-;1;-;-;-;1
"315770 SANTA JULIANA";1;1;-;-;-;-;-;2
"315780 SANTA LUZIA";1;-;3;1;2;-;-;7
"315790 SANTA MARGARIDA";-;-;-;-;1;-;-;1
"315820 SANTA MARIA DO SUACUI";-;-;-;-;-;1;-;1
"315830 SANTANA DA VARGEM";1;-;-;-;-;-;-;1
"315880 SANTANA DO JACARE";-;-;1;-;-;-;-;1
"315895 SANTANA DO PARAISO";-;1;-;-;-;-;-;1
"315900 SANTANA DO RIACHO";-;-;-;-;-;1;-;1
"315940 SANTA RITA DE IBITIPOCA";-;-;-;-;-;1;-;1
"315960 SANTA RITA DO SAPUCAI";-;-;-;1;-;-;-;1
"315980 SANTA VITORIA";-;-;1;-;-;-;-;1
"316040 SANTO ANTONIO DO MONTE";-;-;1;-;-;-;-;1
"316080 SAO BENTO ABADE";-;-;1;-;-;-;-;1
"316100 SAO DOMINGOS DO PRATA";1;-;-;-;-;-;-;1
"316105 SAO FELIX DE MINAS";1;-;-;-;-;-;-;1
"316110 SAO FRANCISCO";-;1;-;-;-;-;-;1
"316180 SAO GONCALO DO PARA";-;1;-;-;-;-;-;1
"316190 SAO GONCALO DO RIO ABAIXO";-;-;-;1;-;1;-;2
"316225 SAO JOAO DA LAGOA";-;-;-;1;-;-;-;1
"316240 SAO JOAO DA PONTE";-;-;-;-;1;1;-;2
"316245 SAO JOAO DAS MISSOES";-;-;-;-;-;1;-;1
"316250 SAO JOAO DEL REI";-;1;-;-;-;-;-;1
"316280 SAO JOAO EVANGELISTA";-;-;-;-;1;-;-;1
"316294 SAO JOSE DA BARRA";1;-;-;-;-;-;-;1
"316300 SAO JOSE DA SAFIRA";-;-;-;1;-;-;-;1
"316370 SAO LOURENCO";-;-;-;-;1;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";1;-;-;-;1;1;-;3
"316500 SAO TIAGO";-;-;-;-;-;1;-;1
"316540 SAPUCAI-MIRIM";-;-;-;1;-;-;-;1
"316555 SETUBINHA";1;-;-;-;-;-;-;1
"316557 SENADOR AMARAL";-;-;-;1;-;-;-;1
"316570 SENADOR FIRMINO";-;-;-;-;-;1;-;1
"316610 SENHORA DO PORTO";-;-;-;-;-;1;-;1
"316670 SERRA DOS AIMORES";-;-;-;-;-;-;1;1
"316680 SERRA DO SALITRE";-;-;-;-;-;1;-;1
"316690 SERRANIA";-;-;-;1;-;-;-;1
"316695 SERRANOPOLIS DE MINAS";-;-;-;-;1;-;-;1
"316720 SETE LAGOAS";1;-;1;1;2;-;-;5
"316760 SIMONESIA";-;-;2;-;-;-;-;2
"316770 SOBRALIA";-;-;-;-;-;1;-;1
"316800 TAIOBEIRAS";1;-;-;1;-;-;-;2
"316860 TEOFILO OTONI";-;-;2;-;-;-;-;2
"316870 TIMOTEO";-;1;-;-;2;-;-;3
"316900 TOCANTINS";-;-;-;-;-;1;-;1
"316930 TRES CORACOES";-;-;3;-;-;-;-;3
"316935 TRES MARIAS";1;1;1;-;-;-;-;3
"316940 TRES PONTAS";-;-;-;-;-;1;-;1
"316970 TURMALINA";-;-;-;1;-;-;-;1
"316980 TURVOLANDIA";-;2;1;-;-;-;-;3
"316990 UBA";-;-;-;1;1;-;-;2
"317010 UBERABA";11;5;4;3;4;5;-;32
"317020 UBERLANDIA";4;1;2;3;4;2;-;16
"317050 URUCANIA";-;-;-;1;-;-;-;1
"317070 VARGINHA";-;-;-;-;1;-;-;1
"317075 VARJAO DE MINAS";1;-;-;-;-;-;-;1
"317080 VARZEA DA PALMA";-;1;-;-;-;-;-;1
"317090 VARZELANDIA";-;-;-;1;1;-;1;3
"317100 VAZANTE";1;-;-;-;-;-;-;1
"317120 VESPASIANO";4;1;3;2;1;1;-;12
"317130 VICOSA";1;-;2;-;-;-;-;3
"317170 VIRGINIA";-;-;1;-;-;-;-;1
"317200 VISCONDE DO RIO BRANCO";-;-;1;-;-;-;-;1
"320010 AFONSO CLAUDIO";-;-;-;1;-;1;-;2
"320020 ALEGRE";-;-;-;-;-;1;-;1
"320040 ANCHIETA";-;-;1;-;-;1;-;2
"320060 ARACRUZ";-;-;2;1;1;2;-;6
"320070 ATILIO VIVACQUA";-;-;-;-;1;-;-;1
"320080 BAIXO GUANDU";-;-;-;-;-;1;-;1
"320090 BARRA DE SAO FRANCISCO";-;-;-;1;-;-;-;1
"320115 BREJETUBA";-;1;-;-;-;-;-;1
"320120 CACHOEIRO DE ITAPEMIRIM";2;-;2;-;1;-;-;5
"320130 CARIACICA";2;5;1;5;4;3;1;21
"320140 CASTELO";1;-;-;-;-;1;-;2
"320150 COLATINA";-;-;3;-;1;-;-;4
"320190 DOMINGOS MARTINS";-;-;1;-;1;1;-;3
"320220 FUNDAO";-;-;1;-;-;-;-;1
"320225 GOVERNADOR LINDENBERG";-;-;1;-;-;-;-;1
"320230 GUACUI";1;-;-;-;-;-;-;1
"320240 GUARAPARI";1;1;-;1;-;-;-;3
"320245 IBATIBA";-;-;-;1;1;-;-;2
"320255 IBITIRAMA";-;1;3;-;-;-;-;4
"320265 IRUPI";-;-;-;-;1;1;-;2
"320270 ITAGUACU";-;1;-;-;-;-;-;1
"320280 ITAPEMIRIM";-;2;1;1;-;-;-;4
"320290 ITARANA";-;-;1;-;-;-;-;1
"320300 IUNA";-;1;-;-;1;-;1;3
"320305 JAGUARE";1;-;1;-;1;1;-;4
"320310 JERONIMO MONTEIRO";-;-;1;-;-;-;1;2
"320316 LARANJA DA TERRA";-;-;-;-;-;-;1;1
"320320 LINHARES";1;-;1;1;2;1;1;7
"320330 MANTENOPOLIS";1;-;-;-;-;-;-;1
"320332 MARATAIZES";1;-;-;1;2;1;1;6
"320350 MONTANHA";1;-;-;1;2;-;-;4
"320370 MUNIZ FREIRE";-;-;-;-;1;-;-;1
"320380 MUQUI";-;-;-;-;1;-;-;1
"320400 PANCAS";-;-;1;1;1;-;-;3
"320405 PEDRO CANARIO";-;-;-;1;-;-;-;1
"320410 PINHEIROS";-;-;-;1;3;-;-;4
"320425 PONTO BELO";-;-;-;-;-;1;-;1
"320430 PRESIDENTE KENNEDY";-;-;-;-;-;1;-;1
"320440 RIO NOVO DO SUL";-;2;-;-;-;1;-;3
"320455 SANTA MARIA DE JETIBA";1;-;-;-;-;1;-;2
"320465 SAO DOMINGOS DO NORTE";-;-;-;-;1;-;-;1
"320470 SAO GABRIEL DA PALHA";1;-;-;-;1;-;1;3
"320490 SAO MATEUS";-;1;1;1;-;-;-;3
"320500 SERRA";2;4;4;3;2;4;2;21
"320503 VARGEM ALTA";-;-;-;2;-;-;-;2
"320506 VENDA NOVA DO IMIGRANTE";-;1;-;1;-;-;-;2
"320510 VIANA";-;-;-;-;-;-;1;1
"320517 VILA VALERIO";-;-;-;-;-;1;-;1
"320520 VILA VELHA";9;1;5;4;3;3;2;27
"320530 VITORIA";-;1;2;2;3;2;-;10
"330010 ANGRA DOS REIS";5;4;2;-;1;6;2;20
"330015 APERIBE";1;-;-;-;-;-;-;1
"330020 ARARUAMA";-;-;1;-;2;-;-;3
"330023 ARMACAO DOS BUZIOS";-;-;2;-;1;3;-;6
"330030 BARRA DO PIRAI";-;1;-;1;1;-;-;3
"330045 BELFORD ROXO";2;-;1;-;2;-;-;5
"330060 BOM JESUS DO ITABAPOANA";-;1;-;-;-;-;-;1
"330070 CABO FRIO";-;-;1;-;-;-;-;1
"330093 CARAPEBUS";-;2;1;1;-;-;-;4
"330100 CAMPOS DOS GOYTACAZES";3;2;4;5;10;1;-;25
"330130 CASIMIRO DE ABREU";-;-;-;-;1;1;-;2
"330170 DUQUE DE CAXIAS";7;3;6;7;7;1;-;31
"330185 GUAPIMIRIM";-;2;-;-;-;-;-;2
"330190 ITABORAI";2;4;1;3;2;2;-;14
"330200 ITAGUAI";-;-;-;2;1;1;-;4
"330205 ITALVA";-;-;1;-;-;-;-;1
"330220 ITAPERUNA";-;-;1;-;-;1;1;3
"330227 JAPERI";-;-;3;-;1;-;1;5
"330240 MACAE";-;-;2;2;2;-;-;6
"330250 MAGE";1;1;2;-;-;-;-;4
"330260 MANGARATIBA";-;-;-;-;1;-;-;1
"330270 MARICA";-;1;1;1;3;-;-;6
"330285 MESQUITA";1;-;-;-;-;-;-;1
"330290 MIGUEL PEREIRA";-;-;-;-;-;1;-;1
"330310 NATIVIDADE";-;1;-;-;-;-;-;1
"330330 NITEROI";-;3;3;1;4;-;1;12
"330340 NOVA FRIBURGO";-;-;3;-;-;-;-;3
"330350 NOVA IGUACU";1;2;5;2;1;3;-;14
"330380 PARATY";1;-;1;-;-;-;-;2
"330385 PATY DO ALFERES";-;-;-;-;2;-;-;2
"330390 PETROPOLIS";-;-;2;2;3;1;-;8
"330395 PINHEIRAL";-;-;-;-;-;1;-;1
"330400 PIRAI";1;-;-;-;-;-;-;1
"330410 PORCIUNCULA";-;-;-;-;-;1;-;1
"330411 PORTO REAL";1;-;3;1;-;1;-;6
"330414 QUEIMADOS";-;-;-;-;2;1;1;4
"330415 QUISSAMA";2;-;-;1;-;-;-;3
"330420 RESENDE";1;-;-;-;-;-;-;1
"330430 RIO BONITO";1;-;-;-;-;-;-;1
"330452 RIO DAS OSTRAS";1;-;-;-;1;-;-;2
"330455 RIO DE JANEIRO";15;15;16;20;10;19;3;98
"330475 SAO FRANCISCO DE ITABAPOANA";1;-;-;1;1;1;-;4
"330480 SAO FIDELIS";-;-;1;-;-;-;-;1
"330490 SAO GONCALO";3;2;2;1;1;3;1;13
"330500 SAO JOAO DA BARRA";-;-;-;1;-;2;-;3
"330510 SAO JOAO DE MERITI";1;-;-;1;1;-;-;3
"330513 SAO JOSE DE UBA";-;-;-;-;-;1;-;1
