2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"210730 NOVA IORQUE";-;2;2;3;1;1;-;-;-;-;3;3;2;-;-;-;3;-;-;-;-;3;-;1;-;3;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"210735 NOVA OLINDA DO MARANHAO";-;-;-;-;-;2;11;28;14;12;16;22;23;18;5;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156
"210740 OLHO D'AGUA DAS CUNHAS";-;-;-;-;2;1;-;-;-;1;7;-;2;11;15;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"210750 PACO DO LUMIAR";-;-;1;2;-;6;5;9;6;7;6;7;7;4;10;2;5;3;6;4;2;2;4;2;3;3;1;3;-;4;1;5;1;-;1;5;2;2;2;1;1;-;1;1;-;-;-;-;1;-;-;-;-;-;138
"210760 PALMEIRANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210770 PARAIBANO";-;-;4;2;5;7;13;39;34;50;47;32;56;38;48;38;30;16;11;22;29;12;12;6;4;5;5;2;1;-;1;2;-;2;-;1;-;-;-;1;-;-;-;1;-;1;6;6;3;8;4;1;-;-;605
"210780 PARNARAMA";-;1;1;1;1;1;-;1;9;10;22;37;12;3;23;18;10;14;3;2;-;-;1;-;1;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;179
"210790 PASSAGEM FRANCA";-;-;-;1;1;4;7;10;6;8;2;1;2;-;3;3;1;-;3;4;2;4;-;1;-;2;3;3;1;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;80
"210800 PASTOS BONS";-;-;-;-;-;1;1;-;-;1;16;7;3;7;19;7;5;-;-;1;1;2;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73
"210805 PAULINO NEVES";-;-;-;-;-;1;-;-;1;-;2;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"210810 PAULO RAMOS";-;-;-;-;-;1;-;-;1;5;4;2;5;2;-;-;1;1;2;3;-;1;-;-;-;-;-;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"210820 PEDREIRAS";-;4;2;9;6;12;13;17;22;30;39;17;7;9;7;10;8;6;7;7;8;-;-;1;1;2;5;-;-;1;1;3;-;1;2;1;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;263
"210825 PEDRO DO ROSARIO";-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"210830 PENALVA";-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"210840 PERI MIRIM";-;1;-;1;-;-;-;-;1;-;1;1;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"210845 PERITORO";-;-;-;2;-;-;-;-;1;1;2;-;-;-;1;3;-;1;2;4;1;2;3;-;1;-;2;1;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;33
"210850 PINDARE-MIRIM";-;1;2;1;4;7;6;14;11;14;22;8;6;1;5;2;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;113
"210860 PINHEIRO";-;3;8;11;9;9;13;12;16;23;40;40;11;6;4;2;6;2;1;5;1;1;1;1;-;-;3;1;-;-;-;-;-;1;-;-;1;-;-;-;1;2;-;-;-;2;-;-;-;3;1;-;2;-;242
"210870 PIO XII";-;-;1;5;11;2;2;2;5;2;9;10;4;2;2;2;3;4;3;1;2;2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;82
"210880 PIRAPEMAS";-;-;-;3;-;-;2;2;9;10;6;6;-;1;-;-;1;-;-;1;-;-;-;1;2;1;1;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;51
"210890 POCAO DE PEDRAS";-;-;2;1;1;-;1;5;-;2;12;5;5;2;1;1;-;5;3;6;4;3;6;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;74
"210900 PORTO FRANCO";-;1;2;3;5;8;15;17;16;18;13;3;6;3;3;2;7;3;4;3;5;1;4;5;1;4;2;3;-;2;-;1;1;-;-;1;-;-;-;1;-;-;-;2;1;-;1;-;2;-;-;-;-;-;169
"210905 PORTO RICO DO MARANHAO";-;-;-;-;3;5;3;4;1;-;-;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"210910 PRESIDENTE DUTRA";-;3;2;3;3;5;12;25;13;22;22;6;18;11;9;9;6;14;3;4;1;5;3;1;3;-;-;1;1;-;-;-;1;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;1;-;-;1;1;-;214
"210920 PRESIDENTE JUSCELINO";-;-;-;-;-;-;-;1;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"210927 PRESIDENTE SARNEY";-;1;-;-;-;2;1;7;2;2;3;23;18;2;9;9;18;24;16;7;2;3;2;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;-;4;6;9;8;24;27;6;15;1;2;-;1;-;-;-;259
"210930 PRESIDENTE VARGAS";-;1;-;-;-;1;-;1;5;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210940 PRIMEIRA CRUZ";-;-;1;-;-;2;1;-;3;38;37;41;32;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;161
"210945 RAPOSA";-;-;-;-;-;-;1;-;1;4;10;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"210950 RIACHAO";-;2;2;2;5;13;9;2;12;13;10;2;4;4;2;1;5;13;3;2;2;7;7;4;3;5;5;1;1;3;5;4;-;2;2;1;1;2;3;2;-;-;-;1;5;3;4;1;1;1;1;1;-;-;184
"210955 RIBAMAR FIQUENE";-;1;-;-;-;-;2;5;5;1;4;1;5;3;1;1;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;39
"210960 ROSARIO";-;-;-;-;3;6;7;40;24;47;42;18;18;16;3;11;4;-;1;1;-;-;11;9;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;264
"210970 SAMBAIBA";-;-;-;-;-;-;-;-;3;-;2;5;6;4;2;1;5;1;-;-;3;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"210975 SANTA FILOMENA DO MARANHAO";-;-;1;-;1;1;1;25;9;1;-;-;2;6;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"210980 SANTA HELENA";-;-;-;-;6;7;6;22;5;24;8;19;19;16;6;4;4;3;4;1;1;-;1;1;-;-;1;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;165
"210990 SANTA INES";-;4;16;5;9;8;9;8;16;18;32;12;10;6;3;6;5;3;6;3;3;1;3;-;1;2;2;2;1;7;1;1;3;2;2;-;-;1;-;1;-;2;-;3;2;1;1;1;1;4;1;-;2;-;230
"211000 SANTA LUZIA";-;8;6;4;5;3;9;9;13;6;8;12;19;14;5;8;7;9;5;4;10;3;4;1;2;2;1;2;-;-;-;1;-;-;1;1;-;-;-;-;2;-;3;1;-;-;5;-;-;2;-;2;-;-;197
"211003 SANTA LUZIA DO PARUA";-;-;-;-;-;-;-;19;31;58;38;18;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169
"211010 SANTA QUITERIA DO MARANHAO";-;-;-;1;1;2;5;2;1;-;-;4;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"211020 SANTA RITA";-;-;6;1;-;3;4;26;12;6;9;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;77
"211023 SANTANA DO MARANHAO";-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"211030 SANTO ANTONIO DOS LOPES";-;-;-;-;-;-;-;1;-;3;5;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"211040 SAO BENEDITO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"211050 SAO BENTO";-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;3;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"211060 SAO BERNARDO";-;-;-;-;-;-;-;-;-;-;-;4;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"211065 SAO DOMINGOS DO AZEITAO";-;5;4;2;2;1;-;1;1;-;-;2;3;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;8;2;7;5;-;52
"211070 SAO DOMINGOS DO MARANHAO";-;-;-;1;-;1;1;-;-;4;48;10;1;13;2;1;2;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
"211080 SAO FELIX DE BALSAS";-;-;-;1;3;4;-;3;12;7;16;1;-;2;3;3;2;1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;1;-;1;-;1;1;-;1;1;-;1;-;1;-;1;-;1;-;1;-;-;73
"211085 SAO FRANCISCO DO BREJAO";-;-;-;-;1;3;2;6;15;30;26;22;11;3;4;3;7;3;6;3;11;5;5;6;2;1;1;3;-;2;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;2;-;2;-;-;-;-;1;-;190
"211090 SAO FRANCISCO DO MARANHAO";-;1;-;-;-;-;1;1;5;27;3;11;3;2;4;2;7;6;2;7;-;4;7;4;3;2;-;-;1;1;1;1;2;5;10;21;8;6;9;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;170
"211100 SAO JOAO BATISTA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211102 SAO JOAO DO CARU";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211105 SAO JOAO DO PARAISO";-;1;-;1;1;11;10;14;16;14;4;11;8;4;1;6;5;4;5;5;7;10;5;8;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;155
"211107 SAO JOAO DO SOTER";-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"211110 SAO JOAO DOS PATOS";-;1;1;2;1;4;12;19;26;34;39;40;6;1;2;5;6;5;5;6;2;2;5;3;2;4;-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;238
"211120 SAO JOSE DE RIBAMAR";-;8;3;12;21;17;23;31;20;43;20;25;13;10;8;16;24;22;29;18;25;6;4;5;2;1;9;12;21;3;9;10;10;5;3;6;6;10;18;5;1;-;-;2;1;1;-;1;3;2;1;-;2;-;547
"211125 SAO JOSE DOS BASILIOS";-;-;-;2;2;-;2;6;1;2;12;15;7;13;14;9;3;-;11;5;9;3;1;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121
"211130 SAO LUIS";-;128;170;204;221;251;360;599;652;622;759;813;816;628;695;657;612;527;593;399;395;361;324;289;265;233;217;259;229;191;191;197;186;185;146;159;133;128;120;77;114;97;97;44;73;98;77;80;51;52;52;39;65;-;14930
"211140 SAO LUIS GONZAGA DO MARANHAO";-;1;1;-;1;-;1;2;5;3;3;3;6;2;-;4;3;3;-;2;2;-;4;4;1;-;1;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"211150 SAO MATEUS DO MARANHAO";-;-;-;1;1;1;3;19;24;57;67;22;8;6;21;12;6;8;17;14;4;4;3;-;3;2;-;-;2;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;310
"211153 SAO PEDRO DA AGUA BRANCA";-;-;-;-;3;5;3;5;4;3;8;16;7;17;29;28;74;58;32;3;46;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;3;-;-;-;-;352
"211157 SAO PEDRO DOS CRENTES";-;8;12;19;37;20;45;28;46;27;36;16;3;4;7;1;4;2;4;4;18;42;68;75;60;29;15;3;14;12;4;1;18;13;9;2;8;5;1;8;-;-;-;-;-;-;1;1;-;-;1;1;1;-;733
"211160 SAO RAIMUNDO DAS MANGABEIRAS";-;2;-;-;2;1;6;7;19;29;81;37;22;22;49;21;17;11;3;1;2;4;1;2;3;5;3;5;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;360
"211163 SAO RAIMUNDO DO DOCA BEZERRA";-;-;-;-;-;3;14;23;46;36;6;16;8;10;5;12;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;185
"211167 SAO ROBERTO";-;-;-;-;1;-;1;-;2;3;3;4;1;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;20
"211170 SAO VICENTE FERRER";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211172 SATUBINHA";-;-;1;2;1;2;5;1;2;8;17;2;1;3;4;2;1;1;1;1;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;62
"211174 SENADOR ALEXANDRE COSTA";-;-;-;-;2;-;1;-;1;-;-;13;8;11;-;-;1;1;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"211176 SENADOR LA ROCQUE";-;-;-;-;2;-;-;3;6;2;4;15;3;2;2;3;2;2;5;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57
"211178 SERRANO DO MARANHAO";-;-;-;-;-;-;-;-;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"211180 SITIO NOVO";-;2;7;2;6;1;7;9;19;25;19;23;5;6;11;4;12;12;15;9;4;4;2;6;10;3;1;3;5;5;3;3;11;9;4;2;-;5;2;-;-;3;1;2;2;3;6;-;4;5;1;2;1;-;306
"211190 SUCUPIRA DO NORTE";-;2;3;5;2;11;1;2;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;35
"211195 SUCUPIRA DO RIACHAO";-;1;4;5;1;-;-;2;3;3;5;10;3;-;-;4;4;1;-;-;1;-;2;-;5;1;1;3;8;1;1;2;1;-;1;1;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;82
"211200 TASSO FRAGOSO";-;12;17;17;5;19;23;11;8;7;15;20;20;3;7;10;14;19;19;21;16;12;22;15;13;7;8;4;4;4;2;2;2;3;-;3;1;1;2;2;3;3;1;1;-;2;1;2;3;1;1;2;3;-;413
"211210 TIMBIRAS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211220 TIMON";-;3;12;9;9;21;28;26;60;66;65;70;59;62;64;55;65;118;136;105;91;72;33;33;23;16;5;13;7;-;2;4;3;2;7;1;-;2;-;-;-;2;2;1;2;2;-;-;1;2;7;1;1;-;1368
"211223 TRIZIDELA DO VALE";-;-;2;1;3;4;2;1;4;1;1;11;2;5;3;9;1;-;1;3;4;-;3;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"211227 TUFILANDIA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211230 TUNTUM";-;-;-;-;2;2;2;7;8;15;16;11;6;14;11;7;12;5;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122
"211240 TURIACU";-;1;1;-;-;11;9;12;10;16;6;6;4;1;8;2;1;-;3;4;5;3;3;1;1;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112
"211245 TURILANDIA";-;-;-;-;-;1;3;7;6;28;33;23;25;24;4;7;7;5;2;5;2;1;2;1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189
"211250 TUTOIA";-;1;-;-;-;5;6;6;10;7;1;3;4;2;7;3;7;5;5;1;2;-;-;-;-;1;1;1;-;3;-;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;85
"211260 URBANO SANTOS";-;1;-;-;1;2;1;4;8;22;18;26;21;34;9;21;23;9;2;3;2;7;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;222
"211270 VARGEM GRANDE";-;-;-;6;5;1;11;40;15;14;16;6;2;1;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122
"211280 VIANA";-;-;-;1;-;-;1;-;1;1;-;2;2;-;3;1;-;2;-;-;-;1;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;20
"211285 VILA NOVA DOS MARTIRIOS";-;-;-;-;1;2;7;2;4;11;21;33;9;4;14;6;23;9;8;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;162
"211290 VITORIA DO MEARIM";-;-;-;-;2;1;-;-;1;4;-;12;3;3;-;-;-;-;-;1;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;33
"211300 VITORINO FREIRE";-;2;-;-;-;-;-;2;-;2;3;2;4;5;1;2;1;-;6;2;5;3;-;3;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"211400 ZE DOCA";-;4;2;6;10;7;22;11;38;37;79;33;31;97;168;49;32;20;22;16;7;4;4;7;1;5;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;721
"220005 ACAUA";-;-;-;-;-;2;1;-;-;7;13;16;-;2;3;1;5;1;1;4;4;2;2;3;1;1;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"220010 AGRICOLANDIA";-;2;4;3;3;3;3;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;9;5;-;-;-;41
"220020 AGUA BRANCA";-;2;6;9;11;20;10;23;19;17;5;1;2;1;3;4;5;5;7;11;12;15;6;3;2;2;2;6;2;2;-;1;1;1;2;3;2;-;-;2;-;-;-;-;2;6;3;4;10;16;23;13;3;-;305
"220025 ALAGOINHA DO PIAUI";-;-;-;-;-;1;1;1;-;2;-;-;-;7;3;6;19;6;10;7;6;8;7;13;8;6;8;4;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130
"220027 ALEGRETE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;7;4;8;3;4;1;8;13;8;4;1;3;2;2;4;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76
"220030 ALTO LONGA";-;-;-;1;4;1;3;3;5;1;5;4;9;14;4;22;9;19;17;22;16;14;7;15;16;5;3;4;-;-;1;-;5;2;1;1;6;1;3;1;1;1;1;-;-;-;-;-;1;2;5;-;-;-;255
"220040 ALTOS";-;1;-;-;2;1;1;2;2;4;7;4;1;2;3;3;11;9;5;1;5;5;3;3;5;2;2;3;4;2;-;1;1;-;1;1;-;1;2;1;-;-;1;1;-;-;-;-;-;1;-;-;-;-;104
"220045 ALVORADA DO GURGUEIA";-;-;-;-;-;1;2;3;3;5;11;11;12;2;4;2;8;3;1;8;5;6;3;3;3;2;5;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105
"220050 AMARANTE";-;-;1;-;1;-;-;-;-;2;3;11;1;1;4;1;3;1;6;1;-;-;1;5;5;6;5;5;3;2;2;1;7;4;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;86
"220060 ANGICAL DO PIAUI";-;-;1;1;-;1;-;1;6;3;3;-;-;3;5;4;6;8;11;10;11;9;2;3;7;1;-;-;1;2;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;104
"220070 ANISIO DE ABREU";-;-;-;-;-;-;-;1;1;-;-;-;1;3;2;2;3;5;3;5;3;-;1;1;1;5;3;1;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"220080 ANTONIO ALMEIDA";-;-;-;-;-;2;1;7;1;10;14;11;15;14;13;14;12;1;-;-;1;-;-;-;1;2;-;-;1;1;-;-;3;-;1;5;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;134
"220090 AROAZES";-;-;-;-;-;-;-;1;1;1;3;-;-;-;-;-;2;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;6;12;12;6;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"220095 AROEIRAS DO ITAIM";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;6;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"220100 ARRAIAL";-;-;-;-;-;-;-;-;-;-;5;4;2;-;2;1;-;1;9;17;15;30;13;1;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;105
"220105 ASSUNCAO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"220110 AVELINO LOPES";-;-;-;3;3;4;21;13;15;10;2;3;1;-;2;1;5;4;4;7;10;3;3;6;8;8;2;1;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;144
"220115 BAIXA GRANDE DO RIBEIRO";-;1;1;1;2;8;11;4;8;7;3;5;5;5;7;8;7;5;3;2;1;3;4;2;2;7;6;3;9;4;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;139
