2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"270850 SAO LUIS DO QUITUNDE";-;1;1;-;-;2;2;1;-;3;-;-;2;4;17;3;6;29;23;21;27;12;24;14;26;16;23;15;19;10;15;6;13;10;2;3;3;3;4;1;3;2;1;-;1;1;3;2;4;2;1;-;1;-;382
"270860 SAO MIGUEL DOS CAMPOS";-;9;9;9;13;16;12;8;11;30;30;7;10;12;21;12;17;23;46;67;117;124;136;158;164;150;83;89;78;65;49;115;104;97;75;30;32;19;27;38;35;24;35;14;22;19;25;19;19;4;12;1;2;-;2343
"270870 SAO MIGUEL DOS MILAGRES";-;-;-;-;-;-;-;-;2;-;-;-;4;5;2;8;3;5;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"270880 SAO SEBASTIAO";-;3;5;6;5;2;4;-;4;3;6;6;13;3;9;14;21;18;15;11;10;6;34;39;25;45;24;18;10;18;13;4;12;12;6;-;3;17;9;14;4;4;1;1;4;3;-;1;2;-;-;-;-;-;487
"270890 SATUBA";-;-;-;1;-;-;-;4;13;17;39;25;24;10;7;4;3;3;8;16;31;21;18;8;8;18;18;16;2;2;2;3;1;3;-;1;1;1;-;-;-;1;-;1;1;-;2;-;2;1;1;-;-;-;337
"270895 SENADOR RUI PALMEIRA";-;3;3;1;2;-;2;5;-;7;7;6;3;3;3;4;4;6;13;11;5;4;2;6;5;1;4;5;-;-;-;2;4;1;-;1;-;-;-;-;-;1;2;-;3;8;19;48;41;7;10;-;1;-;263
"270900 TANQUE D'ARCA";-;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;3;1;-;2;1;3;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"270910 TAQUARANA";-;2;7;1;4;2;5;12;4;12;13;2;2;1;1;5;3;2;3;18;35;39;23;38;31;38;37;33;30;33;13;14;8;4;3;8;7;2;5;8;2;5;5;2;4;-;-;-;4;17;14;7;2;1;571
"270915 TEOTONIO VILELA";-;10;10;13;12;12;10;11;3;9;14;18;9;14;32;46;66;67;54;13;18;18;15;13;20;11;8;12;14;8;2;5;6;4;2;6;1;-;1;4;-;3;3;1;3;3;1;13;20;10;4;10;21;-;683
"270920 TRAIPU";-;1;3;-;1;-;-;4;3;1;5;5;3;-;2;3;1;1;2;-;3;-;-;2;1;2;1;5;4;12;10;4;6;4;4;6;3;4;2;1;2;9;6;6;4;3;4;3;-;-;-;1;1;-;148
"270930 UNIAO DOS PALMARES";-;27;31;25;14;35;38;70;69;86;90;81;71;81;77;83;110;162;188;202;265;282;309;279;253;265;209;263;264;158;149;87;78;82;63;70;56;57;50;44;31;41;33;45;32;25;27;33;23;48;42;22;18;-;5243
"270940 VICOSA";-;18;7;6;5;6;7;7;4;10;15;19;8;7;11;28;22;23;41;52;55;28;50;48;40;45;37;32;30;22;25;18;22;26;11;13;21;11;4;5;9;4;1;1;2;-;1;-;3;3;5;8;3;1;880
"280020 AQUIDABA";-;1;-;-;-;-;-;1;1;-;-;2;1;5;7;3;4;2;3;4;1;7;5;2;1;1;2;1;-;-;2;1;1;-;-;-;-;1;1;1;2;1;1;-;1;1;1;-;1;-;-;-;-;-;69
"280030 ARACAJU";-;127;142;145;177;209;269;315;431;496;457;481;268;212;249;271;237;186;277;337;339;392;436;507;486;438;488;596;556;507;564;528;399;359;322;249;254;240;232;191;239;178;153;156;200;163;159;146;114;145;128;102;90;18;15360
"280040 ARAUA";-;-;2;-;2;3;2;4;4;4;2;3;2;1;-;2;-;-;3;1;3;2;1;2;-;-;-;5;3;1;-;2;3;5;-;-;1;2;1;1;1;4;2;-;2;-;1;1;-;-;-;-;2;-;80
"280050 AREIA BRANCA";-;-;1;4;2;1;-;1;5;5;9;3;-;1;-;3;3;5;6;1;4;5;3;6;3;2;2;5;1;-;1;-;2;2;1;-;-;-;-;2;-;1;-;-;3;2;3;2;1;1;-;2;1;-;105
"280060 BARRA DOS COQUEIROS";-;1;4;3;3;3;5;2;4;6;19;3;5;3;3;3;6;9;9;4;8;5;16;11;4;7;8;7;17;21;13;7;17;7;8;5;2;5;5;4;4;1;9;6;5;9;9;3;2;2;2;3;1;-;328
"280067 BOQUIM";-;1;-;-;2;-;2;5;16;7;9;12;1;5;4;3;3;-;-;2;2;3;4;1;5;2;4;2;3;2;3;-;1;-;1;-;4;2;-;2;1;1;-;-;-;1;-;-;1;1;-;-;-;-;118
"280070 BREJO GRANDE";-;-;-;-;1;-;-;-;3;1;1;-;-;-;-;-;-;1;-;3;8;6;2;10;15;11;16;8;3;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93
"280100 CAMPO DO BRITO";-;-;2;1;1;2;5;-;1;1;1;-;-;-;2;-;-;2;-;-;4;-;1;3;2;3;2;-;3;-;5;2;2;3;3;1;2;1;-;-;-;1;-;-;-;-;-;-;-;-;3;2;1;-;62
"280110 CANHOBA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;2;1;2;1;1;1;1;1;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"280120 CANINDE DE SAO FRANCISCO";-;-;3;-;-;-;5;6;6;1;2;2;3;-;4;3;6;-;5;4;1;2;1;1;1;3;-;-;-;1;-;2;-;1;2;6;2;-;3;-;2;-;3;1;6;3;3;2;-;3;7;4;-;-;110
"280130 CAPELA";-;1;1;1;2;1;-;-;1;-;1;2;1;-;-;-;-;-;-;1;1;-;-;1;-;1;1;-;1;1;-;1;2;1;1;-;1;2;1;4;-;-;2;3;2;1;3;-;-;-;-;-;-;-;42
"280140 CARIRA";-;-;1;1;-;-;-;1;5;3;4;6;3;1;33;10;16;5;7;11;10;4;5;4;4;1;4;3;5;3;5;4;3;-;2;1;4;-;1;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;174
"280150 CARMOPOLIS";-;2;-;-;-;1;2;-;1;1;1;2;3;1;2;-;2;3;2;1;2;3;1;4;4;4;4;13;8;5;5;4;4;4;1;4;3;4;5;2;2;-;1;-;2;2;10;3;-;-;1;-;-;-;129
"280160 CEDRO DE SAO JOAO";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;4;3;3;3;4;6;3;2;3;-;1;-;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"280170 CRISTINAPOLIS";-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;5;1;1;2;2;-;-;1;1;1;-;1;4;3;1;2;2;5;8;4;10;1;1;2;3;13;20;12;3;1;8;8;1;-;-;-;-;-;-;131
"280190 CUMBE";-;-;-;-;1;-;1;-;1;-;2;-;-;-;-;1;1;-;1;-;-;1;2;-;-;2;3;1;-;1;2;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;24
"280200 DIVINA PASTORA";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;1;-;3;1;1;-;-;-;-;1;-;1;-;1;-;2;-;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"280210 ESTANCIA";-;10;15;9;9;25;27;28;25;23;26;39;18;17;22;33;21;15;18;10;17;27;24;26;34;15;27;27;22;17;26;42;23;16;28;18;18;21;14;12;12;12;12;14;15;17;17;19;14;12;11;10;9;1;1019
"280220 FEIRA NOVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280230 FREI PAULO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"280240 GARARU";-;-;-;-;-;-;-;-;-;1;7;7;-;-;2;1;1;1;2;2;3;8;2;5;2;3;2;1;5;3;4;12;12;2;6;9;15;4;5;9;4;2;1;1;-;2;-;1;1;-;-;-;-;-;148
"280250 GENERAL MAYNARD";-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;1;-;-;-;-;1;1;1;1;2;-;1;2;-;2;-;1;1;-;-;-;1;2;-;6;2;-;-;-;1;-;-;-;-;-;-;-;-;-;30
"280260 GRACHO CARDOSO";-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280270 ILHA DAS FLORES";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;7;2;-;2;1;1;1;-;-;1;-;-;-;-;-;-;-;-;24
"280280 INDIAROBA";-;-;-;-;2;4;5;3;3;6;-;3;2;2;1;2;-;2;3;-;-;1;-;-;1;1;-;-;-;3;-;-;2;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"280290 ITABAIANA";-;10;7;6;4;13;8;4;16;14;29;46;45;23;23;42;20;8;29;21;19;12;18;16;27;42;35;33;23;24;30;9;7;8;7;3;2;5;4;3;3;4;6;55;66;274;199;376;272;83;30;21;12;-;2096
"280300 ITABAIANINHA";-;7;1;12;10;81;109;251;26;40;31;25;5;14;12;7;5;4;7;5;9;6;5;6;6;11;8;8;10;14;16;12;9;6;7;20;34;16;21;24;35;45;77;64;72;80;79;88;62;96;46;6;5;-;1655
"280310 ITABI";-;-;-;-;-;-;-;-;2;3;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"280320 ITAPORANGA D'AJUDA";-;1;3;1;4;2;2;3;1;5;9;5;8;5;3;5;6;6;-;3;1;3;6;5;4;4;4;4;7;4;8;6;1;3;2;1;1;1;1;2;1;-;3;1;3;4;-;-;-;1;-;-;1;-;154
"280330 JAPARATUBA";-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;1;2;-;2;2;-;-;-;-;-;1;2;3;-;2;3;4;2;-;5;-;-;-;2;2;1;-;1;1;-;4;-;-;1;-;-;46
"280340 JAPOATA";-;-;1;-;1;1;2;5;-;-;3;3;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;-;2;-;-;-;1;-;1;1;2;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;30
"280350 LAGARTO";-;5;3;7;6;4;10;3;3;10;11;18;15;5;16;18;15;17;21;20;11;16;14;17;19;22;13;31;21;28;44;35;38;25;34;22;26;25;31;29;22;23;24;17;17;12;12;19;7;12;11;6;4;-;894
"280360 LARANJEIRAS";-;1;3;2;3;3;2;1;4;3;2;1;-;1;-;-;1;-;-;1;-;3;-;1;2;-;1;8;2;6;5;-;-;1;1;-;2;1;3;16;3;10;6;1;2;-;-;-;-;-;-;-;-;-;102
"280370 MACAMBIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;8
"280380 MALHADA DOS BOIS";-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3;-;2;3;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"280390 MALHADOR";-;-;-;-;5;-;2;2;1;3;4;3;2;1;1;2;-;4;3;4;3;-;1;4;3;-;1;1;-;-;2;1;3;2;-;1;1;-;1;1;2;-;3;1;2;2;-;1;1;-;1;-;-;1;76
"280400 MARUIM";-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;5;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"280410 MOITA BONITA";-;-;-;-;3;-;1;-;1;1;1;2;-;4;4;3;3;5;5;4;2;2;4;-;5;-;2;-;-;1;1;1;-;-;3;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;60
"280420 MONTE ALEGRE DE SERGIPE";-;-;5;1;1;7;5;8;6;9;22;20;13;8;1;4;4;5;3;3;-;4;1;1;2;1;1;-;1;1;1;2;1;4;1;1;3;-;2;1;1;-;-;-;2;-;-;-;1;-;-;-;-;-;157
"280430 MURIBECA";-;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;4;-;2;-;1;-;-;-;2;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"280440 NEOPOLIS";-;32;10;2;2;6;3;10;10;3;2;2;1;3;-;2;5;4;6;1;3;2;3;6;2;6;12;10;19;18;20;9;10;10;10;5;2;5;6;1;5;4;5;4;2;2;2;5;3;-;1;3;13;27;339
"280445 NOSSA SENHORA APARECIDA";-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;3;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;13
"280450 NOSSA SENHORA DA GLORIA";-;8;12;14;8;10;19;24;28;41;44;27;7;13;11;11;33;12;25;30;29;25;16;19;17;23;27;18;20;26;26;17;12;21;21;13;14;22;30;17;16;16;5;14;12;16;30;8;8;10;6;5;8;-;944
"280460 NOSSA SENHORA DAS DORES";-;2;-;2;-;2;2;4;8;2;9;6;9;4;11;-;3;3;2;5;4;7;7;1;4;4;4;3;3;4;6;5;1;4;7;2;2;3;1;1;-;3;2;2;2;-;1;-;-;-;-;-;1;-;158
"280470 NOSSA SENHORA DE LOURDES";-;-;1;-;1;1;3;9;7;12;4;7;4;18;23;38;14;15;11;7;14;4;2;-;1;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200
"280480 NOSSA SENHORA DO SOCORRO";-;5;5;3;4;8;5;4;13;16;18;10;6;12;14;19;29;21;23;21;26;24;19;14;37;61;70;80;85;66;108;78;64;64;62;49;53;41;43;29;21;25;11;18;11;13;8;9;8;8;6;3;1;2;1453
"280490 PACATUBA";-;1;3;-;-;1;1;4;-;3;-;4;-;-;2;-;2;-;-;-;-;-;-;1;1;2;1;1;-;-;1;1;3;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4;1;41
"280500 PEDRA MOLE";-;1;1;-;-;-;3;5;-;1;-;40;22;5;1;-;-;-;-;2;12;5;3;7;8;2;1;4;8;2;1;4;-;3;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;144
"280520 PINHAO";-;1;-;-;2;3;2;2;2;5;2;2;2;3;9;5;2;3;1;1;-;1;-;-;-;-;1;3;-;1;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;60
"280530 PIRAMBU";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;1;1;1;4;2;1;-;-;3;6;2;-;9;7;2;-;2;3;-;-;-;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;52
"280540 POCO REDONDO";-;-;2;4;1;1;-;2;3;2;2;1;-;-;1;1;-;-;2;-;7;2;7;4;5;3;-;5;3;1;2;1;1;2;-;-;-;-;-;1;-;-;1;-;2;-;2;1;1;1;2;-;-;-;76
"280550 POCO VERDE";-;2;1;-;-;-;1;-;7;21;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;42
"280560 PORTO DA FOLHA";-;-;-;-;-;-;-;-;1;-;-;1;-;3;2;1;1;-;-;2;1;1;4;3;-;-;2;1;2;-;1;2;2;3;1;3;4;3;5;3;6;3;2;-;1;3;2;-;1;-;-;-;-;-;70
"280570 PROPRIA";-;15;7;15;23;8;9;25;47;69;64;59;44;46;29;20;26;13;14;13;14;9;9;20;6;13;23;29;26;36;28;27;22;20;25;20;38;17;9;9;18;10;10;16;17;15;10;6;6;20;7;9;5;3;1098
"280580 RIACHAO DO DANTAS";-;-;6;7;-;-;1;2;2;3;3;1;3;-;-;1;-;-;-;-;-;-;1;-;1;2;1;1;-;-;4;-;-;2;1;-;1;2;-;4;3;2;8;7;4;14;5;7;1;3;-;1;-;1;105
"280590 RIACHUELO";-;1;1;-;-;1;4;-;1;2;-;2;-;-;1;-;3;1;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;9;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"280600 RIBEIROPOLIS";-;1;-;-;-;-;-;1;5;3;1;-;1;-;-;-;-;-;-;1;4;2;4;1;8;3;6;5;-;1;4;-;-;7;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;61
"280610 ROSARIO DO CATETE";-;-;-;-;-;2;1;2;-;2;1;-;-;-;-;-;-;-;1;1;-;2;-;-;1;-;-;1;1;1;1;1;116;153;114;41;51;39;173;61;13;1;2;3;2;-;-;-;-;-;-;-;1;-;788
"280620 SALGADO";-;9;5;7;2;3;3;6;6;4;4;11;3;4;6;6;5;2;6;3;5;5;4;-;-;1;-;2;3;2;-;-;-;2;1;-;-;2;1;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;126
"280630 SANTA LUZIA DO ITANHY";-;-;-;-;-;-;-;-;-;-;4;1;-;-;1;-;-;-;1;2;1;3;1;2;-;1;2;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;23
"280640 SANTANA DO SAO FRANCISCO";-;-;-;-;-;1;-;2;7;3;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;28
"280650 SANTA ROSA DE LIMA";-;-;-;-;1;1;2;1;1;-;1;1;4;3;3;1;-;4;4;-;-;1;-;1;1;1;1;-;1;3;2;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;43
"280660 SANTO AMARO DAS BROTAS";-;-;-;-;-;-;-;1;-;-;-;2;2;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;2;3;-;3;1;-;1;2;-;2;-;-;-;1;6;-;-;-;-;-;-;-;-;-;30
"280670 SAO CRISTOVAO";-;4;4;17;19;7;8;10;6;18;19;30;22;12;22;19;23;16;34;24;20;18;22;28;40;39;29;27;25;19;33;25;29;28;32;11;9;18;12;11;3;4;6;2;9;4;8;2;4;2;4;2;2;-;841
"280680 SAO DOMINGOS";-;-;-;-;-;-;1;-;-;-;1;1;-;1;-;2;1;-;1;2;-;3;-;2;-;1;2;-;1;2;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;25
"280690 SAO FRANCISCO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"280700 SAO MIGUEL DO ALEIXO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"280710 SIMAO DIAS";-;3;7;1;2;4;4;5;6;9;9;11;8;7;11;6;3;3;7;10;12;8;9;16;13;13;14;9;9;4;9;8;9;12;7;3;5;4;4;1;3;-;2;1;-;2;1;1;-;3;2;2;1;-;303
"280720 SIRIRI";-;-;-;-;-;-;1;-;-;-;-;1;6;9;12;7;3;4;3;-;1;-;2;-;3;1;1;2;-;2;1;1;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;65
"280730 TELHA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280740 TOBIAS BARRETO";-;5;9;39;61;62;59;57;78;45;33;12;3;2;-;6;24;3;9;7;9;11;13;9;4;6;2;5;1;4;11;11;29;12;33;83;174;248;186;138;126;96;100;35;18;21;17;9;7;26;19;1;1;1;1980
"280750 TOMAR DO GERU";-;-;4;-;-;-;-;-;-;4;-;-;1;2;1;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;21
"280760 UMBAUBA";-;2;10;4;1;1;-;3;10;13;16;5;18;6;15;11;8;2;5;5;3;9;2;2;4;4;3;1;1;1;2;4;3;2;1;4;1;1;4;3;2;2;1;1;2;2;2;6;8;5;3;1;-;-;225
"290010 ABAIRA";-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;9
"290020 ABARE";-;2;1;1;2;2;6;18;16;36;50;31;22;17;23;29;39;33;30;23;26;65;66;78;54;27;30;48;47;27;33;14;8;4;5;4;1;2;-;-;2;-;-;-;1;1;1;2;1;1;-;-;-;-;929
"290030 ACAJUTIBA";-;1;2;2;1;2;2;3;1;3;3;1;2;5;10;8;13;5;4;4;2;3;7;8;3;5;7;2;6;5;12;2;2;4;2;2;2;-;3;2;1;1;1;-;1;-;1;-;-;1;-;1;-;-;158
"290035 ADUSTINA";-;2;-;3;13;25;24;18;17;18;25;18;10;1;3;10;5;22;2;10;13;7;7;10;2;4;2;2;2;1;2;1;1;6;-;1;-;-;1;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;292
"290040 AGUA FRIA";-;1;2;-;-;2;-;6;2;9;14;23;19;-;16;5;11;21;15;19;15;12;6;9;3;11;4;2;5;-;1;6;4;6;2;4;3;1;1;-;-;1;-;-;-;-;3;-;1;1;-;-;-;-;266
"290050 ERICO CARDOSO";-;2;2;4;-;1;3;2;2;6;27;26;17;33;39;21;41;40;22;27;29;32;17;34;22;13;9;11;3;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;489
"290060 AIQUARA";-;1;1;1;1;2;1;1;1;3;6;1;2;-;-;3;4;3;24;16;17;8;6;13;4;2;1;2;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;129
"290070 ALAGOINHAS";-;15;22;10;34;32;37;53;63;93;82;38;31;23;38;46;44;84;69;93;108;93;134;143;124;155;147;186;188;188;137;80;72;56;52;42;31;36;36;27;14;33;19;20;17;22;24;14;15;16;11;11;6;-;3164
"290080 ALCOBACA";-;5;8;4;2;9;18;45;59;41;74;25;17;15;16;17;12;13;12;33;24;13;14;8;7;6;3;5;18;23;7;5;4;3;6;1;6;3;6;4;17;8;20;42;19;33;18;2;8;4;4;2;1;-;769
"290090 ALMADINA";-;-;-;-;4;8;10;9;20;14;9;5;8;7;6;7;17;13;14;11;8;7;10;5;2;4;1;-;-;3;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;206
"290100 AMARGOSA";-;-;4;2;3;6;7;14;30;44;74;79;41;32;65;63;55;61;32;32;24;16;10;8;5;2;2;5;1;2;1;4;-;1;3;3;1;4;-;-;-;-;2;-;1;2;2;-;-;2;1;1;-;-;747
"290110 AMELIA RODRIGUES";-;-;-;1;3;3;1;6;24;86;80;61;3;1;26;25;24;31;42;25;45;26;7;5;6;1;1;2;1;1;-;1;-;2;-;4;8;-;-;-;-;1;-;-;-;-;1;-;3;-;-;-;-;-;557
"290115 AMERICA DOURADA";-;2;7;9;17;15;13;22;36;58;63;49;22;16;14;18;24;21;44;16;33;18;21;18;13;10;7;9;8;7;6;3;3;2;2;-;1;-;1;3;3;1;2;1;1;1;-;-;4;2;1;-;1;-;648
"290120 ANAGE";-;1;1;6;19;12;30;42;35;34;52;19;3;2;2;3;7;2;4;3;2;3;2;1;-;-;-;1;3;-;-;2;-;9;3;3;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;309
"290130 ANDARAI";-;3;-;2;11;11;21;30;13;38;24;13;14;2;3;11;7;1;3;7;2;2;4;5;8;15;18;3;-;-;2;2;-;1;1;3;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;1;284
"290135 ANDORINHA";-;1;-;2;2;2;4;13;26;17;29;21;17;-;4;13;6;7;6;6;9;10;9;4;10;6;10;5;3;2;2;4;3;4;1;-;-;-;1;3;5;9;5;4;12;15;20;40;17;12;4;-;1;-;406
"290140 ANGICAL";-;-;1;1;1;-;1;2;7;13;15;37;21;7;2;6;4;4;1;3;3;3;1;3;2;4;4;3;3;5;3;2;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;167
"290150 ANGUERA";-;1;5;2;-;1;4;6;8;-;1;1;1;1;2;4;2;2;12;12;11;12;10;17;15;12;7;13;9;9;2;3;4;1;-;-;-;2;3;1;-;1;-;-;-;4;2;-;2;1;-;-;2;-;208
"290160 ANTAS";-;11;5;22;35;30;47;60;62;54;45;67;48;22;9;12;5;10;10;4;1;2;4;2;1;11;6;6;5;3;-;2;4;1;2;1;1;3;3;2;7;7;8;6;8;14;12;18;14;6;5;-;5;-;728
"290170 ANTONIO CARDOSO";-;2;-;1;-;1;1;7;5;24;25;20;5;3;3;1;3;2;5;2;6;12;9;8;2;5;9;12;9;3;1;-;2;2;1;2;-;1;-;1;-;-;-;1;-;-;-;1;2;1;-;-;2;-;202
"290180 ANTONIO GONCALVES";-;1;3;1;-;6;6;4;9;11;8;15;9;6;5;3;4;5;4;12;19;7;4;2;1;3;4;2;1;3;3;3;3;-;2;4;2;1;1;1;1;-;1;1;1;1;1;-;-;1;2;2;1;-;190
"290190 APORA";-;-;-;-;-;-;2;-;2;8;7;4;-;-;-;1;2;1;-;9;2;1;3;1;-;-;-;1;1;-;4;-;2;3;-;1;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;59
"290195 APUAREMA";-;-;-;-;-;2;1;2;-;9;11;34;33;45;46;41;36;32;22;10;13;16;4;2;3;3;3;5;4;1;1;1;2;2;-;1;2;1;-;2;4;-;-;2;1;-;-;1;-;-;-;1;-;-;399
"290200 ARACATU";-;4;3;1;-;3;16;19;26;25;41;74;28;3;4;5;3;4;3;5;4;2;3;6;2;-;1;-;2;4;-;-;-;1;2;-;2;1;-;-;-;1;-;-;-;-;-;1;2;7;1;-;-;-;309
