2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"210905 PORTO RICO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"210910 PRESIDENTE DUTRA";-;1;1;1;-;-;2;1;-;1;1;1;1;3;2;1;-;3;2;1;-;-;-;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;31
"210920 PRESIDENTE JUSCELINO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210927 PRESIDENTE SARNEY";-;1;-;-;-;1;1;7;2;2;3;23;17;-;1;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;1;1;-;1;3;1;-;1;-;-;-;-;-;74
"210930 PRESIDENTE VARGAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"210945 RAPOSA";-;-;-;-;-;-;1;-;1;4;10;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"210950 RIACHAO";-;1;2;1;-;1;3;-;1;5;5;-;2;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;5;3;3;1;-;1;-;-;-;-;40
"210955 RIBAMAR FIQUENE";-;1;-;-;-;-;2;4;5;1;4;1;4;3;1;1;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;37
"210960 ROSARIO";-;-;-;-;-;-;-;2;13;21;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"210970 SAMBAIBA";-;-;-;-;-;-;-;-;3;-;2;1;2;4;2;1;2;-;-;-;2;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"210975 SANTA FILOMENA DO MARANHAO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210980 SANTA HELENA";-;-;-;-;6;6;5;20;5;24;8;19;17;14;6;3;4;3;3;1;1;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;153
"210990 SANTA INES";-;3;15;3;3;5;3;7;11;16;27;7;6;3;-;2;1;2;5;-;-;-;1;-;1;-;2;-;-;3;1;1;1;1;2;-;-;-;-;-;-;1;-;2;-;-;-;-;-;3;-;-;-;-;138
"211000 SANTA LUZIA";-;7;5;4;4;3;9;6;9;5;8;12;18;14;5;6;4;8;3;4;10;3;4;1;2;2;1;2;-;-;-;1;-;-;1;1;-;-;-;-;2;-;3;1;-;-;5;-;-;2;-;2;-;-;177
"211003 SANTA LUZIA DO PARUA";-;-;-;-;-;-;-;2;23;43;18;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;96
"211010 SANTA QUITERIA DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"211020 SANTA RITA";-;-;2;-;-;2;4;24;2;5;9;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;56
"211023 SANTANA DO MARANHAO";-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"211030 SANTO ANTONIO DOS LOPES";-;-;-;-;-;-;-;1;-;3;5;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"211040 SAO BENEDITO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211050 SAO BENTO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211060 SAO BERNARDO";-;-;-;-;-;-;-;-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"211065 SAO DOMINGOS DO AZEITAO";-;5;2;-;-;-;-;-;-;-;-;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;8;2;7;5;-;40
"211070 SAO DOMINGOS DO MARANHAO";-;-;-;1;-;1;-;-;-;3;48;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55
"211080 SAO FELIX DE BALSAS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211085 SAO FRANCISCO DO BREJAO";-;-;-;-;-;2;2;5;4;9;8;15;4;-;-;2;-;3;2;2;3;4;5;6;2;1;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;2;-;2;-;-;-;-;-;-;90
"211090 SAO FRANCISCO DO MARANHAO";-;1;-;-;-;-;1;1;4;27;3;11;3;1;3;2;4;5;2;7;-;1;6;4;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;92
"211102 SAO JOAO DO CARU";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211105 SAO JOAO DO PARAISO";-;1;-;-;-;4;4;2;8;2;1;-;3;1;-;2;1;3;1;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;40
"211110 SAO JOAO DOS PATOS";-;1;1;1;1;3;11;17;26;34;39;40;6;-;2;1;3;-;-;2;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;192
"211120 SAO JOSE DE RIBAMAR";-;1;2;4;4;4;10;4;4;12;5;3;-;1;2;4;4;1;4;5;5;2;3;3;1;1;5;11;16;1;7;8;8;4;3;6;4;9;17;4;-;-;-;1;1;-;-;-;2;2;1;-;2;-;201
"211125 SAO JOSE DOS BASILIOS";-;-;-;-;-;-;-;-;-;1;3;2;-;-;2;-;-;-;6;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"211130 SAO LUIS";-;50;56;71;76;113;153;249;272;269;311;276;137;120;138;128;162;146;158;106;126;143;155;153;146;136;146;166;163;123;133;108;92;129;92;90;84;81;88;53;83;66;70;28;44;63;43;41;26;21;18;14;15;-;5930
"211140 SAO LUIS GONZAGA DO MARANHAO";-;1;1;-;-;-;-;2;5;3;-;-;-;-;-;2;2;2;-;-;-;-;1;-;-;-;1;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"211150 SAO MATEUS DO MARANHAO";-;-;-;1;1;1;3;18;24;56;64;17;-;1;2;3;1;4;4;6;2;1;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;214
"211153 SAO PEDRO DA AGUA BRANCA";-;-;-;-;-;-;1;-;-;2;3;7;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;3;-;-;-;-;23
"211157 SAO PEDRO DOS CRENTES";-;8;12;19;37;16;40;25;40;22;34;16;2;4;5;1;1;-;2;2;-;3;-;2;-;-;7;3;3;2;1;-;9;4;6;2;5;2;-;4;-;-;-;-;-;-;1;1;-;-;1;1;1;-;344
"211160 SAO RAIMUNDO DAS MANGABEIRAS";-;1;-;-;1;-;5;2;4;17;73;26;15;20;33;7;1;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;212
"211167 SAO ROBERTO";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211170 SAO VICENTE FERRER";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211172 SATUBINHA";-;-;1;2;1;2;5;1;2;8;17;2;1;1;3;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;50
"211174 SENADOR ALEXANDRE COSTA";-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"211176 SENADOR LA ROCQUE";-;-;-;-;2;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"211178 SERRANO DO MARANHAO";-;-;-;-;-;-;-;-;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"211180 SITIO NOVO";-;1;7;2;5;1;7;7;19;22;18;21;5;2;7;1;7;5;4;9;2;3;2;5;4;3;1;3;4;4;1;2;3;4;1;1;-;-;-;-;-;2;-;2;2;3;6;-;4;4;1;2;1;-;220
"211190 SUCUPIRA DO NORTE";-;2;3;5;2;11;1;2;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;35
"211195 SUCUPIRA DO RIACHAO";-;1;4;5;1;-;-;2;3;3;5;10;3;-;-;4;4;1;-;-;1;-;2;-;5;1;1;3;8;1;1;2;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;78
"211200 TASSO FRAGOSO";-;2;1;8;3;2;2;2;4;6;10;17;14;-;3;6;14;17;19;21;15;11;21;11;9;6;6;4;4;4;2;2;2;3;-;2;1;1;2;1;3;2;1;1;-;2;-;2;2;-;-;-;-;-;271
"211220 TIMON";-;2;10;9;8;21;28;25;60;65;63;68;58;56;53;49;61;108;119;98;82;65;30;27;22;16;5;13;6;-;2;3;1;-;5;1;-;1;-;-;-;-;1;1;1;-;-;-;1;2;7;1;-;-;1254
"211223 TRIZIDELA DO VALE";-;-;2;1;3;3;2;1;4;1;1;-;2;-;1;2;1;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"211230 TUNTUM";-;-;-;-;-;2;-;-;-;4;3;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"211240 TURIACU";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211245 TURILANDIA";-;-;-;-;-;-;1;4;5;28;32;20;18;14;-;3;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130
"211250 TUTOIA";-;-;-;-;-;4;6;6;10;6;1;1;-;-;3;2;6;3;2;-;-;-;-;-;-;1;-;1;-;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;57
"211260 URBANO SANTOS";-;-;-;-;1;1;-;-;-;-;8;3;2;4;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"211270 VARGEM GRANDE";-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"211285 VILA NOVA DOS MARTIRIOS";-;-;-;-;-;1;7;2;2;7;17;27;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"211290 VITORIA DO MEARIM";-;-;-;-;-;1;-;-;-;4;-;12;2;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;27
"211300 VITORINO FREIRE";-;1;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"211400 ZE DOCA";-;-;-;4;4;1;6;9;29;18;8;10;2;1;2;-;1;-;2;7;1;-;-;-;-;1;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113
"220005 ACAUA";-;-;-;-;-;2;1;-;-;7;13;16;-;2;3;1;4;1;1;4;2;2;2;1;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67
"220010 AGRICOLANDIA";-;2;4;3;3;3;3;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;9;5;-;-;-;39
"220020 AGUA BRANCA";-;2;6;9;11;18;10;23;19;16;4;1;1;1;2;4;4;5;7;9;3;3;2;1;-;2;2;5;2;2;-;1;-;1;2;3;2;-;-;2;-;-;-;-;2;5;2;4;10;16;23;13;3;-;263
"220025 ALAGOINHA DO PIAUI";-;-;-;-;-;-;1;1;-;2;-;-;-;2;-;3;16;6;9;7;5;8;5;5;7;6;8;4;1;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100
"220027 ALEGRETE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;6;3;6;1;3;1;8;13;6;4;1;3;1;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"220030 ALTO LONGA";-;-;-;1;1;1;-;-;2;1;4;2;2;5;2;11;3;15;7;11;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"220040 ALTOS";-;-;-;-;-;-;1;2;1;1;6;3;-;1;2;-;7;8;3;1;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"220045 ALVORADA DO GURGUEIA";-;-;-;-;-;1;2;3;3;4;10;11;12;-;2;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"220050 AMARANTE";-;-;-;-;-;-;-;-;-;2;3;11;1;1;4;1;3;1;6;1;-;-;1;5;2;2;2;2;-;-;1;1;6;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;60
"220060 ANGICAL DO PIAUI";-;-;1;-;-;1;-;1;6;3;2;-;-;3;4;4;6;6;8;9;9;6;2;3;7;1;-;-;1;2;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;90
"220070 ANISIO DE ABREU";-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;3;5;3;5;1;-;1;1;1;5;3;1;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"220080 ANTONIO ALMEIDA";-;-;-;-;-;2;1;7;1;10;14;10;15;14;13;14;11;-;-;-;1;-;-;-;1;2;-;-;1;1;-;-;3;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;126
"220090 AROAZES";-;-;-;-;-;-;-;1;1;1;3;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6;12;12;6;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"220095 AROEIRAS DO ITAIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"220100 ARRAIAL";-;-;-;-;-;-;-;-;-;-;5;4;2;-;2;-;-;-;-;-;-;-;-;1;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"220105 ASSUNCAO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"220110 AVELINO LOPES";-;-;-;3;3;4;21;13;15;10;2;3;-;-;2;-;1;3;-;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89
"220115 BAIXA GRANDE DO RIBEIRO";-;1;1;1;1;8;11;4;7;5;3;4;5;5;7;7;7;5;3;1;1;3;4;2;2;5;3;1;6;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;118
"220117 BARRA D'ALCANTARA";-;-;-;-;2;3;7;8;4;-;-;3;3;2;2;3;3;2;6;5;-;2;3;2;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
"220120 BARRAS";-;-;-;-;-;-;2;4;1;3;6;4;2;6;2;2;3;1;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"220130 BARREIRAS DO PIAUI";-;-;-;-;-;-;1;-;-;1;-;2;-;1;-;1;-;2;3;-;4;2;2;1;3;1;2;5;3;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"220140 BARRO DURO";-;1;1;2;5;10;21;5;6;6;4;-;1;1;-;2;4;1;4;-;1;-;2;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"220150 BATALHA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"220155 BELA VISTA DO PIAUI";-;-;-;-;-;-;-;-;-;1;-;2;-;5;9;4;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"220157 BELEM DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6;7;7;12;7;10;5;10;-;4;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72
"220160 BENEDITINOS";-;1;-;1;1;-;1;3;2;4;7;6;2;4;1;6;3;-;8;3;5;1;-;3;-;-;-;1;-;-;1;3;1;2;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;74
"220170 BERTOLINIA";-;-;-;-;-;-;-;-;-;-;-;3;2;3;2;6;6;4;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"220173 BETANIA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;5;12;3;7;-;1;-;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"220177 BOA HORA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"220180 BOCAINA";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3;-;-;1;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"220190 BOM JESUS";-;11;37;46;41;78;141;176;206;123;176;132;43;6;20;15;18;25;24;24;21;16;13;7;17;10;5;9;1;1;-;1;2;3;-;2;2;-;1;2;3;2;-;1;3;1;2;1;2;2;2;2;7;-;1483
"220191 BOM PRINCIPIO DO PIAUI";-;-;-;-;-;-;-;-;1;2;2;-;2;1;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;1;2;5;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"220192 BONFIM DO PIAUI";-;-;-;-;-;-;-;1;7;2;5;7;4;-;-;2;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"220196 BRASILEIRA";-;-;-;-;-;-;-;1;-;1;2;1;1;-;1;3;3;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"220198 BREJO DO PIAUI";-;-;-;-;-;-;-;1;-;-;-;2;5;4;3;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"220200 BURITI DOS LOPES";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;4;1;-;-;7;2;2;6;3;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"220202 BURITI DOS MONTES";-;-;-;-;-;1;-;-;-;1;4;1;1;2;3;1;2;1;1;1;5;3;10;4;3;3;2;9;-;14;8;7;3;3;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;96
"220205 CABECEIRAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"220207 CAJAZEIRAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"220208 CAJUEIRO DA PRAIA";-;-;-;-;-;1;-;1;-;-;4;2;18;14;10;3;12;14;2;4;3;5;9;3;1;4;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112
"220210 CAMPINAS DO PIAUI";-;-;-;-;1;-;-;3;1;2;7;3;-;-;2;5;1;3;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"220211 CAMPO ALEGRE DO FIDALGO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220213 CAMPO GRANDE DO PIAUI";-;-;-;1;1;-;3;9;9;14;5;7;2;2;7;15;12;3;1;1;3;1;1;1;-;-;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102
"220220 CAMPO MAIOR";-;2;-;5;8;11;26;53;30;24;33;14;16;7;17;7;6;5;6;1;3;-;5;2;1;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;-;-;290
"220230 CANTO DO BURITI";-;-;-;1;1;2;1;3;2;5;2;5;2;16;12;11;3;35;41;44;56;19;5;1;6;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;279
"220240 CAPITAO DE CAMPOS";-;-;-;-;-;1;-;-;2;4;7;9;4;-;-;1;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
