2019
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"210598 LAJEADO NOVO";-;3;1;-;3;2;7;1;-;3;11;17;4;5;3;3;5;6;6;2;5;4;4;3;2;4;5;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;2;1;-;1;-;-;-;118
"210600 LIMA CAMPOS";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"210610 LORETO";-;-;-;-;-;1;2;2;1;6;3;2;2;-;1;2;3;1;2;1;9;2;1;2;3;-;-;-;-;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"210620 LUIS DOMINGUES";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210630 MAGALHAES DE ALMEIDA";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;1;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"210632 MARACACUME";-;-;-;-;-;2;1;-;3;3;5;6;4;3;2;3;4;2;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"210640 MATA ROMA";-;-;-;-;3;1;-;-;-;-;1;1;-;1;2;6;3;2;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;-;-;-;-;-;30
"210660 MATOES";-;16;5;-;4;5;3;6;7;7;1;6;2;1;-;3;3;3;-;1;-;1;2;1;1;1;-;-;3;1;-;1;-;-;1;-;1;1;2;-;-;-;-;-;-;-;-;-;-;5;3;3;1;-;101
"210663 MATOES DO NORTE";-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"210667 MILAGRES DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"210670 MIRADOR";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210675 MIRANDA DO NORTE";-;-;4;3;2;2;-;-;1;1;1;1;-;1;1;-;1;1;-;-;1;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;34
"210680 MIRINZAL";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210690 MONCAO";-;-;4;26;12;12;20;30;20;11;12;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149
"210700 MONTES ALTOS";-;-;-;1;-;1;-;-;5;6;-;2;5;2;3;2;2;2;3;-;1;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;40
"210710 MORROS";-;-;-;-;-;-;-;-;-;1;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"210725 NOVA COLINAS";-;-;1;2;2;4;-;4;8;10;3;9;3;1;1;2;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55
"210730 NOVA IORQUE";-;1;-;1;1;1;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"210740 OLHO D'AGUA DAS CUNHAS";-;-;-;-;2;1;-;-;-;1;7;-;2;11;15;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"210750 PACO DO LUMIAR";-;-;1;2;-;6;5;9;6;6;4;3;2;-;5;1;1;-;2;3;2;2;3;2;2;2;1;-;-;1;-;3;1;-;1;-;1;1;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;82
"210760 PALMEIRANDIA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210770 PARAIBANO";-;-;4;2;5;6;12;26;27;47;45;24;49;24;21;13;15;11;2;17;20;7;7;4;1;3;1;2;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;1;6;6;3;8;4;1;-;-;428
"210780 PARNARAMA";-;1;1;1;1;-;-;1;3;5;21;34;11;3;2;6;4;5;-;2;-;-;1;-;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;110
"210790 PASSAGEM FRANCA";-;-;-;1;1;4;7;10;6;8;2;1;2;-;3;3;1;-;2;4;2;4;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;65
"210800 PASTOS BONS";-;-;-;-;-;-;-;-;-;1;15;7;3;7;17;7;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61
"210805 PAULINO NEVES";-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"210810 PAULO RAMOS";-;-;-;-;-;1;-;-;1;5;4;2;5;2;-;-;-;1;2;3;-;1;-;-;-;-;-;1;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"210820 PEDREIRAS";-;4;2;9;6;12;13;16;21;30;39;17;6;9;6;10;7;5;6;4;8;-;-;1;-;-;-;-;-;1;-;-;-;1;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;237
"210825 PEDRO DO ROSARIO";-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"210830 PENALVA";-;-;-;-;-;-;-;-;-;-;1;1;2;2;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"210840 PERI MIRIM";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"210845 PERITORO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;1;1;1;-;1;-;-;1;-;1;-;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;16
"210850 PINDARE-MIRIM";-;-;-;-;1;1;-;3;1;9;11;6;-;-;2;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"210860 PINHEIRO";-;3;7;11;9;9;11;12;12;23;40;40;11;6;4;2;6;2;1;5;-;1;1;1;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;2;-;-;-;3;1;-;1;-;232
"210870 PIO XII";-;-;1;5;11;2;2;1;4;2;9;8;4;-;1;1;3;3;2;1;2;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;69
"210880 PIRAPEMAS";-;-;-;3;-;-;2;2;8;10;4;3;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;41
"210890 POCAO DE PEDRAS";-;-;2;1;1;-;1;5;-;2;12;5;5;1;1;1;-;5;3;3;-;1;5;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;61
"210900 PORTO FRANCO";-;1;1;-;1;7;15;14;14;17;13;3;6;2;1;1;6;2;4;3;-;1;3;5;1;4;2;3;-;2;-;-;1;-;-;1;-;-;-;1;-;-;-;2;1;-;1;-;2;-;-;-;-;-;141
"210905 PORTO RICO DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"210910 PRESIDENTE DUTRA";-;3;2;3;3;2;10;10;7;2;12;4;6;7;4;5;2;7;2;2;-;3;2;1;2;-;-;1;1;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;108
"210920 PRESIDENTE JUSCELINO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"210927 PRESIDENTE SARNEY";-;1;-;-;-;1;1;7;2;2;3;23;17;-;2;3;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;4;6;9;8;24;27;6;15;1;2;-;-;-;-;-;172
"210930 PRESIDENTE VARGAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"210945 RAPOSA";-;-;-;-;-;-;1;-;1;4;10;17;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"210950 RIACHAO";-;1;2;1;1;1;3;-;1;5;5;1;2;3;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;3;2;-;-;-;-;5;3;3;1;-;1;-;-;-;-;49
"210955 RIBAMAR FIQUENE";-;1;-;-;-;-;2;4;5;1;4;1;5;3;1;1;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;38
"210960 ROSARIO";-;-;-;-;-;-;-;2;13;21;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"210970 SAMBAIBA";-;-;-;-;-;-;-;-;3;-;2;1;2;4;2;1;2;-;-;-;2;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"210975 SANTA FILOMENA DO MARANHAO";-;-;1;-;1;1;1;25;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"210980 SANTA HELENA";-;-;-;-;6;6;5;22;5;24;8;19;19;16;6;4;4;3;3;1;1;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;160
"210990 SANTA INES";-;4;15;4;8;6;9;8;15;16;28;8;8;5;1;3;4;3;5;-;1;1;1;-;1;-;2;-;-;3;1;1;1;1;2;-;-;1;-;-;-;2;-;2;-;-;-;-;-;3;-;-;1;-;174
"211000 SANTA LUZIA";-;7;5;4;4;3;9;8;9;5;8;12;18;14;5;6;4;8;3;4;10;3;4;1;2;2;1;2;-;-;-;1;-;-;1;1;-;-;-;-;2;-;3;1;-;-;5;-;-;2;-;2;-;-;179
"211003 SANTA LUZIA DO PARUA";-;-;-;-;-;-;-;19;31;57;37;18;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;164
"211010 SANTA QUITERIA DO MARANHAO";-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"211020 SANTA RITA";-;-;2;-;-;2;4;24;2;5;9;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;56
"211023 SANTANA DO MARANHAO";-;-;-;-;-;-;1;-;2;1;1;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"211030 SANTO ANTONIO DOS LOPES";-;-;-;-;-;-;-;1;-;3;5;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"211040 SAO BENEDITO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"211050 SAO BENTO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211060 SAO BERNARDO";-;-;-;-;-;-;-;-;-;-;-;4;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"211065 SAO DOMINGOS DO AZEITAO";-;5;2;-;-;-;-;-;-;-;-;2;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;8;2;7;5;-;40
"211070 SAO DOMINGOS DO MARANHAO";-;-;-;1;-;1;1;-;-;4;48;1;1;1;2;1;2;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
"211080 SAO FELIX DE BALSAS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211085 SAO FRANCISCO DO BREJAO";-;-;-;-;-;2;2;5;4;9;8;16;6;-;4;2;1;3;3;3;3;4;5;6;2;1;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;2;-;2;-;-;-;-;-;-;101
"211090 SAO FRANCISCO DO MARANHAO";-;1;-;-;-;-;1;1;5;27;3;11;3;2;4;2;7;6;2;7;-;2;7;4;3;2;-;-;1;1;-;1;2;5;10;21;8;6;9;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;167
"211102 SAO JOAO DO CARU";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211105 SAO JOAO DO PARAISO";-;1;-;-;-;5;6;2;9;3;1;-;3;3;1;3;2;4;4;4;7;10;5;7;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;84
"211110 SAO JOAO DOS PATOS";-;1;1;1;1;3;11;17;26;34;39;40;6;1;2;4;6;4;1;3;2;1;1;2;2;4;-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;217
"211120 SAO JOSE DE RIBAMAR";-;1;2;4;4;4;10;4;5;12;5;3;1;3;3;4;5;5;5;6;5;3;3;3;2;1;5;11;16;1;7;8;8;4;3;6;4;9;18;4;1;-;-;1;1;-;-;1;2;2;1;-;2;-;218
"211125 SAO JOSE DOS BASILIOS";-;-;-;1;2;-;2;2;-;2;7;13;6;11;9;5;1;-;8;5;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"211130 SAO LUIS";-;58;63;81;96;126;169;262;292;294;337;304;165;144;177;178;215;201;237;184;194;215;200;199;184;172;175;206;189;154;156;146;127;153;112;124;103;96;107;67;97;83;85;38;54;72;55;49;33;30;28;20;20;-;7326
"211140 SAO LUIS GONZAGA DO MARANHAO";-;1;1;-;-;-;-;2;5;3;2;3;6;1;-;3;3;3;-;-;-;-;1;-;-;-;1;2;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"211150 SAO MATEUS DO MARANHAO";-;-;-;1;1;1;3;19;24;56;64;17;1;1;2;4;1;5;14;13;4;3;3;-;3;2;-;-;1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;248
"211153 SAO PEDRO DA AGUA BRANCA";-;-;-;-;-;-;1;-;1;3;4;10;1;11;13;13;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;3;-;-;-;-;66
"211157 SAO PEDRO DOS CRENTES";-;8;12;19;37;16;42;25;43;25;34;16;3;4;5;1;3;2;4;4;18;41;67;75;60;29;15;3;14;11;4;1;18;12;8;2;7;5;1;6;-;-;-;-;-;-;1;1;-;-;1;1;1;-;705
"211160 SAO RAIMUNDO DAS MANGABEIRAS";-;1;-;-;1;-;5;2;9;22;74;28;16;20;38;7;1;4;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;234
"211163 SAO RAIMUNDO DO DOCA BEZERRA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211167 SAO ROBERTO";-;-;-;-;1;-;1;-;1;1;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"211170 SAO VICENTE FERRER";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211172 SATUBINHA";-;-;1;2;1;2;5;1;2;8;17;2;1;1;3;-;-;1;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;54
"211174 SENADOR ALEXANDRE COSTA";-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"211176 SENADOR LA ROCQUE";-;-;-;-;2;-;-;1;3;1;1;2;-;2;1;3;-;-;4;2;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"211178 SERRANO DO MARANHAO";-;-;-;-;-;-;-;-;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"211180 SITIO NOVO";-;1;7;2;6;1;7;9;19;23;19;23;5;5;10;4;10;11;14;9;4;4;2;6;10;3;1;3;5;5;3;3;11;9;4;2;-;5;2;-;-;3;-;2;2;3;6;-;4;5;1;2;1;-;296
"211190 SUCUPIRA DO NORTE";-;2;3;5;2;11;1;2;1;2;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;35
"211195 SUCUPIRA DO RIACHAO";-;1;4;5;1;-;-;2;3;3;5;10;3;-;-;4;4;1;-;-;1;-;2;-;5;1;1;3;8;1;1;2;1;-;1;1;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;82
"211200 TASSO FRAGOSO";-;2;1;8;3;2;2;2;4;6;10;17;14;-;3;7;14;17;19;21;15;11;21;11;9;6;6;4;4;4;2;2;2;3;-;2;1;1;2;1;3;2;1;1;-;2;1;2;2;-;1;-;-;-;274
"211220 TIMON";-;2;10;9;8;21;28;25;60;65;63;68;59;57;54;49;61;109;120;98;83;65;31;28;22;16;5;13;6;-;2;4;1;-;5;1;-;1;-;-;-;-;1;1;1;-;-;-;1;2;7;1;-;-;1263
"211223 TRIZIDELA DO VALE";-;-;2;1;3;3;2;1;4;1;1;-;2;-;1;2;1;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"211227 TUFILANDIA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"211230 TUNTUM";-;-;-;-;1;2;1;7;6;13;7;10;2;3;6;1;8;4;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"211240 TURIACU";-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"211245 TURILANDIA";-;-;-;-;-;-;1;4;5;28;32;22;25;24;3;5;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155
"211250 TUTOIA";-;-;-;-;-;4;6;6;10;6;1;3;2;-;3;3;6;3;3;-;-;-;-;-;-;1;-;1;-;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;63
"211260 URBANO SANTOS";-;-;-;-;1;1;-;-;-;-;8;3;2;4;-;-;-;1;1;1;-;5;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"211270 VARGEM GRANDE";-;-;-;-;-;-;-;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"211280 VIANA";-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"211285 VILA NOVA DOS MARTIRIOS";-;-;-;-;-;1;7;2;2;8;20;27;2;-;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"211290 VITORIA DO MEARIM";-;-;-;-;-;1;-;-;-;4;-;12;2;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;27
"211300 VITORINO FREIRE";-;1;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"211400 ZE DOCA";-;-;-;4;7;1;9;9;30;24;8;10;2;3;4;-;3;-;3;7;1;-;-;5;-;1;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140
"220005 ACAUA";-;-;-;-;-;2;1;-;-;7;13;16;-;2;3;1;5;1;1;4;4;2;2;3;1;1;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"220010 AGRICOLANDIA";-;2;4;3;3;3;3;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;9;5;-;-;-;40
"220020 AGUA BRANCA";-;2;6;9;11;18;10;23;19;16;4;1;1;1;2;4;4;5;7;11;4;5;2;1;2;2;2;6;2;2;-;1;-;1;2;3;2;-;-;2;-;-;-;-;2;5;2;4;10;16;23;13;3;-;271
"220025 ALAGOINHA DO PIAUI";-;-;-;-;-;-;1;1;-;2;-;-;-;2;-;4;16;6;9;7;5;8;7;11;7;6;8;4;1;1;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;110
"220027 ALEGRETE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;6;3;6;1;3;1;8;13;8;4;1;3;1;2;4;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
"220030 ALTO LONGA";-;-;-;1;4;1;3;2;5;1;4;3;2;5;2;11;3;17;9;11;2;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;94
