2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"231210 SANTANA DO CARIRI";-;-;-;-;2;1;2;4;14;10;5;1;-;-;-;-;1;1;-;2;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
"231220 SANTA QUITERIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7
"231230 SAO BENEDITO";-;-;-;-;1;-;2;14;59;25;13;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118
"231240 SAO GONCALO DO AMARANTE";-;-;1;-;-;-;1;3;11;1;8;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"231250 SAO JOAO DO JAGUARIBE";-;-;1;-;-;1;1;1;1;-;1;-;-;-;-;1;-;-;-;-;3;-;-;-;3;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"231260 SAO LUIS DO CURU";-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"231270 SENADOR POMPEU";-;-;-;-;-;-;-;4;4;4;7;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"231280 SENADOR SA";-;-;-;-;1;2;1;2;-;1;1;-;1;-;1;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"231290 SOBRAL";3;4;2;-;4;3;3;3;5;15;61;33;6;10;7;4;4;9;10;16;8;7;11;7;10;8;5;9;2;3;7;1;-;1;-;2;-;2;-;1;-;-;-;-;-;-;-;3;-;-;-;-;289
"231300 SOLONOPOLE";-;-;-;-;-;-;1;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"231310 TABULEIRO DO NORTE";-;1;9;10;15;3;2;3;4;5;5;8;5;8;11;11;11;19;24;14;12;8;20;12;18;11;11;3;8;12;9;10;4;2;2;-;-;2;2;-;1;-;-;-;-;-;-;1;-;-;-;-;316
"231320 TAMBORIL";1;-;1;2;1;3;2;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;16
"231325 TARRAFAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"231330 TAUA";-;1;1;2;7;13;10;18;23;15;21;2;2;-;3;2;-;3;2;-;4;10;6;5;3;1;5;5;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;169
"231335 TEJUCUOCA";-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"231340 TIANGUA";22;15;26;25;23;24;9;16;9;7;13;11;7;4;12;25;35;68;55;91;52;22;33;67;60;21;25;19;23;15;15;14;18;18;24;11;1;1;1;1;1;1;4;1;-;3;2;-;3;4;5;4;966
"231350 TRAIRI";-;-;-;1;-;1;2;2;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"231355 TURURU";-;-;-;-;-;-;1;7;5;1;-;3;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;1;3;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"231360 UBAJARA";-;-;1;-;1;1;-;-;1;2;5;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"231370 UMARI";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"231375 UMIRIM";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"231380 URUBURETAMA";-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"231395 VARJOTA";-;-;-;1;-;1;6;9;27;14;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;62
"231400 VARZEA ALEGRE";-;-;-;-;-;-;4;2;5;9;4;1;-;1;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"231410 VICOSA DO CEARA";-;1;-;-;-;-;2;11;6;19;22;1;2;-;1;10;5;5;-;4;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;1;-;-;-;-;-;-;-;-;-;2;-;-;101
"240010 ACARI";1;1;1;-;-;-;1;3;2;-;2;1;2;1;4;5;4;3;5;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;41
"240020 ACU";-;-;-;-;-;1;-;1;3;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240030 AFONSO BEZERRA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240040 AGUA NOVA";-;-;1;-;-;-;-;1;1;-;6;1;-;1;-;1;-;-;-;-;-;2;2;4;9;6;-;7;1;5;2;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;55
"240050 ALEXANDRIA";-;-;-;-;-;-;2;2;1;1;4;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;16
"240070 ALTO DO RODRIGUES";-;-;-;1;-;2;1;4;12;15;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"240080 ANGICOS";-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"240090 ANTONIO MARTINS";-;-;-;-;-;-;-;-;2;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240100 APODI";3;-;1;-;-;1;2;-;1;3;1;-;-;3;1;-;2;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;24
"240110 AREIA BRANCA";1;-;1;-;-;-;2;1;1;-;1;1;-;3;2;5;1;-;2;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"240120 ARES";-;-;-;-;-;1;3;10;16;20;18;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;74
"240140 BAIA FORMOSA";23;6;1;-;-;6;1;5;14;7;7;5;-;2;4;2;2;-;-;2;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91
"240145 BARAUNA";1;-;-;-;3;-;-;-;-;3;2;1;1;2;1;-;1;3;-;-;-;1;1;-;-;1;-;-;1;-;1;-;-;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;27
"240150 BARCELONA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240160 BENTO FERNANDES";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240165 BODO";-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"240170 BOM JESUS";-;-;-;-;-;-;-;-;1;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;11
"240180 BREJINHO";1;-;-;2;4;-;-;4;6;3;3;-;1;1;1;1;-;2;-;-;2;1;-;-;1;-;-;-;1;-;-;-;1;-;1;-;1;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;41
"240185 CAICARA DO NORTE";-;-;-;-;-;1;-;2;2;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"240190 CAICARA DO RIO DO VENTO";-;-;-;-;-;-;-;-;-;1;6;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"240200 CAICO";-;1;-;-;-;2;3;10;45;56;41;14;7;8;22;22;11;9;12;2;5;2;1;1;2;-;1;1;-;-;1;1;-;1;-;-;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-;1;286
"240210 CAMPO REDONDO";1;-;-;-;-;-;2;2;1;5;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"240220 CANGUARETAMA";-;-;-;1;2;4;3;-;2;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;23
"240230 CARAUBAS";1;-;-;-;-;-;1;5;1;4;3;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"240240 CARNAUBA DOS DANTAS";-;-;2;1;-;-;2;2;3;6;3;1;-;-;-;-;1;1;2;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;32
"240250 CARNAUBAIS";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240260 CEARA-MIRIM";23;40;45;35;47;36;28;49;42;44;26;8;13;15;19;16;10;9;13;17;26;32;14;28;22;19;9;9;12;12;11;16;13;11;4;6;9;16;10;6;4;10;13;11;12;24;31;15;17;16;22;6;1001
"240270 CERRO CORA";-;-;-;-;1;2;3;15;11;10;17;11;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;75
"240280 CORONEL EZEQUIEL";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"240290 CORONEL JOAO PESSOA";-;4;4;2;7;-;4;5;5;5;1;12;4;1;12;3;12;5;7;-;-;15;-;5;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119
"240300 CRUZETA";-;-;-;-;-;1;-;3;4;4;3;-;-;-;-;1;1;1;1;-;-;-;1;-;1;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;28
"240310 CURRAIS NOVOS";-;-;2;3;1;2;2;7;7;19;8;8;-;1;1;4;4;1;-;-;2;1;1;-;1;4;2;-;-;-;-;-;-;2;-;-;1;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;88
"240320 DOUTOR SEVERIANO";1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240325 PARNAMIRIM";16;12;16;22;17;42;97;165;144;57;56;20;9;5;8;9;8;17;6;9;2;-;1;1;6;12;3;7;2;2;4;2;-;3;2;1;-;8;8;12;8;14;3;16;21;8;14;5;11;9;11;7;938
"240340 EQUADOR";-;-;-;-;-;-;-;-;-;-;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"240350 ESPIRITO SANTO";-;-;-;-;-;-;-;-;-;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7
"240360 EXTREMOZ";8;6;7;9;18;11;14;26;36;35;35;35;23;41;36;14;2;7;4;22;26;6;4;4;1;3;2;1;-;-;6;2;1;-;-;1;-;2;5;3;-;3;3;1;2;-;4;3;2;-;-;-;474
"240370 FELIPE GUERRA";-;-;1;-;-;-;-;3;-;2;5;2;-;1;-;1;-;-;1;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"240375 FERNANDO PEDROZA";-;-;-;-;-;-;-;-;-;6;5;4;-;-;-;2;-;-;2;3;2;2;-;-;-;-;-;1;1;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"240380 FLORANIA";-;-;-;-;-;-;-;-;1;4;2;-;-;-;-;1;-;4;2;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"240390 FRANCISCO DANTAS";-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240400 FRUTUOSO GOMES";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240410 GALINHOS";-;-;1;-;-;1;-;-;1;5;6;1;-;3;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"240420 GOIANINHA";-;-;-;-;-;-;-;-;1;2;7;2;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;1;-;1;-;-;-;-;25
"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"240440 GROSSOS";-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240450 GUAMARE";3;-;1;-;2;1;1;3;8;11;7;3;-;-;-;1;3;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;3;3;3;3;1;2;-;1;2;2;1;5;4;-;78
"240460 IELMO MARINHO";-;-;-;-;-;-;-;2;17;20;6;3;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"240470 IPANGUACU";-;-;-;-;2;-;3;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"240480 IPUEIRA";-;-;-;-;-;-;1;-;1;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;1;-;-;13
"240490 ITAU";-;1;-;-;1;-;3;5;3;3;3;8;-;1;1;1;1;2;2;-;-;-;-;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;42
"240500 JACANA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240510 JANDAIRA";-;-;4;2;2;-;3;5;9;12;5;3;-;1;3;3;3;2;1;1;-;2;-;-;-;-;1;-;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"240520 JANDUIS";-;-;-;1;2;-;-;3;-;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"240530 JANUARIO CICCO";-;-;-;-;-;1;2;1;1;4;2;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"240540 JAPI";-;-;-;-;-;1;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"240550 JARDIM DE ANGICOS";-;-;-;-;-;-;-;2;1;2;5;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"240560 JARDIM DE PIRANHAS";-;-;-;-;-;-;2;1;3;4;8;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"240570 JARDIM DO SERIDO";-;-;1;-;2;-;1;4;4;3;4;3;4;4;1;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;39
"240580 JOAO CAMARA";1;-;-;-;-;2;11;9;3;28;15;20;-;1;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;98
"240600 JOSE DA PENHA";-;-;-;-;-;3;1;1;6;3;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"240610 JUCURUTU";-;-;-;-;-;-;2;8;21;37;32;11;-;2;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;118
"240615 JUNDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240620 LAGOA D'ANTA";-;-;-;-;-;-;-;1;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"240630 LAGOA DE PEDRAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"240640 LAGOA DE VELHOS";-;-;-;-;-;-;1;1;5;8;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"240650 LAGOA NOVA";1;-;3;1;-;3;3;7;9;5;10;3;2;4;3;6;5;2;9;9;4;3;1;3;-;1;1;-;1;-;-;-;2;-;1;-;1;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;106
"240660 LAGOA SALGADA";-;-;-;-;-;-;-;10;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"240670 LAJES";-;-;-;2;-;1;3;2;-;2;13;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;31
"240680 LAJES PINTADAS";-;-;-;-;-;-;1;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240690 LUCRECIA";-;1;-;-;-;-;2;-;-;3;1;-;-;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"240700 LUIS GOMES";-;-;-;-;-;1;8;28;22;11;8;7;1;3;3;4;1;3;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104
"240710 MACAIBA";2;3;4;-;3;6;8;46;45;50;58;14;-;-;2;2;3;-;1;3;1;1;1;2;3;3;4;1;-;1;1;5;-;2;-;-;-;2;-;-;1;2;-;1;-;-;-;2;-;-;1;1;285
"240720 MACAU";-;-;-;-;-;1;1;1;-;3;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"240725 MAJOR SALES";-;-;-;1;1;1;-;-;2;3;1;-;-;-;-;-;-;1;-;-;1;-;2;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"240730 MARCELINO VIEIRA";-;-;-;-;2;-;1;-;-;2;-;-;-;2;3;1;2;3;2;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"240750 MAXARANGUAPE";-;-;-;-;-;-;-;-;-;2;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"240760 MESSIAS TARGINO";1;-;-;-;1;-;-;2;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"240770 MONTANHAS";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240780 MONTE ALEGRE";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"240790 MONTE DAS GAMELEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"240800 MOSSORO";13;7;12;4;6;8;12;60;79;94;95;119;10;14;9;8;12;7;8;1;10;8;12;8;10;6;9;2;4;3;4;3;2;2;2;2;2;1;4;6;4;-;1;3;1;3;2;2;1;1;1;-;697
"240810 NATAL";92;111;124;122;146;140;255;417;556;604;667;360;147;184;210;251;159;189;104;107;109;67;43;62;60;45;45;75;61;54;57;38;36;46;49;47;43;60;59;56;59;48;46;70;56;51;37;31;43;50;60;28;6636
"240820 NISIA FLORESTA";3;1;-;-;-;1;-;1;3;2;3;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;2;5;2;1;2;1;-;-;1;-;-;-;-;-;33
"240830 NOVA CRUZ";-;-;-;3;1;2;2;5;-;8;10;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;1;1;3;2;-;-;-;-;-;-;1;-;-;-;-;-;-;46
"240840 OLHO-D'AGUA DO BORGES";-;-;-;-;2;-;2;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"240850 OURO BRANCO";-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"240860 PARANA";-;-;-;-;-;-;-;1;-;-;1;2;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
