2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"220585 MADEIRO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220590 MANOEL EMIDIO";-;-;-;-;-;-;-;-;5;2;4;15;-;-;-;1;1;-;1;-;-;1;4;3;2;1;2;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"220595 MARCOLANDIA";-;-;-;1;1;3;3;1;1;8;8;17;20;7;10;13;5;9;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;111
"220600 MARCOS PARENTE";-;7;2;-;1;2;-;-;3;4;4;7;4;6;8;-;2;-;6;3;2;2;2;3;1;14;1;-;4;-;2;-;-;1;1;-;-;3;-;-;3;-;-;-;-;1;-;-;2;2;7;1;-;-;111
"220605 MASSAPE DO PIAUI";-;-;-;-;-;1;-;-;-;1;-;-;1;-;5;-;3;6;21;72;34;9;11;26;31;-;4;6;4;1;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;243
"220610 MATIAS OLIMPIO";-;-;-;-;1;-;-;-;2;-;2;1;5;7;18;14;17;24;16;14;18;15;23;5;1;1;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188
"220620 MIGUEL ALVES";-;-;-;-;-;-;1;3;1;4;1;-;1;13;7;-;2;1;-;2;2;2;1;2;2;1;-;-;2;2;3;-;1;-;1;3;2;5;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;67
"220630 MIGUEL LEAO";-;-;1;1;1;-;2;2;-;-;2;4;6;3;2;2;6;2;2;3;1;-;2;-;1;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;52
"220635 MILTON BRANDAO";-;-;1;1;-;-;1;1;4;13;7;15;4;4;3;2;4;3;2;4;6;4;2;3;-;1;-;1;-;1;2;1;2;2;1;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;99
"220640 MONSENHOR GIL";-;2;-;2;1;-;3;5;4;9;8;6;12;3;14;11;12;17;24;19;10;5;3;3;5;4;3;1;2;-;-;-;5;1;3;-;2;-;1;1;-;-;1;2;-;1;-;1;-;-;-;-;-;1;207
"220650 MONSENHOR HIPOLITO";-;-;-;-;-;-;1;-;-;-;1;4;2;7;16;36;46;16;16;8;8;10;1;3;1;2;1;3;2;2;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;190
"220660 MONTE ALEGRE DO PIAUI";-;-;2;-;3;2;-;1;3;5;7;10;8;8;4;9;7;7;4;3;1;-;-;1;1;2;4;-;7;18;26;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149
"220665 MORRO CABECA NO TEMPO";-;-;1;2;1;1;1;8;7;6;10;10;9;2;3;5;10;4;-;3;3;6;4;7;13;11;4;5;7;1;-;4;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;152
"220667 MORRO DO CHAPEU DO PIAUI";-;-;-;-;-;-;-;1;-;1;-;-;2;1;7;3;4;6;5;8;5;9;5;6;-;-;1;-;-;-;1;1;4;5;7;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;87
"220669 MURICI DOS PORTELAS";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;2;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"220670 NAZARE DO PIAUI";-;-;-;-;-;-;3;3;2;2;11;13;12;11;7;2;6;3;8;3;3;1;1;-;-;1;2;-;-;2;1;3;-;-;6;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;112
"220672 NAZARIA";-;2;1;2;-;3;4;2;7;13;6;7;8;11;11;1;4;4;4;6;3;3;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;107
"220675 NOSSA SENHORA DE NAZARE";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;5
"220680 NOSSA SENHORA DOS REMEDIOS";-;-;2;1;1;1;5;6;6;2;13;13;8;11;6;10;9;7;9;11;15;6;5;3;2;3;-;2;-;6;-;1;-;1;3;-;-;-;1;1;-;2;-;1;1;6;4;6;9;5;2;-;-;-;206
"220690 NOVO ORIENTE DO PIAUI";-;-;-;-;-;-;1;2;-;-;1;5;8;7;13;9;8;11;8;11;7;2;9;14;4;4;-;5;6;2;2;1;1;2;10;2;7;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;166
"220695 NOVO SANTO ANTONIO";-;-;-;-;-;-;-;2;3;3;13;10;11;21;18;24;9;8;-;-;2;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127
"220700 OEIRAS";-;4;2;9;4;9;10;37;25;21;25;28;34;50;79;47;71;54;44;66;66;60;67;72;43;49;31;35;22;12;36;23;18;12;17;10;8;5;5;3;2;2;2;1;-;1;2;1;1;1;3;3;1;-;1233
"220710 OLHO D'AGUA DO PIAUI";-;2;1;4;1;1;-;-;-;2;-;3;1;5;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;25
"220720 PADRE MARCOS";-;-;-;-;-;-;-;-;-;-;1;-;1;2;2;2;2;-;-;3;-;-;-;-;-;2;4;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"220730 PAES LANDIM";-;-;-;-;1;1;-;-;-;-;-;1;4;-;-;8;14;5;1;-;1;-;-;-;1;-;-;-;1;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
"220735 PAJEU DO PIAUI";-;-;-;1;-;-;-;-;-;1;1;1;-;1;1;1;1;1;3;4;2;-;-;-;-;-;1;-;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;25
"220740 PALMEIRA DO PIAUI";-;1;2;2;1;5;6;1;1;2;1;2;1;4;5;4;6;3;8;4;1;-;4;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69
"220750 PALMEIRAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"220755 PAQUETA";-;-;-;-;-;-;-;-;-;-;-;1;5;8;3;4;4;11;4;6;-;-;3;6;7;9;4;2;-;-;-;-;-;-;-;-;-;4;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;86
"220760 PARNAGUA";-;1;-;4;2;9;4;8;17;16;31;20;9;6;4;5;2;4;4;4;4;6;4;3;4;9;6;1;-;2;3;-;3;-;-;1;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;201
"220770 PARNAIBA";-;3;3;10;12;17;17;19;33;40;66;97;97;81;83;154;244;272;248;326;376;251;266;166;177;166;124;99;131;104;69;67;68;40;35;31;29;21;22;18;12;12;10;6;7;6;9;6;7;7;8;4;3;-;4179
"220775 PASSAGEM FRANCA DO PIAUI";-;-;-;1;-;-;-;1;-;1;1;-;2;1;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"220777 PATOS DO PIAUI";-;-;-;-;-;-;-;-;1;1;9;7;32;32;57;24;7;19;16;7;10;6;1;3;2;-;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238
"220779 PAU D'ARCO DO PIAUI";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"220780 PAULISTANA";-;1;1;1;1;2;-;1;2;1;2;6;24;41;94;51;54;52;14;10;8;2;3;6;1;3;5;3;13;4;3;7;3;5;5;1;1;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;435
"220785 PAVUSSU";-;-;-;-;-;-;-;-;-;-;1;-;-;10;14;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"220790 PEDRO II";-;8;6;8;10;11;14;12;18;18;39;10;12;19;33;18;47;35;27;35;29;28;15;29;18;19;14;13;4;14;9;11;3;5;8;7;7;1;-;3;5;-;1;4;3;4;4;1;2;4;7;5;-;-;657
"220793 PEDRO LAURENTINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;3;1;-;-;-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"220795 NOVA SANTA RITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"220800 PICOS";-;5;6;10;12;12;11;20;18;23;39;44;58;99;121;157;205;168;236;272;244;267;237;173;150;136;92;75;48;56;39;37;25;26;24;21;6;9;7;5;5;3;2;4;4;5;4;2;2;8;4;2;9;3;3250
"220810 PIMENTEIRAS";-;-;-;1;-;1;-;1;-;2;4;8;2;5;3;2;8;6;18;16;12;12;4;2;1;4;6;4;2;5;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;133
"220820 PIO IX";-;-;-;-;-;1;1;1;-;-;2;3;1;2;1;2;3;3;7;4;10;4;9;2;1;3;1;3;-;-;-;1;1;-;3;7;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;80
"220830 PIRACURUCA";-;2;1;1;-;1;6;7;4;18;42;43;29;34;22;27;24;12;20;13;9;11;8;5;6;2;4;5;12;6;2;9;13;17;7;6;4;1;2;2;1;1;-;2;-;-;-;1;1;-;-;-;-;-;443
"220840 PIRIPIRI";-;-;3;2;2;-;2;1;3;-;4;4;7;6;2;8;11;20;8;12;16;24;14;21;21;14;11;5;4;3;3;2;2;4;3;2;-;2;-;-;-;1;-;-;1;-;3;-;1;-;-;1;-;-;253
"220850 PORTO";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220855 PORTO ALEGRE DO PIAUI";-;-;-;-;-;-;2;-;2;1;2;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;15
"220860 PRATA DO PIAUI";-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"220865 QUEIMADA NOVA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;5;5;-;2;2;4;6;9;4;1;5;1;4;4;1;5;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"220870 REDENCAO DO GURGUEIA";-;-;1;-;1;5;8;19;25;13;18;18;6;2;1;2;1;2;6;1;1;4;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;137
"220880 REGENERACAO";-;1;-;2;4;3;3;7;4;4;3;-;4;5;6;7;2;2;4;6;5;4;5;2;2;1;4;4;1;2;-;-;2;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;103
"220885 RIACHO FRIO";-;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;2;4;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"220887 RIBEIRA DO PIAUI";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;6;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"220890 RIBEIRO GONCALVES";-;29;37;16;7;5;3;5;8;3;4;3;3;9;9;26;34;27;32;11;11;10;6;1;2;1;4;3;3;2;2;1;2;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;3;2;8;-;-;-;335
"220900 RIO GRANDE DO PIAUI";-;2;-;-;1;2;1;2;-;-;10;16;19;25;7;3;2;10;4;8;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118
"220910 SANTA CRUZ DO PIAUI";-;-;-;-;-;-;-;-;-;-;2;-;3;3;-;1;4;1;15;12;8;8;28;5;3;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;97
"220915 SANTA CRUZ DOS MILAGRES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"220920 SANTA FILOMENA";-;-;-;-;-;-;-;-;3;5;14;22;22;18;24;5;5;3;5;6;3;2;3;-;2;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147
"220930 SANTA LUZ";-;-;-;-;-;3;15;24;16;28;8;18;3;-;-;-;-;2;3;8;5;2;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140
"220935 SANTANA DO PIAUI";-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;2;1;4;-;-;-;1;-;3;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"220937 SANTA ROSA DO PIAUI";-;-;-;-;-;-;1;-;-;1;3;-;-;2;-;2;1;-;-;-;-;-;3;2;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;20
"220940 SANTO ANTONIO DE LISBOA";-;-;-;-;-;-;-;-;-;-;-;5;8;-;-;-;-;1;2;-;2;7;7;4;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"220945 SANTO ANTONIO DOS MILAGRES";1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;5;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"220950 SANTO INACIO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;4;10;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"220955 SAO BRAZ DO PIAUI";-;-;-;1;-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"220960 SAO FELIX DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;1;4;3;2;1;3;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"220965 SAO FRANCISCO DE ASSIS DO PIAUI";-;-;-;-;-;-;-;-;3;1;1;-;-;-;3;3;3;4;4;3;5;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"220970 SAO FRANCISCO DO PIAUI";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"220975 SAO GONCALO DO GURGUEIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;9
"220980 SAO GONCALO DO PIAUI";-;-;1;-;-;-;2;1;2;4;-;1;-;3;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;18
"220985 SAO JOAO DA CANABRAVA";-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;3;1;3;3;4;3;2;3;2;2;3;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"220987 SAO JOAO DA FRONTEIRA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;1;2;10;2;2;-;4;4;1;-;1;-;1;2;5;1;4;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;49
"220990 SAO JOAO DA SERRA";-;-;-;-;-;-;-;1;1;1;2;11;6;14;7;4;5;16;4;4;7;8;5;1;5;6;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;114
"220995 SAO JOAO DA VARJOTA";-;-;-;-;-;3;-;-;-;1;-;2;2;2;1;1;1;-;5;6;2;5;3;2;-;2;3;2;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"220997 SAO JOAO DO ARRAIAL";-;3;9;17;6;13;6;3;-;3;-;2;5;2;7;18;11;6;-;4;-;1;-;1;1;1;-;2;1;7;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;132
"221000 SAO JOAO DO PIAUI";-;-;-;-;-;-;-;1;3;5;6;4;2;3;6;10;11;9;8;11;15;10;4;4;2;3;2;6;5;4;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138
"221005 SAO JOSE DO DIVINO";-;-;-;-;1;1;-;1;2;6;4;2;1;7;3;13;11;9;3;5;5;4;7;8;9;10;12;15;12;6;7;8;7;3;12;8;5;6;13;9;1;-;1;-;2;-;1;1;-;1;-;-;-;-;242
"221010 SAO JOSE DO PEIXE";-;-;-;-;-;1;-;1;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"221020 SAO JOSE DO PIAUI";-;-;-;-;-;-;-;1;-;1;-;1;1;-;1;1;5;10;10;30;75;44;22;10;3;3;3;3;1;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;230
"221030 SAO JULIAO";-;1;-;-;1;1;4;1;1;-;4;3;4;2;1;-;2;4;1;15;2;-;4;3;7;13;3;3;-;2;2;3;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89
"221035 SAO LOURENCO DO PIAUI";-;-;-;-;-;-;-;-;-;-;2;2;-;2;1;1;4;8;2;7;6;5;-;2;1;-;-;1;3;-;1;2;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"221037 SAO LUIS DO PIAUI";-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;1;-;1;2;7;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;22
"221038 SAO MIGUEL DA BAIXA GRANDE";-;-;-;-;-;-;-;3;4;2;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"221039 SAO MIGUEL DO FIDALGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"221040 SAO MIGUEL DO TAPUIO";-;-;2;-;1;1;1;-;2;2;-;2;4;-;4;1;4;2;10;10;8;5;6;7;13;4;17;9;10;5;6;3;1;2;3;5;1;-;1;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;156
"221050 SAO PEDRO DO PIAUI";-;8;18;29;25;32;33;43;23;26;25;11;7;5;5;5;5;6;7;4;4;3;1;3;-;10;1;-;-;-;2;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;5;-;2;-;-;350
"221060 SAO RAIMUNDO NONATO";-;3;2;2;4;6;6;3;9;15;11;16;21;41;26;43;40;46;56;44;57;77;88;64;61;42;36;21;22;13;3;7;9;7;18;6;8;2;1;4;1;3;4;-;2;2;4;3;2;-;1;3;2;-;967
"221062 SEBASTIAO BARROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"221063 SEBASTIAO LEAL";-;-;-;-;1;-;2;1;2;6;-;-;1;-;5;1;8;17;4;9;-;8;12;5;3;-;1;1;-;1;-;2;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;94
"221065 SIGEFREDO PACHECO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"221070 SIMOES";-;1;2;1;-;-;-;1;-;-;2;5;22;35;15;82;71;35;22;17;20;8;6;12;13;8;5;3;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;390
"221080 SIMPLICIO MENDES";-;1;1;2;2;-;3;9;10;26;50;63;123;75;25;14;9;11;24;27;19;26;11;13;9;5;6;9;9;8;8;5;7;3;3;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;622
"221090 SOCORRO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;4;7;14;9;4;3;4;-;13;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"221093 SUSSUAPARA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;4;1;6;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"221095 TAMBORIL DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;5;3;2;-;-;1;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;22
"221097 TANQUE DO PIAUI";-;-;-;-;-;-;1;-;2;3;2;5;6;6;7;6;5;19;9;1;1;-;1;1;-;2;1;1;-;1;-;-;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84
"221100 TERESINA";-;342;366;438;471;603;736;811;999;1233;1539;1939;2329;2573;2672;2681;3019;2984;2504;2319;2022;1559;1624;1480;1347;1238;1144;919;800;593;539;460;402;334;326;262;240;206;177;149;168;164;167;147;127;161;153;183;173;176;217;200;173;17;48605
"221110 UNIAO";-;3;1;1;2;-;7;8;7;9;15;20;23;27;22;48;21;61;69;43;33;11;5;3;4;3;4;-;-;2;-;-;1;1;4;-;3;-;2;1;2;-;1;2;2;2;3;2;4;2;3;2;1;-;490
"221120 URUCUI";-;2;2;2;3;5;2;15;20;19;8;18;11;10;20;23;16;31;18;29;33;23;33;17;18;17;14;14;6;4;1;1;1;2;1;1;-;1;-;1;3;-;-;-;-;2;-;1;1;3;-;2;-;-;454
"221130 VALENCA DO PIAUI";-;-;-;1;2;1;4;4;3;11;16;15;19;41;25;28;22;20;14;21;19;7;14;28;7;6;7;9;2;3;8;1;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;365
"221135 VARZEA BRANCA";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;3;1;3;-;2;6;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"221140 VARZEA GRANDE";-;-;-;-;-;1;1;8;1;3;4;5;4;3;3;4;3;3;2;1;1;-;-;-;-;-;-;-;1;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"221150 VERA MENDES";-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;3;1;-;3;3;-;2;3;7;1;2;-;1;3;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;38
"221160 VILA NOVA DO PIAUI";-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;10;11;5;1;1;1;2;1;5;1;3;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;1;-;-;-;-;-;-;-;-;-;51
"221170 WALL FERRAZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;32;29;16;19;11;13;8;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151
"230010 ABAIARA";-;-;1;-;-;3;5;5;6;18;18;17;4;14;24;26;35;44;31;25;22;19;19;9;3;9;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;362
"230015 ACARAPE";-;2;-;-;2;-;1;6;8;3;16;8;1;10;28;39;31;91;26;20;23;22;24;17;8;4;1;3;-;1;2;-;1;1;-;2;-;-;1;3;-;-;-;-;-;-;-;1;1;-;-;-;2;-;409
