2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"250570 DONA INES";3;5;9;10;30;39;55;86;51;25;24;16;16;7;7;9;39;41;28;25;38;20;8;8;5;10;10;10;7;5;-;2;9;10;11;7;6;7;-;4;2;3;-;1;3;3;3;8;2;5;5;2;739
"250580 DUAS ESTRADAS";-;-;-;-;-;1;-;-;-;-;-;4;3;3;-;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"250590 EMAS";-;1;-;1;-;-;-;-;-;-;4;-;-;1;1;-;1;1;1;-;5;8;23;6;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"250600 ESPERANCA";-;-;1;2;1;1;1;7;19;21;28;10;-;-;5;9;5;19;40;30;14;20;15;27;32;35;43;39;53;53;35;25;32;25;10;7;9;15;8;4;9;-;5;2;-;5;3;5;-;-;3;-;732
"250610 FAGUNDES";-;1;-;-;-;-;1;1;-;3;1;-;1;2;1;2;-;1;2;4;-;1;-;1;1;4;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;2;-;1;-;-;-;35
"250620 FREI MARTINHO";-;-;-;-;-;-;-;4;3;4;4;3;1;-;-;2;6;1;4;9;10;3;12;25;28;28;29;9;5;5;19;1;3;1;2;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;224
"250625 GADO BRAVO";-;-;-;1;-;-;-;-;2;1;1;-;2;-;1;-;-;2;2;2;6;9;1;-;-;1;-;3;3;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;40
"250630 GUARABIRA";-;-;-;3;7;7;15;16;45;36;26;37;33;28;8;10;24;28;31;19;22;23;5;9;2;12;31;15;16;4;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;522
"250640 GURINHEM";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;2;4;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"250650 GURJAO";-;-;-;-;-;-;-;-;7;6;9;17;5;10;3;8;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;71
"250660 IBIARA";-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"250670 IMACULADA";-;-;-;-;-;-;1;-;1;3;1;-;-;-;1;3;1;1;5;4;-;1;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"250680 INGA";-;-;1;-;-;1;1;-;7;4;2;1;1;1;1;2;1;1;16;4;8;4;11;19;1;23;9;9;11;1;1;5;1;4;2;1;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;158
"250690 ITABAIANA";-;1;-;5;1;-;1;7;23;40;19;8;4;1;-;3;6;8;6;14;9;9;8;2;18;9;6;7;15;11;3;8;5;1;4;1;1;1;3;4;-;1;1;-;-;2;1;-;4;1;-;1;283
"250700 ITAPORANGA";1;-;-;-;3;5;2;7;17;10;5;4;9;13;8;7;16;10;11;7;10;3;11;3;7;1;1;7;1;-;1;2;1;-;-;1;1;2;-;-;1;1;-;1;1;1;-;1;-;-;-;-;193
"250710 ITAPOROROCA";3;1;1;3;8;9;37;9;24;25;22;15;27;23;23;20;7;4;7;3;8;4;12;7;5;8;5;1;7;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;333
"250720 ITATUBA";-;-;-;-;-;1;-;3;1;2;1;4;7;5;4;2;-;1;2;9;5;4;12;14;12;5;8;14;8;2;5;2;5;5;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147
"250730 JACARAU";-;-;-;-;-;-;-;-;-;1;8;25;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;46
"250740 JERICO";-;-;-;-;-;1;2;8;8;25;14;17;27;17;8;22;5;3;9;3;2;1;-;1;-;1;-;3;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;181
"250750 JOAO PESSOA";179;207;202;235;260;268;337;551;583;632;619;485;367;320;411;506;488;581;646;728;692;854;962;847;921;1041;897;848;739;714;712;750;694;486;640;603;486;488;435;397;352;361;316;312;290;284;282;249;291;328;282;129;26287
"250760 JUAREZ TAVORA";-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;3;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"250770 JUAZEIRINHO";1;-;1;3;8;2;-;1;6;3;17;17;4;14;27;38;52;60;85;149;102;90;82;75;53;81;74;39;73;48;42;41;31;11;16;11;18;7;-;-;7;6;-;-;15;6;8;5;2;1;7;2;1441
"250780 JUNCO DO SERIDO";2;-;-;1;1;-;-;1;-;1;1;1;-;-;-;4;3;3;6;4;2;1;2;3;-;2;-;2;4;3;3;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56
"250790 JURIPIRANGA";-;-;-;-;-;-;-;2;1;-;4;-;3;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"250800 JURU";-;2;-;-;1;2;-;3;6;2;10;7;-;2;2;-;3;2;-;2;-;-;-;-;-;2;-;1;-;8;-;2;-;1;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;61
"250810 LAGOA";-;-;-;-;-;-;-;-;2;15;6;14;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"250820 LAGOA DE DENTRO";-;-;-;-;3;5;4;1;1;3;7;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"250830 LAGOA SECA";-;1;1;-;-;-;1;4;3;1;2;4;2;7;6;5;8;6;2;3;2;3;4;2;3;5;7;17;9;18;6;6;6;5;3;1;3;2;3;1;1;-;-;2;-;-;-;-;-;-;-;-;165
"250840 LASTRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"250850 LIVRAMENTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;1;2;4;1;-;-;1;1;3;4;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;25
"250855 LOGRADOURO";-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"250860 LUCENA";1;1;-;-;-;2;2;10;6;1;6;4;1;1;1;4;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"250870 MAE D'AGUA";-;-;-;-;-;-;2;2;1;4;1;-;-;-;-;1;-;2;20;14;12;11;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75
"250880 MALTA";1;-;1;1;-;-;1;-;3;1;-;-;1;2;4;1;-;-;-;-;3;2;1;-;3;1;1;7;6;6;8;2;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;60
"250890 MAMANGUAPE";-;-;-;1;-;4;-;3;8;10;7;8;-;-;3;8;15;20;7;7;-;2;2;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;109
"250900 MANAIRA";1;2;2;-;-;5;3;19;6;15;8;15;15;20;33;18;17;23;23;19;19;12;12;9;15;8;6;1;3;8;-;1;4;3;-;1;3;-;1;5;-;1;-;1;1;-;-;2;1;-;-;-;361
"250905 MARCACAO";-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;2;1;3;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"250910 MARI";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"250915 MARIZOPOLIS";-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;1;1;2;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"250920 MASSARANDUBA";3;-;1;4;1;-;-;-;1;-;-;3;3;5;3;7;1;4;11;4;9;4;2;1;3;3;5;7;1;3;1;-;-;1;1;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;2;2;100
"250930 MATARACA";-;-;-;-;-;1;-;1;10;25;-;1;5;10;9;13;7;9;11;9;7;2;1;2;3;5;2;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;140
"250933 MATINHAS";-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;7;6;3;-;-;-;-;-;-;-;2;-;3;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;26
"250937 MATO GROSSO";-;-;-;-;-;-;-;-;3;3;-;-;2;2;2;2;-;-;10;4;6;9;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"250939 MATUREIA";-;-;-;-;-;-;1;-;-;2;-;-;-;3;1;2;-;1;2;3;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;23
"250940 MOGEIRO";-;1;-;-;-;-;-;-;2;8;4;2;1;-;-;-;1;-;-;1;4;4;5;2;3;4;13;3;1;3;-;2;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;68
"250950 MONTADAS";1;-;-;2;1;1;1;2;4;3;2;5;13;9;5;14;1;5;4;7;3;7;10;8;4;7;8;9;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140
"250960 MONTE HOREBE";-;-;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"250970 MONTEIRO";9;7;6;6;5;2;7;5;14;18;20;53;4;6;4;3;12;4;8;9;9;9;14;10;15;20;10;11;12;6;7;5;4;2;6;2;7;3;-;5;3;6;6;2;2;2;-;3;7;4;3;1;398
"250980 MULUNGU";-;-;-;-;-;-;-;1;1;2;8;-;-;-;-;1;-;1;8;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"250990 NATUBA";-;-;-;-;1;-;-;-;4;1;1;4;1;1;-;-;-;7;5;1;-;1;1;-;-;2;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;35
"251000 NAZAREZINHO";-;-;-;-;-;-;-;-;1;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"251010 NOVA FLORESTA";2;-;-;2;2;-;1;-;1;2;-;-;-;2;1;2;3;5;4;2;11;8;7;8;12;9;4;2;1;2;2;1;1;4;2;1;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;108
"251020 NOVA OLINDA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;16;1;4;-;11;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"251030 NOVA PALMEIRA";1;1;1;2;-;1;2;-;-;-;1;3;-;1;2;3;3;3;3;4;1;3;8;9;8;11;1;5;1;4;2;2;1;1;-;1;2;-;-;-;-;1;1;1;-;-;-;1;4;-;-;-;99
"251040 OLHO D'AGUA";-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6;2;1;3;9;8;5;-;2;-;3;-;2;1;1;-;-;-;1;1;-;-;-;-;-;48
"251050 OLIVEDOS";-;-;1;1;1;2;2;-;1;4;2;6;3;2;1;3;8;3;3;-;2;-;-;-;1;1;1;4;1;1;1;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;59
"251060 OURO VELHO";-;2;-;-;-;-;-;-;1;1;1;1;-;2;1;3;2;7;2;2;2;1;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"251065 PARARI";-;-;-;-;-;-;-;-;1;3;2;-;-;1;-;-;1;2;-;2;6;3;-;-;-;-;6;3;-;1;-;-;1;-;-;-;4;6;5;1;-;1;1;-;-;-;-;-;-;-;-;-;50
"251070 PASSAGEM";-;-;-;-;-;-;-;-;1;-;3;6;9;3;2;2;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;29
"251080 PATOS";-;-;2;-;2;4;6;1;13;7;15;8;8;14;23;48;53;62;65;40;34;49;26;14;12;14;12;11;6;8;7;8;5;4;1;1;5;3;6;1;-;-;1;-;-;-;-;-;1;1;4;-;605
"251090 PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;1;2;2;6;19;24;9;6;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"251100 PEDRA BRANCA";1;1;-;1;4;13;10;2;15;-;1;-;2;2;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55
"251110 PEDRA LAVRADA";-;1;-;1;-;-;-;1;5;9;14;2;5;4;10;1;3;13;8;8;11;10;1;-;1;1;1;-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;115
"251120 PEDRAS DE FOGO";-;-;-;-;-;-;-;-;3;6;6;-;-;-;3;-;1;2;-;1;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"251130 PIANCO";1;-;1;-;2;5;4;8;18;14;13;1;4;2;7;29;6;14;11;13;11;7;2;13;17;9;5;14;8;2;3;4;7;1;4;4;3;3;-;-;2;1;-;2;1;3;-;-;-;-;2;2;283
"251140 PICUI";8;8;10;10;3;11;6;7;18;17;17;28;20;12;19;15;8;13;18;15;15;25;17;12;12;14;12;10;6;8;15;11;8;4;4;5;2;3;5;2;2;2;-;1;3;5;3;1;7;6;5;9;497
"251150 PILAR";-;-;-;-;1;-;-;-;-;3;6;4;-;-;-;1;-;-;-;-;-;1;-;-;-;3;1;5;4;4;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"251160 PILOES";-;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;5;-;2;5;-;-;2;-;-;1;3;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"251170 PILOEZINHOS";-;-;-;-;-;1;2;2;-;4;6;2;10;6;4;3;1;1;5;17;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68
"251190 PITIMBU";-;-;-;1;-;-;-;1;-;5;6;4;2;1;-;1;-;1;3;1;4;9;21;14;10;20;10;10;14;3;3;1;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;2;-;1;-;154
"251200 POCINHOS";-;-;-;-;-;-;-;-;2;4;-;2;-;1;1;-;6;2;1;4;2;2;-;5;2;4;9;2;2;2;-;7;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"251203 POCO DANTAS";-;-;-;-;1;2;-;1;1;8;12;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;32
"251207 POCO DE JOSE DE MOURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"251210 POMBAL";2;-;1;-;3;-;12;25;20;20;43;88;179;166;162;191;64;49;30;37;18;3;3;6;4;3;6;4;6;-;3;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1152
"251220 PRATA";-;-;-;-;1;1;-;-;1;-;1;2;2;1;2;2;-;3;1;-;-;2;1;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;25
"251230 PRINCESA ISABEL";6;2;1;2;3;3;4;15;31;51;60;41;25;15;20;18;1;12;13;12;13;13;20;11;2;8;3;5;1;5;5;4;9;3;3;3;2;1;2;2;-;4;1;3;5;1;4;3;7;3;-;5;486
"251240 PUXINANA";-;-;1;-;-;-;1;1;2;2;6;5;7;3;2;4;3;14;11;35;19;17;16;6;3;2;13;11;3;2;2;4;1;-;1;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;201
"251250 QUEIMADAS";4;6;2;2;4;3;5;5;12;16;16;8;4;7;16;28;24;54;44;52;48;76;65;83;83;63;61;46;23;19;13;16;10;6;7;19;17;14;14;8;12;3;2;5;3;3;2;1;2;4;1;-;1041
"251260 QUIXABA";-;-;1;1;-;-;-;-;1;4;4;3;1;1;-;-;-;4;17;7;9;6;10;4;13;13;12;2;6;8;1;-;1;6;2;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;142
"251270 REMIGIO";1;3;7;5;3;4;3;7;20;24;18;17;10;43;41;17;16;3;5;6;1;3;3;7;-;2;1;-;1;1;5;-;1;3;-;-;-;-;-;2;1;2;-;1;-;1;1;-;-;-;-;-;289
"251272 PEDRO REGIS";-;-;-;-;-;-;1;3;3;4;8;4;2;1;1;2;-;3;-;1;2;1;2;1;-;-;-;3;-;-;-;2;1;2;1;2;-;-;1;-;2;-;1;-;-;-;3;1;-;-;-;-;58
"251274 RIACHAO";-;-;-;-;-;-;-;-;-;5;7;-;-;-;-;3;6;3;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"251275 RIACHAO DO BACAMARTE";-;-;-;1;3;-;-;3;1;2;8;6;-;1;1;1;8;3;4;11;6;5;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67
"251276 RIACHAO DO POCO";-;-;-;-;-;-;-;-;3;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"251278 RIACHO DE SANTO ANTONIO";-;-;-;-;-;2;1;-;-;-;-;-;-;4;-;-;1;2;-;-;1;-;1;2;1;1;3;-;1;-;-;7;2;3;4;3;1;-;2;3;1;3;-;1;1;3;1;1;-;-;-;-;56
"251280 RIACHO DOS CAVALOS";-;-;-;-;-;-;-;-;1;4;4;-;-;-;-;-;-;1;-;2;7;6;2;5;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;37
"251290 RIO TINTO";-;-;-;-;-;-;1;7;10;5;7;4;-;-;2;-;2;3;7;6;11;2;4;-;1;2;3;4;5;1;3;2;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;96
"251300 SALGADINHO";-;-;-;-;-;-;-;-;-;1;4;1;1;2;-;2;4;2;-;2;1;1;-;3;2;-;3;5;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"251310 SALGADO DE SAO FELIX";-;-;-;-;-;-;-;-;-;1;8;4;-;1;2;2;1;2;3;6;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;38
"251315 SANTA CECILIA";1;2;-;-;1;-;-;-;1;-;2;5;-;-;-;-;1;1;1;2;-;-;2;1;-;5;-;-;-;1;-;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;1;-;-;32
"251320 SANTA CRUZ";-;-;-;-;-;-;1;-;2;2;1;4;-;-;2;1;-;2;7;5;3;1;1;-;1;-;1;-;2;1;-;-;-;-;-;1;1;1;2;-;1;-;-;-;1;-;-;-;1;-;-;-;45
"251330 SANTA HELENA";-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"251335 SANTA INES";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"251340 SANTA LUZIA";-;2;-;-;1;-;-;4;6;5;2;6;4;13;36;65;134;103;213;115;79;74;56;27;16;10;-;2;3;2;2;2;1;-;2;-;2;-;1;-;-;1;-;-;-;1;-;1;-;1;-;-;992
"251350 SANTANA DE MANGUEIRA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"251360 SANTANA DOS GARROTES";-;-;-;-;2;1;-;-;1;-;-;-;-;-;1;-;1;1;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"251365 JOCA CLAUDINO";-;-;-;-;-;1;-;-;2;2;1;-;1;1;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"251370 SANTA RITA";4;5;9;4;9;13;32;49;111;66;25;25;12;15;29;32;27;23;49;25;17;21;30;13;28;29;29;25;34;34;29;17;15;7;11;14;12;15;5;7;8;7;4;5;2;5;4;7;7;12;12;2;1031
"251380 SANTA TERESINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;4;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"251385 SANTO ANDRE";1;1;1;6;5;2;6;1;9;5;5;7;2;-;-;4;4;11;7;6;11;12;11;-;-;-;2;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;124
"251390 SAO BENTO";-;-;-;-;-;-;1;-;-;1;3;-;-;2;1;3;9;19;39;59;75;127;122;43;74;58;37;32;11;28;18;10;4;-;1;4;1;2;1;4;2;1;-;1;2;-;-;-;-;-;-;-;795
"251392 SAO BENTINHO";-;-;-;-;-;-;-;-;1;2;1;-;-;2;-;2;-;-;1;-;1;3;7;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"251394 SAO DOMINGOS DO CARIRI";-;-;-;-;-;-;-;-;1;5;1;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"251396 SAO DOMINGOS";-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"251398 SAO FRANCISCO";-;1;-;-;-;-;-;1;-;2;4;1;-;2;5;13;13;14;29;21;9;10;13;5;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148
"251400 SAO JOAO DO CARIRI";7;12;3;9;5;25;21;15;6;7;4;1;4;1;1;1;1;1;2;-;-;-;-;1;-;2;1;3;5;6;6;6;3;11;6;5;11;12;8;4;6;6;7;7;3;11;1;13;12;6;8;7;303
"251410 SAO JOAO DO TIGRE";-;-;-;-;-;1;-;3;-;2;1;1;1;2;2;-;1;2;2;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;23
"251420 SAO JOSE DA LAGOA TAPADA";-;-;-;-;-;-;-;-;1;2;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"251430 SAO JOSE DE CAIANA";-;-;-;-;-;-;-;1;-;4;-;-;-;-;1;6;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"251440 SAO JOSE DE ESPINHARAS";-;-;-;-;1;-;-;-;4;2;3;-;3;6;4;9;6;8;10;10;2;6;8;5;4;1;5;2;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;104
"251445 SAO JOSE DOS RAMOS";-;-;-;-;1;1;2;-;1;8;1;2;1;2;-;1;-;-;1;1;7;4;6;13;4;4;-;-;1;2;1;-;-;1;-;-;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;70
"251450 SAO JOSE DE PIRANHAS";-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;2;1;2;5;2;2;5;3;6;10;10;1;12;9;2;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83
"251455 SAO JOSE DE PRINCESA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
