2017
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de notificação";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"240670 LAJES";-;-;-;-;2;2;1;3;4;-;3;14;4;1;1;5;7;3;10;16;10;19;17;16;4;3;4;15;14;8;8;3;1;7;2;1;1;3;2;1;2;-;-;1;-;-;1;2;2;1;-;2;2;-;228
"240680 LAJES PINTADAS";-;2;1;-;-;3;-;2;1;2;4;2;2;8;6;17;11;10;10;15;12;4;5;9;4;2;4;4;5;2;5;2;1;5;14;6;7;1;6;4;6;3;3;2;1;1;3;2;-;1;1;-;-;-;221
"240690 LUCRECIA";-;-;1;-;-;-;-;2;-;-;3;2;-;-;-;1;1;-;3;2;1;1;-;-;-;1;-;1;2;1;1;1;-;6;2;-;-;1;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;37
"240700 LUIS GOMES";-;-;-;-;1;-;1;8;28;22;11;8;8;1;4;6;5;1;4;3;4;3;2;-;-;1;-;-;2;-;2;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;129
"240710 MACAIBA";-;21;11;16;19;19;22;16;62;60;70;97;59;73;83;137;190;178;134;111;138;131;137;106;99;85;69;62;66;33;38;35;28;48;25;14;23;13;12;18;12;8;13;8;10;7;8;4;6;3;9;5;8;-;2659
"240720 MACAU";-;-;1;-;-;-;2;1;2;1;4;5;11;3;20;31;24;14;18;16;11;18;22;22;12;23;24;15;19;19;9;7;8;3;1;1;4;3;2;1;2;1;-;-;2;-;-;-;1;1;-;-;-;-;384
"240725 MAJOR SALES";-;-;-;-;1;2;2;-;-;2;3;1;-;-;-;1;-;-;2;-;3;1;5;3;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"240730 MARCELINO VIEIRA";-;-;-;-;-;2;-;1;-;1;6;4;1;-;2;6;10;6;17;17;7;9;7;6;3;-;3;5;-;3;7;4;2;4;-;1;1;2;6;13;3;1;5;1;1;1;1;-;-;1;-;-;-;-;170
"240740 MARTINS";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"240750 MAXARANGUAPE";-;1;1;1;-;1;5;6;14;8;8;6;3;1;2;5;8;4;8;15;12;13;13;5;2;-;3;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148
"240760 MESSIAS TARGINO";-;1;-;-;-;1;-;-;2;-;2;2;-;-;-;-;-;-;1;5;1;1;-;-;-;-;3;1;-;-;-;-;-;-;2;10;12;4;1;1;-;-;-;-;-;-;2;-;-;1;-;-;-;-;53
"240770 MONTANHAS";-;1;-;-;2;1;1;3;3;6;3;13;9;3;5;5;7;8;14;15;1;11;18;17;14;3;4;5;15;9;2;-;4;3;1;1;-;2;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;213
"240780 MONTE ALEGRE";-;3;1;1;1;-;-;1;-;1;1;-;-;3;-;2;7;32;51;18;17;27;21;25;13;24;8;7;3;1;1;3;2;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;3;-;-;-;-;280
"240790 MONTE DAS GAMELEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;2;5;8;11;17;10;27;22;31;6;4;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151
"240800 MOSSORO";-;32;29;39;21;26;26;62;139;179;248;205;214;62;103;112;135;176;239;222;209;172;184;175;149;173;156;220;175;228;173;150;139;131;127;96;86;89;85;66;61;40;57;46;59;35;38;39;41;43;42;25;23;-;5801
"240810 NATAL";2;379;417;426;432;523;495;720;934;1209;1361;1629;1318;1277;1804;2288;2773;2803;2977;2708;2943;3081;3017;2789;2593;2348;1947;1963;1862;1724;1533;1557;1565;1265;918;765;719;658;576;494;502;461;433;425;424;412;424;318;334;303;354;274;268;3;65727
"240820 NISIA FLORESTA";-;4;1;-;2;-;1;2;3;6;8;7;3;9;7;11;21;16;24;31;21;23;17;18;15;11;8;11;16;7;6;3;7;4;3;4;2;1;-;2;5;2;1;2;1;-;-;1;-;-;-;-;1;-;348
"240830 NOVA CRUZ";-;2;12;14;12;18;24;12;14;7;23;30;21;2;15;12;20;26;27;29;38;35;32;39;17;11;10;8;5;6;3;13;26;24;15;6;6;8;11;6;3;-;1;-;-;-;2;4;8;7;4;12;12;-;692
"240840 OLHO-D'AGUA DO BORGES";-;-;-;-;-;2;-;2;-;-;1;1;1;-;-;-;1;-;1;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;1;2;4;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;23
"240850 OURO BRANCO";-;-;-;1;1;-;2;2;-;1;1;3;-;4;1;4;4;6;11;16;13;16;11;19;11;7;1;5;2;13;1;4;14;5;3;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;186
"240860 PARANA";-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;-;-;2;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;3;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"240870 PARAU";-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;2;-;1;2;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;15
"240880 PARAZINHO";-;1;1;1;-;2;2;3;7;6;19;12;11;9;7;6;15;18;34;56;61;77;68;56;49;47;16;17;12;36;19;15;19;29;20;9;10;10;7;3;2;2;4;3;1;-;1;1;3;4;5;1;-;-;817
"240890 PARELHAS";-;4;18;15;10;10;16;7;11;19;33;36;21;12;8;6;10;10;23;15;7;7;15;9;23;14;12;12;14;6;1;9;3;-;3;3;2;-;5;1;1;2;3;1;2;1;2;19;17;20;11;15;12;-;536
"240895 RIO DO FOGO";-;-;-;-;-;-;-;2;1;1;1;3;5;-;11;13;11;10;13;28;14;14;21;13;15;18;24;5;3;3;-;3;1;4;1;1;1;-;-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;244
"240910 PASSA E FICA";-;7;1;2;5;7;9;10;11;20;8;11;9;5;2;4;5;3;9;6;12;9;7;12;8;3;1;7;9;6;2;2;3;5;4;2;2;-;-;-;-;-;1;2;7;7;4;4;3;3;3;1;-;-;263
"240920 PASSAGEM";-;-;-;-;2;-;-;4;-;2;4;9;4;7;9;8;8;5;6;5;3;3;2;-;4;1;-;-;4;1;1;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;97
"240930 PATU";-;1;-;1;1;2;1;-;-;3;2;8;-;-;-;1;-;2;4;3;1;-;1;8;4;8;1;10;1;1;1;1;-;1;2;-;1;2;2;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;77
"240933 SANTA MARIA";-;2;-;-;1;-;2;2;4;7;4;12;2;2;6;6;13;11;22;15;18;33;38;35;61;79;100;66;43;27;25;11;7;5;8;-;1;2;-;-;-;-;1;-;4;-;-;-;-;-;-;-;1;-;676
"240940 PAU DOS FERROS";-;14;10;8;5;12;12;17;27;32;69;40;13;10;10;18;17;13;25;15;26;23;23;25;20;29;20;23;28;30;13;21;30;19;16;23;26;29;44;53;69;118;108;38;8;11;8;7;4;6;2;2;6;-;1275
"240950 PEDRA GRANDE";-;-;-;-;-;-;-;4;2;1;3;23;12;15;6;16;13;10;7;8;3;3;3;6;2;1;2;2;2;-;-;1;1;2;2;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;153
"240960 PEDRA PRETA";-;-;-;-;-;-;1;-;-;-;-;13;4;6;2;4;7;2;1;-;2;2;3;3;5;1;3;1;4;5;7;4;9;5;6;11;7;6;4;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;130
"240970 PEDRO AVELINO";-;-;-;-;-;-;-;-;1;1;4;6;14;1;-;2;2;3;4;4;6;3;1;7;13;8;6;8;6;2;6;4;3;5;4;2;1;4;2;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;137
"240980 PEDRO VELHO";-;-;1;-;2;1;-;2;-;2;6;9;7;-;1;2;1;2;3;5;9;5;19;10;9;5;5;16;8;11;10;10;8;8;6;6;3;4;3;1;-;-;1;-;-;2;3;1;-;-;-;-;-;-;207
"240990 PENDENCIAS";-;4;2;3;3;8;4;7;21;27;21;36;17;7;10;38;17;4;6;2;13;4;14;7;7;2;1;1;-;7;4;2;5;1;4;3;3;3;1;2;-;1;-;4;2;5;1;2;3;1;-;3;6;-;349
"241000 PILOES";-;-;1;-;1;-;-;1;-;-;-;5;1;-;-;2;4;5;12;8;10;2;9;9;7;1;3;1;2;1;1;2;6;5;6;3;3;-;-;1;2;-;-;-;-;-;3;1;-;-;-;-;-;-;118
"241010 POCO BRANCO";-;-;-;-;-;-;-;-;3;2;5;20;13;9;9;6;7;7;8;6;11;8;6;3;8;8;4;8;9;8;2;-;-;4;1;4;6;4;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;191
"241020 PORTALEGRE";-;-;1;-;-;1;-;4;3;5;7;10;8;3;3;1;6;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;3;9;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76
"241025 PORTO DO MANGUE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;13
"241030 SERRA CAIADA";-;1;1;-;-;-;-;-;1;2;2;2;2;-;1;6;3;6;5;7;5;16;14;12;5;4;6;4;6;11;17;7;14;10;17;11;8;5;1;2;2;-;1;-;-;3;2;-;-;-;2;-;-;-;224
"241040 PUREZA";-;-;1;-;1;-;3;-;4;2;10;9;14;12;18;34;26;39;25;34;43;33;37;26;16;27;18;15;9;11;4;6;4;4;3;5;3;2;1;1;-;2;-;-;1;1;-;2;-;-;1;-;-;-;507
"241050 RAFAEL FERNANDES";-;-;1;1;1;-;1;2;2;4;2;4;4;2;1;1;-;2;4;2;1;-;3;1;-;12;4;5;3;3;2;4;4;2;2;4;-;1;-;-;1;7;10;4;4;-;-;-;-;-;1;-;-;-;112
"241060 RAFAEL GODEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"241070 RIACHO DA CRUZ";-;-;1;-;-;-;-;-;2;-;3;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;1;-;1;-;3;1;1;1;2;20;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"241080 RIACHO DE SANTANA";-;-;-;1;-;-;-;2;4;5;3;7;2;-;-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35
"241090 RIACHUELO";-;-;-;-;1;2;-;6;4;12;27;26;8;6;14;11;26;33;25;8;4;9;12;13;6;3;7;4;7;7;4;8;6;-;1;-;-;-;8;5;2;2;2;-;-;-;-;-;-;1;1;-;-;-;321
"241100 RODOLFO FERNANDES";-;-;-;-;-;-;-;1;-;1;1;2;1;1;-;1;1;-;1;1;1;-;-;1;-;-;-;-;3;1;2;-;1;1;2;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;27
"241105 TIBAU";-;-;1;-;1;1;-;1;3;3;5;8;4;1;4;10;34;34;39;29;26;27;35;27;24;32;20;12;10;8;10;6;9;5;7;8;4;6;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;457
"241110 RUY BARBOSA";-;-;-;-;-;-;1;-;2;1;3;2;2;2;-;-;1;-;2;2;3;4;23;9;26;26;13;7;6;4;1;1;1;-;-;-;2;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;148
"241120 SANTA CRUZ";-;15;17;9;9;12;11;9;28;52;62;107;84;29;28;40;63;88;95;104;102;116;77;83;51;46;39;67;40;60;35;30;35;31;24;18;16;24;5;7;9;7;10;6;11;15;8;10;6;4;5;6;13;4;1882
"241140 SANTANA DO MATOS";-;-;-;3;1;1;2;3;2;10;7;8;9;9;25;32;31;21;17;11;19;29;34;32;16;10;8;13;6;2;3;6;6;1;-;14;14;16;5;4;6;3;2;3;1;4;-;1;3;1;1;1;-;-;456
"241142 SANTANA DO SERIDO";-;-;2;2;-;2;-;-;-;1;-;3;-;2;5;2;6;1;13;2;5;2;1;1;-;-;-;-;-;-;1;1;-;-;2;-;1;1;-;-;2;-;-;-;1;-;-;1;-;-;1;-;-;-;61
"241150 SANTO ANTONIO";-;6;5;7;3;9;14;22;49;64;61;48;40;23;31;33;32;42;45;28;61;25;43;44;56;37;29;43;63;42;32;18;10;7;18;14;5;7;5;5;8;5;6;4;7;8;6;1;3;3;4;3;2;-;1186
"241160 SAO BENTO DO NORTE";-;-;-;-;-;-;2;2;1;1;2;5;7;-;-;3;9;30;13;7;10;4;11;9;4;6;12;13;11;10;10;14;12;4;7;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;223
"241170 SAO BENTO DO TRAIRI";-;-;-;1;1;1;-;1;6;3;9;12;9;8;6;15;26;22;16;15;10;22;19;22;9;5;9;10;21;8;11;3;4;8;6;7;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;332
"241180 SAO FERNANDO";-;-;-;-;-;-;-;1;1;-;1;7;8;2;7;-;3;1;4;5;2;-;10;13;28;26;23;13;4;2;1;2;3;3;3;4;1;2;3;2;1;2;1;4;-;1;-;-;-;1;-;-;-;-;195
"241190 SAO FRANCISCO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;-;-;1;4;2;-;2;7;4;-;2;2;3;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"241200 SAO GONCALO DO AMARANTE";-;2;4;2;6;-;1;6;24;16;50;14;8;9;10;12;30;70;57;83;86;74;57;36;33;19;24;23;19;16;15;13;16;11;3;4;4;4;2;3;-;2;1;3;2;2;2;2;2;2;3;1;-;-;888
"241210 SAO JOAO DO SABUGI";-;-;2;-;-;-;-;2;2;2;4;1;-;4;3;1;1;-;-;-;1;1;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30
"241220 SAO JOSE DE MIPIBU";-;6;6;5;7;5;8;13;13;19;37;40;21;30;39;80;121;139;110;91;103;82;94;107;58;61;32;43;31;27;52;23;29;17;10;32;13;5;5;2;3;3;3;2;5;1;7;5;3;-;3;-;-;-;1651
"241230 SAO JOSE DO CAMPESTRE";-;2;-;1;2;2;1;1;4;5;7;6;3;1;1;-;-;1;41;42;17;21;37;50;51;19;37;46;24;24;17;8;7;15;13;11;6;1;2;5;2;3;1;3;1;-;-;-;-;-;-;-;-;-;541
"241240 SAO JOSE DO SERIDO";-;-;-;-;-;-;-;1;1;5;9;-;2;1;4;3;7;6;2;7;2;5;8;5;5;2;1;11;8;3;4;3;1;2;1;4;7;3;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;127
"241250 SAO MIGUEL";-;36;15;26;39;40;46;36;47;34;21;16;10;2;10;7;12;9;18;25;27;20;19;5;16;9;12;9;7;6;5;5;-;1;5;1;3;1;-;-;4;1;2;1;2;6;4;3;6;5;2;6;1;-;643
"241255 SAO MIGUEL DO GOSTOSO";-;-;-;-;2;2;1;1;5;11;8;8;5;6;8;7;5;26;29;32;14;28;15;6;21;19;5;7;3;12;2;2;2;-;-;-;-;-;1;-;-;-;-;1;1;1;1;-;-;-;-;-;-;-;297
"241260 SAO PAULO DO POTENGI";-;1;2;6;2;3;-;4;5;8;33;39;11;4;6;12;13;11;16;37;46;77;123;92;38;58;40;49;49;33;25;23;14;8;7;8;9;5;3;2;1;6;9;11;6;5;4;3;6;3;2;3;2;-;983
"241270 SAO PEDRO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;1;4;8;6;5;5;-;3;3;7;14;3;3;1;-;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;72
"241280 SAO RAFAEL";-;-;-;-;-;1;-;1;2;3;2;2;1;-;1;10;4;10;3;5;7;3;-;4;-;-;1;3;3;2;2;4;3;2;3;-;-;-;-;1;-;2;1;4;2;1;-;-;1;1;3;-;-;-;98
"241290 SAO TOME";-;4;1;-;-;2;2;-;1;6;6;14;8;2;1;7;9;9;7;7;12;8;10;12;12;7;5;12;13;17;16;10;7;6;4;3;3;4;1;-;1;3;2;3;1;-;1;-;3;1;3;1;1;-;268
"241300 SAO VICENTE";-;-;1;-;1;2;-;2;2;5;8;20;12;12;20;3;6;4;4;4;3;6;7;1;4;4;1;1;3;1;5;6;-;-;-;2;-;-;1;1;-;1;-;1;1;1;-;-;1;-;-;-;-;-;157
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;-;-;1;1;2;2;2;2;-;-;4;5;7;1;2;4;9;20;17;11;10;1;2;3;2;3;12;11;10;-;11;9;3;4;1;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;176
"241320 SENADOR GEORGINO AVELINO";-;-;-;-;-;-;-;-;1;-;1;2;2;-;1;-;-;5;10;5;4;8;7;9;6;17;16;12;14;1;4;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;131
"241330 SERRA DE SAO BENTO";-;-;-;1;1;2;-;-;2;-;1;2;5;2;6;2;10;8;3;-;1;3;8;2;5;4;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;72
"241335 SERRA DO MEL";-;-;1;-;-;-;3;4;3;7;15;12;4;12;7;8;11;4;2;6;26;18;21;22;22;17;3;8;7;2;6;3;-;2;-;-;2;1;2;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;264
"241340 SERRA NEGRA DO NORTE";-;-;-;2;-;-;-;-;1;-;5;2;5;1;1;1;1;-;1;1;3;11;16;10;4;4;7;2;5;10;4;10;7;9;3;3;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;133
"241350 SERRINHA";-;-;-;1;-;-;3;4;3;8;8;8;12;5;4;7;11;5;4;6;9;4;6;6;3;5;4;3;3;11;1;-;4;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156
"241355 SERRINHA DOS PINTOS";-;-;1;-;-;-;-;-;2;3;5;3;1;-;-;-;-;-;1;1;5;8;9;6;4;1;5;1;2;-;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;63
"241360 SEVERIANO MELO";-;-;-;-;-;-;-;2;1;2;4;1;1;-;-;4;2;-;-;1;6;2;6;4;10;5;2;7;9;3;3;5;4;4;3;3;3;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101
"241370 SITIO NOVO";-;-;3;-;-;3;3;1;4;6;18;14;13;10;4;9;13;14;12;16;20;11;24;8;13;27;10;14;12;6;7;7;8;9;6;5;2;4;1;2;-;-;-;-;1;1;-;-;1;1;1;1;1;-;346
"241380 TABOLEIRO GRANDE";-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;4;2;1;1;-;2;1;-;1;3;-;2;1;6;2;8;8;13;2;10;10;5;1;1;1;-;2;1;-;-;-;-;-;1;-;-;-;-;-;94
"241390 TAIPU";-;1;1;-;-;5;-;2;4;12;3;8;2;3;3;8;5;8;9;17;25;18;7;6;7;10;15;8;8;12;8;2;5;5;16;12;15;10;10;-;1;1;3;1;1;-;1;-;-;1;1;-;-;-;300
"241400 TANGARA";-;2;1;-;-;3;2;2;4;5;3;9;2;-;-;5;22;19;19;13;38;27;54;29;18;40;56;49;27;29;33;35;45;35;16;24;6;16;7;2;6;2;-;1;3;-;-;5;1;3;-;-;1;-;719
"241410 TENENTE ANANIAS";-;1;-;-;-;1;-;1;3;1;3;2;2;1;3;18;10;12;8;2;4;2;-;-;-;1;2;2;3;5;1;2;4;-;1;1;1;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;101
"241415 TENENTE LAURENTINO CRUZ";-;3;1;3;2;5;4;8;11;10;9;9;17;15;26;17;11;5;6;7;8;7;11;14;23;5;9;5;7;7;5;10;9;5;4;5;-;1;3;4;1;1;3;1;1;9;4;10;9;8;14;15;3;-;390
"241420 TIBAU DO SUL";-;1;1;1;-;-;1;1;8;12;31;17;6;5;7;13;18;16;22;18;20;18;12;13;6;12;9;4;5;4;2;2;3;-;2;3;1;-;-;2;2;4;1;2;1;-;1;-;-;-;1;-;-;-;308
"241430 TIMBAUBA DOS BATISTAS";-;1;-;1;-;1;-;2;1;2;6;2;-;1;2;2;-;1;1;1;2;2;2;4;1;2;-;-;5;6;5;2;4;6;20;10;1;-;1;-;-;1;1;1;-;-;1;2;-;-;-;-;-;-;103
"241440 TOUROS";-;-;-;-;2;1;2;1;9;17;21;38;9;1;14;16;7;25;29;13;11;8;17;23;4;8;5;5;15;5;4;3;5;3;1;-;-;-;-;1;-;2;-;-;2;1;1;1;1;2;-;1;-;-;334
"241445 TRIUNFO POTIGUAR";-;-;-;-;-;-;-;-;4;7;8;2;1;-;1;-;-;3;4;1;1;6;9;15;13;5;6;-;4;8;7;7;3;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118
"241450 UMARIZAL";-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;10
"241460 UPANEMA";-;-;-;-;1;2;3;-;-;4;7;8;2;-;-;7;7;1;8;9;20;15;24;24;35;51;26;30;24;26;20;4;8;12;1;2;2;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;387
"241470 VARZEA";-;-;1;1;1;6;7;7;3;9;9;7;6;5;11;1;4;1;4;10;9;15;12;13;19;23;15;5;1;5;1;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;215
"241475 VENHA-VER";-;1;-;2;-;-;3;2;5;12;20;15;4;4;3;3;1;1;4;5;-;1;4;5;3;-;1;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;105
"241480 VERA CRUZ";-;-;-;1;1;-;2;2;2;2;2;3;2;-;2;3;1;8;1;7;8;10;2;3;7;8;7;5;9;4;4;1;2;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;113
"241490 VICOSA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"241500 VILA FLOR";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;3;-;9;3;-;1;1;4;2;5;3;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"250010 AGUA BRANCA";-;-;-;-;1;2;1;3;4;12;8;12;4;7;9;8;7;5;21;20;11;13;13;8;6;6;5;3;8;6;2;1;2;5;3;3;2;1;-;2;1;-;2;3;-;-;-;1;-;1;-;-;-;-;232
"250020 AGUIAR";-;-;3;1;1;2;2;-;1;1;4;9;3;3;2;2;1;2;2;4;2;1;8;1;-;6;-;-;-;-;-;-;-;5;2;4;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;76
"250030 ALAGOA GRANDE";-;1;1;1;2;4;3;1;3;5;10;16;12;1;-;4;1;3;6;8;12;5;9;14;15;20;14;11;10;19;13;16;12;6;8;7;8;7;8;3;3;3;2;1;4;5;1;1;1;-;1;1;1;-;323
"250040 ALAGOA NOVA";-;12;12;7;4;11;9;4;12;3;20;19;33;12;23;18;11;11;8;11;13;6;7;3;6;3;1;3;8;3;3;5;6;5;3;1;5;3;2;1;1;1;-;1;8;3;3;3;1;7;2;-;-;-;357
"250050 ALAGOINHA";-;-;1;1;5;1;2;3;1;5;8;14;14;9;6;2;2;3;6;1;3;3;2;3;1;-;1;1;2;-;1;4;6;5;-;1;-;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;124
"250053 ALCANTIL";-;-;-;-;-;-;-;1;-;2;1;5;4;2;-;-;1;-;-;-;5;-;3;-;2;3;1;1;2;-;-;2;-;5;1;-;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;45
"250057 ALGODAO DE JANDAIRA";-;-;1;-;-;-;1;-;1;-;1;2;4;-;2;2;1;-;-;1;2;3;1;1;1;3;3;6;1;-;-;3;1;4;-;-;2;-;-;-;1;1;1;-;2;1;1;-;-;-;-;-;-;-;54
"250060 ALHANDRA";-;2;3;14;17;16;10;5;5;17;15;8;7;11;3;5;2;12;4;3;5;10;5;14;9;3;2;-;1;-;1;1;1;1;1;4;-;-;-;2;-;4;7;-;8;9;1;-;-;-;-;-;-;-;248
"250070 SAO JOAO DO RIO DO PEIXE";-;-;1;-;-;-;-;1;1;2;-;9;22;-;-;2;12;1;-;4;2;3;1;4;3;-;-;2;-;1;3;1;1;5;3;1;1;-;1;-;1;-;-;10;-;2;-;-;-;1;-;-;-;-;101
"250073 AMPARO";-;1;2;-;-;2;1;-;1;3;2;1;1;-;-;1;-;-;-;-;3;1;-;1;1;2;-;2;-;1;-;2;2;-;1;-;1;-;-;-;-;-;4;1;3;-;-;-;-;-;-;-;-;-;40
"250077 APARECIDA";-;-;-;-;-;-;-;-;-;-;2;5;12;6;6;8;5;5;5;9;8;3;1;6;2;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;88
"250080 ARACAGI";-;-;-;-;1;1;-;2;1;8;22;37;28;2;-;4;7;61;36;9;15;7;6;5;12;25;9;15;2;5;12;7;1;2;-;-;1;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;347
"250090 ARARA";-;1;1;-;-;4;5;1;1;4;11;1;6;4;10;4;9;6;11;5;7;8;2;1;2;-;1;3;2;3;3;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;120
"250100 ARARUNA";-;2;-;2;1;1;3;2;5;7;4;10;8;20;17;24;24;23;22;42;44;41;21;17;19;11;8;15;6;2;9;2;1;3;1;-;-;-;2;2;3;2;2;1;3;1;1;6;4;4;4;-;-;-;452
