2012
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"230930 NOVA RUSSAS";-;-;3;9;26;52;18;2;4;8;5;1;-;128
"230940 NOVO ORIENTE";-;6;2;3;12;14;7;10;6;2;14;1;3;80
"230945 OCARA";-;3;14;36;65;181;131;183;78;15;5;-;-;711
"230950 OROS";-;-;1;-;1;2;-;1;1;-;-;-;-;6
"230960 PACAJUS";-;11;138;312;193;79;108;9;8;17;2;1;3;881
"230970 PACATUBA";-;13;6;52;269;191;38;22;10;3;-;-;2;606
"230980 PACOTI";-;-;1;1;6;10;9;6;3;2;-;1;-;39
"230990 PACUJA";-;-;2;-;13;14;4;2;17;7;-;-;-;59
"231000 PALHANO";-;-;4;2;1;23;31;76;23;3;1;1;1;166
"231010 PALMACIA";-;-;8;14;17;4;1;2;-;-;-;-;-;46
"231020 PARACURU";-;-;2;8;107;284;121;26;22;9;-;2;1;582
"231025 PARAIPABA";-;2;7;41;24;69;20;13;7;6;1;-;2;192
"231030 PARAMBU";-;43;73;76;29;5;2;1;2;-;-;-;-;231
"231040 PARAMOTI";-;-;-;1;16;13;21;16;9;1;1;-;-;78
"231050 PEDRA BRANCA";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"231060 PENAFORTE";-;-;4;-;3;-;-;-;-;-;-;-;-;7
"231070 PENTECOSTE";-;1;2;-;6;9;20;46;23;15;9;1;-;132
"231080 PEREIRO";-;25;59;33;47;17;7;3;2;4;7;19;16;239
"231085 PINDORETAMA";-;3;-;1;7;10;31;45;10;1;-;-;1;109
"231090 PIQUET CARNEIRO";-;1;1;2;5;3;2;3;11;-;6;7;1;42
"231095 PIRES FERREIRA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"231100 PORANGA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"231110 PORTEIRAS";-;6;4;24;30;21;2;6;1;-;1;-;1;96
"231120 POTENGI";-;14;4;1;3;3;1;-;-;4;14;47;17;108
"231123 POTIRETAMA";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"231126 QUITERIANOPOLIS";-;7;43;222;132;12;3;1;1;4;-;-;-;425
"231130 QUIXADA";-;50;31;42;81;63;28;42;57;14;6;7;11;432
"231135 QUIXELO";-;-;1;1;2;1;2;8;72;29;1;-;-;117
"231140 QUIXERAMOBIM";-;1;-;6;34;40;11;20;12;2;3;-;-;129
"231150 QUIXERE";-;4;-;3;33;72;29;7;18;7;1;1;1;176
"231160 REDENCAO";-;-;-;1;12;8;2;-;-;-;-;-;-;23
"231170 RERIUTABA";-;22;57;95;122;119;146;102;117;37;21;26;26;890
"231180 RUSSAS";-;5;3;10;9;28;19;4;31;53;33;6;1;202
"231195 SALITRE";-;2;10;6;6;7;1;1;1;-;1;-;1;36
"231200 SANTANA DO ACARAU";-;-;-;-;1;9;19;2;5;9;1;-;-;46
"231210 SANTANA DO CARIRI";-;2;11;25;19;4;3;-;1;12;4;28;44;153
"231220 SANTA QUITERIA";-;1;2;6;8;9;22;24;26;3;2;-;-;103
"231230 SAO BENEDITO";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"231240 SAO GONCALO DO AMARANTE";-;1;2;4;24;74;30;22;12;5;2;-;1;177
"231250 SAO JOAO DO JAGUARIBE";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"231260 SAO LUIS DO CURU";-;-;1;3;8;1;2;4;1;1;-;-;-;21
"231270 SENADOR POMPEU";-;2;2;1;5;8;4;3;10;8;-;3;-;46
"231280 SENADOR SA";-;1;-;4;42;38;-;1;-;-;-;-;-;86
"231290 SOBRAL";-;8;13;10;22;30;16;32;37;10;7;4;3;192
"231300 SOLONOPOLE";-;-;1;1;1;2;-;1;-;1;18;164;30;219
"231310 TABULEIRO DO NORTE";-;-;-;1;5;11;7;2;10;-;-;-;-;36
"231320 TAMBORIL";-;5;4;56;25;62;40;27;7;3;-;-;2;231
"231325 TARRAFAS";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"231330 TAUA";-;288;316;131;77;44;23;55;59;38;67;191;176;1465
"231335 TEJUCUOCA";-;-;3;3;2;2;-;-;-;-;-;3;3;16
"231340 TIANGUA";-;2;13;10;26;24;39;23;16;8;2;2;-;165
"231350 TRAIRI";-;-;2;3;75;127;34;5;8;-;-;-;-;254
"231355 TURURU";-;-;-;1;5;5;9;15;1;2;-;-;-;38
"231360 UBAJARA";-;-;-;-;5;-;-;1;2;-;-;-;-;8
"231370 UMARI";-;1;-;4;5;5;-;1;-;-;8;-;6;30
"231375 UMIRIM";-;-;5;3;7;8;6;7;9;6;1;4;-;56
"231380 URUBURETAMA";-;20;12;6;30;34;12;6;-;-;-;-;1;121
"231390 URUOCA";-;24;53;45;47;16;9;7;5;1;-;-;-;207
"231395 VARJOTA";-;14;8;21;107;55;86;68;15;4;-;3;2;383
"231400 VARZEA ALEGRE";-;5;1;1;4;11;5;2;4;1;-;-;-;34
"231410 VICOSA DO CEARA";-;-;-;1;4;2;2;-;4;-;2;-;-;15
"240010 ACARI";-;1;14;50;190;193;129;38;9;2;2;2;1;631
"240020 ACU";-;33;114;227;77;38;19;5;9;3;2;3;3;533
"240030 AFONSO BEZERRA";-;-;-;-;5;-;-;-;-;-;-;-;-;5
"240040 AGUA NOVA";-;-;-;-;5;-;1;-;10;11;2;1;4;34
"240050 ALEXANDRIA";-;140;75;37;37;30;16;2;2;4;-;3;24;370
"240060 ALMINO AFONSO";-;-;9;16;1;-;-;-;-;-;-;-;1;27
"240070 ALTO DO RODRIGUES";-;2;28;107;32;4;2;4;-;1;-;-;-;180
"240080 ANGICOS";-;-;1;9;8;5;11;8;5;1;1;2;-;51
"240090 ANTONIO MARTINS";-;-;-;9;2;-;-;-;1;-;-;-;-;12
"240100 APODI";-;2;2;8;37;24;5;7;21;10;1;1;1;119
"240110 AREIA BRANCA";-;-;5;1;4;10;4;3;1;-;1;-;-;29
"240120 ARES";-;-;-;-;-;1;2;3;4;-;-;1;-;11
"240130 AUGUSTO SEVERO";-;17;56;8;-;5;2;-;-;1;1;1;1;92
"240140 BAIA FORMOSA";-;1;1;2;1;2;-;-;-;-;-;-;-;7
"240145 BARAUNA";-;3;4;13;1;2;-;1;-;-;-;-;-;24
"240150 BARCELONA";-;-;1;3;9;4;1;-;6;1;3;1;-;29
"240160 BENTO FERNANDES";-;-;-;-;1;2;1;3;1;3;12;8;1;32
"240165 BODO";-;-;-;13;72;17;3;1;2;-;-;-;-;108
"240170 BOM JESUS";-;-;-;-;7;1;-;1;-;-;-;-;-;9
"240180 BREJINHO";-;1;1;8;12;10;3;5;6;6;-;-;-;52
"240185 CAICARA DO NORTE";-;1;3;49;36;2;-;-;-;-;-;-;-;91
"240190 CAICARA DO RIO DO VENTO";-;-;-;6;10;25;13;6;1;-;-;1;2;64
"240200 CAICO";-;90;84;33;39;106;170;242;224;50;51;45;57;1191
"240210 CAMPO REDONDO";-;2;2;2;20;35;27;1;-;2;-;1;1;93
"240220 CANGUARETAMA";-;6;6;22;17;27;12;15;13;1;-;4;1;124
"240230 CARAUBAS";-;5;10;7;37;25;11;8;3;5;-;-;-;111
"240240 CARNAUBA DOS DANTAS";-;-;6;74;123;61;24;7;-;1;-;-;1;297
"240250 CARNAUBAIS";-;1;8;10;6;3;-;4;-;-;-;-;-;32
"240260 CEARA-MIRIM";-;11;48;117;175;174;38;39;15;3;2;4;2;628
"240270 CERRO CORA";-;1;-;2;17;26;9;1;-;2;-;1;-;59
"240280 CORONEL EZEQUIEL";-;1;9;8;4;1;4;1;2;2;-;-;-;32
"240290 CORONEL JOAO PESSOA";-;-;-;-;3;18;14;10;-;1;-;8;4;58
"240300 CRUZETA";-;4;3;1;2;4;30;12;14;4;5;5;7;91
"240310 CURRAIS NOVOS";-;42;74;200;383;555;182;64;60;35;49;41;23;1708
"240320 DOUTOR SEVERIANO";-;-;5;6;8;5;-;-;-;-;-;1;2;27
"240325 PARNAMIRIM";-;21;33;122;296;383;481;371;178;73;27;17;7;2009
"240330 ENCANTO";-;2;-;7;25;2;-;-;-;-;-;1;-;37
"240340 EQUADOR";-;-;5;4;12;34;8;2;1;-;1;-;-;67
"240350 ESPIRITO SANTO";-;-;-;7;3;2;-;2;-;-;1;-;-;15
"240360 EXTREMOZ";-;5;2;7;18;33;22;14;15;13;5;4;2;140
"240370 FELIPE GUERRA";-;12;-;-;3;-;-;-;1;-;-;-;-;16
"240375 FERNANDO PEDROZA";-;-;-;1;3;2;8;12;6;-;1;-;-;33
"240380 FLORANIA";-;-;4;77;53;9;2;-;-;-;-;-;1;146
"240390 FRANCISCO DANTAS";-;1;1;3;4;7;2;19;17;8;-;12;2;76
"240400 FRUTUOSO GOMES";-;2;1;7;19;12;-;-;1;-;-;-;-;42
"240410 GALINHOS";-;9;-;1;-;-;1;1;-;-;-;-;-;12
"240420 GOIANINHA";-;-;1;2;2;5;3;2;13;12;4;9;2;55
"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;2;6;1;-;1;-;1;1;-;-;-;12
"240440 GROSSOS";-;2;2;5;36;33;4;1;-;-;1;-;2;86
"240450 GUAMARE";-;29;23;24;23;19;15;18;7;7;4;3;5;177
"240460 IELMO MARINHO";-;-;-;-;7;16;9;7;7;2;3;-;-;51
"240470 IPANGUACU";-;-;1;3;2;1;-;-;-;-;-;-;-;7
"240480 IPUEIRA";-;2;1;7;-;-;-;-;11;50;51;-;1;123
"240485 ITAJA";-;-;1;2;2;-;-;-;-;-;-;-;-;5
"240490 ITAU";-;-;4;16;-;-;-;-;-;-;-;-;-;20
"240500 JACANA";-;1;1;17;40;14;3;1;-;-;-;-;-;77
"240510 JANDAIRA";-;-;3;20;27;1;-;42;3;-;-;3;-;99
"240520 JANDUIS";-;-;2;27;19;21;12;6;-;-;-;-;-;87
"240530 JANUARIO CICCO";-;-;-;-;-;-;1;-;-;2;-;-;-;3
"240540 JAPI";-;-;-;3;5;7;1;16;11;6;4;-;-;53
"240550 JARDIM DE ANGICOS";-;-;-;-;1;4;2;-;-;1;1;-;-;9
"240560 JARDIM DE PIRANHAS";-;4;16;14;1;-;-;1;-;1;-;-;2;39
"240570 JARDIM DO SERIDO";-;3;16;73;81;56;98;57;34;11;1;5;3;438
"240580 JOAO CAMARA";-;3;14;137;381;215;16;10;1;-;2;2;5;786
"240590 JOAO DIAS";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"240600 JOSE DA PENHA";-;3;-;2;7;8;1;-;-;-;21;17;10;69
"240610 JUCURUTU";-;-;-;4;1;4;2;-;2;-;-;-;-;13
"240620 LAGOA D'ANTA";-;2;2;8;12;5;10;10;15;7;1;1;-;73
"240630 LAGOA DE PEDRAS";-;-;-;-;2;4;2;1;10;2;1;-;1;23
"240640 LAGOA DE VELHOS";-;-;4;32;15;4;3;-;2;1;-;-;-;61
"240650 LAGOA NOVA";-;1;5;22;42;7;2;-;4;-;-;-;-;83
"240660 LAGOA SALGADA";-;-;-;1;6;5;7;3;3;1;1;1;-;28
"240670 LAJES";-;1;2;8;23;9;2;-;-;-;1;-;-;46
"240680 LAJES PINTADAS";-;27;30;9;8;26;6;3;-;1;-;1;1;112
"240690 LUCRECIA";-;7;13;72;57;-;-;3;-;-;-;-;-;152
"240700 LUIS GOMES";-;8;32;35;14;1;-;-;-;-;-;-;-;90
"240710 MACAIBA";-;3;3;8;19;37;50;23;23;4;6;-;-;176
"240720 MACAU";-;-;13;6;24;7;6;3;1;-;-;-;-;60
"240725 MAJOR SALES";-;-;-;4;2;-;13;4;3;-;3;-;-;29
"240730 MARCELINO VIEIRA";-;16;3;23;23;1;-;-;-;-;-;-;-;66
"240740 MARTINS";-;-;3;11;5;2;5;1;8;4;1;-;-;40
"240750 MAXARANGUAPE";-;3;6;9;10;9;20;15;3;2;1;2;2;82
"240760 MESSIAS TARGINO";-;-;23;20;18;25;1;-;-;-;-;1;-;88
"240770 MONTANHAS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"240780 MONTE ALEGRE";-;1;3;-;3;7;12;10;7;1;1;-;-;45
"240790 MONTE DAS GAMELEIRAS";-;-;-;-;-;-;7;6;4;3;3;-;-;23
"240800 MOSSORO";-;248;274;331;308;204;95;48;41;16;17;24;44;1650
"240810 NATAL";-;646;951;2210;4346;4376;2844;2357;1677;746;449;310;308;21220
"240820 NISIA FLORESTA";-;2;3;-;12;14;24;15;4;1;-;-;-;75
"240830 NOVA CRUZ";-;8;13;70;263;316;170;174;61;21;5;1;8;1110
"240840 OLHO-D'AGUA DO BORGES";-;1;26;12;3;-;-;-;-;-;-;-;-;42
"240850 OURO BRANCO";-;-;-;-;1;-;2;2;6;45;45;1;-;102
"240860 PARANA";-;-;-;12;16;4;1;-;-;-;-;-;-;33
"240870 PARAU";-;1;-;-;-;-;-;-;-;-;-;1;-;2
"240880 PARAZINHO";-;-;-;3;3;10;1;2;-;-;-;2;-;21
"240890 PARELHAS";-;45;199;105;33;34;43;29;13;5;22;41;30;599
"240895 RIO DO FOGO";-;-;-;-;2;2;-;-;-;1;-;-;-;5
"240910 PASSA E FICA";-;27;29;32;37;5;9;18;39;3;-;5;7;211
"240920 PASSAGEM";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"240930 PATU";-;59;63;13;17;9;12;8;4;6;4;-;7;202
"240933 SANTA MARIA";-;-;-;8;7;6;-;2;2;-;-;-;-;25
"240940 PAU DOS FERROS";-;547;87;170;498;420;104;88;129;137;184;522;350;3236
"240960 PEDRA PRETA";-;-;6;3;2;1;-;-;-;-;-;-;-;12
"240970 PEDRO AVELINO";-;2;13;10;22;18;5;1;-;-;-;-;-;71
"240980 PEDRO VELHO";-;-;-;-;1;1;1;-;1;-;-;-;1;5
"240990 PENDENCIAS";-;43;68;24;10;4;2;1;-;-;-;1;-;153
"241000 PILOES";-;-;1;23;24;2;-;-;-;-;-;-;-;50
"241010 POCO BRANCO";-;-;1;2;10;33;27;12;8;2;-;2;-;97
"241020 PORTALEGRE";-;-;-;2;1;-;-;1;-;-;1;-;1;6
"241025 PORTO DO MANGUE";-;4;4;-;-;1;-;-;-;-;-;-;24;33
"241030 SERRA CAIADA";-;41;27;36;5;16;12;1;-;4;1;1;2;146
"241040 PUREZA";-;1;13;15;19;30;1;-;-;-;-;-;-;79
"241050 RAFAEL FERNANDES";-;74;11;3;21;62;13;4;1;-;3;1;71;264
"241060 RAFAEL GODEIRO";-;-;1;8;1;-;2;-;-;1;-;-;-;13
"241080 RIACHO DE SANTANA";-;4;4;4;75;57;25;1;4;1;4;11;4;194
"241090 RIACHUELO";-;-;-;2;15;8;1;4;1;-;-;-;-;31
"241100 RODOLFO FERNANDES";-;1;2;16;12;7;1;-;-;-;-;-;-;39
"241105 TIBAU";-;-;-;2;7;3;-;-;-;-;-;1;1;14
"241110 RUY BARBOSA";-;1;7;7;4;19;7;4;-;-;-;-;-;49
"241120 SANTA CRUZ";-;35;72;103;82;98;113;114;172;107;49;14;11;970
"241140 SANTANA DO MATOS";-;24;66;38;5;23;31;26;7;2;-;7;-;229
"241142 SANTANA DO SERIDO";-;37;23;6;-;-;1;-;-;-;1;1;8;77
"241150 SANTO ANTONIO";-;11;13;28;164;221;109;93;44;27;12;16;7;745
"241160 SAO BENTO DO NORTE";-;-;-;3;17;7;-;-;-;-;-;-;-;27
"241170 SAO BENTO DO TRAIRI";-;-;-;1;3;2;5;3;9;2;-;2;-;27
"241180 SAO FERNANDO";-;-;1;-;1;-;-;2;4;-;1;-;-;9
"241190 SAO FRANCISCO DO OESTE";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"241200 SAO GONCALO DO AMARANTE";-;3;5;4;21;33;51;37;9;8;9;3;-;183
"241210 SAO JOAO DO SABUGI";-;8;9;3;4;1;7;16;29;-;-;13;7;97
"241220 SAO JOSE DE MIPIBU";-;3;-;5;31;128;112;48;35;26;5;2;4;399
"241230 SAO JOSE DO CAMPESTRE";-;3;43;71;64;21;28;13;7;5;-;1;-;256
"241240 SAO JOSE DO SERIDO";-;-;69;168;76;1;-;-;-;-;-;-;-;314
"241250 SAO MIGUEL";-;31;27;13;1;8;2;1;-;-;-;2;2;87
"241255 SAO MIGUEL DO GOSTOSO";-;-;8;3;22;16;21;3;-;-;-;-;-;73
"241260 SAO PAULO DO POTENGI";-;27;31;126;140;70;38;62;14;6;6;17;15;552
"241270 SAO PEDRO";-;-;-;-;4;5;-;-;1;-;-;-;1;11
"241280 SAO RAFAEL";-;-;-;-;-;2;5;-;-;-;-;-;-;7
"241290 SAO TOME";-;-;20;22;4;51;11;9;5;2;5;1;-;130
"241300 SAO VICENTE";-;11;34;27;12;1;1;7;9;-;1;1;-;104
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;4;2;2;19;8;-;-;-;-;35
"241320 SENADOR GEORGINO AVELINO";-;1;2;-;1;9;25;75;18;4;-;-;1;136
"241330 SERRA DE SAO BENTO";-;-;-;-;6;21;14;15;1;4;-;-;-;61
"241335 SERRA DO MEL";-;1;3;5;4;4;-;-;-;-;-;-;-;17
"241340 SERRA NEGRA DO NORTE";-;1;16;30;25;2;5;25;29;37;10;1;2;183
"241350 SERRINHA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"241355 SERRINHA DOS PINTOS";-;23;15;11;3;-;1;2;-;2;3;9;6;75
"241360 SEVERIANO MELO";-;-;1;10;3;8;4;-;-;-;-;1;-;27
"241370 SITIO NOVO";-;3;6;2;7;15;18;16;4;1;1;1;-;74
"241380 TABOLEIRO GRANDE";-;16;38;9;9;3;11;35;10;-;1;6;1;139
"241390 TAIPU";-;1;1;8;51;69;13;9;12;2;3;3;-;172
"241400 TANGARA";-;1;-;2;3;19;39;29;15;2;-;1;1;112
"241410 TENENTE ANANIAS";-;6;9;26;25;14;2;6;3;1;5;3;6;106
"241415 TENENTE LAURENTINO CRUZ";-;-;9;11;62;85;24;3;-;1;-;-;-;195
"241420 TIBAU DO SUL";-;-;-;-;-;-;1;-;3;1;1;-;1;7
"241430 TIMBAUBA DOS BATISTAS";-;-;2;15;166;4;2;-;2;-;-;-;-;191
"241440 TOUROS";-;-;2;5;3;11;7;-;1;2;-;-;-;31
"241445 TRIUNFO POTIGUAR";-;-;4;6;-;1;-;-;-;-;-;-;-;11
"241450 UMARIZAL";-;2;31;66;13;5;3;1;-;-;-;-;-;121
"241460 UPANEMA";-;1;7;19;13;1;1;-;-;-;-;-;-;42
"241470 VARZEA";-;-;-;-;-;6;7;7;7;3;1;-;-;31
"241475 VENHA-VER";-;7;19;1;-;-;-;-;-;-;-;-;-;27
"241480 VERA CRUZ";-;-;1;-;-;-;8;7;16;3;3;-;-;38
"241490 VICOSA";-;3;9;16;-;-;-;-;-;-;-;-;-;28
"241500 VILA FLOR";-;-;-;-;-;-;-;4;-;-;-;-;-;4
"250010 AGUA BRANCA";-;-;1;6;25;12;-;1;-;1;-;-;-;46
"250030 ALAGOA GRANDE";-;1;2;37;56;114;113;110;75;24;17;4;9;562
"250040 ALAGOA NOVA";-;-;-;-;-;1;2;4;5;1;-;-;1;14
"250050 ALAGOINHA";-;-;-;-;-;2;-;7;3;1;7;8;1;29
"250053 ALCANTIL";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250057 ALGODAO DE JANDAIRA";-;-;-;-;4;10;6;16;-;-;-;-;-;36
"250060 ALHANDRA";-;10;5;25;19;19;15;20;20;15;13;16;6;183
"250070 SAO JOAO DO RIO DO PEIXE";-;7;15;4;9;23;16;-;2;-;-;4;10;90
"250073 AMPARO";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"250077 APARECIDA";-;-;1;10;5;27;28;5;7;-;-;-;-;83
"250080 ARACAGI";-;-;1;-;-;3;-;4;1;4;2;-;-;15
"250090 ARARA";-;15;25;14;1;-;1;-;-;-;-;-;-;56
"250100 ARARUNA";-;-;-;2;6;2;4;1;-;-;-;-;-;15
"250110 AREIA";-;-;-;-;1;5;3;1;1;-;-;1;-;12
"250115 AREIA DE BARAUNAS";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"250120 AREIAL";-;-;-;1;1;2;2;1;3;1;1;-;-;12
"250130 AROEIRAS";-;1;2;3;2;2;-;-;-;-;-;-;1;11
"250150 BANANEIRAS";-;-;-;3;4;2;2;1;2;1;-;3;1;19
"250153 BARAUNA";-;-;1;1;9;2;-;-;-;-;-;-;-;13
"250157 BARRA DE SANTANA";-;2;1;-;1;2;14;9;6;4;5;1;-;45
"250160 BARRA DE SANTA ROSA";-;4;10;28;39;16;11;3;1;-;-;-;-;112
"250180 BAYEUX";-;3;2;21;44;53;27;11;22;9;8;1;-;201
"250190 BELEM";-;-;-;-;1;3;5;2;1;-;1;-;-;13
"250200 BELEM DO BREJO DO CRUZ";-;-;2;3;5;6;16;19;28;4;1;-;-;84
"250205 BERNARDINO BATISTA";-;7;54;36;5;3;2;-;-;-;-;-;-;107
"250210 BOA VENTURA";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"250215 BOA VISTA";-;-;-;1;-;-;1;-;5;2;5;2;-;16
"250220 BOM JESUS";-;-;1;6;4;9;6;6;2;6;-;1;-;41
"250230 BOM SUCESSO";-;3;7;3;8;7;-;11;2;1;2;-;-;44
"250240 BONITO DE SANTA FE";-;5;11;31;30;15;3;1;1;1;1;-;1;100
"250250 BOQUEIRAO";-;-;-;7;8;15;1;4;1;3;4;1;-;44
"250260 IGARACY";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"250270 BORBOREMA";-;-;-;-;-;1;3;-;-;-;-;-;-;4
"250280 BREJO DO CRUZ";-;-;1;5;10;16;11;29;29;2;-;-;-;103
"250290 BREJO DOS SANTOS";-;18;64;33;16;16;46;31;2;1;-;-;1;228
"250300 CAAPORA";-;-;3;9;7;4;-;-;-;-;-;-;-;23
"250310 CABACEIRAS";-;-;-;1;10;20;11;9;3;3;2;1;-;60
"250320 CABEDELO";-;37;36;105;315;288;239;285;118;77;48;26;15;1589
"250330 CACHOEIRA DOS INDIOS";-;-;2;3;5;3;6;1;-;1;-;-;2;23
"250340 CACIMBA DE AREIA";-;-;-;1;-;1;2;1;-;-;-;-;-;5
"250350 CACIMBA DE DENTRO";-;-;-;-;-;-;-;22;6;-;-;1;-;29
"250355 CACIMBAS";-;-;-;1;3;4;-;1;-;-;-;-;-;9
"250360 CAICARA";-;1;-;3;2;-;5;3;2;1;-;-;-;17
"250370 CAJAZEIRAS";-;78;199;171;118;82;46;26;32;26;8;2;9;797
"250375 CAJAZEIRINHAS";-;-;-;4;-;1;3;-;6;2;2;-;-;18
"250380 CALDAS BRANDAO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"250390 CAMALAU";-;-;-;3;7;12;12;-;-;1;-;-;-;35
"250400 CAMPINA GRANDE";-;15;16;50;99;90;107;226;300;250;144;57;49;1403
"250403 CAPIM";-;-;2;5;2;-;2;6;2;-;-;-;1;20
"250407 CARAUBAS";-;-;-;1;-;-;-;-;1;1;-;-;-;3
"250410 CARRAPATEIRA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"250415 CASSERENGUE";-;-;1;4;10;3;4;-;3;-;-;-;-;25
"250420 CATINGUEIRA";-;1;14;4;8;30;7;-;-;3;-;-;-;67
"250430 CATOLE DO ROCHA";-;13;37;44;65;57;65;45;42;24;15;10;12;429
"250435 CATURITE";-;-;-;1;1;6;4;5;18;6;8;3;4;56
"250440 CONCEICAO";-;-;-;1;5;4;5;1;-;-;-;-;-;16
"250450 CONDADO";-;-;3;2;19;20;13;16;9;12;4;3;-;101
"250460 CONDE";-;-;-;16;13;21;12;4;5;2;1;-;-;74
"250470 CONGO";-;-;-;-;-;3;5;1;-;3;-;1;-;13
"250480 COREMAS";-;7;7;23;22;12;7;10;3;2;2;-;-;95
"250485 COXIXOLA";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"250490 CRUZ DO ESPIRITO SANTO";-;-;-;-;-;4;2;-;-;-;-;-;-;6
"250500 CUBATI";-;1;-;10;47;19;-;-;-;-;-;-;-;77
"250510 CUITE";-;1;4;7;9;4;2;3;-;-;-;-;-;30
"250520 CUITEGI";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"250527 CURRAL DE CIMA";-;-;-;-;-;-;-;5;10;1;1;-;-;17
"250535 DAMIAO";-;2;6;-;1;-;1;-;-;-;-;-;-;10
"250540 DESTERRO";-;-;1;1;1;-;-;-;-;-;1;-;-;4
"250550 VISTA SERRANA";-;-;-;1;21;88;25;26;8;8;-;-;-;177
"250560 DIAMANTE";-;4;2;-;-;-;-;-;-;1;1;3;8;19
"250570 DONA INES";-;14;13;21;33;7;6;2;-;3;1;2;1;103
"250580 DUAS ESTRADAS";-;-;-;1;3;2;2;1;-;-;-;-;-;9
"250590 EMAS";-;-;-;25;16;7;4;-;-;-;-;-;-;52
"250600 ESPERANCA";-;5;10;47;45;48;55;27;30;1;7;2;-;277
"250610 FAGUNDES";-;-;-;8;22;43;4;7;2;-;-;-;-;86
"250620 FREI MARTINHO";-;-;-;1;-;2;10;4;-;-;-;-;-;17
"250625 GADO BRAVO";-;-;-;-;-;-;-;-;-;1;2;-;-;3
"250630 GUARABIRA";-;2;6;7;22;42;21;21;65;48;20;16;18;288
"250640 GURINHEM";-;1;4;4;6;6;8;1;1;-;-;-;-;31
"250650 GURJAO";-;-;-;3;-;2;2;-;4;-;-;-;-;11
"250660 IBIARA";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250670 IMACULADA";-;10;7;31;18;3;7;3;-;-;-;-;-;79
"250680 INGA";-;1;1;5;12;5;3;2;4;-;-;-;-;33
"250690 ITABAIANA";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"250700 ITAPORANGA";-;8;4;7;15;44;37;34;15;4;3;13;6;190
"250710 ITAPOROROCA";-;7;31;66;31;15;14;5;4;7;7;5;-;192
"250720 ITATUBA";-;-;-;-;-;-;-;-;3;1;6;-;-;10
"250730 JACARAU";-;1;-;1;1;24;28;27;12;1;-;-;1;96
"250740 JERICO";-;-;2;4;18;25;5;1;1;2;-;2;6;66
"250750 JOAO PESSOA";-;165;237;470;882;1198;987;948;779;342;197;125;178;6508
"250760 JUAREZ TAVORA";-;-;1;8;8;-;-;-;-;-;-;-;-;17
"250770 JUAZEIRINHO";-;3;2;-;1;4;6;24;82;42;40;14;26;244
"250780 JUNCO DO SERIDO";-;-;-;2;-;-;1;-;-;-;-;-;-;3
"250790 JURIPIRANGA";-;1;-;1;-;1;4;1;-;-;-;-;-;8
"250800 JURU";-;1;1;1;2;4;4;5;13;2;-;-;-;33
"250810 LAGOA";-;-;17;1;2;-;-;-;-;-;-;-;-;20
"250820 LAGOA DE DENTRO";-;-;3;-;-;3;4;5;1;1;-;-;-;17
"250830 LAGOA SECA";-;3;2;2;1;8;8;9;-;2;3;-;-;38
"250850 LIVRAMENTO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250855 LOGRADOURO";-;-;-;-;2;4;2;4;1;2;-;-;-;15
"250860 LUCENA";-;-;1;3;5;7;5;5;-;1;-;-;-;27
"250870 MAE D'AGUA";-;-;-;3;10;23;10;9;6;1;1;-;-;63
"250880 MALTA";-;-;-;-;-;4;3;4;2;-;-;-;-;13
"250890 MAMANGUAPE";-;-;-;1;3;2;5;1;1;1;-;-;-;14
"250900 MANAIRA";-;3;10;4;7;18;6;-;-;-;-;1;-;49
"250910 MARI";-;-;3;2;3;5;3;4;12;7;-;-;-;39
"250915 MARIZOPOLIS";-;1;-;9;9;19;1;-;2;-;-;-;-;41
"250920 MASSARANDUBA";-;-;-;3;-;5;2;2;1;-;-;-;-;13
