2013
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebr.def
"Município de notificação";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250200 BELEM DO BREJO DO CRUZ";-;-;2;3;5;6;16;19;28;4;1;-;-;84
"250205 BERNARDINO BATISTA";-;7;53;36;3;3;-;-;-;-;-;-;-;102
"250210 BOA VENTURA";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"250215 BOA VISTA";-;-;-;1;-;-;1;-;5;2;5;2;-;16
"250220 BOM JESUS";-;-;1;6;4;9;6;6;2;6;-;1;-;41
"250230 BOM SUCESSO";-;3;7;3;8;7;-;9;2;1;2;-;-;42
"250240 BONITO DE SANTA FE";-;5;11;31;30;15;3;1;-;1;1;-;1;99
"250250 BOQUEIRAO";-;-;-;1;-;2;-;4;1;3;4;1;-;16
"250270 BORBOREMA";-;-;-;-;-;1;3;-;-;-;-;-;-;4
"250280 BREJO DO CRUZ";-;-;1;5;10;13;10;29;29;2;-;-;-;99
"250290 BREJO DOS SANTOS";-;18;62;30;16;12;44;30;2;1;-;-;1;216
"250300 CAAPORA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250310 CABACEIRAS";-;-;-;-;-;2;8;7;3;3;2;1;-;26
"250320 CABEDELO";-;27;27;42;27;55;72;81;31;34;26;7;6;435
"250330 CACHOEIRA DOS INDIOS";-;-;2;3;4;3;6;1;-;1;-;-;-;20
"250340 CACIMBA DE AREIA";-;-;-;1;-;1;1;1;-;-;-;-;-;4
"250350 CACIMBA DE DENTRO";-;-;-;-;-;-;-;22;6;-;-;1;-;29
"250355 CACIMBAS";-;-;-;-;-;3;-;-;-;-;-;-;-;3
"250360 CAICARA";-;1;-;3;2;-;-;2;-;-;-;-;-;8
"250370 CAJAZEIRAS";-;78;199;170;115;79;36;23;27;25;5;2;6;765
"250375 CAJAZEIRINHAS";-;-;-;4;-;1;3;-;6;2;2;-;-;18
"250390 CAMALAU";-;-;-;-;7;12;12;-;-;-;-;-;-;31
"250400 CAMPINA GRANDE";-;11;13;38;86;74;99;222;292;248;142;56;46;1327
"250403 CAPIM";-;-;2;5;2;-;2;6;2;-;-;-;1;20
"250407 CARAUBAS";-;-;-;1;-;-;-;-;1;1;-;-;-;3
"250410 CARRAPATEIRA";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"250415 CASSERENGUE";-;-;1;4;10;3;3;-;3;-;-;-;-;24
"250420 CATINGUEIRA";-;-;14;4;8;28;7;-;-;-;-;-;-;61
"250430 CATOLE DO ROCHA";-;8;7;8;14;20;43;39;37;22;14;10;11;233
"250435 CATURITE";-;-;-;1;1;3;3;4;15;4;8;3;4;46
"250440 CONCEICAO";-;-;-;1;5;3;-;-;-;-;-;-;-;9
"250450 CONDADO";-;-;3;1;17;12;12;10;9;12;4;3;-;83
"250460 CONDE";-;-;-;3;6;16;12;4;5;2;1;-;-;49
"250470 CONGO";-;-;-;-;-;1;-;-;-;1;-;1;-;3
"250480 COREMAS";-;-;1;-;5;1;1;3;-;-;1;-;-;12
"250485 COXIXOLA";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"250490 CRUZ DO ESPIRITO SANTO";-;-;-;-;-;4;2;-;-;-;-;-;-;6
"250500 CUBATI";-;1;-;10;47;19;-;-;-;-;-;-;-;77
"250510 CUITE";-;1;4;7;9;3;2;2;-;-;-;-;-;28
"250527 CURRAL DE CIMA";-;-;-;-;-;-;-;5;10;1;1;-;-;17
"250535 DAMIAO";-;2;6;-;1;-;-;-;-;-;-;-;-;9
"250540 DESTERRO";-;-;1;1;1;-;-;-;-;-;1;-;-;4
"250550 VISTA SERRANA";-;-;-;-;2;-;3;15;7;8;-;-;-;35
"250560 DIAMANTE";-;4;2;-;-;-;-;-;-;-;-;-;3;9
"250570 DONA INES";-;14;13;20;32;7;5;-;-;-;-;-;1;92
"250580 DUAS ESTRADAS";-;-;-;1;3;-;2;1;-;-;-;-;-;7
"250590 EMAS";-;-;-;24;16;6;1;-;-;-;-;-;-;47
"250600 ESPERANCA";-;5;9;45;43;48;54;25;30;1;4;2;-;266
"250610 FAGUNDES";-;-;-;8;22;43;4;7;2;-;-;-;-;86
"250620 FREI MARTINHO";-;-;-;1;-;2;10;4;-;-;-;-;-;17
"250625 GADO BRAVO";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"250630 GUARABIRA";-;1;5;5;14;23;12;12;45;35;17;16;18;203
"250640 GURINHEM";-;-;-;-;-;5;6;1;1;-;-;-;-;13
"250650 GURJAO";-;-;-;3;-;1;-;-;3;-;-;-;-;7
"250670 IMACULADA";-;10;7;31;18;3;5;3;-;-;-;-;-;77
"250680 INGA";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"250690 ITABAIANA";-;-;-;-;-;-;-;1;1;-;-;-;-;2
"250700 ITAPORANGA";-;8;4;6;10;27;17;30;14;4;3;13;6;142
"250710 ITAPOROROCA";-;6;31;65;29;8;-;5;4;4;5;-;-;157
"250720 ITATUBA";-;-;-;-;-;-;-;-;1;1;6;-;-;8
"250730 JACARAU";-;-;-;-;1;14;26;27;12;1;-;-;-;81
"250740 JERICO";-;-;-;-;1;-;2;1;1;2;-;2;6;15
"250750 JOAO PESSOA";-;123;176;165;169;357;391;359;182;76;67;60;89;2214
"250760 JUAREZ TAVORA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"250770 JUAZEIRINHO";-;-;-;-;1;-;6;22;82;42;40;14;25;232
"250780 JUNCO DO SERIDO";-;-;-;2;-;-;1;-;-;-;-;-;-;3
"250790 JURIPIRANGA";-;-;-;-;-;1;4;1;-;-;-;-;-;6
"250800 JURU";-;1;-;1;1;4;4;5;12;2;-;-;-;30
"250810 LAGOA";-;-;17;1;-;-;-;-;-;-;-;-;-;18
"250820 LAGOA DE DENTRO";-;-;3;-;-;2;2;3;-;-;-;-;-;10
"250830 LAGOA SECA";-;3;2;1;-;8;7;9;-;2;3;-;-;35
"250850 LIVRAMENTO";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"250855 LOGRADOURO";-;-;-;-;2;-;1;2;-;2;-;-;-;7
"250860 LUCENA";-;-;1;3;1;2;2;1;-;-;-;-;-;10
"250870 MAE D'AGUA";-;-;-;3;9;12;-;-;1;-;-;-;-;25
"250880 MALTA";-;-;-;-;-;3;3;4;2;-;-;-;-;12
"250890 MAMANGUAPE";-;-;-;-;2;-;4;1;-;-;-;-;-;7
"250900 MANAIRA";-;2;9;1;6;10;4;-;-;-;-;-;-;32
"250910 MARI";-;-;2;2;1;3;2;3;2;3;-;-;-;18
"250915 MARIZOPOLIS";-;-;-;8;3;-;1;-;-;-;-;-;-;12
"250920 MASSARANDUBA";-;-;-;3;-;5;2;2;1;-;-;-;-;13
"250930 MATARACA";-;1;-;5;1;2;1;-;-;-;-;-;-;10
"250933 MATINHAS";-;-;-;-;-;-;-;-;1;-;2;-;-;3
"250939 MATUREIA";-;1;1;11;25;4;1;-;-;-;-;-;-;43
"250940 MOGEIRO";-;-;-;-;-;1;1;-;-;-;-;-;-;2
"250950 MONTADAS";-;-;-;-;-;4;-;-;-;-;-;-;-;4
"250960 MONTE HOREBE";-;1;-;-;-;2;5;1;1;-;-;-;-;10
"250970 MONTEIRO";-;3;4;7;5;13;9;13;8;17;21;13;16;129
"250980 MULUNGU";-;-;1;-;-;-;1;1;-;-;-;-;-;3
"250990 NATUBA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251000 NAZAREZINHO";-;-;-;-;1;1;1;1;1;-;1;-;-;6
"251010 NOVA FLORESTA";-;-;-;2;6;4;3;3;-;-;-;-;-;18
"251020 NOVA OLINDA";-;10;-;-;-;-;-;-;-;-;-;-;-;10
"251030 NOVA PALMEIRA";-;-;2;-;-;2;22;21;-;-;-;-;-;47
"251040 OLHO D'AGUA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251050 OLIVEDOS";-;-;-;-;3;22;4;1;1;-;-;1;-;32
"251060 OURO VELHO";-;-;-;-;-;5;5;2;6;-;-;-;-;18
"251065 PARARI";-;-;-;1;3;11;4;5;-;-;2;-;-;26
"251070 PASSAGEM";-;-;2;1;5;3;-;2;4;3;1;-;-;21
"251080 PATOS";-;4;19;46;79;33;13;9;3;2;1;3;1;213
"251090 PAULISTA";-;-;-;1;24;5;-;-;-;-;-;-;-;30
"251100 PEDRA BRANCA";-;-;1;3;7;-;-;-;-;-;-;-;-;11
"251110 PEDRA LAVRADA";-;1;-;-;11;12;16;6;-;-;-;-;-;46
"251120 PEDRAS DE FOGO";-;-;1;-;-;5;-;-;-;-;1;-;-;7
"251130 PIANCO";-;4;6;7;19;26;13;11;7;1;3;-;-;97
"251140 PICUI";-;2;3;11;10;22;7;27;-;-;-;-;-;82
"251150 PILAR";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"251160 PILOES";-;-;-;-;-;12;12;-;-;-;-;-;-;24
"251170 PILOEZINHOS";-;-;-;-;5;7;1;3;1;2;-;-;-;19
"251180 PIRPIRITUBA";-;1;-;-;-;1;7;4;8;-;-;1;-;22
"251190 PITIMBU";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251200 POCINHOS";-;-;-;-;-;1;10;4;5;5;9;2;1;37
"251203 POCO DANTAS";-;-;-;-;2;6;1;-;-;1;-;-;-;10
"251207 POCO DE JOSE DE MOURA";-;-;7;-;-;-;-;-;-;-;-;-;-;7
"251210 POMBAL";-;-;6;25;48;11;14;31;5;2;-;2;-;144
"251220 PRATA";-;-;3;4;3;2;-;3;1;1;-;-;-;17
"251230 PRINCESA ISABEL";-;1;3;26;193;416;225;44;6;-;-;-;1;915
"251240 PUXINANA";-;-;-;1;-;7;1;1;-;-;-;-;-;10
"251250 QUEIMADAS";-;-;2;30;34;23;8;8;6;3;-;4;-;118
"251260 QUIXABA";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"251270 REMIGIO";-;1;7;11;18;12;1;2;-;-;-;-;-;52
"251272 PEDRO REGIS";-;-;-;-;-;-;2;8;14;7;1;2;1;35
"251274 RIACHAO";-;-;-;3;5;5;1;-;-;-;-;1;2;17
"251278 RIACHO DE SANTO ANTONIO";-;2;-;-;2;1;1;-;-;-;-;-;-;6
"251280 RIACHO DOS CAVALOS";-;-;-;-;-;-;1;4;27;9;1;5;-;47
"251290 RIO TINTO";-;-;-;1;1;-;-;-;2;-;-;-;-;4
"251300 SALGADINHO";-;-;-;-;2;-;1;7;-;-;-;-;-;10
"251310 SALGADO DE SAO FELIX";-;-;-;2;1;1;-;-;-;-;-;-;-;4
"251320 SANTA CRUZ";-;38;8;-;-;1;1;13;28;1;-;-;-;90
"251330 SANTA HELENA";-;7;7;10;15;4;5;-;-;-;-;-;1;49
"251340 SANTA LUZIA";-;2;4;5;10;12;16;4;6;5;2;2;1;69
"251350 SANTANA DE MANGUEIRA";-;1;-;-;-;1;-;1;-;-;-;-;2;5
"251360 SANTANA DOS GARROTES";-;-;9;30;47;34;1;-;-;-;-;-;-;121
"251365 JOCA CLAUDINO";-;14;-;-;6;3;2;-;8;4;1;5;3;46
"251370 SANTA RITA";-;-;-;5;4;12;4;-;-;-;11;7;8;51
"251380 SANTA TERESINHA";-;-;-;4;16;11;1;-;-;-;-;-;-;32
"251385 SANTO ANDRE";-;-;1;-;-;1;-;4;-;-;-;-;-;6
"251390 SAO BENTO";-;-;-;-;1;1;1;1;3;2;-;-;-;9
"251392 SAO BENTINHO";-;-;-;6;1;1;-;-;-;-;1;-;-;9
"251396 SAO DOMINGOS";-;-;-;2;-;1;2;1;2;-;-;-;-;8
"251398 SAO FRANCISCO";-;-;-;1;-;-;-;3;1;3;-;-;-;8
"251400 SAO JOAO DO CARIRI";-;3;7;8;9;-;-;-;-;-;-;-;-;27
"251410 SAO JOAO DO TIGRE";-;-;1;2;-;-;1;-;1;-;-;-;-;5
"251420 SAO JOSE DA LAGOA TAPADA";-;-;-;-;-;9;7;19;9;-;-;-;-;44
"251430 SAO JOSE DE CAIANA";-;-;-;6;4;-;-;-;-;-;-;-;-;10
"251440 SAO JOSE DE ESPINHARAS";-;-;1;2;19;14;8;7;2;-;-;-;-;53
"251445 SAO JOSE DOS RAMOS";-;-;1;1;3;-;-;1;4;4;-;-;1;15
"251450 SAO JOSE DE PIRANHAS";-;-;-;12;34;24;31;9;8;1;-;-;-;119
"251455 SAO JOSE DE PRINCESA";-;-;-;-;17;37;14;9;-;-;-;-;-;77
"251460 SAO JOSE DO BONFIM";-;-;-;-;-;3;1;-;2;-;-;-;-;6
"251470 SAO JOSE DO SABUGI";-;-;1;1;1;-;3;-;-;-;-;-;-;6
"251490 SAO MAMEDE";-;-;11;10;7;11;4;2;3;-;-;-;-;48
"251520 SAO SEBASTIAO DO UMBUZEIRO";-;-;-;-;-;3;1;-;1;-;-;-;-;5
"251530 SAPE";-;-;-;2;3;6;7;8;4;-;-;-;-;30
"251540 SAO VICENTE DO SERIDO";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"251550 SERRA BRANCA";-;-;-;-;-;4;12;13;1;-;-;-;-;30
"251560 SERRA DA RAIZ";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"251570 SERRA GRANDE";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"251590 SERRARIA";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"251593 SERTAOZINHO";-;1;-;-;-;2;1;1;-;-;-;3;-;8
"251597 SOBRADO";-;-;-;-;-;-;3;3;-;-;-;-;-;6
"251600 SOLANEA";-;-;-;-;1;4;4;5;2;1;-;-;-;17
"251610 SOLEDADE";-;1;1;8;15;19;1;-;-;-;-;-;-;45
"251620 SOUSA";-;1;26;49;126;218;104;60;20;1;-;-;-;605
"251630 SUME";-;-;-;-;-;3;3;5;7;5;1;-;-;24
"251640 TACIMA";-;-;-;-;3;2;1;-;-;-;1;-;-;7
"251660 TAVARES";-;1;-;-;-;-;3;3;-;1;-;-;-;8
"251670 TEIXEIRA";-;13;34;62;54;30;9;3;2;5;4;9;-;225
"251675 TENORIO";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251680 TRIUNFO";-;1;-;-;-;-;9;6;9;3;-;-;-;28
"251690 UIRAUNA";-;1;3;11;16;19;11;11;3;-;-;-;1;76
"251700 UMBUZEIRO";-;-;-;-;-;1;1;-;2;-;-;-;-;4
"251710 VARZEA";-;-;1;1;-;-;4;5;1;1;-;-;-;13
"251720 VIEIROPOLIS";-;-;-;-;20;8;9;1;-;-;-;-;-;38
"251740 ZABELE";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260005 ABREU E LIMA";-;1;-;3;4;4;3;1;3;-;2;1;1;23
"260010 AFOGADOS DA INGAZEIRA";-;1;3;2;5;28;14;14;5;-;-;3;3;78
"260030 AGRESTINA";-;-;-;1;-;2;2;-;3;1;1;3;-;13
"260040 AGUA PRETA";-;-;-;-;-;2;1;2;2;1;-;1;-;9
"260050 AGUAS BELAS";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"260060 ALAGOINHA";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"260070 ALIANCA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260080 ALTINHO";-;-;-;-;2;3;1;1;1;-;-;-;-;8
"260105 ARACOIABA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260110 ARARIPINA";-;3;2;-;-;1;-;5;-;-;-;-;-;11
"260120 ARCOVERDE";-;-;1;-;4;11;6;1;1;1;3;-;-;28
"260130 BARRA DE GUABIRABA";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"260160 BELEM DE SAO FRANCISCO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"260170 BELO JARDIM";-;-;1;5;45;15;14;10;11;2;-;-;-;103
"260180 BETANIA";-;-;-;3;-;-;-;-;-;-;-;-;-;3
"260190 BEZERROS";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"260200 BODOCO";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260220 BOM JARDIM";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"260230 BONITO";-;12;1;6;9;6;11;10;1;-;-;2;2;60
"260250 BREJINHO";-;-;-;-;-;15;2;2;-;-;-;-;-;19
"260260 BREJO DA MADRE DE DEUS";-;-;-;1;8;7;1;-;-;-;-;-;-;17
"260270 BUENOS AIRES";-;-;-;-;2;-;-;-;-;-;1;-;-;3
"260280 BUIQUE";-;1;-;2;2;5;3;1;-;-;-;-;-;14
"260290 CABO DE SANTO AGOSTINHO";-;15;10;51;89;89;67;38;36;24;26;16;3;464
"260320 CAETES";-;-;1;3;40;15;-;-;-;1;1;-;-;61
"260330 CALCADO";-;1;-;1;-;8;11;8;2;1;-;-;1;33
"260340 CALUMBI";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260345 CAMARAGIBE";-;-;-;-;1;1;-;1;1;-;1;-;-;5
"260350 CAMOCIM DE SAO FELIX";-;-;-;-;-;-;-;-;-;-;-;1;1;2
"260360 CAMUTANGA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260370 CANHOTINHO";-;-;-;8;1;-;-;-;-;-;-;-;-;9
"260380 CAPOEIRAS";-;-;1;-;1;1;1;-;3;1;-;-;-;8
"260392 CARNAUBEIRA DA PENHA";-;-;-;-;-;-;-;-;-;-;1;3;-;4
"260400 CARPINA";-;2;3;8;12;21;3;3;7;13;29;10;8;119
"260410 CARUARU";-;15;6;24;29;62;11;15;15;12;10;8;21;228
"260415 CASINHAS";-;-;4;7;1;2;1;1;-;-;-;-;-;16
"260430 CEDRO";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"260440 CHA DE ALEGRIA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"260450 CHA GRANDE";-;-;-;2;6;15;-;3;-;-;-;2;1;29
"260460 CONDADO";-;-;-;-;-;1;1;-;1;1;-;1;1;6
"260470 CORRENTES";-;-;-;-;1;8;11;-;-;-;-;-;-;20
"260480 CORTES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260490 CUMARU";-;-;-;-;2;2;-;-;-;-;-;-;-;4
"260500 CUPIRA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260510 CUSTODIA";-;-;1;1;-;-;-;-;1;1;1;-;-;5
"260520 ESCADA";-;1;2;13;2;5;4;1;-;2;-;1;-;31
"260530 EXU";-;1;-;1;-;1;1;-;1;-;-;-;1;6
"260545 FERNANDO DE NORONHA";-;-;-;-;6;8;-;1;-;-;-;-;-;15
"260570 FLORESTA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260580 FREI MIGUELINHO";-;-;-;-;-;-;3;-;-;-;-;-;-;3
"260590 GAMELEIRA";-;-;1;1;2;-;-;-;-;-;-;-;-;4
"260600 GARANHUNS";-;3;2;8;7;15;19;2;1;2;1;-;-;60
"260610 GLORIA DO GOITA";-;3;4;5;3;6;2;5;3;-;1;1;2;35
"260620 GOIANA";-;-;2;2;2;16;8;3;5;4;-;2;-;44
"260640 GRAVATA";-;1;1;5;1;11;6;13;7;5;5;7;6;68
"260660 IBIMIRIM";-;-;1;6;6;2;-;-;-;-;-;-;-;15
"260670 IBIRAJUBA";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"260680 IGARASSU";-;2;7;6;37;66;15;7;2;13;9;7;13;184
"260690 IGUARACY";-;-;2;-;-;-;-;-;-;-;-;-;1;3
"260700 INAJA";-;-;-;-;-;4;-;-;-;-;-;-;-;4
"260710 INGAZEIRA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260720 IPOJUCA";-;4;2;17;16;10;1;1;1;2;2;3;7;66
"260730 IPUBI";-;-;1;3;3;-;-;-;-;-;-;-;-;7
"260740 ITACURUBA";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"260760 ILHA DE ITAMARACA";-;-;1;-;1;2;1;-;-;-;6;1;-;12
"260765 ITAMBE";-;-;2;-;-;-;1;-;-;-;-;-;-;3
"260770 ITAPETIM";-;1;1;-;1;-;1;-;-;-;1;8;4;17
"260780 ITAQUITINGA";-;-;-;-;-;2;-;2;6;3;-;-;-;13
"260790 JABOATAO DOS GUARARAPES";-;8;16;69;155;177;82;32;34;34;13;25;15;660
"260795 JAQUEIRA";-;-;2;3;2;-;-;-;-;-;-;-;-;7
"260800 JATAUBA";-;2;-;2;2;11;19;7;1;-;-;-;-;44
"260805 JATOBA";-;1;-;9;13;3;1;-;-;-;3;-;-;30
"260810 JOAO ALFREDO";-;-;-;-;-;-;1;8;3;1;-;1;-;14
"260825 JUCATI";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"260830 JUPI";-;-;-;1;9;2;-;-;1;-;-;1;-;14
"260840 JUREMA";-;1;3;14;30;27;-;-;-;-;-;-;-;75
"260845 LAGOA DO CARRO";-;-;-;2;1;1;-;-;-;1;-;-;-;5
"260850 LAGOA DE ITAENGA";-;-;-;4;2;3;8;4;2;-;-;-;-;23
"260875 LAGOA GRANDE";-;-;-;-;-;-;-;5;4;-;-;-;2;11
"260880 LAJEDO";-;-;-;1;1;2;-;-;-;-;-;1;-;5
"260890 LIMOEIRO";-;5;2;4;15;15;6;8;1;2;2;4;1;65
"260900 MACAPARANA";-;-;1;1;4;1;1;2;-;-;-;-;-;10
"260910 MACHADOS";-;-;1;-;-;-;1;-;-;-;-;1;-;3
"260930 MIRANDIBA";-;1;-;-;1;-;1;-;-;-;-;-;-;3
"260940 MORENO";-;-;-;1;2;18;48;60;62;11;-;-;-;202
"260950 NAZARE DA MATA";-;-;-;-;1;2;2;3;-;-;1;-;-;9
"260960 OLINDA";-;22;32;64;84;83;45;33;35;48;50;37;28;561
"260970 OROBO";-;-;-;1;-;2;1;8;1;-;-;-;-;13
"260990 OURICURI";-;-;1;-;-;-;1;-;-;-;-;-;-;2
"261000 PALMARES";-;3;1;-;-;1;1;-;2;-;-;-;-;8
"261010 PALMEIRINA";-;-;15;6;2;-;-;-;-;-;-;-;-;23
"261020 PANELAS";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"261030 PARANATAMA";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261050 PASSIRA";-;11;9;2;6;-;-;-;-;1;-;1;2;32
"261060 PAUDALHO";-;1;1;-;-;1;-;-;-;-;-;-;-;3
"261070 PAULISTA";-;5;3;14;39;12;13;4;23;5;3;4;3;128
"261080 PEDRA";-;1;1;2;-;1;3;-;-;-;-;-;-;8
"261090 PESQUEIRA";-;2;3;4;1;2;6;-;-;1;3;2;2;26
"261100 PETROLANDIA";-;-;2;-;3;1;1;-;1;-;-;-;-;8
"261110 PETROLINA";-;3;3;4;7;11;12;7;5;11;1;6;3;73
"261120 POCAO";-;-;-;1;2;2;1;-;-;-;-;-;-;6
"261130 POMBOS";-;3;3;-;-;1;-;-;1;-;-;-;-;8
"261140 PRIMAVERA";-;-;-;2;1;4;-;-;-;-;-;-;-;7
"261150 QUIPAPA";-;-;1;1;1;-;1;-;-;-;-;-;-;4
"261153 QUIXABA";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"261160 RECIFE";-;122;168;280;541;506;313;230;210;115;144;122;85;2836
"261170 RIACHO DAS ALMAS";-;1;1;-;-;-;-;-;-;-;-;-;-;2
"261180 RIBEIRAO";-;-;2;1;1;2;-;-;-;-;-;-;-;6
"261190 RIO FORMOSO";-;-;3;2;2;-;-;-;-;-;-;-;-;7
"261210 SALGADINHO";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"261220 SALGUEIRO";-;2;3;2;1;1;3;10;13;23;32;2;5;97
"261230 SALOA";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261240 SANHARO";-;-;1;3;10;5;2;4;6;1;2;-;-;34
"261247 SANTA CRUZ DA BAIXA VERDE";-;-;-;-;1;2;1;1;-;-;-;-;-;5
"261250 SANTA CRUZ DO CAPIBARIBE";-;8;8;31;23;25;26;11;1;1;4;6;-;144
"261255 SANTA FILOMENA";-;-;3;-;1;-;-;-;-;-;-;-;-;4
"261260 SANTA MARIA DA BOA VISTA";-;1;-;-;-;-;-;-;-;-;1;-;-;2
"261270 SANTA MARIA DO CAMBUCA";-;-;-;-;-;-;-;-;-;2;-;-;-;2
"261300 SAO BENTO DO UNA";-;-;-;2;7;10;4;-;-;-;-;-;-;23
"261320 SAO JOAO";-;-;-;-;-;8;1;-;-;-;1;-;-;10
"261330 SAO JOAQUIM DO MONTE";-;-;-;-;2;-;5;1;4;3;6;1;-;22
"261340 SAO JOSE DA COROA GRANDE";-;-;-;3;8;8;-;-;-;-;-;-;-;19
"261350 SAO JOSE DO BELMONTE";-;7;39;43;44;14;5;6;1;-;1;-;-;160
"261360 SAO JOSE DO EGITO";-;1;7;3;14;25;14;8;3;2;-;-;-;77
"261370 SAO LOURENCO DA MATA";-;-;-;3;2;6;-;1;5;24;-;1;3;45
"261380 SAO VICENTE FERRER";-;-;-;-;1;7;3;-;4;3;2;-;-;20
"261390 SERRA TALHADA";-;3;3;4;8;24;25;3;7;-;2;5;2;86
"261400 SERRITA";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"261410 SERTANIA";-;2;1;-;1;-;-;-;-;-;-;-;-;4
"261430 MOREILANDIA";-;-;1;3;1;3;-;-;-;-;-;-;-;8
"261450 SURUBIM";-;4;5;6;10;13;6;5;10;1;1;1;1;63
"261460 TABIRA";-;-;-;1;-;1;1;1;-;-;-;-;-;4
"261470 TACAIMBO";-;-;-;-;1;-;1;-;-;-;3;-;1;6
"261480 TACARATU";-;-;-;-;-;17;11;3;1;-;-;1;-;33
"261485 TAMANDARE";-;4;1;4;7;36;14;3;1;2;4;3;-;79
"261500 TAQUARITINGA DO NORTE";-;2;6;3;9;13;16;9;3;2;-;2;-;65
"261510 TEREZINHA";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"261530 TIMBAUBA";-;-;1;-;-;1;-;1;-;-;-;-;-;3
"261540 TORITAMA";-;-;-;-;1;-;-;-;-;7;-;-;-;8
"261550 TRACUNHAEM";-;-;1;-;-;1;-;-;1;-;-;-;-;3
"261560 TRINDADE";-;-;-;-;2;-;1;-;-;-;1;-;-;4
"261570 TRIUNFO";-;-;-;-;4;8;7;-;-;1;1;2;-;23
"261580 TUPANATINGA";-;-;2;-;-;1;-;-;-;-;-;-;-;3
"261590 TUPARETAMA";-;-;-;1;5;-;1;-;-;-;-;-;-;7
"261600 VENTUROSA";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"261610 VERDEJANTE";-;-;-;-;1;-;-;-;-;-;-;-;1;2
"261620 VERTENTES";-;-;-;1;4;10;12;4;4;5;5;1;-;46
"261630 VICENCIA";-;1;-;-;1;-;-;-;-;-;-;-;-;2
"261640 VITORIA DE SANTO ANTAO";-;3;1;3;9;5;15;3;2;1;-;-;1;43
"261650 XEXEU";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270010 AGUA BRANCA";-;-;1;1;-;-;1;-;-;-;-;-;-;3
"270020 ANADIA";-;2;-;-;-;-;-;-;-;-;-;-;-;2
"270030 ARAPIRACA";-;46;40;120;316;749;758;359;399;473;424;426;260;4370
"270040 ATALAIA";-;2;1;-;-;4;2;3;-;-;-;-;-;12
"270060 BARRA DE SAO MIGUEL";-;-;1;-;-;-;-;1;-;-;-;-;-;2
"270080 BELEM";-;-;-;-;-;-;-;-;-;-;-;3;-;3
"270100 BOCA DA MATA";-;1;1;1;1;-;1;-;-;-;-;-;-;5
"270110 BRANQUINHA";-;1;-;-;-;3;-;-;1;-;-;-;-;5
"270120 CACIMBINHAS";-;-;-;1;-;-;1;1;-;-;-;1;-;4
"270130 CAJUEIRO";-;-;-;-;2;-;-;-;-;-;-;-;-;2
