2023
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/sifilisadquiridabr.def
Acquired Syphilis
"Município de residência";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Total"
"431400 PARAI";-;1;-;-;-;-;-;1
"431403 PARECI NOVO";1;1;-;-;2;-;-;4
"431405 PAROBE";15;12;9;7;11;6;1;61
"431410 PASSO FUNDO";42;68;96;70;58;54;11;399
"431415 PAVERAMA";2;1;2;-;-;-;5;10
"431420 PEDRO OSORIO";5;4;-;2;-;1;-;12
"431440 PELOTAS";32;20;76;49;179;17;-;373
"431446 PINHAL DA SERRA";1;1;-;-;-;-;-;2
"431450 PINHEIRO MACHADO";4;2;7;9;2;2;1;27
"431460 PIRATINI";2;-;3;-;1;1;-;7
"431475 POCO DAS ANTAS";2;-;-;-;2;-;-;4
"431477 PONTAO";-;-;-;-;-;-;1;1
"431480 PORTAO";-;2;-;1;-;-;1;4
"431490 PORTO ALEGRE";239;107;155;118;194;135;4;952
"431500 PORTO LUCENA";-;-;1;-;-;-;-;1
"431513 POUSO NOVO";-;-;1;-;-;-;-;1
"431514 PRESIDENTE LUCENA";-;-;-;-;-;2;-;2
"431515 PROGRESSO";1;1;-;2;1;1;1;7
"431530 QUARAI";12;1;3;3;11;6;1;37
"431550 RESTINGA SECA";3;1;-;-;-;-;-;4
"431560 RIO GRANDE";18;36;38;30;51;20;6;199
"431570 RIO PARDO";5;2;12;-;9;1;4;33
"431580 ROCA SALES";1;5;-;-;-;-;-;6
"431590 RODEIO BONITO";-;-;1;-;-;-;-;1
"431600 ROLANTE";2;-;2;1;1;2;-;8
"431610 RONDA ALTA";-;-;-;1;1;-;-;2
"431630 ROQUE GONZALES";-;-;2;-;1;-;1;4
"431640 ROSARIO DO SUL";6;6;9;4;1;2;-;28
"431645 SALTO DO JACUI";1;-;-;-;1;1;-;3
"431650 SALVADOR DO SUL";-;-;2;-;-;1;-;3
"431660 SANANDUVA";-;1;1;-;1;1;-;4
"431670 SANTA BARBARA DO SUL";-;-;2;1;-;-;3;6
"431675 SANTA CLARA DO SUL";2;3;-;-;1;-;-;6
"431680 SANTA CRUZ DO SUL";38;25;34;15;16;22;3;153
"431690 SANTA MARIA";54;43;75;24;42;39;1;278
"431695 SANTA MARIA DO HERVAL";1;-;-;1;-;-;-;2
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;1;-;1
"431710 SANT'ANA DO LIVRAMENTO";10;21;19;10;7;10;4;81
"431720 SANTA ROSA";9;7;15;14;8;12;-;65
"431725 SANTA TEREZA";-;-;-;-;-;1;-;1
"431730 SANTA VITORIA DO PALMAR";1;5;3;-;1;2;3;15
"431740 SANTIAGO";16;20;17;7;3;1;2;66
"431750 SANTO ANGELO";10;3;9;4;3;3;-;32
"431760 SANTO ANTONIO DA PATRULHA";9;8;3;16;8;8;3;55
"431770 SANTO ANTONIO DAS MISSOES";-;-;-;1;1;-;-;2
"431780 SANTO AUGUSTO";-;1;-;1;-;-;-;2
"431790 SANTO CRISTO";3;1;-;4;-;3;-;11
"431800 SAO BORJA";4;6;4;3;4;3;-;24
"431805 SAO DOMINGOS DO SUL";-;2;1;-;2;-;-;5
"431810 SAO FRANCISCO DE ASSIS";3;2;6;2;1;2;1;17
"431820 SAO FRANCISCO DE PAULA";7;4;12;7;5;2;-;37
"431830 SAO GABRIEL";6;8;3;3;2;-;-;22
"431840 SAO JERONIMO";-;-;-;1;-;-;-;1
"431843 SAO JOAO DO POLESINE";1;-;-;1;1;-;-;3
"431844 SAO JORGE";-;-;1;-;-;-;-;1
"431845 SAO JOSE DAS MISSOES";-;-;1;-;-;-;-;1
"431846 SAO JOSE DO HERVAL";-;-;-;-;-;1;-;1
"431850 SAO JOSE DO NORTE";-;3;3;4;4;-;-;14
"431860 SAO JOSE DO OURO";-;-;-;-;1;-;-;1
"431861 SAO JOSE DO SUL";-;-;1;1;1;-;-;3
"431862 SAO JOSE DOS AUSENTES";-;-;-;2;1;-;-;3
"431870 SAO LEOPOLDO";41;51;67;44;50;29;-;282
"431880 SAO LOURENCO DO SUL";-;3;-;1;1;-;-;5
"431890 SAO LUIZ GONZAGA";9;3;4;5;9;10;-;40
"431900 SAO MARCOS";6;5;2;3;2;1;-;19
"431912 SAO MARTINHO DA SERRA";1;-;1;1;-;-;-;3
"431920 SAO NICOLAU";1;1;-;1;-;-;-;3
"431930 SAO PAULO DAS MISSOES";1;-;-;-;-;-;1;2
"431935 SAO PEDRO DA SERRA";-;-;1;-;1;-;-;2
"431937 SAO PEDRO DO BUTIA";1;-;-;-;-;-;-;1
"431940 SAO PEDRO DO SUL";1;-;1;-;-;-;-;2
"431950 SAO SEBASTIAO DO CAI";1;-;3;2;1;4;-;11
"431960 SAO SEPE";4;2;-;-;-;1;-;7
"431971 SAO VALENTIM DO SUL";-;1;-;-;-;-;-;1
"431973 SAO VALERIO DO SUL";-;-;-;-;-;1;-;1
"431980 SAO VICENTE DO SUL";1;2;2;-;-;-;-;5
"431990 SAPIRANGA";18;14;20;18;9;6;1;86
"432000 SAPUCAIA DO SUL";37;24;34;31;45;24;3;198
"432010 SARANDI";3;1;2;2;1;1;-;10
"432020 SEBERI";-;-;1;1;-;3;-;5
"432026 SEGREDO";-;3;1;1;-;-;-;5
"432030 SELBACH";-;-;-;1;1;-;-;2
"432032 SENADOR SALGADO FILHO";-;-;-;-;-;-;1;1
"432035 SENTINELA DO SUL";-;1;-;2;2;-;-;5
"432040 SERAFINA CORREA";1;2;3;5;3;-;-;14
"432045 SERIO";-;-;-;-;1;-;-;1
"432050 SERTAO";-;-;-;1;-;-;-;1
"432055 SERTAO SANTANA";-;-;-;1;-;-;-;1
"432065 SILVEIRA MARTINS";-;1;1;-;-;-;-;2
"432067 SINIMBU";-;1;-;-;-;-;-;1
"432070 SOBRADINHO";1;3;2;7;1;-;1;15
"432080 SOLEDADE";5;13;18;13;12;11;-;72
"432085 TABAI";-;-;-;-;1;-;-;1
"432090 TAPEJARA";6;2;6;7;3;4;1;29
"432100 TAPERA";-;-;-;-;-;1;-;1
"432110 TAPES";3;1;-;1;1;2;-;8
"432120 TAQUARA";17;19;13;-;-;6;2;57
"432130 TAQUARI";3;3;3;3;7;1;-;20
"432135 TAVARES";-;-;-;-;-;-;1;1
"432140 TENENTE PORTELA";-;-;-;-;1;-;1;2
"432143 TERRA DE AREIA";1;1;-;4;-;-;-;6
"432145 TEUTONIA";6;4;10;7;8;6;-;41
"432146 TIO HUGO";-;-;1;-;2;2;-;5
"432149 TOROPI";1;-;-;-;-;-;-;1
"432150 TORRES";2;8;8;6;5;12;-;41
"432160 TRAMANDAI";27;27;43;35;39;10;-;181
"432166 TRES CACHOEIRAS";-;-;1;1;2;-;-;4
"432170 TRES COROAS";9;7;9;5;7;-;1;38
"432180 TRES DE MAIO";4;2;5;1;3;-;-;15
"432183 TRES FORQUILHAS";-;-;-;1;-;-;-;1
"432185 TRES PALMEIRAS";-;-;1;-;-;-;-;1
"432190 TRES PASSOS";5;3;-;1;-;-;1;10
"432195 TRINDADE DO SUL";-;-;-;2;-;-;-;2
"432200 TRIUNFO";9;4;6;-;3;1;-;23
"432210 TUCUNDUVA";-;-;1;-;1;-;-;2
"432218 TUPANCI DO SUL";-;-;-;2;-;-;-;2
"432220 TUPANCIRETA";1;5;2;-;-;2;-;10
"432225 TUPANDI";1;-;6;3;1;1;1;13
"432232 TURUCU";-;-;1;-;-;-;-;1
"432235 UNIAO DA SERRA";-;-;-;2;-;-;-;2
"432240 URUGUAIANA";3;9;19;17;19;9;1;77
"432250 VACARIA";12;4;8;4;5;-;1;34
"432253 VALE DO SOL";-;1;1;-;1;2;-;5
"432254 VALE REAL";-;-;-;-;-;1;-;1
"432260 VENANCIO AIRES";9;9;15;9;6;25;2;75
"432270 VERA CRUZ";7;-;-;2;5;2;-;16
"432280 VERANOPOLIS";5;3;3;-;3;4;2;20
"432300 VIAMAO";34;24;82;47;53;47;7;294
"432330 VILA FLORES";-;1;-;-;-;-;-;1
"432340 VILA MARIA";-;-;-;1;1;-;-;2
"432345 VILA NOVA DO SUL";-;-;1;-;-;-;-;1
"432377 WESTFALIA";-;-;1;1;-;-;-;2
"432380 XANGRI-LA";-;-;1;1;1;-;-;3
"500060 AMAMBAI";-;3;7;3;1;2;-;16
"500070 ANASTACIO";-;4;-;3;4;4;-;15
"500080 ANAURILANDIA";-;2;1;2;3;-;-;8
"500085 ANGELICA";1;1;2;-;1;1;-;6
"500090 ANTONIO JOAO";-;-;-;-;-;2;-;2
"500100 APARECIDA DO TABOADO";-;4;3;1;1;1;-;10
"500110 AQUIDAUANA";11;9;15;8;15;1;-;59
"500124 ARAL MOREIRA";-;1;1;-;-;-;-;2
"500150 BANDEIRANTES";-;-;1;-;-;-;-;1
"500200 BATAYPORA";1;-;-;-;-;-;-;1
"500210 BELA VISTA";2;-;-;-;-;-;-;2
"500220 BONITO";-;2;2;5;1;-;-;10
"500230 BRASILANDIA";2;2;2;3;1;-;-;10
"500240 CAARAPO";-;-;-;1;4;1;1;7
"500260 CAMAPUA";-;2;3;-;2;-;-;7
"500270 CAMPO GRANDE";110;102;134;87;137;75;4;649
"500280 CARACOL";-;-;-;1;1;3;-;5
"500295 CHAPADAO DO SUL";1;2;9;1;1;3;-;17
"500310 CORGUINHO";-;-;-;-;1;-;-;1
"500315 CORONEL SAPUCAIA";2;-;-;2;-;-;-;4
"500320 CORUMBA";15;5;10;27;11;6;-;74
"500325 COSTA RICA";-;1;4;-;2;-;-;7
"500330 COXIM";11;4;1;9;4;1;-;30
"500345 DEODAPOLIS";3;4;8;2;1;3;-;21
"500348 DOIS IRMAOS DO BURITI";-;2;-;-;1;4;-;7
"500350 DOURADINA";-;-;3;-;-;-;-;3
"500370 DOURADOS";22;21;37;15;15;6;-;116
"500380 FATIMA DO SUL";1;-;1;2;2;1;-;7
"500390 FIGUEIRAO";2;-;-;-;-;-;-;2
"500400 GLORIA DE DOURADOS";-;-;1;-;-;-;-;1
"500410 GUIA LOPES DA LAGUNA";-;2;-;1;2;-;-;5
"500430 IGUATEMI";3;1;4;1;1;-;-;10
"500440 INOCENCIA";-;-;3;1;-;-;-;4
"500450 ITAPORA";1;1;4;2;-;-;1;9
"500460 ITAQUIRAI";5;-;1;1;4;3;-;14
"500470 IVINHEMA";2;3;3;1;1;1;-;11
"500480 JAPORA";-;-;1;1;-;-;-;2
"500490 JARAGUARI";-;1;-;-;1;-;-;2
"500500 JARDIM";1;-;5;3;3;4;-;16
"500510 JATEI";-;-;-;1;-;-;-;1
"500515 JUTI";-;1;2;-;-;-;-;3
"500520 LADARIO";1;3;1;-;2;7;-;14
"500540 MARACAJU";4;5;9;9;4;5;-;36
"500560 MIRANDA";1;1;-;-;-;-;-;2
"500568 MUNDO NOVO";1;-;-;1;3;1;-;6
"500570 NAVIRAI";12;9;6;1;3;3;1;35
"500580 NIOAQUE";-;-;-;-;1;-;-;1
"500600 NOVA ALVORADA DO SUL";2;1;-;-;-;-;-;3
"500620 NOVA ANDRADINA";8;4;6;5;6;-;-;29
"500625 NOVO HORIZONTE DO SUL";3;1;1;1;-;-;-;6
"500627 PARAISO DAS AGUAS";-;-;-;-;-;1;-;1
"500630 PARANAIBA";-;-;-;5;-;4;-;9
"500635 PARANHOS";-;-;-;-;1;1;-;2
"500640 PEDRO GOMES";1;-;-;-;-;-;-;1
"500660 PONTA PORA";1;1;4;2;3;1;1;13
"500710 RIBAS DO RIO PARDO";5;3;5;3;12;1;-;29
"500720 RIO BRILHANTE";1;-;1;4;4;1;-;11
"500730 RIO NEGRO";1;-;1;-;-;-;-;2
"500740 RIO VERDE DE MATO GROSSO";2;2;-;-;2;1;-;7
"500750 ROCHEDO";-;-;1;-;1;-;-;2
"500755 SANTA RITA DO PARDO";-;1;-;-;-;-;-;1
"500769 SAO GABRIEL DO OESTE";7;3;2;1;7;4;-;24
"500790 SIDROLANDIA";13;5;11;7;15;6;-;57
"500793 SONORA";4;1;2;4;1;4;-;16
"500795 TACURU";-;-;-;-;1;-;-;1
"500797 TAQUARUSSU";-;2;-;-;-;-;-;2
"500800 TERENOS";-;2;-;-;2;1;-;5
"500830 TRES LAGOAS";12;6;8;4;5;7;-;42
"500840 VICENTINA";-;1;-;-;1;-;-;2
"510010 ACORIZAL";-;1;-;1;-;-;-;2
"510020 AGUA BOA";8;7;5;8;6;5;-;39
"510025 ALTA FLORESTA";3;6;6;14;6;3;-;38
"510030 ALTO ARAGUAIA";-;1;-;-;-;-;-;1
"510035 ALTO BOA VISTA";-;1;-;-;-;-;-;1
"510040 ALTO GARCAS";-;-;-;-;1;-;-;1
"510050 ALTO PARAGUAI";-;-;-;1;-;-;-;1
"510060 ALTO TAQUARI";-;5;2;-;2;-;-;9
"510100 ARAGUAIANA";1;-;-;-;-;-;-;1
"510125 ARAPUTANGA";1;1;2;1;2;5;-;12
"510130 ARENAPOLIS";-;-;-;-;1;-;-;1
"510140 ARIPUANA";-;1;-;2;2;1;-;6
"510170 BARRA DO BUGRES";3;2;4;-;7;-;-;16
"510180 BARRA DO GARCAS";-;-;-;2;2;-;-;4
"510185 BOM JESUS DO ARAGUAIA";1;-;2;1;-;-;-;4
"510190 BRASNORTE";1;-;-;-;-;-;-;1
"510250 CACERES";-;-;3;-;-;1;-;4
"510260 CAMPINAPOLIS";2;-;2;-;-;-;-;4
"510263 CAMPO NOVO DO PARECIS";5;6;3;5;4;7;1;31
"510268 CAMPOS DE JULIO";1;-;6;2;1;-;-;10
"510269 CANABRAVA DO NORTE";-;1;-;-;-;-;-;1
"510270 CANARANA";-;1;4;2;-;2;2;11
"510300 CHAPADA DOS GUIMARAES";1;-;1;-;-;-;-;2
"510305 CLAUDIA";3;2;6;4;3;1;-;19
"510320 COLIDER";4;2;3;3;1;3;-;16
"510325 COLNIZA";2;2;3;1;-;1;-;9
"510330 COMODORO";1;6;2;4;1;2;-;16
"510335 CONFRESA";2;-;1;-;-;-;-;3
"510336 CONQUISTA D'OESTE";-;-;-;-;-;1;-;1
"510337 COTRIGUACU";2;-;-;-;-;-;-;2
"510340 CUIABA";91;113;137;99;28;5;1;474
"510343 CURVELANDIA";-;-;-;-;-;2;-;2
"510345 DENISE";-;1;-;-;-;-;-;1
"510350 DIAMANTINO";2;-;-;-;1;-;-;3
"510360 DOM AQUINO";-;2;1;-;-;-;-;3
"510370 FELIZ NATAL";-;-;2;1;1;1;-;5
"510380 FIGUEIROPOLIS D'OESTE";-;-;2;-;-;-;-;2
"510385 GAUCHA DO NORTE";-;1;-;-;-;-;-;1
"510390 GENERAL CARNEIRO";-;1;-;-;2;-;-;3
"510410 GUARANTA DO NORTE";1;-;-;-;-;-;-;1
"510420 GUIRATINGA";-;-;-;1;-;-;-;1
"510452 IPIRANGA DO NORTE";1;-;2;-;-;-;-;3
"510454 ITANHANGA";-;2;3;-;1;-;-;6
"510455 ITAUBA";-;-;2;-;-;1;-;3
"510480 JACIARA";-;1;-;-;-;-;-;1
"510490 JANGADA";1;-;-;-;2;-;-;3
"510500 JAURU";-;1;-;-;-;1;-;2
"510510 JUARA";1;-;-;3;4;1;-;9
"510515 JUINA";2;3;8;3;4;6;1;27
"510523 LAMBARI D'OESTE";-;-;1;1;-;-;-;2
"510525 LUCAS DO RIO VERDE";3;1;2;-;-;1;-;7
"510550 VILA BELA DA SANTISSIMA TRINDADE";-;1;2;-;-;-;-;3
"510558 MARCELANDIA";3;5;2;4;2;4;1;21
"510560 MATUPA";-;-;4;-;-;-;-;4
"510562 MIRASSOL D'OESTE";1;1;3;-;1;4;-;10
"510590 NOBRES";2;-;-;-;-;-;-;2
"510610 NOSSA SENHORA DO LIVRAMENTO";2;1;2;4;8;8;-;25
"510615 NOVA BANDEIRANTES";1;3;1;-;-;-;-;5
"510618 NOVA LACERDA";-;-;1;-;-;-;-;1
"510619 NOVA SANTA HELENA";-;-;-;1;-;-;-;1
"510622 NOVA MUTUM";16;10;20;20;9;16;-;91
"510623 NOVA OLIMPIA";-;-;-;-;2;-;-;2
"510624 NOVA UBIRATA";1;1;3;3;1;-;-;9
"510625 NOVA XAVANTINA";2;-;-;2;2;2;-;8
"510626 NOVO MUNDO";-;-;-;1;-;-;-;1
"510627 NOVO HORIZONTE DO NORTE";-;-;-;1;-;-;-;1
"510631 NOVO SANTO ANTONIO";-;-;-;-;1;-;-;1
"510637 PEDRA PRETA";1;1;-;-;-;-;-;2
"510645 PLANALTO DA SERRA";1;1;1;-;-;-;-;3
"510650 POCONE";1;-;1;-;-;-;-;2
"510665 PONTAL DO ARAGUAIA";1;1;-;1;-;-;-;3
"510675 PONTES E LACERDA";6;17;9;11;11;6;-;60
"510680 PORTO DOS GAUCHOS";1;-;1;-;-;-;-;2
"510682 PORTO ESPERIDIAO";-;-;-;-;-;1;-;1
"510700 POXOREO";-;-;-;-;-;1;-;1
"510704 PRIMAVERA DO LESTE";14;3;20;13;11;28;-;89
"510706 QUERENCIA";1;2;2;-;5;3;1;14
"510715 RESERVA DO CABACAL";1;-;-;-;-;-;-;1
"510718 RIBEIRAO CASCALHEIRA";1;8;3;-;1;-;-;13
"510719 RIBEIRAOZINHO";-;2;-;-;-;-;-;2
"510724 SANTA CARMEM";-;-;-;-;1;-;-;1
"510726 SANTO AFONSO";-;-;-;-;-;1;-;1
"510730 SAO JOSE DO RIO CLARO";-;-;-;4;3;1;-;8
"510735 SAO JOSE DO XINGU";-;-;1;-;-;-;-;1
"510740 SAO PEDRO DA CIPA";-;2;-;-;-;-;-;2
"510757 RONDOLANDIA";-;-;-;-;1;-;-;1
"510760 RONDONOPOLIS";12;8;16;20;25;17;2;100
"510770 ROSARIO OESTE";2;-;1;5;7;1;-;16
"510776 SANTA RITA DO TRIVELATO";-;-;-;-;1;1;-;2
"510777 SANTA TEREZINHA";-;-;1;-;-;-;-;1
"510779 SANTO ANTONIO DO LESTE";2;2;-;-;-;-;-;4
"510780 SANTO ANTONIO DO LEVERGER";1;1;-;-;1;-;-;3
"510785 SAO FELIX DO ARAGUAIA";-;2;-;2;1;-;-;5
"510787 SAPEZAL";2;9;3;3;3;2;2;24
"510790 SINOP";45;35;55;49;60;23;-;267
"510794 TABAPORA";-;1;3;2;1;-;-;7
"510795 TANGARA DA SERRA";6;17;19;15;13;9;-;79
"510800 TAPURAH";-;1;-;-;1;-;-;2
"510805 TERRA NOVA DO NORTE";1;1;1;-;-;-;-;3
"510830 UNIAO DO SUL";-;-;1;-;-;-;-;1
"510840 VARZEA GRANDE";17;38;46;27;26;14;-;168
"510860 VILA RICA";1;-;-;1;-;-;-;2
"510885 NOVA MARILANDIA";-;-;-;1;2;1;-;4
"510890 NOVA MARINGA";-;1;-;-;-;-;-;1
"510895 NOVA MONTE VERDE";-;5;1;3;1;-;-;10
"520005 ABADIA DE GOIAS";-;1;-;2;-;3;-;6
"520010 ABADIANIA";2;1;1;-;5;-;1;10
"520013 ACREUNA";1;-;-;-;-;3;1;5
"520017 AGUA FRIA DE GOIAS";-;3;1;-;-;1;-;5
"520025 AGUAS LINDAS DE GOIAS";30;12;3;5;12;11;1;74
"520030 ALEXANIA";-;2;-;-;1;1;-;4
"520055 ALTO HORIZONTE";1;-;-;1;-;-;-;2
"520060 ALTO PARAISO DE GOIAS";2;-;3;-;1;-;-;6
"520080 ALVORADA DO NORTE";-;-;-;-;-;2;-;2
"520085 AMERICANO DO BRASIL";-;-;1;-;1;-;-;2
"520110 ANAPOLIS";91;59;72;75;88;90;29;504
"520130 ANICUNS";3;-;1;-;2;1;-;7
"520140 APARECIDA DE GOIANIA";111;85;115;88;127;147;13;686
"520150 APORE";-;-;1;-;-;-;-;1
"520170 ARAGARCAS";3;1;3;1;-;1;-;9
"520180 ARAGOIANIA";-;1;-;-;4;1;-;6
"520215 ARAGUAPAZ";-;1;-;-;1;-;-;2
"520235 ARENOPOLIS";-;-;-;1;-;-;-;1
"520250 ARUANA";-;-;-;-;1;-;-;1
"520320 BARRO ALTO";-;-;-;1;2;-;-;3
"520330 BELA VISTA DE GOIAS";2;1;3;2;2;-;-;10
"520340 BOM JARDIM DE GOIAS";-;-;1;1;4;2;-;8
"520350 BOM JESUS DE GOIAS";1;-;-;-;-;-;-;1
"520355 BONFINOPOLIS";-;-;-;-;1;1;-;2
"520357 BONOPOLIS";1;-;-;-;-;-;-;1
"520360 BRAZABRANTES";-;-;-;-;-;1;-;1
"520380 BRITANIA";-;-;-;1;-;-;-;1
"520400 CABECEIRAS";1;1;-;-;2;-;-;4
"520410 CACHOEIRA ALTA";-;-;-;1;1;-;-;2
"520425 CACHOEIRA DOURADA";-;1;-;-;-;-;-;1
"520430 CACU";-;-;2;-;-;2;-;4
"520440 CAIAPONIA";1;1;-;1;-;1;-;4
"520450 CALDAS NOVAS";15;5;13;24;15;18;1;91
"520455 CALDAZINHA";1;-;1;1;-;-;-;3
"520460 CAMPESTRE DE GOIAS";-;-;1;-;-;-;-;1
"520470 CAMPINORTE";1;-;-;-;1;1;-;3
"520485 CAMPO LIMPO DE GOIAS";-;-;-;1;-;-;-;1
"520490 CAMPOS BELOS";-;-;-;-;-;1;-;1
"520500 CARMO DO RIO VERDE";1;-;1;1;-;-;-;3
"520505 CASTELANDIA";-;-;1;-;-;-;-;1
"520510 CATALAO";2;6;1;3;3;1;-;16
"520540 CERES";-;2;1;2;1;1;-;7
"520545 CEZARINA";-;-;1;-;-;-;-;1
"520547 CHAPADAO DO CEU";-;1;3;4;2;-;-;10
"520549 CIDADE OCIDENTAL";3;7;2;2;4;2;-;20
"520551 COCALZINHO DE GOIAS";1;-;1;-;-;-;-;2
"520570 CORREGO DO OURO";-;-;-;-;1;-;-;1
"520580 CORUMBA DE GOIAS";2;1;-;-;1;1;-;5
"520590 CORUMBAIBA";-;-;-;-;-;2;-;2
"520620 CRISTALINA";4;2;9;2;7;7;1;32
"520630 CRISTIANOPOLIS";-;-;-;1;-;-;-;1
"520640 CRIXAS";2;2;3;-;1;2;1;11
"520680 DAMOLANDIA";-;1;-;1;-;-;-;2
"520725 DOVERLANDIA";3;1;-;2;4;-;-;10
"520735 EDEALINA";1;-;1;1;1;-;-;4
"520740 EDEIA";-;4;1;-;-;-;-;5
"520753 FAINA";-;1;-;-;1;-;-;2
"520760 FAZENDA NOVA";-;-;-;-;1;-;-;1
"520780 FIRMINOPOLIS";-;3;6;1;-;1;-;11
"520790 FLORES DE GOIAS";2;-;1;1;-;1;-;5
"520800 FORMOSA";6;10;12;12;7;11;2;60
"520815 GAMELEIRA DE GOIAS";-;1;-;-;-;1;-;2
"520830 DIVINOPOLIS DE GOIAS";1;-;-;-;-;-;-;1
"520840 GOIANAPOLIS";2;1;2;3;3;1;-;12
"520860 GOIANESIA";-;4;8;9;10;2;-;33
"520870 GOIANIA";219;251;283;284;229;114;11;1391
"520880 GOIANIRA";9;4;2;8;5;4;-;32
"520890 GOIAS";4;2;5;4;2;6;2;25
"520910 GOIATUBA";2;4;2;2;-;3;-;13
"520920 GUAPO";-;-;4;1;3;4;-;12
"520940 GUARANI DE GOIAS";1;-;-;-;-;-;-;1
"520960 HEITORAI";-;-;-;-;2;-;-;2
"520970 HIDROLANDIA";4;1;2;3;-;1;-;11
"520993 INACIOLANDIA";1;-;-;-;-;-;-;1
"520995 INDIARA";4;2;3;3;4;4;-;20
"521000 INHUMAS";2;2;4;5;8;1;-;22
"521010 IPAMERI";1;3;-;3;-;3;-;10
"521015 IPIRANGA DE GOIAS";-;1;-;-;-;-;-;1
"521020 IPORA";3;5;2;3;4;4;-;21
"521030 ISRAELANDIA";1;-;-;-;-;-;-;1
"521040 ITABERAI";4;6;4;-;2;-;1;17
"521080 ITAJA";1;1;-;-;-;-;-;2
"521090 ITAPACI";1;-;3;1;-;1;-;6
"521120 ITAPURANGA";1;1;-;1;1;-;-;4
"521140 ITAUCU";1;-;1;-;-;-;-;2
"521150 ITUMBIARA";5;8;6;8;2;1;-;30
"521160 IVOLANDIA";-;-;-;-;1;-;-;1
"521180 JARAGUA";8;2;5;7;10;1;-;33
"521190 JATAI";15;10;19;9;15;22;6;96
"521210 JOVIANIA";-;1;1;3;-;-;-;5
"521220 JUSSARA";5;3;2;2;4;4;-;20
"521230 LEOPOLDO DE BULHOES";-;2;-;1;-;-;-;3
"521250 LUZIANIA";25;30;22;21;32;13;-;143
"521280 MARA ROSA";-;-;1;-;-;2;-;3
"521295 MATRINCHA";-;-;-;-;1;-;-;1
"521300 MAURILANDIA";-;-;3;1;-;-;-;4
"521308 MINACU";1;2;2;2;1;2;1;11
"521310 MINEIROS";8;9;14;8;17;9;2;67
"521375 MONTIVIDIU";-;-;-;-;-;1;-;1
"521377 MONTIVIDIU DO NORTE";-;1;-;-;-;-;-;1
"521380 MORRINHOS";3;5;13;5;7;3;-;36
"521390 MOSSAMEDES";-;-;-;1;-;-;1;2
"521400 MOZARLANDIA";-;-;1;-;2;-;-;3
"521405 MUNDO NOVO";2;-;4;1;-;1;-;8
"521440 NAZARIO";-;-;2;-;1;-;-;3
"521450 NEROPOLIS";1;2;2;2;1;-;-;8
"521460 NIQUELANDIA";2;3;1;-;-;4;-;10
"521483 NOVA CRIXAS";-;2;6;-;4;-;-;12
"521486 NOVA GLORIA";1;-;1;-;-;-;1;3
"521500 NOVA VENEZA";2;1;1;4;-;-;-;8
"521520 NOVO BRASIL";-;-;-;1;-;-;-;1
"521523 NOVO GAMA";13;13;20;31;15;13;2;107
"521530 ORIZONA";-;-;6;-;1;1;-;8
"521540 OURO VERDE DE GOIAS";-;1;-;-;-;-;-;1
"521550 OUVIDOR";-;-;-;-;-;1;-;1
"521560 PADRE BERNARDO";-;-;1;1;2;-;-;4
"521565 PALESTINA DE GOIAS";-;1;-;-;-;-;-;1
"521570 PALMEIRAS DE GOIAS";5;4;3;8;6;4;2;32
"521590 PALMINOPOLIS";-;1;-;-;1;-;-;2
"521600 PANAMA";1;-;1;-;-;-;-;2
"521630 PARANAIGUARA";1;-;5;-;-;-;-;6
"521640 PARAUNA";2;2;-;-;-;-;-;4
"521680 PETROLINA DE GOIAS";1;-;1;-;1;-;-;3
"521710 PIRACANJUBA";4;-;2;4;1;-;-;11
"521720 PIRANHAS";-;1;-;-;1;-;-;2
"521730 PIRENOPOLIS";9;8;8;3;4;2;1;35
"521740 PIRES DO RIO";3;3;6;3;5;1;1;22
"521760 PLANALTINA";30;20;34;37;35;22;14;192
"521770 PONTALINA";1;-;-;-;1;1;-;3
"521800 PORANGATU";3;-;1;3;1;4;-;12
"521810 PORTELANDIA";1;-;-;-;1;-;-;2
"521839 PROFESSOR JAMIL";-;-;-;-;-;1;-;1
"521850 QUIRINOPOLIS";-;-;1;-;2;-;-;3
"521860 RIALMA";2;2;-;1;2;-;-;7
"521880 RIO VERDE";45;36;63;46;42;39;7;278
"521890 RUBIATABA";1;1;4;-;-;1;-;7
"521900 SANCLERLANDIA";2;3;-;3;-;2;-;10
"521910 SANTA BARBARA DE GOIAS";-;-;2;-;-;-;-;2
"521925 SANTA FE DE GOIAS";-;-;-;-;-;2;-;2
"521930 SANTA HELENA DE GOIAS";1;3;-;-;-;-;-;4
"521940 SANTA RITA DO ARAGUAIA";-;1;-;-;-;-;-;1
"521970 SANTA TEREZINHA DE GOIAS";-;-;-;-;1;-;-;1
"521971 SANTO ANTONIO DA BARRA";-;-;1;-;-;-;-;1
"521973 SANTO ANTONIO DE GOIAS";1;-;-;-;-;1;-;2
"521975 SANTO ANTONIO DO DESCOBERTO";6;1;12;2;9;3;-;33
"522005 SAO JOAO DA PARAUNA";1;-;-;-;-;-;-;1
"522010 SAO LUIS DE MONTES BELOS";7;5;6;7;2;1;-;28
"522015 SAO LUIZ DO NORTE";-;1;2;-;-;-;-;3
