2015
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"231126 QUITERIANOPOLIS";-;-;-;-;-;1;2;1;-;1;2;2;1;12;3;5;12;19;5;8;9;11;12;2;10;2;1;1;4;2;-;-;2;5;-;-;2;5;-;-;1;1;-;-;1;1;1;-;2;1;-;-;1;-;151
"231130 QUIXADA";-;2;6;12;14;13;35;32;43;54;56;61;45;98;160;163;118;89;79;105;67;84;70;68;67;59;30;49;60;34;22;30;16;18;18;8;15;10;9;17;9;12;9;7;1;6;7;6;7;5;9;6;-;-;2020
"231135 QUIXELO";-;-;1;-;-;1;-;-;-;1;1;-;-;-;1;1;-;1;2;3;4;8;8;6;29;24;30;19;12;19;2;8;9;1;3;4;1;2;3;-;-;-;-;-;-;-;1;-;-;1;-;-;3;-;209
"231140 QUIXERAMOBIM";-;14;7;12;12;15;12;14;51;62;52;39;26;31;36;42;53;64;109;157;183;361;301;270;217;221;226;165;132;50;88;35;34;39;38;19;17;21;26;15;13;10;5;5;4;-;2;6;2;1;2;2;4;-;3322
"231150 QUIXERE";-;1;2;2;2;2;7;2;4;10;7;6;20;15;33;39;33;38;58;96;109;88;102;129;150;138;133;117;101;92;91;68;55;40;36;19;19;8;14;10;4;9;6;3;5;-;1;8;1;6;11;8;2;-;1960
"231160 REDENCAO";-;-;-;1;-;-;-;1;3;-;3;3;6;7;9;4;6;5;3;1;2;1;4;2;2;-;-;3;-;-;2;2;2;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;77
"231170 RERIUTABA";-;-;2;1;3;2;1;3;6;-;2;4;7;14;18;40;53;34;69;84;141;131;163;126;117;59;51;29;24;22;14;24;17;7;9;6;3;3;2;3;-;1;2;3;-;1;1;3;1;1;3;-;-;-;1310
"231180 RUSSAS";-;16;9;15;23;57;60;79;54;55;55;60;84;98;120;128;137;152;205;262;308;312;446;448;367;377;276;267;185;154;147;128;101;100;101;85;58;52;35;40;28;46;38;14;15;14;6;11;11;15;6;7;7;1;5875
"231190 SABOEIRO";-;1;-;-;-;2;-;-;-;1;4;2;-;-;1;1;1;1;4;4;-;2;7;3;2;4;-;1;2;1;-;2;-;1;1;-;-;-;-;-;-;-;-;-;4;4;6;3;3;2;-;1;-;-;71
"231195 SALITRE";-;-;-;-;-;1;3;1;-;4;7;5;5;-;6;15;10;8;4;7;3;6;2;5;4;2;1;3;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;108
"231200 SANTANA DO ACARAU";-;2;-;-;-;1;-;2;-;2;-;2;7;5;4;6;11;10;12;6;5;6;4;5;8;1;4;5;5;3;2;2;-;-;-;2;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;126
"231210 SANTANA DO CARIRI";-;2;-;-;-;5;2;4;4;3;7;15;5;33;32;25;13;11;21;11;13;12;8;6;3;11;4;3;2;5;2;1;3;-;1;2;1;-;2;1;1;1;2;1;-;-;1;-;-;1;-;-;-;-;280
"231220 SANTA QUITERIA";-;-;1;1;1;2;2;5;2;12;8;8;7;11;18;26;31;29;28;29;22;32;53;112;81;88;69;53;16;4;5;7;1;4;2;2;4;2;2;2;-;-;-;-;-;-;-;1;1;-;1;-;-;-;785
"231230 SAO BENEDITO";-;-;-;1;-;5;-;-;1;-;1;2;-;-;1;1;2;2;1;2;2;4;2;2;2;2;3;3;1;2;4;1;-;-;1;1;1;1;2;1;-;-;1;-;1;-;1;-;-;-;-;-;-;-;57
"231240 SAO GONCALO DO AMARANTE";-;3;2;13;6;13;13;13;19;36;28;46;62;35;46;43;39;35;42;34;44;39;22;28;14;12;16;15;12;6;8;7;12;3;6;2;2;1;3;1;-;3;2;-;1;1;-;2;2;1;1;3;1;-;798
"231250 SAO JOAO DO JAGUARIBE";-;-;1;1;-;-;-;-;-;1;-;1;2;1;2;3;4;7;8;9;5;5;6;4;2;6;6;-;9;4;2;-;-;1;2;3;2;1;1;1;-;-;-;-;1;-;-;1;-;-;1;-;1;-;104
"231260 SAO LUIS DO CURU";-;-;-;1;1;4;4;7;5;10;2;4;6;20;21;18;11;11;4;15;9;9;5;2;2;2;1;-;-;2;-;-;-;-;-;-;-;-;1;-;1;2;1;-;-;1;3;6;3;2;-;-;-;-;196
"231270 SENADOR POMPEU";-;1;1;-;1;3;-;1;2;1;2;1;17;-;3;6;13;106;53;75;14;5;17;8;8;5;7;6;4;8;2;2;1;4;5;3;-;-;1;-;-;1;1;-;-;-;1;2;7;-;1;-;3;1;403
"231280 SENADOR SA";-;2;1;-;1;6;5;1;-;1;3;4;7;8;14;11;15;2;3;3;5;5;11;10;8;14;20;17;20;35;40;10;4;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;288
"231290 SOBRAL";-;11;5;8;14;18;33;33;19;15;16;24;38;50;62;78;49;81;143;141;162;214;237;302;308;323;315;281;293;263;175;145;114;95;60;51;42;30;35;36;29;18;21;23;44;29;48;23;15;17;16;25;13;5;4645
"231300 SOLONOPOLE";-;12;6;16;25;23;27;17;7;7;2;14;4;4;7;8;16;4;13;10;26;9;10;7;7;5;11;15;7;3;5;4;5;5;3;5;8;21;13;12;9;4;9;-;5;3;9;3;3;4;1;2;1;-;456
"231310 TABULEIRO DO NORTE";-;3;9;11;14;22;16;40;42;38;48;29;70;79;98;84;70;69;99;104;101;164;114;84;61;66;99;119;79;95;107;106;86;100;80;45;40;58;56;35;22;13;4;3;3;3;1;3;3;1;-;2;2;-;2700
"231320 TAMBORIL";-;3;2;2;4;6;8;5;1;2;6;3;6;6;12;25;25;42;61;42;33;17;24;22;13;2;7;5;2;6;2;-;1;5;3;4;3;1;-;2;4;2;1;1;2;4;2;2;8;6;-;-;1;1;447
"231325 TARRAFAS";-;-;-;-;-;-;-;-;-;2;-;2;-;2;1;1;1;-;-;5;1;2;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"231330 TAUA";-;9;17;21;17;31;39;37;39;47;79;111;154;326;345;390;363;354;206;166;110;93;65;57;47;38;23;32;36;25;30;41;22;20;13;14;10;13;11;11;6;10;7;14;3;12;7;12;10;3;4;7;4;-;3561
"231335 TEJUCUOCA";-;-;-;1;3;1;3;-;-;2;12;25;15;15;14;36;21;13;16;14;11;5;6;7;7;4;1;5;-;3;1;6;3;1;1;2;3;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;260
"231340 TIANGUA";-;29;15;30;29;24;22;2;6;12;11;12;7;11;15;28;41;50;91;95;122;90;96;95;153;140;86;84;86;66;60;72;60;66;41;49;47;28;23;23;23;12;9;9;5;8;7;17;11;10;5;6;5;-;2144
"231350 TRAIRI";-;14;8;7;4;3;3;7;14;34;22;34;37;37;43;23;32;29;27;14;19;15;10;12;10;8;9;10;8;6;6;10;5;3;1;2;-;-;1;1;1;1;1;1;2;3;3;4;3;1;-;-;1;12;561
"231355 TURURU";-;-;-;-;-;-;1;3;4;5;4;11;23;26;16;28;14;11;20;30;39;24;17;6;7;7;6;6;9;7;13;9;21;30;20;12;7;11;15;5;6;8;6;2;4;1;1;4;6;3;4;1;-;-;513
"231360 UBAJARA";-;2;-;1;-;-;3;-;1;2;6;6;3;2;9;10;9;4;8;9;10;17;15;25;27;22;6;1;5;3;2;3;2;2;3;-;2;2;1;-;2;2;2;2;-;1;-;1;-;-;-;-;-;-;233
"231370 UMARI";-;-;3;1;2;4;2;1;2;3;-;3;4;9;33;41;26;24;15;14;12;9;4;15;7;1;3;4;5;5;6;2;3;6;1;1;-;1;-;1;3;5;2;1;2;-;-;3;1;-;-;-;-;-;290
"231375 UMIRIM";-;-;2;1;-;1;1;-;1;1;3;10;4;4;8;14;11;15;14;31;21;7;13;10;8;5;11;5;-;4;2;3;3;2;-;1;-;-;-;-;2;-;-;1;-;-;-;2;-;-;-;-;-;1;222
"231380 URUBURETAMA";-;2;3;-;1;7;2;2;8;6;3;7;6;6;3;8;5;5;11;4;3;4;3;4;1;1;4;6;1;2;7;7;11;4;1;1;1;2;2;-;4;1;-;1;1;2;1;-;2;-;1;-;-;-;167
"231390 URUOCA";-;-;1;-;-;3;1;1;-;-;2;4;-;2;2;2;1;3;1;2;2;-;1;3;2;4;6;6;-;2;4;3;5;1;1;2;3;5;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;77
"231395 VARJOTA";-;2;2;3;1;1;2;2;1;5;6;5;21;19;23;20;16;10;14;21;15;33;22;50;46;31;22;25;12;6;8;5;6;8;1;1;1;1;-;-;-;-;2;1;1;2;1;1;-;-;-;-;-;-;475
"231400 VARZEA ALEGRE";-;-;3;3;3;2;2;6;5;6;5;3;4;6;13;10;15;23;34;43;53;89;86;90;79;102;84;90;72;62;41;9;7;13;9;4;3;2;-;-;3;1;1;-;2;-;-;2;1;-;2;2;3;-;1098
"231410 VICOSA DO CEARA";-;10;16;30;37;53;81;74;49;79;76;46;49;34;29;27;42;23;21;17;16;11;19;11;9;9;16;13;7;1;14;20;12;8;2;7;6;8;7;1;6;4;1;8;11;13;6;4;7;30;4;-;1;-;1085
"240010 ACARI";-;4;8;18;31;22;22;31;42;53;42;39;25;40;73;46;60;58;40;26;29;12;8;9;7;10;14;10;23;21;13;18;34;22;26;30;36;30;25;9;6;3;5;6;-;1;-;1;2;2;3;1;-;1;1097
"240020 ACU";-;7;3;13;6;17;11;17;26;51;76;56;34;30;23;82;37;68;58;95;102;75;89;73;105;129;111;95;104;127;135;134;162;76;73;82;65;28;23;41;21;22;16;11;11;8;6;7;5;6;4;7;5;2;2670
"240030 AFONSO BEZERRA";-;-;3;1;16;29;19;6;20;40;44;13;10;12;7;3;4;6;9;5;9;12;16;13;10;4;7;9;8;3;5;1;5;8;6;2;-;1;-;-;1;1;-;2;2;1;2;-;1;-;-;2;1;-;379
"240040 AGUA NOVA";-;-;-;1;2;2;-;-;2;-;3;1;2;3;5;5;5;1;3;7;4;4;3;7;13;17;10;6;8;3;6;3;5;3;-;1;1;-;-;-;1;2;4;-;-;-;1;-;-;2;-;-;-;-;146
"240050 ALEXANDRIA";-;-;1;2;8;15;32;54;65;62;50;35;57;41;26;19;16;12;19;12;70;6;9;3;1;3;3;6;4;9;16;14;9;9;10;6;7;6;5;5;-;8;1;2;-;1;1;-;3;2;-;2;-;-;747
"240060 ALMINO AFONSO";-;-;-;-;-;-;-;-;-;1;1;-;3;4;5;5;10;3;10;1;1;-;1;-;-;1;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
"240070 ALTO DO RODRIGUES";-;1;2;2;1;4;1;12;8;15;12;4;1;2;12;7;11;12;16;5;10;10;7;6;15;9;5;9;8;9;5;5;4;3;2;3;5;11;7;1;1;-;4;1;2;-;-;2;-;-;1;-;2;-;275
"240080 ANGICOS";-;-;-;3;-;1;1;5;2;3;3;2;-;4;1;3;9;12;17;19;10;13;16;11;13;16;13;23;13;18;9;21;16;16;19;5;5;4;3;1;-;1;1;-;-;1;-;2;-;1;1;-;1;-;338
"240090 ANTONIO MARTINS";-;-;-;-;-;3;2;3;3;9;10;5;5;4;3;3;2;1;1;-;1;-;1;-;3;5;1;1;-;-;-;1;-;-;-;-;2;2;13;9;15;7;9;1;5;3;4;8;-;-;1;-;-;-;146
"240100 APODI";-;3;1;1;5;6;2;4;4;33;27;23;19;16;25;22;20;13;9;6;14;5;8;11;3;-;3;2;3;11;9;22;28;31;21;23;9;7;12;8;9;5;3;5;6;3;4;2;1;3;-;1;-;-;511
"240110 AREIA BRANCA";-;2;2;2;-;2;2;7;7;7;21;47;13;7;25;18;25;10;19;7;2;6;12;6;5;10;12;23;19;13;8;18;11;9;4;-;-;1;1;2;-;-;1;-;-;1;-;2;3;1;1;-;-;-;394
"240120 ARES";-;-;2;2;2;1;3;4;1;5;4;11;9;10;5;11;18;36;28;54;67;74;80;81;61;22;22;8;11;7;4;6;3;1;2;1;2;-;1;1;1;-;1;2;-;-;-;-;1;-;-;-;-;-;665
"240130 AUGUSTO SEVERO";-;-;-;-;-;-;5;3;6;12;18;6;15;16;2;9;1;3;-;2;2;2;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;108
"240140 BAIA FORMOSA";-;26;8;2;1;-;5;6;1;1;10;10;8;10;17;28;24;26;26;26;26;20;20;11;14;17;19;12;14;10;13;10;11;16;10;8;1;9;6;8;2;1;-;1;12;5;6;5;1;1;-;1;-;-;525
"240145 BARAUNA";-;2;-;2;3;5;6;16;26;41;45;20;27;21;12;12;12;24;16;4;9;13;23;24;16;11;12;23;26;39;23;29;21;13;12;4;7;4;5;5;1;-;3;1;1;3;2;1;1;2;1;-;1;-;630
"240150 BARCELONA";-;-;-;-;-;2;3;5;3;6;6;3;4;5;13;2;10;13;5;3;3;3;1;2;-;2;3;2;2;-;4;1;10;-;5;8;1;-;2;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;135
"240160 BENTO FERNANDES";-;-;2;1;-;1;4;14;27;10;10;13;14;10;14;14;23;14;13;11;16;23;20;13;16;7;3;6;10;6;7;7;19;3;3;3;2;3;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;366
"240165 BODO";-;-;2;-;2;5;4;9;20;19;7;8;13;8;5;-;6;4;11;4;2;3;5;2;1;4;1;4;-;2;-;1;1;-;1;-;-;1;1;-;-;-;-;-;-;1;1;2;-;-;-;-;1;-;161
"240170 BOM JESUS";-;-;2;3;1;1;2;3;5;14;14;23;15;10;13;11;11;12;9;21;40;11;13;13;15;4;11;3;5;3;2;4;6;7;7;1;2;-;1;1;-;-;-;-;-;-;2;-;2;-;-;-;2;-;325
"240180 BREJINHO";-;1;2;-;3;6;2;5;5;5;9;20;35;30;33;29;32;41;34;19;33;12;9;6;1;5;1;7;11;7;3;3;6;11;5;2;1;2;1;2;2;-;-;1;1;2;1;-;-;2;2;1;-;-;451
"240185 CAICARA DO NORTE";-;3;5;-;-;8;19;39;29;65;89;39;13;1;-;9;27;15;7;7;14;12;8;7;3;3;5;-;7;5;10;9;6;1;2;-;1;-;1;2;1;-;-;-;-;1;-;-;-;-;1;-;3;-;477
"240190 CAICARA DO RIO DO VENTO";-;1;1;1;7;4;8;11;15;36;36;60;51;42;20;25;46;15;9;20;16;8;2;11;8;11;5;12;11;5;5;3;-;4;5;2;2;2;-;-;2;3;3;1;-;-;4;1;1;1;1;-;-;-;537
"240200 CAICO";-;55;81;72;65;58;77;63;117;185;214;205;257;307;355;406;301;283;285;299;346;302;273;342;347;231;111;89;88;93;63;89;85;80;60;41;38;17;24;11;21;17;16;20;16;14;24;15;25;26;19;32;36;-;6696
"240210 CAMPO REDONDO";-;9;20;16;19;7;7;4;3;8;15;13;5;9;18;38;41;19;23;28;13;16;15;10;2;12;6;2;2;6;2;4;1;2;2;1;1;2;3;2;1;2;4;1;6;3;-;2;5;2;5;5;11;-;453
"240220 CANGUARETAMA";-;4;3;2;3;3;1;4;10;16;21;22;35;22;24;22;25;14;7;17;10;13;13;9;15;12;16;13;13;9;4;3;3;1;6;1;2;2;3;2;3;1;1;2;1;1;1;-;1;-;-;2;-;-;418
"240230 CARAUBAS";-;3;-;-;3;4;8;10;37;121;130;80;56;79;123;95;85;95;51;50;45;25;16;7;2;5;4;2;6;9;6;4;7;3;4;1;1;5;3;8;1;1;2;1;3;-;1;1;1;1;1;1;3;-;1210
"240240 CARNAUBA DOS DANTAS";-;1;2;6;2;9;56;155;199;197;111;51;22;18;15;18;26;26;44;20;37;23;28;16;14;6;6;14;5;6;3;2;5;1;3;1;2;-;-;1;1;-;-;1;2;2;1;-;1;-;-;-;-;1;1160
"240250 CARNAUBAIS";-;-;3;-;-;4;6;8;10;45;16;17;5;-;4;23;13;10;13;12;7;3;5;16;16;19;6;4;3;7;4;4;2;1;2;-;1;2;4;-;1;-;1;4;3;-;-;-;-;-;-;-;-;-;304
"240260 CEARA-MIRIM";-;34;65;77;82;119;164;193;166;193;222;166;112;131;159;132;104;130;138;156;170;176;166;151;123;104;96;69;85;92;99;106;115;81;90;57;31;38;40;35;25;10;19;24;22;23;29;38;21;24;23;28;13;1;4767
"240270 CERRO CORA";-;7;22;33;90;82;84;92;42;38;35;44;25;14;12;5;3;12;15;14;11;14;4;3;8;4;9;9;7;2;8;5;5;2;-;3;1;1;1;1;1;-;-;-;2;-;-;1;3;-;1;-;1;1;777
"240280 CORONEL EZEQUIEL";-;1;-;1;-;-;-;-;-;-;-;2;2;1;2;3;1;11;11;12;16;9;12;4;8;9;6;5;-;3;5;1;1;4;4;2;3;1;-;2;-;1;2;1;3;7;-;7;5;-;2;-;-;-;170
"240290 CORONEL JOAO PESSOA";-;1;10;5;7;11;1;6;7;4;2;2;12;4;2;12;5;15;8;13;1;3;16;2;5;7;1;2;-;2;-;-;-;-;-;1;-;1;4;-;-;-;-;1;-;1;2;-;-;2;1;1;-;-;180
"240300 CRUZETA";-;55;109;169;225;133;111;173;232;76;28;38;49;50;57;30;28;14;15;8;9;3;5;4;3;5;4;3;2;1;6;9;1;-;3;1;3;3;-;2;-;1;3;15;14;34;15;14;15;20;14;12;21;-;1845
"240310 CURRAIS NOVOS";-;122;140;173;74;67;57;46;138;404;735;815;313;216;233;110;137;137;147;124;100;103;65;74;66;61;76;74;49;44;55;44;49;58;31;21;47;36;29;33;18;28;27;21;15;28;28;15;27;26;27;35;16;37;5651
"240320 DOUTOR SEVERIANO";-;2;6;-;7;4;8;9;5;9;5;5;4;3;5;4;1;9;4;4;1;3;3;1;1;2;3;1;-;2;3;1;-;2;1;-;7;4;1;3;3;4;2;1;1;1;2;1;-;1;1;-;1;-;151
"240325 PARNAMIRIM";-;89;72;108;105;115;173;189;174;207;224;210;252;270;407;362;383;395;417;374;331;322;325;303;183;211;243;210;187;182;129;150;127;88;77;69;56;65;47;43;71;42;55;57;40;60;32;57;45;53;49;30;28;5;8498
"240330 ENCANTO";-;-;-;-;1;2;-;1;-;1;4;8;4;7;19;24;23;32;22;10;14;11;2;6;2;1;2;6;2;-;3;-;1;1;-;1;1;-;3;-;2;-;2;1;-;-;-;1;-;-;-;-;-;-;220
"240340 EQUADOR";-;-;-;-;1;-;5;12;28;24;17;34;27;12;16;7;7;1;4;4;2;-;-;3;5;1;-;-;2;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;219
"240350 ESPIRITO SANTO";-;-;1;1;-;-;2;7;-;-;3;4;5;8;3;3;6;7;7;3;7;5;9;6;2;1;1;3;7;1;1;-;1;1;-;-;-;2;1;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;111
"240360 EXTREMOZ";-;21;34;33;58;54;66;79;62;87;73;83;125;102;156;120;140;119;135;120;132;110;133;108;85;64;72;51;75;67;49;58;66;46;29;28;21;26;25;20;24;19;17;19;20;18;11;14;15;14;8;17;13;-;3141
"240370 FELIPE GUERRA";-;-;1;1;-;-;-;1;-;2;1;3;-;2;2;7;3;3;1;3;3;1;1;-;-;1;-;-;1;-;4;1;2;-;1;-;1;2;2;-;1;1;-;2;-;-;-;-;-;1;-;-;-;-;55
"240375 FERNANDO PEDROZA";-;-;-;3;-;-;-;3;2;5;4;1;4;1;5;3;11;4;3;11;17;13;20;25;23;28;14;27;20;22;10;10;3;8;11;6;3;2;-;-;-;-;1;-;5;6;5;3;-;-;-;-;-;-;342
"240380 FLORANIA";-;2;11;26;38;47;46;32;13;16;13;18;22;11;12;14;10;14;17;8;4;6;6;1;2;4;6;3;6;2;2;4;-;5;1;1;-;1;2;1;-;-;1;-;2;1;-;-;-;3;1;1;-;-;436
"240390 FRANCISCO DANTAS";-;-;-;-;1;3;4;2;3;16;19;7;8;10;11;12;11;7;7;5;6;2;9;5;1;3;2;1;-;3;2;1;1;1;1;1;-;-;-;2;1;6;5;7;1;-;1;1;1;-;-;-;-;-;190
"240400 FRUTUOSO GOMES";-;-;1;1;-;-;-;-;2;1;8;17;20;4;7;2;1;1;1;1;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;75
"240410 GALINHOS";-;-;3;11;11;17;27;27;11;4;3;6;5;10;8;18;11;23;12;4;8;4;6;8;4;4;5;8;7;3;3;3;2;3;5;8;7;5;3;1;-;-;1;-;2;-;1;-;-;-;-;-;1;-;313
"240420 GOIANINHA";-;-;8;4;5;3;3;4;6;11;13;14;15;8;17;14;18;20;28;24;55;97;33;31;26;18;16;17;12;14;11;24;18;17;6;3;4;9;11;4;2;4;5;3;2;-;1;1;3;2;1;-;1;-;666
"240430 GOVERNADOR DIX-SEPT ROSADO";-;-;1;-;-;-;1;-;-;4;9;3;7;4;-;2;1;1;1;-;3;1;1;2;1;1;3;5;6;2;6;7;1;2;6;-;2;2;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;88
"240440 GROSSOS";-;1;-;1;3;1;3;2;3;10;18;7;6;7;6;3;3;5;4;8;8;13;24;24;11;6;2;2;3;4;5;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;197
"240450 GUAMARE";-;18;20;50;118;301;395;417;443;367;67;20;26;13;16;24;39;66;36;10;19;20;35;27;12;9;15;9;9;10;8;7;15;22;7;22;38;58;77;22;29;16;31;15;15;16;14;24;27;24;13;17;21;-;3149
"240460 IELMO MARINHO";-;1;2;-;1;1;1;1;2;5;8;6;13;11;10;24;48;27;34;28;17;21;30;19;16;7;4;4;1;3;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;352
"240470 IPANGUACU";-;-;2;-;3;2;4;2;8;9;12;11;3;1;7;9;12;8;11;19;24;33;63;30;16;17;22;24;24;24;8;-;2;1;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;417
"240480 IPUEIRA";-;-;1;-;-;1;1;1;1;1;1;1;1;1;2;6;2;1;1;2;6;2;5;2;5;-;2;4;7;4;-;-;1;1;1;3;-;-;-;-;-;2;-;1;-;-;-;-;1;-;2;-;-;-;73
"240485 ITAJA";-;-;-;-;-;-;-;1;-;2;-;4;2;2;1;4;3;6;3;4;3;2;1;-;-;-;2;-;1;-;1;3;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;49
"240490 ITAU";-;1;1;-;-;2;-;1;1;-;1;5;4;5;10;9;10;5;3;4;4;-;2;3;1;3;5;4;4;3;1;1;-;5;3;3;3;-;2;1;-;-;-;1;1;-;1;1;1;-;-;-;-;-;115
"240500 JACANA";-;1;1;1;1;2;1;2;1;5;4;11;3;5;10;25;60;53;35;54;64;23;65;54;27;21;31;29;14;13;3;3;1;2;2;3;3;1;4;-;2;3;3;-;2;2;3;2;1;-;-;-;1;-;657
"240510 JANDAIRA";-;23;43;58;64;53;41;15;16;6;13;6;4;2;10;19;22;34;33;25;38;18;12;11;9;10;11;18;17;16;21;30;17;10;5;7;3;7;1;-;1;1;1;-;1;-;1;2;4;2;11;6;7;-;785
"240520 JANDUIS";-;1;-;-;1;3;-;-;6;20;27;54;16;13;2;3;4;11;16;9;10;10;20;10;13;2;1;-;3;-;-;-;1;-;-;-;1;-;2;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;262
"240530 JANUARIO CICCO";-;3;1;3;2;-;3;3;1;2;2;9;7;7;1;10;12;4;9;15;5;10;12;9;10;13;19;23;33;8;9;6;3;1;3;1;5;1;-;1;2;-;2;2;-;1;-;1;-;-;-;-;3;-;277
"240540 JAPI";-;2;-;1;2;-;4;1;9;2;-;5;8;11;7;16;29;31;25;10;13;13;5;7;14;8;7;26;21;19;12;11;8;6;16;5;4;4;7;2;3;2;4;8;2;-;-;-;-;-;-;-;1;-;391
"240550 JARDIM DE ANGICOS";-;-;-;-;3;4;7;8;6;6;16;11;2;2;4;3;2;6;4;12;10;13;6;10;12;3;8;18;3;7;2;5;1;1;-;1;1;1;1;2;1;-;-;1;-;1;-;-;-;1;1;1;-;-;207
"240560 JARDIM DE PIRANHAS";-;2;9;15;13;5;7;8;23;30;19;21;15;16;10;17;10;12;6;9;12;11;9;12;7;6;5;4;8;12;14;11;14;13;8;7;6;3;6;9;4;3;-;-;4;2;-;5;4;1;1;-;-;1;449
"240570 JARDIM DO SERIDO";-;6;12;22;24;41;51;135;191;272;267;162;81;44;54;28;39;32;59;38;46;25;27;17;36;24;18;23;29;19;15;8;14;2;16;12;16;5;-;5;2;7;2;-;2;5;-;2;6;3;2;2;4;-;1952
"240580 JOAO CAMARA";-;7;22;42;83;193;469;484;479;157;144;110;105;87;42;100;71;87;66;79;99;81;94;78;72;62;79;66;69;73;44;25;24;38;30;24;19;9;16;10;8;6;5;1;3;5;-;3;2;1;3;4;4;-;3884
"240590 JOAO DIAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;-;4;3;-;-;6;3;-;1;2;2;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"240600 JOSE DA PENHA";-;-;1;2;1;2;5;4;1;2;4;17;31;46;56;56;48;23;16;20;18;14;8;11;8;17;13;11;5;10;22;1;2;1;-;1;1;2;-;-;2;1;-;1;-;-;1;1;-;1;-;-;2;-;489
"240610 JUCURUTU";-;7;10;16;8;3;4;6;2;10;15;11;7;6;21;10;9;5;5;5;1;13;8;9;20;13;6;7;6;-;2;4;1;1;2;2;1;2;-;-;1;-;-;-;1;-;-;-;-;2;-;4;3;-;269
"240615 JUNDIA";-;1;-;1;-;-;-;2;2;4;4;4;4;3;5;9;7;7;4;4;3;3;4;5;8;3;7;7;6;-;4;-;2;1;2;1;-;3;-;1;1;-;-;1;-;-;-;-;2;1;1;-;-;-;127
"240620 LAGOA D'ANTA";-;-;-;-;-;1;3;2;-;1;21;14;5;11;15;12;11;3;5;2;3;5;6;8;16;10;5;4;1;2;3;1;2;4;5;5;2;2;2;-;-;2;6;8;4;7;7;-;-;-;-;-;2;-;228
"240630 LAGOA DE PEDRAS";-;-;2;-;1;2;2;3;1;3;1;3;2;1;7;10;11;6;24;17;11;13;20;23;15;10;4;3;3;8;3;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;215
"240640 LAGOA DE VELHOS";-;-;3;1;4;4;5;5;4;4;12;9;7;11;11;16;11;5;7;12;30;26;39;53;45;72;19;9;25;14;6;14;10;23;15;15;17;13;2;4;4;2;-;3;-;1;1;-;-;-;-;-;-;-;593
"240650 LAGOA NOVA";-;10;3;10;12;9;17;9;13;20;24;39;30;23;22;20;29;19;21;41;35;35;29;20;23;19;6;20;3;12;6;3;5;8;4;3;2;7;4;1;2;-;1;-;3;1;4;2;-;3;4;4;5;-;645
