2014
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"171888 SANTA MARIA DO TOCANTINS";-;1;1;1;2;5;5;3;-;2;8;10;9;7;1;4;1;3;2;3;2;-;2;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;77
"171889 SANTA RITA DO TOCANTINS";-;1;2;3;2;6;3;10;3;2;-;2;1;2;3;1;1;2;-;1;-;2;-;2;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"171890 SANTA ROSA DO TOCANTINS";-;13;5;3;7;10;3;6;4;5;4;5;4;6;3;4;3;4;3;4;1;1;1;-;-;1;-;-;1;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;-;111
"171900 SANTA TEREZA DO TOCANTINS";-;3;4;1;-;1;2;3;2;1;2;4;-;1;1;1;1;1;1;1;4;4;3;4;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;4;10;8;8;2;5;-;88
"172000 SANTA TEREZINHA DO TOCANTINS";-;2;1;-;3;1;1;2;2;2;4;1;1;1;1;2;2;3;2;5;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;3;5;8;8;-;-;65
"172010 SAO BENTO DO TOCANTINS";-;-;-;2;4;7;7;4;7;14;3;3;3;9;7;3;5;5;1;5;3;2;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;102
"172015 SAO FELIX DO TOCANTINS";-;1;-;1;2;1;-;1;5;6;5;-;-;-;-;1;2;6;1;1;1;5;1;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;46
"172020 SAO MIGUEL DO TOCANTINS";-;-;-;3;4;4;3;3;6;4;5;5;13;8;11;7;4;4;6;9;9;6;8;4;1;2;2;-;1;-;-;2;-;1;-;1;-;2;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;141
"172025 SAO SALVADOR DO TOCANTINS";-;1;2;4;3;2;3;2;1;3;2;1;1;3;9;2;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;43
"172030 SAO SEBASTIAO DO TOCANTINS";-;2;2;1;1;3;3;1;-;2;1;-;-;1;2;-;2;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"172049 SAO VALERIO";-;10;3;1;1;5;3;6;1;4;3;4;11;12;13;13;15;14;13;16;8;10;2;4;4;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;9;40;57;49;27;11;-;377
"172065 SILVANOPOLIS";-;14;20;6;18;33;36;22;27;27;12;16;12;15;9;11;11;3;1;5;3;3;3;-;4;1;2;1;-;-;1;1;2;1;-;1;-;1;1;-;-;-;-;-;-;2;1;1;-;1;4;4;5;-;341
"172080 SITIO NOVO DO TOCANTINS";-;1;4;2;3;4;5;6;6;10;6;6;7;5;3;11;6;4;3;-;3;4;7;3;2;-;-;2;2;-;-;1;1;1;1;1;1;1;2;-;-;-;-;-;2;-;-;2;1;-;-;1;-;1;131
"172085 SUCUPIRA";-;1;3;1;2;-;5;4;-;3;6;13;6;9;2;4;3;4;1;2;1;4;3;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;83
"172090 TAGUATINGA";-;3;2;10;8;8;15;10;7;5;4;4;7;4;10;7;6;9;6;3;3;7;4;4;4;2;2;1;4;7;4;3;4;4;1;-;2;2;1;3;-;-;1;-;-;2;1;1;1;-;2;1;-;-;199
"172093 TAIPAS DO TOCANTINS";-;1;1;4;-;3;2;-;1;9;14;10;4;14;33;23;7;12;7;14;12;15;12;1;-;1;1;1;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;207
"172097 TALISMA";-;1;5;11;7;12;7;8;7;13;10;7;15;17;13;11;8;10;9;6;9;7;9;13;15;2;3;3;1;1;-;-;-;1;-;-;2;1;1;2;-;-;-;-;1;1;-;2;2;2;1;-;1;-;257
"172100 PALMAS";-;1211;1070;1069;1186;1251;1385;1425;1045;985;912;971;997;943;982;973;984;945;872;874;888;726;681;615;528;448;401;308;292;251;229;225;177;198;132;120;108;117;124;121;125;137;160;168;201;270;375;473;624;776;1035;917;772;37;32839
"172110 TOCANTINIA";-;6;8;5;7;13;19;21;21;12;10;6;10;10;11;15;17;12;9;12;12;15;9;9;9;9;2;5;4;2;-;2;-;3;1;-;2;2;-;2;1;-;1;3;1;2;2;3;3;1;4;3;2;-;338
"172120 TOCANTINOPOLIS";-;21;27;39;83;73;77;77;77;54;50;70;65;29;42;38;25;31;32;29;41;22;17;17;13;16;10;13;8;3;2;4;1;3;3;8;1;1;2;1;8;4;2;3;5;7;17;7;11;10;18;9;7;-;1233
"172125 TUPIRAMA";-;2;3;-;-;1;2;4;2;2;4;5;13;7;12;2;3;1;4;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;73
"172130 TUPIRATINS";-;-;-;4;7;4;7;6;-;8;4;2;-;-;3;1;-;-;2;-;1;2;-;-;1;3;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;63
"172208 WANDERLANDIA";-;2;-;1;1;2;-;4;4;2;1;2;-;-;-;1;3;2;3;4;1;1;-;1;1;1;2;1;2;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;4;10;1;2;3;-;71
"172210 XAMBIOA";-;1;5;2;6;4;10;6;-;4;2;5;5;1;-;1;1;2;2;5;-;2;1;2;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;4;1;2;3;3;4;-;-;91
"210005 ACAILANDIA";-;4;15;4;6;7;11;3;5;12;12;13;7;5;7;9;12;5;1;3;2;-;3;1;2;1;4;2;1;3;1;1;3;-;-;1;4;-;-;-;-;2;-;-;-;3;1;1;1;-;4;-;1;2;185
"210010 AFONSO CUNHA";-;-;-;-;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"210015 AGUA DOCE DO MARANHAO";-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"210020 ALCANTARA";-;-;-;1;5;3;1;7;9;3;4;1;4;3;8;1;3;6;2;3;10;1;1;-;-;1;3;-;1;-;1;-;2;1;2;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;91
"210030 ALDEIAS ALTAS";-;2;3;2;2;-;2;1;2;4;1;3;2;12;7;4;11;28;20;21;10;9;6;2;2;2;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;3;1;-;4;171
"210043 ALTO ALEGRE DO MARANHAO";-;-;-;1;-;1;-;2;2;3;6;19;17;2;3;3;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"210047 ALTO ALEGRE DO PINDARE";-;3;8;2;1;6;3;1;4;6;3;3;5;7;2;9;5;2;5;6;2;4;1;1;2;1;-;-;2;4;-;1;1;3;-;-;-;1;1;-;-;1;-;-;-;3;1;2;-;-;1;-;3;-;116
"210050 ALTO PARNAIBA";-;2;3;1;5;5;8;16;20;24;10;30;9;19;14;20;19;14;15;14;8;14;9;5;2;3;3;1;-;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;3;2;1;1;-;309
"210055 AMAPA DO MARANHAO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"210060 AMARANTE DO MARANHAO";-;2;-;4;2;10;27;15;22;15;13;15;9;6;3;10;8;12;11;12;8;8;17;24;12;7;8;3;3;2;1;-;2;-;1;-;1;-;1;-;-;1;-;1;-;-;1;1;-;-;1;1;-;-;300
"210070 ANAJATUBA";-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;1;-;2;-;1;2;3;1;-;-;-;-;-;1;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;21
"210080 ANAPURUS";-;1;-;2;1;-;1;1;5;7;5;4;2;8;10;16;20;20;13;12;5;-;3;2;2;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147
"210083 APICUM-ACU";-;-;-;-;1;2;1;2;-;1;1;2;1;3;2;-;-;-;1;2;1;-;1;2;-;-;1;3;3;-;-;-;-;2;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41
"210087 ARAGUANA";-;-;-;-;-;2;1;4;-;1;2;5;4;2;-;2;6;7;6;4;10;24;16;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;101
"210090 ARAIOSES";-;1;3;12;-;11;4;3;2;8;8;8;3;4;8;9;4;3;4;3;7;-;3;6;3;2;2;3;2;6;1;-;-;1;-;2;-;1;1;-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;142
"210095 ARAME";-;-;2;-;5;3;6;5;3;6;8;7;20;19;3;6;9;14;11;7;8;2;4;1;14;-;-;-;3;2;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;176
"210100 ARARI";-;19;12;15;8;7;3;2;2;3;1;2;2;1;1;1;1;2;1;2;1;1;-;1;1;2;1;1;1;-;-;1;-;1;-;-;1;2;6;14;17;7;7;3;32;12;5;11;7;18;8;12;18;-;276
"210110 AXIXA";-;-;-;2;2;1;-;2;4;1;3;2;5;-;-;1;3;1;1;-;-;3;2;3;5;2;1;2;2;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;2;-;55
"210120 BACABAL";-;4;6;7;7;7;8;12;17;22;29;28;32;28;42;58;25;24;29;13;10;1;7;-;2;-;-;1;1;-;-;1;1;2;1;1;-;-;-;-;-;-;-;-;2;-;-;-;2;2;2;-;2;-;436
"210125 BACABEIRA";-;1;4;1;3;-;2;7;11;3;6;9;2;2;13;7;4;4;6;6;3;5;6;3;3;7;4;1;3;2;2;1;2;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;142
"210130 BACURI";-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
"210135 BACURITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210140 BALSAS";-;14;11;22;14;56;110;207;120;233;164;118;132;113;103;114;619;537;240;102;80;57;60;26;38;43;26;3;12;13;8;6;5;5;5;1;2;3;4;2;5;4;4;2;2;4;5;2;6;3;4;3;2;-;3474
"210150 BARAO DE GRAJAU";-;-;1;-;2;1;4;1;3;-;4;2;5;3;3;6;2;1;4;4;2;4;3;5;5;6;2;2;3;5;6;1;2;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97
"210160 BARRA DO CORDA";-;182;336;455;643;547;1126;1020;936;1169;773;304;236;353;246;264;291;254;95;100;117;126;73;49;38;34;41;63;52;48;27;60;60;51;45;29;56;59;36;25;32;32;65;49;46;87;60;65;57;72;80;95;88;3;11250
"210170 BARREIRINHAS";-;1;-;-;-;-;-;-;-;1;-;3;-;2;1;1;-;-;-;-;1;2;-;-;-;-;2;-;-;1;-;4;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;22
"210173 BELAGUA";-;1;-;1;-;-;-;1;1;1;2;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210177 BELA VISTA DO MARANHAO";-;-;-;1;1;1;1;-;-;3;1;2;1;4;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;20
"210180 BENEDITO LEITE";-;1;6;-;1;2;1;5;3;2;-;7;6;8;8;2;10;15;8;5;3;5;2;2;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;108
"210190 BEQUIMAO";-;6;4;6;3;1;6;5;2;6;12;5;7;29;20;18;23;15;13;13;25;7;6;12;13;7;17;10;10;8;8;7;9;9;6;4;7;2;5;3;3;-;1;2;-;-;-;-;-;1;-;-;2;-;378
"210193 BERNARDO DO MEARIM";-;-;-;1;-;-;-;1;-;-;1;-;-;1;3;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210197 BOA VISTA DO GURUPI";-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"210200 BOM JARDIM";-;-;5;-;7;2;2;8;8;1;7;2;4;5;6;10;7;2;2;7;10;21;18;12;7;4;2;1;2;3;6;16;9;3;-;-;1;-;4;3;1;-;-;2;5;-;2;1;1;-;1;1;1;-;222
"210203 BOM JESUS DAS SELVAS";-;-;-;1;2;3;6;39;24;200;148;33;32;26;36;7;5;1;-;1;1;2;1;1;1;1;-;-;1;1;1;-;-;-;-;-;-;1;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;579
"210207 BOM LUGAR";-;-;1;1;2;2;1;-;-;-;5;4;6;3;1;1;3;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"210210 BREJO";-;-;-;-;-;-;-;2;1;12;5;10;7;9;10;6;10;9;3;4;1;1;-;1;3;3;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;-;105
"210215 BREJO DE AREIA";-;-;-;-;-;-;1;1;-;-;1;-;1;-;1;2;-;-;1;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"210220 BURITI";-;2;-;-;-;-;-;2;2;1;-;2;-;5;3;3;3;2;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;34
"210230 BURITI BRAVO";-;-;-;-;-;1;1;25;49;62;98;31;4;1;5;7;7;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;299
"210232 BURITICUPU";-;1;2;1;3;2;2;6;10;29;25;43;24;34;19;35;9;1;4;5;5;2;6;7;6;4;4;5;5;6;1;4;3;-;2;1;2;1;2;-;2;3;-;-;-;1;1;-;1;2;-;-;-;1;332
"210235 BURITIRANA";-;-;-;1;-;6;2;3;1;3;1;3;4;10;2;2;1;2;1;-;1;-;-;2;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;50
"210237 CACHOEIRA GRANDE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;7
"210240 CAJAPIO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"210250 CAJARI";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"210255 CAMPESTRE DO MARANHAO";-;1;12;12;29;47;34;80;44;36;59;72;45;43;47;49;38;40;22;22;22;10;4;8;9;7;4;5;2;3;6;4;1;2;1;1;1;-;1;1;-;1;2;1;-;1;-;-;2;-;-;-;-;-;831
"210260 CANDIDO MENDES";-;-;-;-;-;2;4;4;3;2;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"210270 CANTANHEDE";-;3;1;-;2;12;10;25;4;8;2;2;3;2;2;4;2;2;-;1;1;3;10;5;6;1;-;3;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;4;1;-;2;6;3;-;-;-;-;135
"210275 CAPINZAL DO NORTE";-;-;-;-;-;-;-;-;-;1;2;-;1;4;1;-;1;4;2;2;2;3;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;31
"210280 CAROLINA";-;4;5;3;1;9;8;5;17;17;7;14;7;7;17;12;12;12;20;10;9;8;7;7;9;3;10;2;4;2;4;1;-;5;-;1;3;-;-;-;1;-;-;1;1;2;3;3;1;2;1;-;1;-;278
"210290 CARUTAPERA";-;-;1;-;3;5;-;1;1;-;-;-;-;1;3;6;6;2;-;1;1;1;-;2;-;1;-;1;-;-;-;1;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;42
"210300 CAXIAS";-;10;32;61;42;21;28;29;38;58;42;104;77;69;48;68;95;132;160;110;105;76;81;73;72;54;25;20;13;6;7;8;1;2;5;2;2;3;2;-;-;-;2;6;1;2;-;1;2;2;10;4;3;9;1823
"210310 CEDRAL";-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"210312 CENTRAL DO MARANHAO";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"210315 CENTRO DO GUILHERME";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"210317 CENTRO NOVO DO MARANHAO";-;1;3;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;12
"210320 CHAPADINHA";-;96;116;26;14;195;47;53;27;61;65;63;34;5;20;12;31;42;20;17;131;63;8;2;13;9;4;8;7;-;2;1;-;2;6;4;1;1;1;-;-;1;-;-;-;1;-;1;-;-;1;2;1;-;1214
"210325 CIDELANDIA";-;1;5;1;6;3;7;6;3;2;2;4;4;-;4;3;8;4;4;8;7;1;-;2;3;2;2;2;5;1;2;-;-;1;-;-;-;-;2;-;1;1;-;-;3;5;9;3;3;4;7;1;-;-;142
"210330 CODO";-;1;-;1;1;5;5;7;6;3;6;3;2;8;5;6;12;8;4;4;2;3;3;1;2;2;-;1;5;1;-;1;1;-;2;-;1;-;2;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;117
"210340 COELHO NETO";-;-;-;1;1;4;3;2;4;1;2;4;3;4;27;23;14;11;34;42;48;39;36;10;4;22;11;7;5;-;-;-;1;2;1;-;-;1;1;4;3;-;1;2;1;2;-;-;1;-;-;-;-;-;382
"210350 COLINAS";-;1;1;4;6;3;4;1;9;6;5;9;11;12;10;5;7;7;13;17;17;29;13;3;8;19;27;11;1;3;4;1;1;-;1;-;2;-;-;1;-;2;-;1;-;-;-;-;-;1;-;-;1;-;277
"210355 CONCEICAO DO LAGO-ACU";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"210360 COROATA";-;2;1;4;2;4;1;3;3;1;-;3;3;2;2;4;3;5;6;-;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;1;-;-;-;1;-;-;1;-;1;63
"210370 CURURUPU";-;19;146;189;85;4;7;5;7;5;3;8;3;4;2;6;2;2;3;4;9;3;2;2;1;5;3;4;5;3;1;4;2;-;-;-;2;1;1;-;2;5;30;24;29;1;6;15;12;8;2;4;5;-;695
"210375 DAVINOPOLIS";-;2;-;-;-;8;2;7;6;9;4;5;2;5;8;4;4;3;4;3;2;2;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;86
"210380 DOM PEDRO";-;1;2;1;2;2;-;5;2;2;5;6;8;4;5;4;-;6;3;4;-;6;5;2;6;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;1;-;90
"210390 DUQUE BACELAR";-;-;-;-;1;1;-;-;1;-;-;1;-;2;2;1;3;5;5;4;-;3;-;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"210400 ESPERANTINOPOLIS";-;-;-;1;1;1;2;2;1;5;4;3;1;5;4;5;2;2;3;1;-;-;2;-;-;-;1;-;1;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;53
"210405 ESTREITO";-;1;2;6;4;6;18;11;10;11;18;12;6;10;14;14;12;20;5;3;11;6;2;4;3;5;4;1;-;1;-;-;-;1;1;-;1;-;2;-;1;2;3;-;4;3;3;4;5;8;4;8;5;-;275
"210407 FEIRA NOVA DO MARANHAO";-;1;-;5;4;4;4;4;8;4;5;6;7;8;6;2;2;3;4;4;2;5;3;5;3;29;56;29;10;12;3;2;2;1;2;3;1;-;-;-;1;2;3;-;1;2;2;2;4;1;1;1;-;-;269
"210408 FERNANDO FALCAO";-;-;-;-;7;4;8;11;1;9;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47
"210409 FORMOSA DA SERRA NEGRA";-;2;1;2;4;11;17;14;8;16;21;15;17;14;10;15;15;17;14;21;26;22;6;17;7;5;1;1;-;2;-;-;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;1;-;2;1;-;-;-;329
"210410 FORTALEZA DOS NOGUEIRAS";-;2;7;12;7;15;11;62;56;29;25;19;22;18;19;42;22;28;10;12;5;7;4;5;5;7;2;2;1;1;-;-;2;-;2;2;-;-;-;-;-;1;-;-;-;2;2;-;3;4;11;1;-;-;487
"210420 FORTUNA";-;5;1;2;-;16;16;5;3;8;14;28;29;26;21;26;19;9;5;2;-;1;5;1;-;5;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;2;2;64;21;13;4;-;358
"210430 GODOFREDO VIANA";-;-;-;1;1;3;-;-;-;1;1;-;3;-;-;-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"210440 GONCALVES DIAS";-;-;-;-;-;-;2;-;-;4;5;2;10;4;2;3;6;4;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;47
"210450 GOVERNADOR ARCHER";-;-;1;-;-;4;1;-;5;5;1;6;7;9;12;13;10;8;7;5;2;5;4;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;3;-;1;-;-;-;-;-;1;-;-;115
"210455 GOVERNADOR EDISON LOBAO";-;7;6;15;12;19;10;23;28;7;19;23;15;7;4;14;10;9;13;10;15;15;2;3;4;2;3;1;2;2;1;7;1;1;-;-;1;2;1;-;2;2;2;-;1;1;2;-;-;3;11;8;4;-;350
"210460 GOVERNADOR EUGENIO BARROS";-;-;-;-;-;-;1;-;1;-;2;9;7;3;8;33;35;12;3;3;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127
"210462 GOVERNADOR LUIZ ROCHA";-;-;-;-;-;1;5;6;2;3;2;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"210465 GOVERNADOR NEWTON BELLO";-;-;1;-;2;-;4;1;4;-;1;-;1;5;-;1;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"210467 GOVERNADOR NUNES FREIRE";-;-;-;3;-;-;3;1;-;2;3;5;4;12;30;102;193;36;16;2;1;2;2;1;-;2;1;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;427
"210470 GRACA ARANHA";-;-;-;-;-;1;-;1;-;1;1;-;-;3;1;2;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210480 GRAJAU";-;4;7;15;4;12;9;11;9;22;10;13;17;8;27;22;15;29;5;12;8;1;2;2;2;1;1;7;4;1;3;-;-;-;6;1;-;-;-;-;-;-;1;-;-;2;-;1;1;-;2;3;-;1;301
