2016
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"171195 LAGOA DO TOCANTINS";-;2;3;4;3;1;2;2;2;4;3;3;5;1;5;1;1;1;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;53
"171200 LAJEADO";-;2;13;6;5;4;9;4;6;3;8;7;8;10;6;5;8;5;2;6;6;4;2;6;1;1;1;1;-;-;2;1;-;1;-;-;-;2;-;2;-;-;-;3;4;4;6;6;13;20;6;3;4;-;216
"171215 LAVANDEIRA";-;-;-;1;4;-;3;1;-;-;3;2;2;2;-;1;2;2;1;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;1;-;1;2;3;2;-;-;41
"171240 LIZARDA";-;1;3;1;2;1;-;-;3;-;1;3;2;4;-;3;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;1;1;-;-;-;34
"171245 LUZINOPOLIS";-;1;-;1;-;1;1;-;1;-;1;2;1;3;-;3;2;5;2;-;1;4;3;2;4;-;1;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;2;-;1;2;1;-;-;50
"171250 MARIANOPOLIS DO TOCANTINS";-;2;1;5;5;1;4;2;4;2;2;5;6;-;2;1;3;4;2;7;-;-;2;1;7;-;-;1;-;2;-;-;-;-;-;-;-;-;1;1;1;-;1;-;1;-;-;1;1;5;1;1;2;-;87
"171270 MATEIROS";-;-;-;1;3;4;2;-;-;1;-;-;1;2;3;1;1;-;1;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;26
"171280 MAURILANDIA DO TOCANTINS";-;1;-;2;-;1;3;5;5;6;2;6;4;5;3;3;3;8;1;4;3;-;-;2;-;-;1;1;-;-;-;-;2;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;-;81
"171320 MIRACEMA DO TOCANTINS";-;39;60;37;30;28;32;35;22;13;12;12;8;5;6;3;1;6;7;5;4;9;2;1;2;-;1;3;1;1;-;4;1;1;-;1;1;2;-;-;-;1;2;1;2;3;-;4;6;11;10;10;15;-;460
"171330 MIRANORTE";-;17;4;22;8;17;17;14;13;7;13;15;29;56;43;49;19;26;73;14;9;8;5;6;2;3;-;2;2;1;-;1;1;-;2;-;-;-;-;2;2;2;-;2;1;-;-;-;-;6;1;2;8;-;524
"171360 MONTE DO CARMO";-;5;6;8;5;12;23;21;8;10;14;20;10;3;4;5;3;-;1;5;3;1;1;2;1;1;1;1;-;-;-;-;-;3;2;2;2;1;-;-;-;-;-;1;-;2;2;-;4;6;2;7;3;-;211
"171370 MONTE SANTO DO TOCANTINS";-;2;6;1;3;-;3;2;3;2;6;3;3;2;1;6;2;1;2;-;2;1;-;1;3;1;1;1;1;1;-;-;-;2;-;-;-;2;-;-;2;-;-;-;-;1;1;1;2;4;6;4;5;-;90
"171380 PALMEIRAS DO TOCANTINS";-;-;1;-;2;1;-;1;1;1;5;-;1;1;3;1;2;-;1;5;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;-;1;1;1;-;-;-;-;-;-;1;2;1;-;-;-;-;-;37
"171395 MURICILANDIA";-;4;4;5;8;8;14;10;13;8;9;9;7;4;15;8;16;24;9;16;10;7;6;5;3;-;1;-;1;-;-;1;-;1;-;1;-;1;-;2;-;-;-;1;1;1;-;1;-;-;-;-;-;-;234
"171420 NATIVIDADE";-;2;2;9;5;6;18;11;17;19;13;13;16;20;20;28;22;24;34;28;14;6;1;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;-;-;3;1;5;1;5;11;-;361
"171430 NAZARE";-;-;2;8;19;53;25;15;18;12;8;7;3;1;2;2;2;1;2;2;-;2;4;1;1;1;-;-;1;3;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;200
"171488 NOVA OLINDA";-;4;6;9;5;7;15;15;3;10;6;13;16;12;5;4;15;2;6;6;6;9;10;4;7;6;2;4;1;1;-;1;2;1;2;-;1;-;2;2;-;3;3;3;-;-;2;5;2;2;4;1;2;-;247
"171500 NOVA ROSALANDIA";-;5;5;7;11;9;4;10;1;2;4;-;-;-;1;2;5;2;3;4;-;-;-;-;-;3;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;7;4;2;-;-;96
"171510 NOVO ACORDO";-;-;4;2;1;1;4;3;3;1;2;1;2;2;5;-;2;4;-;-;-;2;2;-;-;2;1;-;-;-;-;-;-;3;1;-;-;3;1;1;-;-;-;-;-;-;2;-;-;2;1;1;2;-;61
"171515 NOVO ALEGRE";-;2;1;3;1;3;3;3;7;2;3;1;3;2;4;7;4;5;6;9;5;3;4;3;4;5;2;1;-;-;1;2;1;-;1;-;-;-;-;-;-;-;-;-;1;1;1;1;3;3;3;3;2;-;119
"171525 NOVO JARDIM";-;7;-;3;8;4;5;5;11;6;9;21;33;53;36;15;11;10;11;11;14;4;12;2;5;1;1;3;2;2;-;1;-;2;-;-;1;-;-;-;1;-;1;-;1;2;1;2;2;2;2;2;3;-;328
"171550 OLIVEIRA DE FATIMA";-;9;6;9;3;5;8;13;4;6;1;1;-;1;4;4;4;2;2;2;-;-;-;2;2;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;1;-;-;-;-;5;6;19;15;30;9;-;177
"171570 PALMEIRANTE";-;-;2;1;3;1;5;3;6;4;1;2;2;-;-;3;-;2;-;-;2;-;3;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;2;2;-;-;3;-;55
"171575 PALMEIROPOLIS";-;8;6;6;1;9;8;7;1;6;4;7;8;1;3;9;12;3;8;2;9;2;4;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;3;2;-;-;1;-;2;1;-;1;-;-;140
"171610 PARAISO DO TOCANTINS";-;85;115;116;144;138;120;98;81;78;59;57;62;45;52;42;30;42;39;36;41;51;58;39;38;27;20;20;13;12;9;13;17;12;16;6;3;20;8;7;12;10;9;12;13;9;14;17;28;41;68;71;60;-;2233
"171620 PARANA";-;3;1;1;3;4;4;8;12;8;11;15;8;7;4;8;8;23;12;6;14;12;12;4;8;3;6;3;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;3;1;-;3;-;226
"171630 PAU D'ARCO";-;3;1;-;6;2;1;2;-;1;-;1;1;-;-;-;-;-;1;1;-;1;-;2;-;-;-;-;-;-;1;-;1;1;1;1;-;1;-;1;1;4;6;9;6;25;25;3;8;22;3;3;1;-;146
"171650 PEDRO AFONSO";-;4;4;8;7;12;18;15;22;33;29;22;31;19;15;12;7;13;9;4;5;2;3;2;-;2;-;3;4;2;1;2;1;-;-;1;1;4;-;1;-;1;1;1;-;1;1;1;5;-;5;6;1;-;341
"171660 PEIXE";-;2;1;2;17;8;10;8;2;3;3;7;9;9;14;15;37;17;29;24;26;11;9;4;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;1;1;1;1;-;-;1;4;-;282
"171665 PEQUIZEIRO";-;1;1;3;4;1;1;2;-;-;2;2;3;1;2;4;1;2;5;5;1;2;-;1;-;1;1;-;1;3;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;3;1;-;-;58
"171670 COLMEIA";-;3;1;6;7;7;9;5;4;8;10;11;10;5;1;4;2;4;3;6;-;1;1;1;-;-;-;-;-;3;-;-;1;1;1;-;-;-;-;-;-;1;-;1;-;-;1;3;2;3;4;1;4;-;135
"171700 PINDORAMA DO TOCANTINS";-;1;3;1;4;8;25;14;5;8;5;3;5;1;4;2;3;2;2;2;5;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;4;1;-;1;-;1;-;1;4;1;4;3;6;12;6;3;2;-;155
"171720 PIRAQUE";-;2;2;2;4;1;2;2;1;4;1;11;5;6;-;1;-;2;-;1;-;1;1;1;-;2;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;2;2;-;64
"171750 PIUM";-;19;36;32;17;37;43;50;23;18;8;19;13;12;8;3;7;9;3;2;2;3;4;1;-;1;-;2;-;-;-;-;-;1;2;-;-;1;-;1;1;-;1;1;2;1;2;8;5;3;8;2;8;-;419
"171780 PONTE ALTA DO BOM JESUS";-;-;-;2;2;2;2;-;3;7;4;7;11;13;15;10;12;2;3;3;3;10;1;3;4;1;-;-;1;-;-;-;1;-;-;5;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;131
"171790 PONTE ALTA DO TOCANTINS";-;14;30;26;15;19;18;31;25;14;11;9;7;4;6;4;7;2;2;4;-;4;1;2;3;-;-;-;-;1;-;-;-;1;3;-;2;-;-;-;-;-;1;1;-;2;3;3;10;10;9;7;18;-;329
"171800 PORTO ALEGRE DO TOCANTINS";-;-;1;-;2;2;4;3;3;-;-;3;6;6;5;9;3;6;2;5;2;1;3;-;-;-;1;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;72
"171820 PORTO NACIONAL";-;200;271;231;163;215;207;92;93;58;45;45;59;44;43;36;30;19;42;41;43;34;25;17;16;9;14;12;9;5;7;3;8;10;11;11;17;9;17;9;7;5;9;9;15;24;35;64;128;137;175;138;80;-;3046
"171830 PRAIA NORTE";-;4;6;23;11;9;9;6;5;7;7;12;9;5;4;6;3;8;31;14;3;1;-;1;-;1;-;1;1;-;-;-;-;2;-;1;-;-;-;1;-;-;1;2;1;-;1;3;-;1;-;-;-;-;200
"171840 PRESIDENTE KENNEDY";-;1;4;-;1;2;6;4;5;6;1;2;-;3;1;2;-;3;4;2;3;-;3;-;-;-;1;1;2;1;-;2;2;1;-;-;1;1;-;-;-;1;2;-;1;2;2;3;4;4;8;9;3;-;104
"171845 PUGMIL";-;2;5;7;4;4;6;7;4;3;4;4;6;6;8;10;12;8;5;7;3;1;7;4;4;2;-;-;-;1;-;-;2;-;2;-;-;2;2;-;-;-;1;-;-;1;3;2;-;-;-;-;-;-;149
"171850 RECURSOLANDIA";-;2;4;-;-;5;6;8;10;-;-;-;-;-;2;1;1;-;-;3;-;-;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;1;-;-;-;-;-;-;-;53
"171855 RIACHINHO";-;-;3;1;1;2;3;1;-;2;1;4;-;1;-;3;2;1;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;1;3;-;40
"171865 RIO DA CONCEICAO";-;11;9;6;20;5;6;9;6;6;6;5;5;8;8;12;4;2;6;7;3;2;9;4;6;1;1;3;1;1;-;-;1;-;1;2;-;2;2;-;3;-;-;1;-;1;1;-;2;2;1;1;5;-;197
"171870 RIO DOS BOIS";-;16;16;7;26;21;14;11;12;11;6;6;9;5;4;6;11;5;2;3;6;7;3;-;2;1;4;-;1;2;-;2;-;1;-;1;-;-;1;1;1;-;3;-;2;1;3;1;1;5;7;7;4;-;258
"171875 RIO SONO";-;1;1;1;1;4;4;3;3;8;4;8;7;9;1;2;2;1;5;3;3;3;1;3;1;2;1;-;2;1;-;2;-;1;-;-;-;-;-;2;-;-;2;2;2;-;1;1;1;1;1;-;-;-;101
"171880 SAMPAIO";-;1;6;1;5;3;6;4;-;1;1;2;-;2;1;-;2;2;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;-;-;-;47
"171884 SANDOLANDIA";-;-;-;-;2;-;1;2;4;8;13;10;17;3;4;4;3;2;1;2;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;1;-;-;86
"171886 SANTA FE DO ARAGUAIA";-;3;2;1;1;3;3;3;4;5;4;6;3;4;3;3;6;7;9;8;5;7;3;2;5;6;5;2;-;2;5;2;1;2;-;-;-;1;2;1;2;-;1;2;2;3;2;10;15;12;11;3;-;-;192
"171888 SANTA MARIA DO TOCANTINS";-;1;1;-;2;5;5;3;-;2;8;10;8;7;1;4;1;2;2;3;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;70
"171889 SANTA RITA DO TOCANTINS";-;1;2;3;2;6;3;10;3;2;-;2;1;2;3;1;1;2;-;1;-;2;-;2;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"171890 SANTA ROSA DO TOCANTINS";-;13;5;3;7;10;3;6;4;5;4;5;3;6;3;4;3;4;3;4;1;1;1;-;-;-;-;-;1;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;2;-;109
"171900 SANTA TEREZA DO TOCANTINS";-;3;4;1;-;1;2;1;2;1;2;4;-;1;1;1;1;1;1;1;4;4;3;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;4;10;8;8;2;5;-;83
"172000 SANTA TEREZINHA DO TOCANTINS";-;2;1;-;3;1;1;2;2;2;4;1;1;1;1;2;2;3;2;5;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;5;8;8;-;-;63
"172010 SAO BENTO DO TOCANTINS";-;-;-;2;3;7;5;4;7;14;3;3;3;9;6;3;5;5;1;5;3;2;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;98
"172015 SAO FELIX DO TOCANTINS";-;1;-;1;2;1;-;1;5;6;5;-;-;-;-;1;2;6;1;1;1;5;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;44
"172020 SAO MIGUEL DO TOCANTINS";-;-;-;3;4;4;3;3;6;3;2;5;9;2;8;6;4;3;5;9;9;5;8;4;1;2;2;-;1;-;-;2;-;1;-;1;-;2;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;120
"172025 SAO SALVADOR DO TOCANTINS";-;1;1;3;1;1;2;2;1;3;1;1;1;1;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;31
"172030 SAO SEBASTIAO DO TOCANTINS";-;2;2;1;1;3;3;1;-;1;1;-;-;1;2;-;2;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"172049 SAO VALERIO";-;10;3;1;1;5;2;6;1;4;3;3;7;11;12;13;15;13;12;16;8;9;1;4;3;3;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;9;39;57;46;26;10;-;358
"172065 SILVANOPOLIS";-;14;20;6;18;33;35;22;27;27;12;15;12;13;9;10;11;3;1;5;3;1;-;-;4;1;-;1;-;-;-;1;1;1;-;1;-;1;1;-;-;-;-;-;-;2;1;1;-;1;4;3;5;-;326
"172080 SITIO NOVO DO TOCANTINS";-;1;4;2;3;4;5;6;5;9;6;6;7;4;3;7;5;3;3;-;1;3;2;-;2;-;-;1;1;-;-;1;-;1;-;-;-;1;2;-;-;-;-;-;2;-;-;2;1;-;-;1;-;-;104
"172085 SUCUPIRA";-;1;3;1;2;-;5;4;-;3;6;13;6;9;2;4;3;4;1;2;1;4;3;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80
"172090 TAGUATINGA";-;2;2;9;8;8;15;8;5;2;2;4;6;2;8;4;3;4;5;2;3;5;2;2;3;2;2;1;4;7;3;3;3;3;1;-;2;2;1;3;-;-;1;-;-;2;1;1;1;-;1;1;-;-;159
"172093 TAIPAS DO TOCANTINS";-;1;1;4;-;3;2;-;1;9;13;10;4;13;32;22;7;10;6;14;12;15;12;-;-;1;1;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;197
"172097 TALISMA";-;1;5;11;7;12;6;5;4;7;7;5;10;14;13;11;6;10;8;6;5;1;2;3;2;1;1;-;-;1;-;-;-;1;-;-;2;1;1;2;-;-;-;-;1;1;-;1;2;2;1;-;-;-;179
"172100 PALMAS";-;1146;1011;1018;1101;1162;1236;1260;861;759;697;716;729;734;786;783;798;775;698;746;700;584;584;464;383;336;310;247;218;190;173;174;120;147;99;89;85;97;91;88;91;98;116;134;147;203;312;398;513;651;902;803;664;3;27230
"172110 TOCANTINIA";-;4;7;3;6;12;17;21;20;12;9;5;10;10;9;13;15;11;8;11;12;10;5;9;7;9;1;5;3;1;-;-;-;3;-;-;1;1;-;2;1;-;-;1;1;1;1;2;2;1;3;-;1;-;286
"172120 TOCANTINOPOLIS";-;20;27;38;80;70;68;68;64;47;43;50;52;24;37;32;18;26;30;24;32;21;15;9;8;11;7;11;6;2;1;4;1;2;3;6;1;-;2;1;4;2;2;1;4;7;10;5;6;5;11;7;7;-;1032
"172125 TUPIRAMA";-;1;3;-;-;1;2;4;1;2;4;4;9;7;12;2;3;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;61
"172130 TUPIRATINS";-;-;-;4;7;4;7;6;-;8;4;2;-;-;3;1;-;-;2;-;1;2;-;-;1;3;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;63
"172208 WANDERLANDIA";-;2;-;1;1;2;-;4;4;2;1;2;-;-;-;1;2;1;3;3;-;1;-;-;1;1;2;1;1;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;1;3;9;1;1;3;-;62
"172210 XAMBIOA";-;1;5;2;6;4;10;5;-;4;2;5;5;1;-;1;1;2;1;5;-;2;1;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;4;1;2;3;3;4;-;-;86
"210005 ACAILANDIA";-;-;1;3;5;6;11;2;3;-;7;5;4;-;5;8;11;4;1;2;2;-;3;1;2;-;2;2;1;2;1;1;3;-;-;-;1;-;-;-;-;2;-;-;-;3;-;1;1;-;3;-;1;-;110
"210010 AFONSO CUNHA";-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"210015 AGUA DOCE DO MARANHAO";-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"210020 ALCANTARA";-;-;-;-;3;3;1;7;9;3;1;1;4;3;8;1;2;5;1;3;6;1;1;-;-;1;2;-;1;-;1;-;2;1;2;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;77
"210030 ALDEIAS ALTAS";-;-;-;1;1;-;2;1;1;1;-;-;2;12;5;3;11;27;20;20;8;8;6;2;2;1;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;138
"210043 ALTO ALEGRE DO MARANHAO";-;-;-;-;-;1;-;2;2;3;6;18;17;2;3;3;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"210047 ALTO ALEGRE DO PINDARE";-;3;8;2;1;6;3;-;3;5;3;2;3;4;2;9;5;1;4;5;2;3;1;1;2;1;-;-;-;4;-;1;1;3;-;-;-;1;1;-;-;1;-;-;-;3;1;2;-;-;-;-;3;-;100
"210050 ALTO PARNAIBA";-;2;3;-;5;5;8;16;20;23;8;23;8;19;13;20;19;11;14;14;8;14;9;5;2;3;3;1;-;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;2;2;-;1;-;290
"210055 AMAPA DO MARANHAO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"210060 AMARANTE DO MARANHAO";-;2;-;4;2;10;27;15;21;15;12;11;6;5;3;9;3;5;5;9;6;7;13;21;11;4;6;1;1;1;-;-;2;-;1;-;1;-;-;-;-;1;-;1;-;-;1;1;-;-;-;1;-;-;244
"210070 ANAJATUBA";-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;1;-;2;-;1;2;3;1;-;-;-;-;-;1;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;20
"210080 ANAPURUS";-;1;-;2;1;-;1;1;5;3;4;4;2;8;10;16;20;20;13;12;5;-;3;2;2;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142
"210083 APICUM-ACU";-;-;-;-;1;1;-;-;-;1;1;-;1;3;2;-;-;-;1;-;-;-;-;-;-;-;1;3;3;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"210087 ARAGUANA";-;-;-;-;-;2;1;4;-;1;2;5;4;2;-;2;6;5;5;4;10;23;16;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;97
"210090 ARAIOSES";-;1;3;9;-;11;4;3;-;5;5;6;3;-;2;-;1;1;2;2;7;-;2;3;1;1;1;1;1;3;1;-;-;1;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;86
"210095 ARAME";-;-;-;-;4;-;4;3;3;4;8;6;16;17;2;4;6;13;11;4;4;2;3;1;13;-;-;-;3;2;1;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;-;141
"210100 ARARI";-;19;12;15;8;7;3;2;2;3;1;1;1;-;1;-;1;1;1;2;1;1;-;1;1;2;1;1;1;-;-;1;-;1;-;-;1;2;6;14;17;7;7;3;32;11;5;11;7;18;8;12;18;-;270
"210110 AXIXA";-;-;-;2;2;1;-;2;4;1;3;2;5;-;-;1;3;1;1;-;-;2;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;39
"210120 BACABAL";-;4;5;7;7;6;7;12;16;22;27;24;13;18;32;54;21;24;28;13;10;1;6;-;1;-;-;1;1;-;-;1;1;2;1;-;-;-;-;-;-;-;-;-;2;-;-;-;2;1;2;-;2;-;374
"210125 BACABEIRA";-;1;2;1;3;-;1;5;6;3;6;9;2;1;13;6;3;4;6;4;3;4;6;3;3;6;4;1;3;2;2;-;2;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;123
"210130 BACURI";-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"210135 BACURITUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
"210140 BALSAS";-;14;11;22;13;56;109;207;120;232;161;109;117;105;92;109;617;532;239;98;78;56;59;25;38;43;23;3;12;13;8;6;5;5;5;1;2;3;2;1;4;4;4;2;1;4;5;2;5;3;4;3;2;-;3394
"210150 BARAO DE GRAJAU";-;-;1;-;2;1;4;1;2;-;3;2;5;2;3;5;2;1;4;3;2;3;3;5;5;6;2;2;3;5;6;-;2;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89
"210160 BARRA DO CORDA";-;180;331;443;643;540;1112;988;859;1097;732;275;206;306;208;253;273;234;76;93;110;120;67;43;37;34;37;63;50;47;26;58;59;51;45;29;53;56;34;24;29;32;65;49;45;84;56;57;44;50;71;93;83;2;10652
"210170 BARREIRINHAS";-;1;-;-;-;-;-;-;-;1;-;2;-;2;1;1;-;-;-;-;1;2;-;-;-;-;2;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"210173 BELAGUA";-;1;-;1;-;-;-;1;1;1;2;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"210177 BELA VISTA DO MARANHAO";-;-;-;1;1;1;1;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;11
"210180 BENEDITO LEITE";-;1;6;-;1;2;1;5;3;2;-;7;6;8;8;2;10;15;8;5;3;5;2;2;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;108
"210190 BEQUIMAO";-;6;3;4;3;1;4;4;2;3;3;5;2;27;20;18;15;8;2;6;17;3;1;7;9;6;5;2;5;3;4;4;3;1;3;2;3;1;4;2;1;-;1;1;-;-;-;-;-;1;-;-;2;-;227
"210193 BERNARDO DO MEARIM";-;-;-;-;-;-;-;1;-;-;1;-;-;1;2;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"210197 BOA VISTA DO GURUPI";-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"210200 BOM JARDIM";-;-;5;-;7;2;2;8;7;1;7;2;2;2;6;9;6;2;1;4;-;14;8;7;2;4;2;1;2;3;6;16;9;3;-;-;-;-;4;3;1;-;-;2;5;-;2;1;1;-;1;1;1;-;172
"210203 BOM JESUS DAS SELVAS";-;-;-;1;2;3;6;39;23;199;139;27;31;21;30;4;2;-;-;-;1;1;1;-;-;1;-;-;1;1;1;-;-;-;-;-;-;1;1;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;539
