2021
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"280150 CARMOPOLIS";-;-;-;-;-;-;1;-;-;-;1;1;1;1;3;-;1;1;-;1;1;3;2;4;7;3;5;12;6;4;3;3;2;2;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;73
"280160 CEDRO DE SAO JOAO";-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;2;3;3;2;1;2;3;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;3;1;1;-;-;30
"280170 CRISTINAPOLIS";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;1;-;1;-;-;3;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;15
"280190 CUMBE";-;1;-;-;4;-;2;-;-;-;-;-;1;-;-;1;1;-;1;1;1;2;2;-;-;2;-;1;-;2;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;2;-;-;-;-;30
"280200 DIVINA PASTORA";-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;1;-;3;1;1;-;-;-;-;1;-;1;-;1;-;-;1;1;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"280210 ESTANCIA";-;2;5;2;6;2;6;4;3;3;1;-;2;1;3;3;3;3;8;1;5;2;4;6;6;2;7;8;4;7;4;4;2;1;3;1;1;2;1;1;3;-;-;-;-;-;1;1;-;4;-;1;2;-;141
"280220 FEIRA NOVA";-;5;1;1;-;2;1;-;2;2;2;-;-;1;-;-;3;-;-;-;-;1;-;-;-;-;1;-;1;2;1;1;-;-;-;-;-;1;1;-;-;1;-;3;-;2;6;1;3;1;1;1;2;-;50
"280230 FREI PAULO";-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
"280240 GARARU";-;-;2;-;-;1;-;-;-;2;-;3;1;-;-;-;-;-;-;-;-;-;1;-;2;1;1;-;1;1;1;-;1;-;1;7;11;3;6;4;1;1;1;1;1;-;-;-;1;-;2;1;-;-;59
"280250 GENERAL MAYNARD";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;1;-;-;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;11
"280260 GRACHO CARDOSO";-;-;1;1;1;-;-;-;1;1;2;3;2;4;2;2;4;-;5;-;-;-;-;-;-;1;2;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;2;3;-;-;-;43
"280270 ILHA DAS FLORES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;5
"280280 INDIAROBA";-;-;-;-;-;-;2;-;-;1;-;2;2;2;1;2;-;2;3;-;4;1;1;-;1;1;-;-;-;3;-;-;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"280290 ITABAIANA";-;2;2;1;2;7;3;-;2;1;2;-;3;2;1;4;2;2;3;2;3;5;3;5;10;5;4;3;2;4;6;2;6;-;1;3;1;3;1;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;111
"280300 ITABAIANINHA";-;2;-;1;2;4;1;2;2;5;3;2;2;5;3;3;3;2;2;3;5;5;5;6;4;5;4;3;9;8;12;7;7;3;4;7;1;3;1;-;-;1;-;2;-;1;-;1;3;2;3;1;-;-;160
"280310 ITABI";-;1;-;3;-;2;2;-;-;-;1;1;-;1;-;2;1;-;-;-;-;-;-;2;1;-;-;2;1;-;1;-;2;-;1;-;-;1;-;-;-;-;-;-;1;1;2;-;-;-;1;-;-;-;30
"280320 ITAPORANGA D'AJUDA";-;1;1;1;1;3;1;-;1;-;1;2;-;1;-;-;1;3;1;2;1;3;5;2;4;3;1;-;2;1;1;1;3;-;-;-;1;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;2;-;54
"280330 JAPARATUBA";-;-;1;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;1;-;-;-;1;2;-;-;1;-;1;5;1;-;-;-;-;23
"280340 JAPOATA";-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;1;-;2;-;-;-;1;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;16
"280350 LAGARTO";-;4;-;2;4;4;2;2;-;3;-;8;3;2;7;7;6;7;6;6;8;11;10;7;7;9;8;13;7;14;8;9;8;7;10;2;5;4;7;7;2;3;7;5;-;2;2;5;3;3;7;4;2;-;279
"280360 LARANJEIRAS";-;-;-;-;1;3;2;1;-;-;-;1;-;2;-;-;2;2;-;4;1;2;2;-;1;2;-;2;-;-;2;-;-;1;-;-;1;-;1;-;-;-;1;1;1;-;-;-;-;-;1;1;-;-;38
"280370 MACAMBIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"280380 MALHADA DOS BOIS";-;-;1;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;4;1;1;3;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;27
"280390 MALHADOR";-;1;-;-;5;-;2;2;1;3;3;3;2;1;1;2;-;4;2;4;3;-;1;1;2;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;49
"280400 MARUIM";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;-;-;1;1;1;1;-;-;1;1;-;-;1;2;-;-;-;-;-;1;-;1;-;-;-;-;-;16
"280410 MOITA BONITA";-;-;-;-;2;1;1;2;1;1;1;1;-;3;-;-;-;1;1;2;1;1;4;-;5;2;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;34
"280420 MONTE ALEGRE DE SERGIPE";-;2;4;1;2;7;6;4;3;7;6;2;2;2;-;-;1;-;-;1;1;-;-;-;-;-;1;-;1;-;-;1;1;2;-;-;-;-;2;-;1;-;-;-;1;-;-;1;1;1;-;1;1;-;66
"280430 MURIBECA";-;1;1;2;1;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;3;4;1;2;-;3;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;32
"280440 NEOPOLIS";-;2;1;2;2;1;3;2;-;-;-;-;1;-;-;-;-;-;3;-;2;1;1;-;1;2;4;-;1;5;2;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;41
"280445 NOSSA SENHORA APARECIDA";-;1;2;-;1;1;4;1;-;2;4;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;28
"280450 NOSSA SENHORA DA GLORIA";-;1;2;4;2;2;4;2;1;6;-;8;1;2;4;2;11;2;2;6;4;3;4;6;3;4;1;5;2;1;-;2;2;2;2;1;3;-;-;-;3;4;-;2;5;5;7;3;2;1;-;1;3;-;143
"280460 NOSSA SENHORA DAS DORES";-;1;-;2;-;3;1;2;-;-;1;1;-;1;2;-;-;1;-;1;1;1;1;1;1;2;2;2;1;-;1;3;-;2;3;2;2;-;-;-;-;-;4;1;-;2;-;-;1;-;-;1;2;-;52
"280470 NOSSA SENHORA DE LOURDES";-;3;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;12
"280480 NOSSA SENHORA DO SOCORRO";-;8;5;11;9;11;10;3;9;5;4;9;4;13;24;19;34;24;28;23;34;31;31;22;27;45;48;56;52;42;74;49;43;30;36;41;41;31;17;25;22;20;14;21;12;19;8;10;11;13;9;3;3;-;1193
"280490 PACATUBA";-;-;-;-;2;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;-;-;17
"280500 PEDRA MOLE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"280510 PEDRINHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280520 PINHAO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;1;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;12
"280530 PIRAMBU";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;3;4;7;3;-;6;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;33
"280540 POCO REDONDO";-;1;-;2;2;2;-;-;-;1;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;17
"280550 POCO VERDE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"280560 PORTO DA FOLHA";-;-;-;1;-;1;2;2;1;-;1;1;-;7;1;1;1;-;-;1;1;-;1;1;-;1;1;1;2;-;2;1;3;3;2;2;-;4;5;5;2;3;2;-;2;-;2;3;2;3;-;4;-;-;78
"280570 PROPRIA";-;15;7;9;3;3;3;7;1;1;-;-;-;1;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;-;-;1;1;1;-;-;2;-;-;-;-;2;2;1;1;-;-;1;7;8;14;15;7;-;117
"280580 RIACHAO DO DANTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"280590 RIACHUELO";-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"280600 RIBEIROPOLIS";-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"280610 ROSARIO DO CATETE";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4
"280620 SALGADO";-;1;1;-;-;-;-;1;1;2;-;2;-;1;1;-;3;1;5;1;2;4;4;-;-;2;1;2;3;1;-;2;1;4;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;1;-;-;-;-;51
"280630 SANTA LUZIA DO ITANHY";-;3;5;5;-;3;2;3;-;1;1;1;-;1;1;2;4;1;1;4;2;1;-;1;3;3;2;2;-;1;2;2;1;5;3;1;2;1;1;1;1;2;-;-;2;7;2;9;5;2;-;4;6;-;112
"280640 SANTANA DO SAO FRANCISCO";-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"280650 SANTA ROSA DE LIMA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"280660 SANTO AMARO DAS BROTAS";-;1;-;-;-;-;-;-;-;-;-;1;-;1;2;-;-;-;1;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;15
"280670 SAO CRISTOVAO";-;5;6;8;4;7;7;4;5;8;7;10;15;12;11;10;22;16;33;24;19;19;19;24;38;36;27;27;27;23;28;25;19;24;17;8;5;11;10;5;2;4;4;3;7;1;4;2;3;3;3;2;4;-;667
"280680 SAO DOMINGOS";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;1;-;1;2;-;4;-;2;-;1;1;-;1;2;-;-;2;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;25
"280690 SAO FRANCISCO";-;1;1;1;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;1;1;-;14
"280700 SAO MIGUEL DO ALEIXO";-;6;1;2;1;-;1;2;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;1;1;2;-;-;-;-;1;-;1;1;-;1;-;-;-;-;-;2;-;1;-;-;1;-;-;29
"280710 SIMAO DIAS";-;2;6;-;3;3;2;2;4;2;1;4;3;2;4;3;-;1;2;1;3;2;2;2;2;1;3;4;1;-;2;4;7;6;3;2;4;1;2;1;4;-;1;-;-;-;1;1;1;2;1;1;1;-;110
"280720 SIRIRI";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;3;-;-;2;-;2;-;1;-;-;3;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;20
"280730 TELHA";-;2;1;3;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;16
"280740 TOBIAS BARRETO";-;-;-;-;1;2;-;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"280750 TOMAR DO GERU";-;-;4;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"280760 UMBAUBA";-;1;3;2;1;1;-;2;1;2;2;1;2;-;-;5;2;-;2;1;4;8;3;1;3;3;3;1;2;1;3;2;2;1;1;3;-;1;5;2;2;-;-;1;1;-;-;-;1;-;1;-;-;-;83
" MUNICIPIO IGNORADO - BA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"290010 ABAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"290020 ABARE";-;2;2;2;-;2;6;3;-;5;4;4;20;17;19;28;30;27;18;7;13;10;5;6;3;1;-;-;-;-;1;-;-;1;2;1;-;1;-;-;-;-;-;1;1;1;1;2;-;1;1;-;-;-;248
"290030 ACAJUTIBA";-;-;-;1;-;-;-;5;-;-;-;-;-;-;1;2;-;-;1;-;-;-;-;2;1;2;-;1;4;3;5;-;-;-;1;1;-;-;-;1;-;1;1;-;1;-;1;-;1;1;-;2;-;-;39
"290035 ADUSTINA";-;1;-;3;11;14;6;9;-;-;2;1;-;-;-;1;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;56
"290040 AGUA FRIA";-;-;-;-;-;2;1;4;-;-;-;-;-;-;1;-;1;1;1;-;3;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"290050 ERICO CARDOSO";-;-;-;1;-;-;2;2;2;3;16;21;14;30;27;16;23;18;6;3;3;4;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;195
"290060 AIQUARA";-;-;1;-;2;2;1;1;-;-;1;-;3;-;-;3;4;3;23;15;19;8;4;12;4;3;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113
"290070 ALAGOINHAS";-;12;10;6;13;10;12;15;12;15;9;12;15;12;14;22;13;21;18;38;38;37;39;35;40;40;53;80;99;75;45;26;27;13;13;13;10;12;10;6;5;8;6;8;7;7;9;4;6;3;6;4;4;-;1067
"290080 ALCOBACA";-;3;-;1;1;1;4;6;6;2;7;6;13;11;9;6;10;5;5;22;12;11;8;4;1;2;1;2;1;3;2;3;2;1;-;-;-;-;2;-;2;2;-;-;1;-;2;1;1;1;2;1;-;-;186
"290090 ALMADINA";-;-;-;-;4;8;10;5;6;5;-;-;4;2;-;1;7;11;10;9;7;7;7;2;2;4;1;-;1;2;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;118
"290100 AMARGOSA";-;-;-;-;-;1;1;-;1;-;-;-;1;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"290110 AMELIA RODRIGUES";-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;-;-;-;-;-;11
"290115 AMERICA DOURADA";-;1;-;-;2;3;-;2;1;2;8;2;2;1;1;3;6;8;20;7;12;5;7;4;8;10;6;5;4;5;4;-;-;-;1;-;-;1;1;3;2;-;-;1;1;-;-;-;1;-;-;-;-;-;150
"290120 ANAGE";-;-;-;5;19;7;12;3;-;-;2;-;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;7;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;67
"290130 ANDARAI";-;2;-;2;4;3;8;13;1;7;4;8;11;2;2;5;2;1;-;-;1;1;1;-;-;-;1;-;-;-;2;-;-;1;-;2;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;87
"290135 ANDORINHA";-;-;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;2;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"290140 ANGICAL";-;-;1;1;-;-;4;1;1;-;2;2;2;6;2;6;2;4;2;3;-;4;-;2;-;-;-;1;3;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;55
"290150 ANGUERA";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"290160 ANTAS";-;-;-;-;-;-;1;-;-;1;2;1;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"290170 ANTONIO CARDOSO";-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;3;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;15
"290180 ANTONIO GONCALVES";-;-;-;-;-;1;-;-;-;1;1;1;3;3;4;-;1;2;4;9;15;4;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"290190 APORA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;1;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"290195 APUAREMA";-;-;-;-;-;1;1;2;-;9;8;34;33;47;44;40;33;25;15;6;4;8;2;1;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;315
"290200 ARACATU";-;3;3;-;-;2;12;9;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"290205 ARACAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"290210 ARACI";-;3;1;5;2;2;1;-;-;-;-;5;1;4;-;4;-;1;-;-;2;-;-;2;-;-;-;-;-;-;1;-;1;-;1;-;2;2;4;-;-;-;-;-;-;2;-;1;5;1;2;-;1;-;56
"290220 ARAMARI";-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;1;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"290225 ARATACA";-;-;1;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;9
"290230 ARATUIPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290240 AURELINO LEAL";-;-;-;2;1;1;-;4;1;-;-;1;2;1;4;5;1;1;2;-;1;-;3;1;1;-;-;-;1;1;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;40
"290250 BAIANOPOLIS";-;-;-;-;-;-;-;2;-;-;2;1;3;12;4;7;3;17;1;3;3;4;4;1;2;-;8;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80
"290260 BAIXA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"290265 BANZAE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2;3;4;2;1;-;-;-;-;-;-;1;1;1;1;3;2;3;1;-;-;-;-;-;-;-;-;-;-;-;29
"290270 BARRA";-;1;4;-;3;4;7;11;-;-;-;-;-;2;2;9;4;7;3;4;4;4;2;5;3;1;1;-;3;2;6;3;-;1;-;1;1;-;1;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;103
"290280 BARRA DA ESTIVA";-;7;3;3;6;10;26;13;13;13;4;23;16;10;13;10;43;44;69;44;7;5;4;3;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;-;-;3;4;-;405
"290290 BARRA DO CHOCA";-;1;-;2;6;24;29;10;1;-;3;1;2;2;1;1;1;1;2;2;-;-;1;-;-;1;1;-;1;1;-;-;-;2;1;1;1;4;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;107
"290300 BARRA DO MENDES";-;3;5;7;4;24;1;1;1;4;7;21;14;31;39;46;29;15;21;4;10;6;7;9;6;7;2;3;1;-;-;1;1;1;-;1;2;-;2;-;-;-;-;-;1;-;-;1;2;1;2;3;-;-;346
"290310 BARRA DO ROCHA";-;-;-;2;-;-;1;2;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;1;-;3;-;-;1;-;-;-;23
"290320 BARREIRAS";-;49;97;190;298;411;468;498;535;513;500;486;317;421;400;346;224;174;175;158;105;64;55;38;61;39;39;25;16;17;9;3;5;11;12;8;6;3;10;7;12;4;3;5;2;5;5;3;6;9;6;6;1;-;6860
"290323 BARRO ALTO";-;-;1;5;3;4;8;2;2;1;7;3;1;1;1;4;3;6;4;5;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;1;8;4;4;7;3;5;-;1;-;104
"290327 BARROCAS";-;4;2;1;2;-;1;5;-;-;-;-;-;1;-;1;3;3;-;-;-;1;4;-;3;1;1;-;-;3;-;-;-;-;-;-;-;1;2;-;2;-;-;-;-;-;-;-;-;1;2;1;-;-;45
"290330 BARRO PRETO";-;-;1;-;-;3;2;4;1;-;-;1;-;6;1;5;13;16;13;17;28;9;10;-;-;2;-;5;1;2;1;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;146
"290340 BELMONTE";-;22;36;39;58;27;56;17;29;27;3;9;11;6;14;14;7;3;18;18;10;4;31;36;22;42;20;2;5;4;5;5;4;4;3;-;3;1;2;1;1;3;2;1;1;2;2;3;7;9;3;6;6;-;664
"290350 BELO CAMPO";-;-;-;-;8;7;13;5;1;1;-;-;-;-;-;2;2;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;46
"290360 BIRITINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;5
"290370 BOA NOVA";-;1;2;7;2;-;2;-;1;-;1;-;-;-;1;1;1;1;-;4;1;2;3;-;2;-;-;-;-;-;-;1;-;-;-;2;-;-;-;4;3;3;5;1;2;2;-;-;-;-;-;1;-;-;56
