2022
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"251396 SAO DOMINGOS";-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;4;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"251398 SAO FRANCISCO";-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;8;14;14;15;30;21;10;11;13;5;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;152
"251400 SAO JOAO DO CARIRI";-;7;12;3;9;5;25;21;15;6;6;5;1;4;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;123
"251410 SAO JOAO DO TIGRE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;2;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;15
"251420 SAO JOSE DA LAGOA TAPADA";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3;-;2;2;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"251430 SAO JOSE DE CAIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;7;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"251440 SAO JOSE DE ESPINHARAS";-;-;-;-;1;1;-;-;-;4;2;3;-;3;6;4;9;6;8;10;9;3;6;8;5;4;1;5;2;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;105
"251445 SAO JOSE DOS RAMOS";-;-;-;1;-;1;1;-;-;-;2;1;2;3;2;1;1;2;2;1;6;8;5;11;13;9;4;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;82
"251450 SAO JOSE DE PIRANHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;5;3;2;5;3;6;10;10;1;12;9;2;3;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;82
"251455 SAO JOSE DE PRINCESA";-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;1;3;1;1;-;2;1;3;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;22
"251460 SAO JOSE DO BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"251465 SAO JOSE DO BREJO DO CRUZ";-;-;-;-;-;-;-;6;12;28;52;24;25;19;11;7;7;3;2;3;6;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;213
"251470 SAO JOSE DO SABUGI";-;-;-;1;-;-;-;-;-;1;3;5;15;2;5;8;7;4;1;2;2;1;2;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64
"251480 SAO JOSE DOS CORDEIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"251490 SAO MAMEDE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;3;4;7;3;5;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
"251500 SAO MIGUEL DE TAIPU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;1;-;1;2;2;2;1;1;1;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;3;7;6;2;1;-;4;2;-;2;-;7;3;2;1;2;2;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52
"251520 SAO SEBASTIAO DO UMBUZEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;1;-;8
"251530 SAPE";-;4;7;-;5;5;6;11;7;-;2;-;-;-;-;6;2;-;8;2;7;-;3;3;4;12;3;7;2;3;11;8;1;-;-;-;4;3;-;-;-;-;1;-;-;-;-;-;-;1;2;2;-;-;142
"251540 SAO VICENTE DO SERIDO";-;-;-;1;-;-;-;-;-;-;-;3;2;14;12;29;51;41;25;18;20;7;1;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;231
"251550 SERRA BRANCA";-;2;-;1;1;-;-;3;-;2;3;4;-;5;4;14;16;21;6;6;1;-;1;3;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;100
"251560 SERRA DA RAIZ";-;9;3;30;44;37;6;7;8;2;1;-;-;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;151
"251570 SERRA GRANDE";-;-;-;-;-;1;-;-;1;-;-;1;2;2;-;1;1;-;-;7;2;-;-;1;1;-;-;1;-;-;-;1;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"251580 SERRA REDONDA";-;-;1;-;-;-;-;-;-;2;2;3;3;4;10;3;-;-;1;4;2;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;40
"251590 SERRARIA";-;1;-;-;-;2;1;1;-;2;-;4;2;3;8;8;7;4;7;2;-;4;4;2;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
"251593 SERTAOZINHO";-;-;-;-;1;-;1;1;1;12;9;11;7;6;3;1;3;3;1;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;66
"251597 SOBRADO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"251600 SOLANEA";-;2;1;-;1;7;2;7;12;30;24;14;9;7;8;4;5;6;5;2;2;3;1;-;-;1;3;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;161
"251610 SOLEDADE";-;-;1;-;-;1;1;1;-;-;-;1;6;16;16;23;12;8;16;1;2;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;110
"251615 SOSSEGO";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2;4;-;3;3;5;-;-;2;2;2;1;-;-;2;-;1;6;1;2;4;4;1;-;2;3;-;2;-;-;1;-;1;-;-;-;-;-;-;56
"251620 SOUSA";-;1;1;1;2;2;3;-;1;-;-;-;-;6;15;17;16;13;27;36;41;28;36;19;10;9;5;4;15;9;24;14;4;7;1;-;3;1;1;-;1;1;-;-;-;1;1;-;3;1;-;1;1;-;382
"251630 SUME";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;3;4;1;1;3;3;2;1;5;-;2;1;-;-;-;-;-;1;3;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;38
"251640 TACIMA";-;1;3;1;-;3;3;-;-;-;-;2;1;3;-;4;21;10;6;12;7;3;4;7;6;4;2;2;1;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112
"251650 TAPEROA";-;-;-;-;-;-;3;-;-;-;-;1;-;1;1;1;7;12;3;5;-;2;3;1;3;1;2;2;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;53
"251660 TAVARES";-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;2;1;2;3;19;21;18;9;-;2;6;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;93
"251670 TEIXEIRA";-;17;12;14;30;28;23;31;19;28;17;13;16;12;13;36;11;23;27;4;5;15;14;10;8;17;10;4;3;9;11;3;3;-;-;2;1;-;5;1;2;2;3;11;6;14;9;12;17;6;-;-;-;1;578
"251675 TENORIO";-;12;16;12;5;2;25;15;5;2;4;2;4;3;1;5;3;4;3;1;1;2;-;-;-;-;-;1;1;1;-;1;1;3;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;137
"251680 TRIUNFO";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4;2;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;13
"251690 UIRAUNA";-;-;-;1;-;-;-;-;-;1;-;-;-;1;3;1;1;-;-;-;-;-;-;1;3;2;1;1;-;1;1;1;-;-;-;1;-;4;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;27
"251700 UMBUZEIRO";-;-;-;2;1;1;-;1;1;1;2;3;2;2;3;8;1;-;1;2;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;39
"251710 VARZEA";-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;7;3;5;1;2;6;4;1;6;7;2;2;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
"251720 VIEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"251740 ZABELE";-;-;1;-;-;-;-;1;-;1;-;-;-;1;2;-;1;-;2;-;2;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;17
"260005 ABREU E LIMA";-;-;-;1;3;6;-;-;-;-;-;-;1;2;1;4;2;-;3;6;2;1;1;3;4;2;2;1;3;1;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;4;1;1;-;61
"260010 AFOGADOS DA INGAZEIRA";-;3;2;5;5;7;7;6;1;-;-;-;1;3;2;1;2;7;4;6;-;1;-;1;2;3;1;2;-;1;2;-;1;3;1;1;1;2;-;-;-;1;2;-;1;1;-;-;-;-;-;-;-;-;89
"260020 AFRANIO";-;1;1;-;-;2;2;4;3;11;8;15;12;10;11;21;8;15;40;4;1;3;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;176
"260030 AGRESTINA";-;-;1;-;1;1;-;-;-;-;1;1;1;2;-;2;-;1;1;-;2;1;-;3;2;2;-;-;1;-;3;2;1;1;2;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;36
"260040 AGUA PRETA";-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;14
"260050 AGUAS BELAS";-;-;-;-;1;-;-;-;-;-;-;-;1;1;1;8;1;1;3;2;1;1;1;-;-;1;1;-;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;29
"260060 ALAGOINHA";-;1;1;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;2;1;2;1;1;2;-;1;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;26
"260070 ALIANCA";-;-;1;2;1;1;-;-;-;2;-;2;5;1;3;2;5;3;5;6;5;1;2;-;-;-;-;2;-;3;1;-;-;-;-;-;-;-;-;-;-;2;3;3;-;1;-;-;-;3;2;2;4;-;73
"260080 ALTINHO";-;1;2;-;1;3;2;2;3;-;3;2;3;5;6;4;1;15;8;6;8;9;2;10;2;6;4;-;-;1;3;5;-;2;2;9;3;2;3;-;1;1;-;2;-;-;-;-;-;1;1;-;-;-;144
"260090 AMARAJI";-;-;-;-;-;2;2;-;-;-;-;1;-;2;1;3;3;5;8;11;8;7;4;7;1;7;4;4;2;4;1;1;2;1;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;96
"260100 ANGELIM";-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;4;4;4;1;4;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"260105 ARACOIABA";-;11;13;13;17;25;25;28;7;9;2;12;7;13;31;24;19;23;21;20;24;12;8;10;10;8;4;19;10;6;5;7;6;1;6;1;12;4;6;8;7;8;11;9;8;5;4;2;3;17;8;4;1;-;574
"260110 ARARIPINA";-;-;-;-;2;-;2;-;-;-;2;2;2;-;-;1;1;1;1;1;3;-;-;2;1;-;1;1;1;1;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;32
"260120 ARCOVERDE";-;-;1;1;-;5;2;3;1;1;-;-;-;-;-;1;2;1;3;3;1;-;3;2;-;7;-;-;-;-;-;3;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;1;-;2;2;-;-;-;49
"260130 BARRA DE GUABIRABA";-;-;1;7;2;1;6;2;6;8;6;11;6;5;8;4;7;9;15;4;6;6;1;1;3;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;1;-;-;-;-;-;135
"260140 BARREIROS";-;1;-;2;1;-;-;-;-;1;-;1;-;1;-;-;1;-;1;3;4;8;7;5;2;6;3;3;2;4;8;9;4;4;3;4;2;1;-;1;-;-;-;-;-;1;3;-;-;2;-;-;-;-;98
"260150 BELEM DE MARIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"260160 BELEM DE SAO FRANCISCO";-;-;-;2;5;10;12;7;-;1;1;1;-;1;1;4;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;49
"260170 BELO JARDIM";-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;3;-;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;5;-;-;20
"260180 BETANIA";-;-;-;-;-;1;1;-;2;-;1;-;-;-;-;-;-;2;5;1;3;3;-;2;-;1;2;1;1;1;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;32
"260190 BEZERROS";-;1;-;-;-;1;2;1;-;-;-;-;-;-;-;-;2;1;1;1;2;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"260200 BODOCO";-;-;1;-;-;1;4;3;1;2;1;3;1;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
"260210 BOM CONSELHO";-;4;3;4;-;1;-;-;-;-;-;1;4;1;3;1;-;1;1;5;1;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
"260220 BOM JARDIM";-;-;-;1;1;-;-;1;3;8;12;6;7;2;1;1;2;3;2;1;2;1;1;2;2;-;3;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;70
"260230 BONITO";-;-;-;-;2;2;1;-;1;-;-;-;2;5;5;5;4;2;1;9;2;-;-;-;2;-;-;1;1;2;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;-;53
"260240 BREJAO";-;-;-;-;-;-;9;-;-;-;4;4;8;13;4;5;5;11;21;32;35;33;20;10;9;5;1;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;234
"260250 BREJINHO";-;-;2;1;1;2;3;3;-;-;-;-;1;-;1;-;-;-;-;-;1;2;1;1;-;4;-;5;3;3;-;-;-;-;1;-;-;1;-;-;-;1;-;1;-;-;2;3;-;-;-;-;-;-;43
"260260 BREJO DA MADRE DE DEUS";-;5;5;4;2;3;1;2;3;1;2;4;7;5;3;3;3;4;13;6;5;7;7;5;4;3;4;2;5;5;11;6;3;3;7;4;2;4;2;6;5;7;5;3;2;3;2;9;3;2;-;-;-;-;212
"260270 BUENOS AIRES";-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;1;-;-;1;1;-;1;-;-;1;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;14
"260280 BUIQUE";-;6;2;5;1;5;-;-;1;1;4;4;12;6;18;14;28;23;60;39;35;63;56;49;23;22;31;26;11;14;7;7;3;3;2;7;2;1;-;-;2;1;1;1;1;1;1;2;6;11;4;5;2;-;629
"260290 CABO DE SANTO AGOSTINHO";-;13;12;8;9;6;2;-;-;1;2;2;-;-;2;-;1;-;-;-;-;1;1;-;-;1;3;2;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;3;1;1;3;1;2;4;-;86
"260300 CABROBO";-;2;-;9;4;6;12;22;7;16;20;15;14;9;9;4;5;11;7;3;1;2;1;1;-;1;2;1;-;3;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189
"260310 CACHOEIRINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;8
"260320 CAETES";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"260330 CALCADO";-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;11
"260340 CALUMBI";-;-;-;-;-;-;1;-;-;1;-;-;2;-;1;2;-;-;-;2;2;1;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"260345 CAMARAGIBE";-;4;3;7;3;4;-;1;2;1;1;1;4;3;1;2;2;1;2;2;1;-;1;-;2;1;1;1;2;2;1;3;-;3;1;-;1;4;-;-;-;3;2;1;-;2;2;4;4;6;4;8;1;-;105
"260350 CAMOCIM DE SAO FELIX";-;-;-;1;-;-;-;-;-;-;1;1;1;-;1;2;1;2;1;1;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;22
"260360 CAMUTANGA";-;-;-;-;-;1;1;4;-;-;2;-;-;1;-;2;-;-;1;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;19
"260370 CANHOTINHO";-;-;-;2;-;2;2;1;1;4;2;2;3;5;2;4;3;2;4;1;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44
"260380 CAPOEIRAS";-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;11
"260390 CARNAIBA";-;-;-;2;1;2;2;1;1;-;1;1;3;1;4;12;23;29;25;3;4;9;5;3;5;2;1;-;-;1;-;-;3;1;4;3;1;1;-;1;2;-;-;-;1;-;1;-;1;-;1;-;-;-;161
"260392 CARNAUBEIRA DA PENHA";-;-;-;-;-;-;-;9;7;5;6;1;4;1;3;2;12;15;4;1;3;1;2;3;-;-;-;-;2;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;85
"260400 CARPINA";-;-;1;-;2;-;2;-;-;-;3;1;2;3;2;3;2;3;3;12;4;4;6;9;7;7;5;3;4;4;3;1;4;2;3;-;-;2;2;3;2;-;-;-;1;1;1;-;1;2;3;-;-;-;123
"260410 CARUARU";-;28;22;17;10;5;3;-;-;2;-;1;-;1;6;5;7;15;42;17;8;10;10;5;2;6;3;2;1;4;-;4;-;1;-;-;1;1;2;-;2;-;1;-;3;2;-;-;1;13;11;9;3;-;286
"260420 CATENDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;-;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;12
"260430 CEDRO";-;-;1;1;2;5;2;1;-;2;-;2;-;1;2;2;4;-;-;1;2;1;3;2;3;1;3;-;1;3;-;-;2;1;2;-;1;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;54
"260440 CHA DE ALEGRIA";-;-;-;-;-;-;10;11;1;4;2;-;2;2;2;-;-;4;3;-;1;2;2;2;-;1;1;1;-;-;-;1;-;2;-;-;-;-;-;-;2;3;1;-;2;-;-;-;-;-;1;1;-;-;64
"260450 CHA GRANDE";-;3;-;-;1;1;2;2;-;-;-;-;-;-;1;1;-;-;1;1;1;1;1;-;-;1;-;-;1;-;-;3;7;1;-;-;2;1;2;9;4;1;5;2;10;8;7;5;21;17;6;-;-;-;129
"260460 CONDADO";-;-;1;2;1;3;3;2;2;1;2;1;2;1;-;-;2;7;2;3;3;2;4;2;-;2;3;1;2;3;1;-;1;-;-;-;1;1;-;4;-;1;1;1;-;2;1;2;2;1;2;1;-;-;79
"260470 CORRENTES";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;15;23;22;10;-;5;5;7;7;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;99
"260480 CORTES";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;3;-;1;-;1;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"260490 CUMARU";-;1;2;2;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;4;4;1;1;1;1;1;1;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;31
"260500 CUPIRA";-;-;2;3;3;8;-;1;1;1;-;2;-;7;6;4;1;8;10;3;1;5;3;2;3;4;4;7;3;4;5;2;8;4;8;1;3;6;-;1;-;-;1;2;7;1;3;3;1;5;4;1;-;-;162
"260510 CUSTODIA";-;-;-;1;-;-;3;1;-;1;-;-;1;1;3;4;4;3;2;3;5;3;1;4;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;47
"260515 DORMENTES";-;-;-;3;6;7;9;5;4;2;5;-;6;6;5;7;-;4;2;4;4;2;3;5;5;2;1;7;4;6;9;5;1;5;5;2;3;2;-;-;2;-;-;-;-;-;-;1;1;3;2;-;1;-;156
"260520 ESCADA";-;6;7;3;2;2;4;3;3;3;3;8;20;6;12;6;1;8;6;2;-;1;-;-;1;1;-;1;2;6;1;3;5;-;3;2;4;4;-;1;1;1;1;2;2;2;6;-;1;2;1;-;-;-;159
"260530 EXU";-;2;5;5;4;12;11;10;7;13;24;13;11;14;7;10;4;4;10;2;2;2;4;1;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;1;2;2;1;-;-;-;-;1;1;1;2;1;-;-;193
"260540 FEIRA NOVA";-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;3;-;1;-;-;1;1;1;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"260545 FERNANDO DE NORONHA";-;2;-;1;-;1;1;-;1;-;-;-;1;1;1;5;9;8;2;3;4;-;3;-;2;1;2;2;2;2;1;-;4;1;7;5;12;5;4;-;4;3;4;3;1;-;-;-;-;-;-;-;-;-;108
"260550 FERREIROS";-;-;-;-;-;-;-;-;1;4;2;2;6;3;3;3;1;5;3;3;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"260560 FLORES";-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;2;2;-;2;1;1;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"260570 FLORESTA";-;-;-;-;2;1;1;7;6;8;12;6;9;6;7;3;6;10;3;3;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;95
"260580 FREI MIGUELINHO";-;-;1;-;1;-;-;-;-;-;-;1;1;1;6;8;1;1;1;-;-;-;-;-;-;-;-;-;-;-;2;2;-;1;-;2;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;32
"260590 GAMELEIRA";-;-;1;-;1;-;3;2;4;5;11;9;3;1;-;2;-;-;1;-;-;2;1;1;-;4;2;5;1;4;1;2;4;3;-;3;1;-;1;5;5;3;7;1;-;3;1;2;-;3;-;2;-;-;110
"260600 GARANHUNS";-;7;3;2;10;23;23;15;-;4;1;-;6;4;1;6;16;18;8;17;29;17;13;18;27;18;8;6;7;5;3;12;7;2;3;7;7;7;5;11;3;6;6;6;9;10;9;6;7;6;4;3;1;-;452
