2020
http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/denguebbr.def
"Município de residência";"Em Branco/ign";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
"211400 ZE DOCA";-;1;3;3;4;2;-;5;1;-;-;-;1;1;2;-;1;-;2;7;1;-;1;-;1;1;6;2;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;50
"220005 ACAUA";-;-;-;-;-;2;1;-;-;7;4;13;-;8;10;4;8;4;3;4;3;2;2;1;-;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;81
"220010 AGRICOLANDIA";-;2;4;3;3;3;3;-;-;-;-;1;-;-;-;1;-;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;9;4;-;-;-;40
"220020 AGUA BRANCA";-;3;7;9;11;15;11;17;19;13;4;1;-;1;1;4;4;4;7;9;3;3;2;1;-;2;2;5;2;3;-;1;-;1;2;2;2;-;-;2;-;-;-;-;2;5;2;4;10;16;23;13;3;-;251
"220025 ALAGOINHA DO PIAUI";-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;3;16;6;9;7;5;8;5;5;7;6;8;4;1;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;98
"220027 ALEGRETE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;6;3;7;1;3;1;8;13;7;4;1;3;1;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"220030 ALTO LONGA";-;-;-;1;1;1;1;-;-;1;3;3;2;4;2;8;4;13;6;11;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;67
"220040 ALTOS";-;1;-;-;-;-;1;2;1;1;2;1;2;1;4;3;8;7;5;4;2;2;-;1;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;54
"220045 ALVORADA DO GURGUEIA";-;1;-;-;-;-;-;-;-;-;3;-;2;-;2;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"220050 AMARANTE";-;-;-;-;-;-;-;-;-;-;-;-;2;1;4;2;3;1;6;1;-;-;1;5;2;2;2;2;-;-;1;1;6;2;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;47
"220060 ANGICAL DO PIAUI";-;-;1;-;-;-;-;-;-;-;-;-;-;3;2;4;6;6;8;9;9;6;2;3;7;1;-;-;1;2;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;75
"220070 ANISIO DE ABREU";-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;1;3;5;4;6;1;-;2;2;1;6;4;1;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46
"220080 ANTONIO ALMEIDA";-;-;-;-;-;1;1;7;1;10;14;9;13;13;13;14;11;-;-;-;1;-;-;-;1;2;-;-;1;1;-;-;3;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121
"220090 AROAZES";-;-;-;-;-;-;-;1;1;1;3;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;6;12;12;6;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51
"220095 AROEIRAS DO ITAIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;7;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"220100 ARRAIAL";-;-;-;-;-;-;-;-;-;-;5;4;2;-;2;-;-;-;1;-;-;-;-;1;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"220105 ASSUNCAO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"220110 AVELINO LOPES";-;-;-;3;3;4;21;14;13;10;-;2;1;-;2;-;1;3;-;4;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;87
"220115 BAIXA GRANDE DO RIBEIRO";-;1;1;2;1;8;13;3;-;-;1;4;5;5;7;7;7;5;3;1;1;3;4;2;2;7;8;6;13;6;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;131
"220117 BARRA D'ALCANTARA";-;-;-;-;2;3;7;8;4;-;-;3;3;2;2;4;3;2;6;5;-;2;3;2;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"220120 BARRAS";-;-;-;1;-;-;2;4;-;4;6;5;4;6;2;2;3;2;1;4;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;51
"220130 BARREIRAS DO PIAUI";-;-;-;-;-;-;1;-;-;-;-;2;-;1;-;1;-;2;3;-;4;2;2;1;3;1;2;5;3;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"220140 BARRO DURO";-;2;1;2;6;10;21;5;6;6;4;-;1;1;-;2;4;1;5;-;1;-;2;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;86
"220150 BATALHA";-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;-;-;2;-;2;-;2;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"220155 BELA VISTA DO PIAUI";-;-;-;-;-;-;-;-;-;1;-;2;-;5;9;4;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"220157 BELEM DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;7;7;7;12;7;10;5;10;-;4;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;75
"220160 BENEDITINOS";-;1;-;1;1;-;1;-;2;-;1;6;3;4;1;6;3;-;9;4;5;2;-;3;1;-;-;1;-;-;1;3;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;65
"220170 BERTOLINIA";-;-;-;-;-;-;-;-;-;-;-;3;2;3;2;6;6;4;5;3;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
"220173 BETANIA DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;6;12;3;7;-;1;-;1;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"220177 BOA HORA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220180 BOCAINA";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;3;-;-;2;2;4;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"220190 BOM JESUS";-;5;21;29;18;37;40;11;4;10;12;11;18;6;19;13;14;23;19;21;15;15;12;6;17;9;3;8;1;1;-;1;2;4;-;1;1;-;1;-;3;2;-;1;1;1;2;1;2;1;2;2;4;-;450
"220191 BOM PRINCIPIO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;2;4;-;-;-;1;-;6;2;1;1;-;-;1;-;-;-;-;2;2;5;1;2;1;-;-;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;35
"220192 BONFIM DO PIAUI";-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;2;1;1;1;1;1;-;1;-;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"220196 BRASILEIRA";-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;3;3;2;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"220198 BREJO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;2;5;4;3;2;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"220200 BURITI DOS LOPES";-;-;-;-;1;3;-;-;1;1;1;1;1;-;1;-;-;6;1;3;2;8;2;2;6;4;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"220202 BURITI DOS MONTES";-;1;-;-;-;1;-;-;-;1;-;1;1;1;3;1;2;1;1;1;5;3;10;4;3;3;2;9;-;14;8;7;3;3;-;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;92
"220205 CABECEIRAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"220207 CAJAZEIRAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"220208 CAJUEIRO DA PRAIA";-;-;-;-;-;1;-;1;-;-;4;1;20;15;10;3;14;14;2;6;4;6;9;3;2;4;-;1;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;126
"220210 CAMPINAS DO PIAUI";-;-;-;-;1;-;-;1;-;1;5;4;-;-;2;5;1;3;2;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"220211 CAMPO ALEGRE DO FIDALGO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"220213 CAMPO GRANDE DO PIAUI";-;-;-;1;1;-;2;-;-;-;-;-;1;2;7;15;12;3;1;3;4;1;2;2;-;1;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"220220 CAMPO MAIOR";-;3;-;5;8;14;27;53;29;25;34;16;20;7;17;7;6;6;7;2;2;-;6;2;1;-;3;-;-;-;2;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;2;-;1;-;-;-;-;-;309
"220230 CANTO DO BURITI";-;-;-;1;1;2;-;-;-;2;-;5;3;16;12;11;5;35;42;44;57;21;7;-;6;5;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;279
"220240 CAPITAO DE CAMPOS";-;-;-;1;2;-;1;-;1;-;-;2;-;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;13
"220245 CAPITAO GERVASIO OLIVEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;4;2;10;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"220250 CARACOL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"220253 CARAUBAS DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;2;2;-;1;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"220255 CARIDADE DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;3;-;2;3;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"220260 CASTELO DO PIAUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;4;1;1;1;1;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"220265 CAXINGO";-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;2;-;-;-;4;-;1;-;1;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"220270 COCAL";-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;4;5;2;7;3;4;-;1;1;-;-;-;2;-;1;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;37
"220271 COCAL DE TELHA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;6;2;1;2;3;4;-;-;-;1;-;1;1;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
"220272 COCAL DOS ALVES";-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;2;1;1;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"220273 COIVARAS";-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;1;2;1;1;3;3;2;-;1;2;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
"220275 COLONIA DO GURGUEIA";-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;2;2;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"220277 COLONIA DO PIAUI";-;-;-;-;-;-;-;1;-;-;-;-;-;1;2;-;4;3;1;-;-;1;2;-;-;2;-;3;1;-;3;4;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
"220280 CONCEICAO DO CANINDE";-;-;-;-;-;-;-;-;-;-;-;1;1;1;5;9;8;5;9;11;8;5;5;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71
"220285 CORONEL JOSE DIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;5;2;2;1;3;1;-;-;3;3;2;6;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"220290 CORRENTE";-;1;1;1;1;-;2;1;1;1;-;4;6;2;6;19;12;9;9;7;11;5;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;104
"220300 CRISTALANDIA DO PIAUI";-;-;-;1;-;1;-;-;-;-;-;-;1;-;2;2;1;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"220310 CRISTINO CASTRO";-;-;-;1;-;1;-;1;2;1;3;3;3;5;4;-;3;1;1;1;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;36
"220320 CURIMATA";-;6;19;21;31;30;18;13;15;5;9;5;4;4;3;3;5;8;3;11;5;8;6;4;2;3;3;1;3;2;1;-;-;1;-;1;-;1;5;1;1;-;-;-;2;1;-;1;-;2;5;4;-;-;276
"220323 CURRAIS";-;10;35;16;9;14;11;7;1;-;2;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;116
"220325 CURRALINHOS";-;3;7;-;-;2;1;-;1;-;1;8;9;-;6;5;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;8;12;13;2;-;-;86
"220327 CURRAL NOVO DO PIAUI";-;-;-;-;-;-;-;-;-;-;1;6;3;2;2;-;1;-;1;-;3;2;1;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"220330 DEMERVAL LOBAO";-;-;-;-;-;1;1;-;-;1;-;2;1;2;10;3;-;-;1;1;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;30
"220335 DIRCEU ARCOVERDE";-;-;-;-;-;-;-;-;-;2;-;1;3;2;4;22;27;21;19;13;15;14;14;11;4;1;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;177
"220340 DOM EXPEDITO LOPES";-;-;-;-;-;-;1;1;-;1;1;1;2;9;5;5;5;5;3;1;2;1;7;1;4;4;-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;63
"220342 DOMINGOS MOURAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;27;13;8;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
"220345 DOM INOCENCIO";-;1;1;2;2;-;1;-;-;1;-;2;3;3;16;14;12;19;11;11;11;11;1;4;1;3;2;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;137
"220350 ELESBAO VELOSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;1;-;-;1;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"220360 ELISEU MARTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;-;5;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;18
"220370 ESPERANTINA";-;1;-;-;8;14;10;4;9;17;10;13;15;16;27;19;24;13;9;13;19;11;16;12;6;9;13;7;2;1;4;1;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;329
"220375 FARTURA DO PIAUI";-;-;-;-;-;-;-;1;1;-;-;-;1;4;5;1;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"220380 FLORES DO PIAUI";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;4;1;-;1;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"220390 FLORIANO";-;2;1;1;8;3;6;6;4;10;7;5;17;11;33;33;29;16;12;6;8;4;9;21;13;6;9;5;6;1;1;1;1;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;301
"220400 FRANCINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3
"220410 FRANCISCO AYRES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;2;5;7;5;5;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;32
"220415 FRANCISCO MACEDO";-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;1;1;1;-;1;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"220420 FRANCISCO SANTOS";-;-;-;-;-;-;-;-;2;-;1;3;1;1;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"220430 FRONTEIRAS";-;-;-;-;-;-;-;-;1;1;2;1;-;-;2;2;-;-;-;2;3;4;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"220435 GEMINIANO";-;5;14;16;3;4;6;1;3;5;10;10;10;4;6;13;13;4;3;13;10;5;18;12;2;2;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;197
"220440 GILBUES";-;-;-;-;-;-;1;2;-;1;-;1;3;5;8;6;14;13;10;12;22;12;9;3;3;4;6;2;2;2;4;1;1;-;-;-;-;-;-;1;4;-;1;1;-;-;2;1;-;-;-;-;-;-;157
"220450 GUADALUPE";-;-;1;-;1;5;19;8;2;-;2;3;7;18;12;6;9;8;7;4;10;2;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;-;-;-;-;1;-;135
"220455 GUARIBAS";-;-;-;-;3;5;-;1;-;-;-;-;-;4;2;2;6;1;5;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38
"220460 HUGO NAPOLEAO";-;1;2;-;3;3;-;7;1;7;2;-;1;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;33
"220465 ILHA GRANDE";-;-;-;1;-;-;-;1;-;1;-;2;-;2;3;3;3;2;7;12;5;4;8;8;6;4;2;2;1;4;2;2;5;5;2;-;2;1;-;1;2;3;-;1;1;-;-;-;-;-;-;-;-;-;108
"220470 INHUMA";-;1;-;-;-;-;-;2;-;1;2;1;6;10;29;48;72;92;43;29;12;8;12;-;1;1;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;376
"220480 IPIRANGA DO PIAUI";-;-;-;-;2;-;2;-;2;5;3;10;14;18;15;8;16;19;4;2;2;3;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;130
"220490 ISAIAS COELHO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;4;4;7;4;4;4;1;3;-;-;3;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40
"220500 ITAINOPOLIS";-;-;-;-;-;1;-;-;-;-;1;1;7;11;7;6;16;38;15;7;3;3;1;-;-;4;2;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127
"220510 ITAUEIRA";-;-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"220515 JACOBINA DO PIAUI";-;1;1;-;-;-;-;-;-;-;2;1;9;6;9;10;3;5;2;2;-;2;-;-;-;2;1;1;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62
"220520 JAICOS";-;-;-;-;-;-;1;-;1;2;1;2;19;14;22;11;22;51;77;74;26;40;16;6;6;3;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;398
"220525 JARDIM DO MULATO";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;4;3;4;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"220527 JATOBA DO PIAUI";-;-;-;-;1;-;-;2;1;-;-;2;1;3;1;1;1;3;1;3;2;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
"220530 JERUMENHA";-;-;-;-;-;2;-;-;-;2;2;4;-;1;1;1;5;3;4;9;5;3;1;1;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49
"220535 JOAO COSTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"220540 JOAQUIM PIRES";-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;2;2;1;-;2;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"220550 JOSE DE FREITAS";-;1;-;-;-;1;1;1;2;1;4;6;12;16;7;13;17;10;5;4;5;3;7;-;2;1;2;1;-;-;1;1;-;-;2;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;129
"220551 JUAZEIRO DO PIAUI";-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"220552 JULIO BORGES";-;2;-;-;1;2;1;1;1;2;4;4;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;23
"220553 JUREMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13;2;1;8;2;3;3;1;4;4;2;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
"220554 LAGOINHA DO PIAUI";-;4;-;-;-;1;-;2;-;1;-;-;1;-;1;-;1;1;2;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;8;3;10;6;10;2;-;-;63
